date,trump covid,isPartial
2020-05-27,19,False
2020-05-28,31,False
2020-05-29,31,False
2020-05-30,57,False
2020-05-31,36,False
2020-06-01,26,False
2020-06-02,26,False
2020-06-03,24,False
2020-06-04,35,False
2020-06-05,31,False
2020-06-06,14,False
2020-06-07,43,False
2020-06-08,12,False
2020-06-09,18,False
2020-06-10,12,False
2020-06-11,32,False
2020-06-12,33,False
2020-06-13,15,False
2020-06-14,44,False
2020-06-15,26,False
2020-06-16,38,False
2020-06-17,53,False
2020-06-18,45,False
2020-06-19,26,False
2020-06-20,60,False
2020-06-21,29,False
2020-06-22,32,False
2020-06-23,32,False
2020-06-24,60,False
2020-06-25,34,False
2020-06-26,55,False
2020-06-27,81,False
2020-06-28,37,False
2020-06-29,61,False
2020-06-30,34,False
2020-07-01,76,False
2020-07-02,83,False
2020-07-03,37,False
2020-07-04,75,False
2020-07-05,65,False
2020-07-06,68,False
2020-07-07,35,False
2020-07-08,65,False
2020-07-09,100,False
2020-07-10,72,False
2020-07-11,57,False
