date,obama,isPartial
2012-08-06,14,False
2012-08-07,11,False
2012-08-08,14,False
2012-08-09,17,False
2012-08-10,18,False
2012-08-11,15,False
2012-08-12,14,False
2012-08-13,8,False
2012-08-14,20,False
2012-08-15,22,False
2012-08-16,22,False
2012-08-17,25,False
2012-08-18,11,False
2012-08-19,19,False
2012-08-20,15,False
2012-08-21,46,False
2012-08-22,32,False
2012-08-23,26,False
2012-08-24,13,False
2012-08-25,20,False
2012-08-26,19,False
2012-08-27,20,False
2012-08-28,11,False
2012-08-29,18,False
2012-08-30,26,False
2012-08-31,22,False
2012-09-01,28,False
2012-09-02,28,False
2012-09-03,22,False
2012-09-04,21,False
2012-09-05,58,False
2012-09-06,39,False
2012-09-07,51,False
2012-09-08,28,False
2012-09-09,32,False
2012-09-10,25,False
2012-09-11,19,False
2012-09-12,27,False
2012-09-13,29,False
2012-09-14,20,False
2012-09-15,12,False
2012-09-16,21,False
2012-09-17,15,False
2012-09-18,18,False
2012-09-19,23,False
2012-09-20,22,False
2012-09-21,16,False
2012-09-22,21,False
2012-09-23,10,False
2012-09-24,27,False
2012-09-25,22,False
2012-09-26,26,False
2012-09-27,31,False
2012-09-28,35,False
2012-09-29,31,False
2012-09-30,46,False
2012-10-01,33,False
2012-10-02,31,False
2012-10-03,53,False
2012-10-04,65,False
2012-10-05,53,False
2012-10-06,38,False
2012-10-07,35,False
2012-10-08,30,False
2012-10-09,20,False
2012-10-10,33,False
2012-10-11,26,False
2012-10-12,27,False
2012-10-13,25,False
2012-10-14,23,False
2012-10-15,24,False
2012-10-16,31,False
2012-10-17,82,False
2012-10-18,37,False
2012-10-19,34,False
2012-10-20,29,False
2012-10-21,27,False
2012-10-22,36,False
2012-10-23,82,False
2012-10-24,69,False
2012-10-25,84,False
2012-10-26,45,False
2012-10-27,41,False
2012-10-28,41,False
2012-10-29,35,False
2012-10-30,35,False
2012-10-31,42,False
2012-11-01,59,False
2012-11-02,45,False
2012-11-03,38,False
2012-11-04,44,False
2012-11-05,56,False
2012-11-06,100,False
