date,obama,isPartial
2012-08-06,12,False
2012-08-07,11,False
2012-08-08,9,False
2012-08-09,11,False
2012-08-10,10,False
2012-08-11,13,False
2012-08-12,11,False
2012-08-13,15,False
2012-08-14,13,False
2012-08-15,16,False
2012-08-16,15,False
2012-08-17,13,False
2012-08-18,11,False
2012-08-19,11,False
2012-08-20,13,False
2012-08-21,12,False
2012-08-22,10,False
2012-08-23,14,False
2012-08-24,12,False
2012-08-25,15,False
2012-08-26,13,False
2012-08-27,13,False
2012-08-28,13,False
2012-08-29,24,False
2012-08-30,19,False
2012-08-31,26,False
2012-09-01,20,False
2012-09-02,19,False
2012-09-03,24,False
2012-09-04,27,False
2012-09-05,71,False
2012-09-06,53,False
2012-09-07,63,False
2012-09-08,31,False
2012-09-09,21,False
2012-09-10,20,False
2012-09-11,20,False
2012-09-12,23,False
2012-09-13,23,False
2012-09-14,20,False
2012-09-15,19,False
2012-09-16,13,False
2012-09-17,15,False
2012-09-18,20,False
2012-09-19,20,False
2012-09-20,26,False
2012-09-21,21,False
2012-09-22,17,False
2012-09-23,14,False
2012-09-24,17,False
2012-09-25,22,False
2012-09-26,17,False
2012-09-27,20,False
2012-09-28,23,False
2012-09-29,18,False
2012-09-30,17,False
2012-10-01,17,False
2012-10-02,20,False
2012-10-03,27,False
2012-10-04,71,False
2012-10-05,30,False
2012-10-06,16,False
2012-10-07,20,False
2012-10-08,24,False
2012-10-09,26,False
2012-10-10,21,False
2012-10-11,18,False
2012-10-12,28,False
2012-10-13,23,False
2012-10-14,18,False
2012-10-15,22,False
2012-10-16,27,False
2012-10-17,67,False
2012-10-18,33,False
2012-10-19,41,False
2012-10-20,23,False
2012-10-21,23,False
2012-10-22,30,False
2012-10-23,57,False
2012-10-24,40,False
2012-10-25,44,False
2012-10-26,33,False
2012-10-27,33,False
2012-10-28,24,False
2012-10-29,25,False
2012-10-30,28,False
2012-10-31,33,False
2012-11-01,34,False
2012-11-02,32,False
2012-11-03,38,False
2012-11-04,40,False
2012-11-05,54,False
2012-11-06,100,False
