date,obama,isPartial
2012-08-06,8,False
2012-08-07,10,False
2012-08-08,10,False
2012-08-09,9,False
2012-08-10,9,False
2012-08-11,11,False
2012-08-12,12,False
2012-08-13,12,False
2012-08-14,10,False
2012-08-15,12,False
2012-08-16,11,False
2012-08-17,12,False
2012-08-18,11,False
2012-08-19,9,False
2012-08-20,9,False
2012-08-21,12,False
2012-08-22,11,False
2012-08-23,11,False
2012-08-24,10,False
2012-08-25,9,False
2012-08-26,12,False
2012-08-27,12,False
2012-08-28,12,False
2012-08-29,19,False
2012-08-30,19,False
2012-08-31,28,False
2012-09-01,14,False
2012-09-02,19,False
2012-09-03,18,False
2012-09-04,21,False
2012-09-05,50,False
2012-09-06,41,False
2012-09-07,71,False
2012-09-08,33,False
2012-09-09,31,False
2012-09-10,27,False
2012-09-11,18,False
2012-09-12,22,False
2012-09-13,27,False
2012-09-14,23,False
2012-09-15,18,False
2012-09-16,16,False
2012-09-17,21,False
2012-09-18,21,False
2012-09-19,22,False
2012-09-20,27,False
2012-09-21,24,False
2012-09-22,18,False
2012-09-23,19,False
2012-09-24,19,False
2012-09-25,20,False
2012-09-26,19,False
2012-09-27,23,False
2012-09-28,20,False
2012-09-29,19,False
2012-09-30,16,False
2012-10-01,19,False
2012-10-02,22,False
2012-10-03,26,False
2012-10-04,72,False
2012-10-05,32,False
2012-10-06,20,False
2012-10-07,19,False
2012-10-08,21,False
2012-10-09,26,False
2012-10-10,25,False
2012-10-11,26,False
2012-10-12,27,False
2012-10-13,18,False
2012-10-14,18,False
2012-10-15,18,False
2012-10-16,25,False
2012-10-17,63,False
2012-10-18,32,False
2012-10-19,32,False
2012-10-20,28,False
2012-10-21,23,False
2012-10-22,31,False
2012-10-23,59,False
2012-10-24,48,False
2012-10-25,41,False
2012-10-26,34,False
2012-10-27,34,False
2012-10-28,33,False
2012-10-29,35,False
2012-10-30,31,False
2012-10-31,34,False
2012-11-01,35,False
2012-11-02,44,False
2012-11-03,41,False
2012-11-04,48,False
2012-11-05,56,False
2012-11-06,100,False
