date,vote hillary,isPartial
2016-08-07,4,False
2016-08-08,4,False
2016-08-09,4,False
2016-08-10,0,False
2016-08-11,0,False
2016-08-12,4,False
2016-08-13,0,False
2016-08-14,4,False
2016-08-15,4,False
2016-08-16,4,False
2016-08-17,4,False
2016-08-18,6,False
2016-08-19,4,False
2016-08-20,0,False
2016-08-21,0,False
2016-08-22,0,False
2016-08-23,4,False
2016-08-24,4,False
2016-08-25,7,False
2016-08-26,0,False
2016-08-27,4,False
2016-08-28,4,False
2016-08-29,3,False
2016-08-30,7,False
2016-08-31,3,False
2016-09-01,7,False
2016-09-02,4,False
2016-09-03,0,False
2016-09-04,0,False
2016-09-05,4,False
2016-09-06,4,False
2016-09-07,0,False
2016-09-08,7,False
2016-09-09,0,False
2016-09-10,8,False
2016-09-11,0,False
2016-09-12,11,False
2016-09-13,4,False
2016-09-14,4,False
2016-09-15,0,False
2016-09-16,6,False
2016-09-17,4,False
2016-09-18,12,False
2016-09-19,4,False
2016-09-20,9,False
2016-09-21,5,False
2016-09-22,0,False
2016-09-23,7,False
2016-09-24,0,False
2016-09-25,4,False
2016-09-26,9,False
2016-09-27,30,False
2016-09-28,7,False
2016-09-29,7,False
2016-09-30,7,False
2016-10-01,8,False
2016-10-02,6,False
2016-10-03,0,False
2016-10-04,8,False
2016-10-05,3,False
2016-10-06,0,False
2016-10-07,4,False
2016-10-08,4,False
2016-10-09,8,False
2016-10-10,18,False
2016-10-11,12,False
2016-10-12,4,False
2016-10-13,7,False
2016-10-14,9,False
2016-10-15,10,False
2016-10-16,8,False
2016-10-17,5,False
2016-10-18,11,False
2016-10-19,7,False
2016-10-20,18,False
2016-10-21,7,False
2016-10-22,9,False
2016-10-23,8,False
2016-10-24,5,False
2016-10-25,18,False
2016-10-26,19,False
2016-10-27,14,False
2016-10-28,11,False
2016-10-29,24,False
2016-10-30,4,False
2016-10-31,9,False
2016-11-01,11,False
2016-11-02,28,False
2016-11-03,20,False
2016-11-04,27,False
2016-11-05,20,False
2016-11-06,30,False
2016-11-07,53,False
2016-11-08,100,False
