date,final_score
2012-10-18,163.63106796116506
2012-10-19,65.79545454545455
2012-10-20,130.71428571428572
2012-10-21,132.14814814814815
2012-10-22,68.18348623853211
2012-10-23,168.83054892601433
2012-10-24,75.65217391304348
2012-10-25,71.37662337662337
2012-10-26,177.7064220183486
2012-10-27,119.85915492957747
2012-10-28,175.77419354838707
2012-10-29,162.54716981132074
2012-10-30,197.42857142857144
2012-10-31,147.01754385964912
2012-11-01,155.2755905511811
2012-11-02,17.839285714285722
2012-11-03,106.72727272727272
2012-11-04,154.72826086956522
