,date,score
0,2020-04-11,25.625
1,2020-04-12,25.25
2,2020-04-13,37.75
3,2020-04-14,41.5
4,2020-04-15,39.5
5,2020-04-16,39.625
6,2020-04-17,35.5
7,2020-04-18,29.75
8,2020-04-19,33.625
9,2020-04-20,26.625
10,2020-04-21,31.875
11,2020-04-22,28.875
12,2020-04-23,24.125
13,2020-04-24,60.625
14,2020-04-25,44.375
15,2020-04-26,33.625
16,2020-04-27,28.875
17,2020-04-28,24.625
18,2020-04-29,22.25
19,2020-04-30,22.375
20,2020-05-01,22.5
21,2020-05-02,21.125
22,2020-05-03,22.5
23,2020-05-04,22.5
24,2020-05-05,24.0
25,2020-05-06,22.625
26,2020-05-07,23.375
27,2020-05-08,22.125
28,2020-05-09,22.125
29,2020-05-10,22.5
30,2020-05-11,24.75
31,2020-05-12,29.25
32,2020-05-13,22.75
33,2020-05-14,25.375
34,2020-05-15,24.25
35,2020-05-16,23.75
36,2020-05-17,26.5
37,2020-05-18,23.75
38,2020-05-19,29.0
39,2020-05-20,24.75
40,2020-05-21,25.875
41,2020-05-22,27.125
42,2020-05-23,25.0
43,2020-05-24,24.625
44,2020-05-25,24.875
45,2020-05-26,24.0
46,2020-05-27,29.0
47,2020-05-28,34.0
48,2020-05-29,47.75
49,2020-05-30,40.875
50,2020-05-31,49.625
51,2020-06-01,72.25
52,2020-06-02,87.125
53,2020-06-03,62.25
54,2020-06-04,52.875
55,2020-06-05,54.875
56,2020-06-06,50.375
57,2020-06-07,43.25
58,2020-06-08,33.5
59,2020-06-09,33.75
60,2020-06-10,34.25
61,2020-06-11,33.875
62,2020-06-12,36.125
63,2020-06-13,40.125
64,2020-06-14,58.625
65,2020-06-15,45.75
66,2020-06-16,38.875
67,2020-06-17,36.125
68,2020-06-18,42.5
69,2020-06-19,45.125
70,2020-06-20,66.75
71,2020-06-21,96.625
72,2020-06-22,50.75
73,2020-06-23,51.75
74,2020-06-24,42.0
75,2020-06-25,38.0
76,2020-06-26,38.0
77,2020-06-27,41.625
78,2020-06-28,56.875
79,2020-06-29,47.625
80,2020-06-30,41.375
81,2020-07-01,35.375
82,2020-07-02,36.125
83,2020-07-03,39.875
84,2020-07-04,58.875
85,2020-07-05,44.625
86,2020-07-06,37.875
87,2020-07-07,39.0
88,2020-07-08,42.375
89,2020-07-09,46.875
90,2020-07-10,36.75
91,2020-07-11,36.75
