date,final_score
2020-05-28,117.6
2020-05-29,100.0
2020-05-30,122.17647058823529
2020-05-31,100.0
2020-06-01,100.0
2020-06-02,100.0
2020-06-03,100.0
2020-06-04,144.36093418259026
2020-06-05,100.0
2020-06-06,100.0
2020-06-07,100.0
2020-06-08,100.0
2020-06-09,100.0
2020-06-10,100.0
2020-06-11,134.287812041116
2020-06-12,100.0
2020-06-13,100.0
2020-06-14,100.0
2020-06-15,134.38767234387672
2020-06-16,112.47033441208198
2020-06-17,100.0
2020-06-18,100.0
2020-06-19,100.0
2020-06-20,114.20924574209246
2020-06-21,129.34735202492212
2020-06-22,113.66423357664233
2020-06-23,100.0
2020-06-24,112.35374149659864
2020-06-25,100.0
2020-06-26,125.51894818252127
2020-06-27,76.33536173089925
2020-06-28,87.1869918699187
2020-06-29,112.23946784922394
