,date,score
0,2012-10-18,1.0970873786407767
1,2012-10-19,0.9772727272727273
2,2012-10-20,1.2285714285714286
3,2012-10-21,1.037037037037037
4,2012-10-22,0.9357798165137615
5,2012-10-23,1.2291169451073987
6,2012-10-24,0.8695652173913043
7,2012-10-25,0.987012987012987
8,2012-10-26,1.110091743119266
9,2012-10-27,1.6549295774647887
10,2012-10-28,1.3064516129032258
11,2012-10-29,1.2264150943396226
12,2012-10-30,1.5714285714285714
13,2012-10-31,1.1754385964912282
14,2012-11-01,1.062992125984252
15,2012-11-02,0.9553571428571429
16,2012-11-03,1.121212121212121
17,2012-11-04,1.0326086956521738
