,score,date
0,1,2012-10-18 22:41:18+00:00
1,0,2012-10-18 22:35:10+00:00
2,1,2012-10-18 22:16:23+00:00
3,1,2012-10-18 22:03:13+00:00
4,2,2012-10-18 21:43:02+00:00
5,2,2012-10-18 21:22:52+00:00
6,1,2012-10-18 21:05:02+00:00
7,1,2012-10-18 21:04:05+00:00
8,1,2012-10-18 20:16:07+00:00
9,1,2012-10-18 20:01:43+00:00
10,2,2012-10-18 19:51:43+00:00
11,1,2012-10-18 19:47:14+00:00
12,1,2012-10-18 19:43:42+00:00
13,2,2012-10-18 19:36:33+00:00
14,0,2012-10-18 19:17:22+00:00
15,1,2012-10-18 18:44:11+00:00
16,1,2012-10-18 17:48:37+00:00
17,1,2012-10-18 17:39:00+00:00
18,1,2012-10-18 17:12:13+00:00
19,1,2012-10-18 16:39:02+00:00
20,1,2012-10-18 16:13:47+00:00
21,1,2012-10-18 16:11:51+00:00
22,1,2012-10-18 16:00:29+00:00
23,1,2012-10-18 15:59:24+00:00
24,1,2012-10-18 15:56:17+00:00
25,1,2012-10-18 15:55:56+00:00
26,1,2012-10-18 15:54:18+00:00
27,1,2012-10-18 15:51:19+00:00
28,1,2012-10-18 15:50:01+00:00
29,1,2012-10-18 15:46:04+00:00
30,1,2012-10-18 15:39:39+00:00
31,1,2012-10-18 15:37:00+00:00
32,1,2012-10-18 15:30:11+00:00
33,1,2012-10-18 15:23:32+00:00
34,1,2012-10-18 15:23:02+00:00
35,1,2012-10-18 15:00:05+00:00
36,1,2012-10-18 14:57:16+00:00
37,1,2012-10-18 14:39:45+00:00
38,2,2012-10-18 14:30:04+00:00
39,0,2012-10-18 14:27:04+00:00
40,1,2012-10-18 14:23:47+00:00
41,1,2012-10-18 14:23:38+00:00
42,1,2012-10-18 14:23:35+00:00
43,1,2012-10-18 14:23:34+00:00
44,1,2012-10-18 14:23:34+00:00
45,1,2012-10-18 14:23:34+00:00
46,1,2012-10-18 14:23:34+00:00
47,1,2012-10-18 14:23:34+00:00
48,1,2012-10-18 14:23:33+00:00
49,1,2012-10-18 14:23:33+00:00
50,1,2012-10-18 14:23:33+00:00
51,2,2012-10-18 14:13:35+00:00
52,1,2012-10-18 14:13:09+00:00
53,0,2012-10-18 13:50:05+00:00
54,2,2012-10-18 13:48:33+00:00
55,1,2012-10-18 12:56:51+00:00
56,2,2012-10-18 12:50:19+00:00
57,1,2012-10-18 12:47:20+00:00
58,1,2012-10-18 12:42:02+00:00
59,1,2012-10-18 12:32:02+00:00
60,1,2012-10-18 11:29:39+00:00
61,1,2012-10-18 11:17:08+00:00
62,1,2012-10-18 11:15:45+00:00
63,2,2012-10-18 11:04:51+00:00
64,2,2012-10-18 10:56:08+00:00
65,1,2012-10-18 09:53:57+00:00
66,1,2012-10-18 09:51:49+00:00
67,1,2012-10-18 09:44:59+00:00
68,1,2012-10-18 08:38:57+00:00
69,0,2012-10-18 08:34:22+00:00
70,1,2012-10-18 08:29:16+00:00
71,0,2012-10-18 08:28:43+00:00
72,1,2012-10-18 08:18:16+00:00
73,2,2012-10-18 07:52:10+00:00
74,2,2012-10-18 07:04:05+00:00
75,2,2012-10-18 06:45:49+00:00
76,2,2012-10-18 06:45:28+00:00
77,2,2012-10-18 06:43:17+00:00
78,1,2012-10-18 06:38:48+00:00
79,1,2012-10-18 06:20:55+00:00
80,2,2012-10-18 06:15:43+00:00
81,1,2012-10-18 05:21:42+00:00
82,2,2012-10-18 04:34:52+00:00
83,0,2012-10-18 04:34:05+00:00
84,1,2012-10-18 04:17:56+00:00
85,1,2012-10-18 04:01:51+00:00
86,1,2012-10-18 03:57:05+00:00
87,2,2012-10-18 03:40:38+00:00
88,1,2012-10-18 03:02:12+00:00
89,1,2012-10-18 03:01:10+00:00
90,2,2012-10-18 02:33:32+00:00
91,1,2012-10-18 02:18:38+00:00
92,1,2012-10-18 01:58:16+00:00
93,0,2012-10-18 01:30:23+00:00
94,1,2012-10-18 01:25:19+00:00
95,0,2012-10-18 01:05:23+00:00
96,1,2012-10-18 00:43:01+00:00
97,1,2012-10-18 00:30:02+00:00
98,1,2012-10-18 00:20:20+00:00
99,0,2012-10-18 00:17:06+00:00
100,1,2012-10-18 00:12:32+00:00
