date,score_mn
2020-06-05,1.9375
2020-06-06,1.9230769230769234
2020-06-07,1.9125
2020-06-08,1.7083333333333335
2020-06-09,1.65
2020-06-10,1.753676470588235
2020-06-11,2.052083333333333
2020-06-12,1.8574561403508771
2020-06-13,2.125
2020-06-14,2.0
2020-06-15,1.7772727272727273
2020-06-16,1.775
2020-06-17,1.547222222222222
2020-06-18,1.8872549019607843
2020-06-19,1.808080808080808
2020-06-20,2.0
2020-06-21,1.5714285714285714
2020-06-22,1.8384615384615384
2020-06-23,1.8114188532555877
2020-06-24,1.8661764705882353
2020-06-25,1.8143939393939392
2020-06-26,1.9545454545454544
2020-06-27,1.9285714285714284
2020-06-28,1.3333333333333333
2020-06-29,1.625
2020-06-30,1.7980769230769234
2020-07-01,1.8048128342245988
2020-07-02,1.8611111111111112
2020-07-03,1.8015477968190758
2020-07-04,1.8015477968190758
