,Unnamed: 0,date,score
0,0,2020-05-27,5.125
1,1,2020-05-28,2.5
2,2,2020-05-29,3.875
3,3,2020-05-30,3.0
4,4,2020-05-31,3.0
5,5,2020-06-01,15.625
6,6,2020-06-02,15.5
7,7,2020-06-03,2.5
8,8,2020-06-04,24.25
9,9,2020-06-05,6.375
10,10,2020-06-06,18.375
11,11,2020-06-07,17.25
12,12,2020-06-08,5.0
13,13,2020-06-09,12.5
14,14,2020-06-10,2.625
15,15,2020-06-11,14.25
16,16,2020-06-12,35.875
17,17,2020-06-13,3.125
18,18,2020-06-14,7.75
19,19,2020-06-15,8.0
20,20,2020-06-16,2.625
21,21,2020-06-17,13.375
22,22,2020-06-18,13.125
23,23,2020-06-19,5.5
24,24,2020-06-20,3.125
25,25,2020-06-21,15.25
26,26,2020-06-22,25.75
27,27,2020-06-23,25.5
28,28,2020-06-24,4.125
29,29,2020-06-25,14.75
30,30,2020-06-26,5.625
31,31,2020-06-27,3.125
32,32,2020-06-28,3.0
33,33,2020-06-29,7.0
34,34,2020-06-30,27.875
35,35,2020-07-01,26.0
36,36,2020-07-02,5.625
37,37,2020-07-03,15.5
38,38,2020-07-04,17.5
39,39,2020-07-05,12.5
40,40,2020-07-06,18.0
41,41,2020-07-07,13.75
42,42,2020-07-08,8.375
43,43,2020-07-09,33.125
44,44,2020-07-10,35.25
45,45,2020-07-11,3.125
