,date,score
0,2020-05-27,7.6
1,2020-05-28,7.0
2,2020-05-29,7.5
3,2020-05-30,2.5
4,2020-05-31,27.5
5,2020-06-01,11.0
6,2020-06-02,30.0
7,2020-06-03,7.3
8,2020-06-04,13.7
9,2020-06-05,18.9
10,2020-06-06,18.8
11,2020-06-07,12.0
12,2020-06-08,41.1
13,2020-06-09,25.8
14,2020-06-10,19.9
15,2020-06-11,18.5
16,2020-06-12,7.0
17,2020-06-13,20.4
18,2020-06-14,18.6
19,2020-06-15,20.0
20,2020-06-16,10.2
21,2020-06-17,22.9
22,2020-06-18,14.9
23,2020-06-19,7.6
24,2020-06-20,10.6
25,2020-06-21,13.5
26,2020-06-22,21.2
27,2020-06-23,13.4
28,2020-06-24,9.6
29,2020-06-25,5.2
30,2020-06-26,10.9
31,2020-06-27,14.0
32,2020-06-28,34.1
33,2020-06-29,11.2
34,2020-06-30,18.8
35,2020-07-01,4.7
36,2020-07-02,13.4
37,2020-07-03,12.6
38,2020-07-04,20.2
39,2020-07-05,34.8
40,2020-07-06,5.2
41,2020-07-07,14.1
42,2020-07-08,41.2
43,2020-07-09,5.3
44,2020-07-10,23.1
45,2020-07-11,27.6
