,state,score
0,US,25.47872340425532
1,US-AL,12.73936170212766
2,US-AK,12.73936170212766
3,US-AZ,12.73936170212766
4,US-AR,12.73936170212766
5,US-CA,32.52127659574468
6,US-CO,12.73936170212766
7,US-CT,12.73936170212766
8,US-DE,12.73936170212766
9,US-DC,12.73936170212766
10,US-FL,22.617021276595743
11,US-GA,12.73936170212766
12,US-HI,12.73936170212766
13,US-ID,12.73936170212766
14,US-IL,22.680851063829788
15,US-IN,12.73936170212766
16,US-IA,12.73936170212766
17,US-KS,12.73936170212766
18,US-KY,12.73936170212766
19,US-LA,12.73936170212766
20,US-ME,12.73936170212766
21,US-MD,12.73936170212766
22,US-MA,12.73936170212766
23,US-MI,12.73936170212766
24,US-MN,12.73936170212766
25,US-MS,12.73936170212766
26,US-MO,12.73936170212766
27,US-MT,12.73936170212766
28,US-NE,12.73936170212766
29,US-NV,12.73936170212766
30,US-NH,12.73936170212766
31,US-NJ,20.98936170212766
32,US-NM,12.73936170212766
33,US-NY,28.02127659574468
34,US-NC,12.73936170212766
35,US-ND,12.73936170212766
36,US-OH,12.73936170212766
37,US-OK,12.73936170212766
38,US-OR,12.73936170212766
39,US-PA,21.085106382978722
40,US-RI,12.73936170212766
41,US-SC,12.73936170212766
42,US-SD,12.73936170212766
43,US-TN,12.73936170212766
44,US-TX,28.22340425531915
45,US-UT,12.73936170212766
46,US-VT,12.73936170212766
47,US-VA,12.73936170212766
48,US-WA,11.712765957446809
49,US-WV,12.73936170212766
50,US-WI,12.73936170212766
51,US-WY,12.73936170212766
