,date,score
0,2012-08-06,0.0
1,2012-08-07,5.0
2,2012-08-08,0.0
3,2012-08-09,0.0
4,2012-08-10,11.0
5,2012-08-11,0.0
6,2012-08-12,13.0
7,2012-08-13,11.0
8,2012-08-14,10.0
9,2012-08-15,11.0
10,2012-08-16,0.0
11,2012-08-17,6.0
12,2012-08-18,7.0
13,2012-08-19,13.0
14,2012-08-20,5.0
15,2012-08-21,16.0
16,2012-08-22,5.0
17,2012-08-23,11.0
18,2012-08-24,11.0
19,2012-08-25,6.0
20,2012-08-26,6.0
21,2012-08-27,21.0
22,2012-08-28,15.0
23,2012-08-29,16.0
24,2012-08-30,16.0
25,2012-08-31,27.0
26,2012-09-01,0.0
27,2012-09-02,0.0
28,2012-09-03,18.0
29,2012-09-04,10.0
30,2012-09-05,15.0
31,2012-09-06,51.0
32,2012-09-07,37.0
33,2012-09-08,6.0
34,2012-09-09,0.0
35,2012-09-10,25.0
36,2012-09-11,30.0
37,2012-09-12,20.0
38,2012-09-13,15.0
39,2012-09-14,21.0
40,2012-09-15,6.0
41,2012-09-16,6.0
42,2012-09-17,20.0
43,2012-09-18,20.0
44,2012-09-19,25.0
45,2012-09-20,31.0
46,2012-09-21,11.0
47,2012-09-22,13.0
48,2012-09-23,12.0
49,2012-09-24,5.0
50,2012-09-25,35.0
51,2012-09-26,15.0
52,2012-09-27,15.0
53,2012-09-28,42.0
54,2012-09-29,13.0
55,2012-09-30,6.0
56,2012-10-01,30.0
57,2012-10-02,20.0
58,2012-10-03,30.0
59,2012-10-04,100.0
60,2012-10-05,42.0
61,2012-10-06,19.0
62,2012-10-07,18.0
63,2012-10-08,10.0
64,2012-10-09,24.0
65,2012-10-10,44.0
66,2012-10-11,54.0
67,2012-10-12,31.0
68,2012-10-13,12.0
69,2012-10-14,18.0
70,2012-10-15,38.0
71,2012-10-16,38.0
72,2012-10-17,74.0
73,2012-10-18,58.0
74,2012-10-19,35.0
75,2012-10-20,25.0
76,2012-10-21,31.0
77,2012-10-22,34.0
78,2012-10-23,56.0
79,2012-10-24,28.0
80,2012-10-25,29.0
81,2012-10-26,70.0
82,2012-10-27,12.0
83,2012-10-28,58.0
84,2012-10-29,51.0
85,2012-10-30,62.0
86,2012-10-31,40.0
87,2012-11-01,52.0
88,2012-11-02,86.0
89,2012-11-03,6.0
90,2012-11-04,53.0
91,2012-11-05,91.0
92,2012-11-06,37.0
