,Unnamed: 0,date,score
0,0,2020-05-27,15.454545454545455
1,1,2020-05-28,5.727272727272728
2,2,2020-05-29,6.8181818181818175
3,3,2020-05-30,31.09090909090909
4,4,2020-05-31,8.0
5,5,2020-06-01,18.363636363636363
6,6,2020-06-02,23.0
7,7,2020-06-03,13.272727272727273
8,8,2020-06-04,25.272727272727273
9,9,2020-06-05,40.36363636363637
10,10,2020-06-06,35.72727272727273
11,11,2020-06-07,36.54545454545455
12,12,2020-06-08,11.090909090909092
13,13,2020-06-09,29.363636363636363
14,14,2020-06-10,31.181818181818183
15,15,2020-06-11,26.45454545454545
16,16,2020-06-12,19.454545454545453
17,17,2020-06-13,7.8181818181818175
18,18,2020-06-14,11.818181818181818
19,19,2020-06-15,13.909090909090908
20,20,2020-06-16,11.636363636363635
21,21,2020-06-17,13.090909090909092
22,22,2020-06-18,15.727272727272727
23,23,2020-06-19,13.0
24,24,2020-06-20,20.0
25,25,2020-06-21,14.727272727272727
26,26,2020-06-22,19.545454545454547
27,27,2020-06-23,22.0
28,28,2020-06-24,9.636363636363637
29,29,2020-06-25,19.181818181818183
30,30,2020-06-26,16.272727272727273
31,31,2020-06-27,27.45454545454545
32,32,2020-06-28,18.272727272727273
33,33,2020-06-29,11.181818181818182
34,34,2020-06-30,14.181818181818182
35,35,2020-07-01,6.8181818181818175
36,36,2020-07-02,19.272727272727273
37,37,2020-07-03,27.363636363636363
38,38,2020-07-04,48.90909090909091
39,39,2020-07-05,26.90909090909091
40,40,2020-07-06,27.181818181818183
41,41,2020-07-07,22.90909090909091
42,42,2020-07-08,18.272727272727273
43,43,2020-07-09,5.909090909090909
44,44,2020-07-10,18.63636363636364
45,45,2020-07-11,11.090909090909092
