date,final_score
2020-05-28,4.480500757575757
2020-05-29,7.936776174242423
2020-05-30,5.475600909090908
2020-05-31,6.462600909090909
2020-06-01,28.768754734848482
2020-06-02,27.345104696969695
2020-06-03,5.600500757575757
2020-06-04,39.07160734848485
2020-06-05,10.716375000000001
2020-06-06,30.5545625
2020-06-07,33.741
2020-06-08,9.961666666666666
2020-06-09,21.80625
2020-06-10,4.0737812500000015
2020-06-11,27.611749999999997
2020-06-12,56.02137499999999
2020-06-13,6.7875000000000005
2020-06-14,17.425874999999998
2020-06-15,14.16
2020-06-16,4.989170454545454
2020-06-17,23.375041666666664
2020-06-18,26.22375
2020-06-19,10.3455
2020-06-20,5.2984375
2020-06-21,22.631
2020-06-22,49.46575
2020-06-23,46.87992857142857
2020-06-24,7.66425
2020-06-25,27.721954545454548
2020-06-26,10.327499999999999
2020-06-27,5.371874999999999
2020-06-28,5.729
2020-06-29,14.408333333333331
