date,trump immigration,isPartial
2020-05-27,33,False
2020-05-28,33,False
2020-05-29,23,False
2020-05-30,19,False
2020-05-31,19,False
2020-06-01,17,False
2020-06-02,16,False
2020-06-03,0,False
2020-06-04,16,False
2020-06-05,0,False
2020-06-06,0,False
2020-06-07,20,False
2020-06-08,16,False
2020-06-09,16,False
2020-06-10,42,False
2020-06-11,42,False
2020-06-12,46,False
2020-06-13,49,False
2020-06-14,39,False
2020-06-15,22,False
2020-06-16,0,False
2020-06-17,25,False
2020-06-18,34,False
2020-06-19,29,False
2020-06-20,19,False
2020-06-21,59,False
2020-06-22,69,False
2020-06-23,100,False
2020-06-24,34,False
2020-06-25,43,False
2020-06-26,17,False
2020-06-27,38,False
2020-06-28,29,False
2020-06-29,17,False
2020-06-30,17,False
