date,text
2020-06-02,joe biden pitches major changes to police tactics
2020-06-02,"trump hammered for church photo op, biden urges racial healing"
2020-06-02,"castro comes around, finally backs biden"
2020-06-02,george floyd family attorney says biden to attend funeral
2020-06-02,"taking aim at trump, biden to pledge he ‘won’t fan the flames of hate’"
2020-06-02,"watters slams biden remarks on race, says ex-vp pointed fingers while us 'was torn apart' in obama years"
2020-06-02,police groups criticize biden suggestion that cops be trained to shoot knife-wielding attackers ‘in the leg’
2020-06-02,"rove dismisses biden response to riots as 'campaign claptrap,' says america wants 'voice of unity'"
2020-06-02,unrest in wake of floyd death puts pressure on biden as he mulls running mate
2020-06-02,"taking aim at trump over unrest, biden argues the president’s ‘part of the problem and accelerates it’"
2020-06-02,widespread protests and the potential 2020 impact
2020-06-02,mark cuban: joe biden showing 'empathy' toward protesters is a contrast with trump
2020-06-02,joe biden slams president trump's response to civil unrest
2020-06-02,"tim scott touts trump record on black issues, says he's seen progress 'unprecedented in my lifetime'"
2020-06-02,primaries return amid coronavirus and unrest after george floyd death
2020-06-02,backlash grows over use of tear gas against protesters prior to trump's walk to dc church
2020-06-02,"tucker blasts local leaders for letting violence get out of control: 'when the mobs came, they abandoned us'"
2020-06-02,"former fbi lawyer lisa page rips 'monstrous' trump: i sent a 'few mean texts,' he 'assaulted' protesters"
2020-06-02,new looting send cities nationwide reeling as demonstrations over george floyd's death continue to escalate
2020-06-02,kamala harris says trump combines 'worst of' richard nixon and george wallace
2020-06-03,joe biden leads president trump in three battleground states
2020-06-03,trump claims he’s done more for black americans than any president other than lincoln
2020-06-03,biden has edge over trump on handling race relations: poll
2020-06-03,"fox news poll: biden-trump tossup in ohio, 82 percent approve of dewine"
2020-06-03,biden closes in on clinching democratic presidential nomination
2020-06-03,biden raises money off george floyd's 'i can't breathe' comments
2020-06-03,biden and trump all tied up in texas: poll
2020-06-03,"trump threatens rioters with military, biden urges racial healing"
2020-06-03,fox news poll: biden leads trump in wisconsin
2020-06-03,charlamagne tha god accuses biden of ‘racist’ legislative record in senate
2020-06-03,karl rove: why joe biden's speech on george floyd protests was 'fundamentally flawed'
2020-06-03,"marc thiessen: biden should be calling out democrats, not trump over riots"
2020-06-03,"ingraham: trump has delivered results for african-americans, biden has delivered 'hashtags' and 'slogans'"
2020-06-03,"montana lawmaker who bodyslammed reporter wins gop gubernatorial primary, as biden all but secures nomination"
2020-06-03,"jimmy failla: george floyd unrest -- biden, democrats want to score political points, skirt honesty"
2020-06-03,"liz peek: george floyd rioting – biden doesn't get it. it's the safety, stupid"
2020-06-03,"fox news poll: biden ahead in arizona, kelly trouncing mcsally in senate race"
2020-06-03,tucker carlson: the 'revolution' being waged in the george floyd mob violence is against the working class
2020-06-03,violence abated
2020-06-03,tucker carlson asks: 'how many more nights like this before no one in america will serve as a police officer?'
2020-06-04,"sen. ted cruz says the russia investigation was a politicized, partisan targeting of president trump"
2020-06-04,joe biden tops trump in polls amid criticism over record
2020-06-04,kat timpf: biden on criminal justice — fine speech this week but what about his decades-long record?
2020-06-04,"police union official says biden’s gone ‘off the deep end,’ as tensions mount over reform call"
2020-06-04,biden calls mattis' criticism of trump a 'powerful indictment'
2020-06-04,josh kraushaar breaks down the latest fox news polling in key swing states
2020-06-04,google: chinese and iranian hackers targeted biden and trump campaign staffers
2020-06-04,"cruz calls obama, biden actions in russia probe 'much, much worse' than 'everything richard nixon did'"
2020-06-04,"angela stanton-king says obama, biden should have done 'much more' to combat racism"
2020-06-04,ex-hillary clinton spokesman slammed after endorsing ‘defund the police’ push
2020-06-04,terribly shallow
2020-06-04,culture war escalates as trump says media glorify rioters
2020-06-04,current and former sanders staffers turn on each other in campaign aftermath
