date,final_score
2012-10-18,162.82302771855012
2012-10-19,154.601226993865
2012-10-20,126.48674698795182
2012-10-21,126.67298578199052
2012-10-22,161.69958847736626
2012-10-23,166.61490683229812
2012-10-24,187.63561076604555
2012-10-25,143.68080808080808
2012-10-26,153.4004854368932
2012-10-27,126.40490797546012
2012-10-28,163.26166328600405
2012-10-29,138.77661795407099
2012-10-30,186.43468950749465
2012-10-31,161.10854503464202
2012-11-01,32.226086956521726
2012-11-02,61.137855579868706
2012-11-03,155.50862068965517
2012-11-04,153.83567134268537
