date,final_score
2020-05-28,6.20508769008769
2020-05-29,15.729482961482962
2020-05-30,25.601716505716507
2020-05-31,18.198810633810638
2020-06-01,10.221783216783217
2020-06-02,15.085957597957599
2020-06-03,12.033448107448109
2020-06-04,1.6606870906870908
2020-06-05,21.451322314049584
2020-06-06,32.23445454545455
2020-06-07,15.607636363636367
2020-06-08,8.906
2020-06-09,1.9771818181818186
2020-06-10,60.90763636363637
2020-06-11,7.263636363636363
2020-06-12,25.387121212121215
2020-06-13,21.935333333333332
2020-06-14,22.30690909090909
2020-06-15,31.79759090909091
2020-06-16,37.88959595959596
2020-06-17,21.69818181818182
2020-06-18,46.72293073593074
2020-06-19,15.21879020979021
2020-06-20,9.51028787878788
2020-06-21,37.46536363636364
2020-06-22,133.42642424242422
2020-06-23,66.24177331759151
2020-06-24,64.7113181818182
2020-06-25,46.174545454545445
2020-06-26,28.183909090909093
2020-06-27,27.81054545454546
2020-06-28,19.38121212121212
2020-06-29,2.215181818181818
