date,final_score
2020-05-28,21.70498084092394
2020-05-29,3.1922287948996018
2020-05-30,30.49825170068027
2020-05-31,12.740052516659583
2020-06-01,5.677310167092842
2020-06-02,11.773477301358254
2020-06-03,21.222940665154947
2020-06-04,6.016722580260173
2020-06-05,2.66642258755354
2020-06-06,15.070387129210655
2020-06-07,12.431837204436075
2020-06-08,8.084414210128495
2020-06-09,6.581586545729403
2020-06-10,5.919506172839507
2020-06-11,3.980686695278971
2020-06-12,21.612676056338024
2020-06-13,4.802898550724638
2020-06-14,4.015175141593928
2020-06-15,6.692087542087542
2020-06-16,6.749907592222963
2020-06-17,22.96952354364414
2020-06-18,20.906111111111112
2020-06-19,16.433444444444444
2020-06-20,7.848341232227488
2020-06-21,19.45422222222222
2020-06-22,8.373391812865496
2020-06-23,31.391222222222222
2020-06-24,25.006024691358025
2020-06-25,27.2625
2020-06-26,27.263703703703698
2020-06-27,3.7173333333333334
2020-06-28,7.167222222222222
2020-06-29,4.216666666666667
