date,hillary immigration,isPartial
2016-08-07,7,False
2016-08-08,5,False
2016-08-09,6,False
2016-08-10,4,False
2016-08-11,6,False
2016-08-12,10,False
2016-08-13,7,False
2016-08-14,5,False
2016-08-15,7,False
2016-08-16,11,False
2016-08-17,8,False
2016-08-18,17,False
2016-08-19,22,False
2016-08-20,15,False
2016-08-21,16,False
2016-08-22,21,False
2016-08-23,18,False
2016-08-24,20,False
2016-08-25,25,False
2016-08-26,31,False
2016-08-27,30,False
2016-08-28,31,False
2016-08-29,35,False
2016-08-30,19,False
2016-08-31,31,False
2016-09-01,67,False
2016-09-02,31,False
2016-09-03,24,False
2016-09-04,20,False
2016-09-05,27,False
2016-09-06,35,False
2016-09-07,16,False
2016-09-08,18,False
2016-09-09,13,False
2016-09-10,13,False
2016-09-11,17,False
2016-09-12,16,False
2016-09-13,16,False
2016-09-14,29,False
2016-09-15,15,False
2016-09-16,18,False
2016-09-17,12,False
2016-09-18,10,False
2016-09-19,14,False
2016-09-20,29,False
2016-09-21,25,False
2016-09-22,17,False
2016-09-23,20,False
2016-09-24,9,False
2016-09-25,9,False
2016-09-26,26,False
2016-09-27,53,False
2016-09-28,44,False
2016-09-29,28,False
2016-09-30,23,False
2016-10-01,12,False
2016-10-02,14,False
2016-10-03,18,False
2016-10-04,20,False
2016-10-05,36,False
2016-10-06,13,False
2016-10-07,19,False
2016-10-08,7,False
2016-10-09,11,False
2016-10-10,35,False
2016-10-11,42,False
2016-10-12,39,False
2016-10-13,40,False
2016-10-14,33,False
2016-10-15,13,False
2016-10-16,17,False
2016-10-17,34,False
2016-10-18,40,False
2016-10-19,29,False
2016-10-20,69,False
2016-10-21,39,False
2016-10-22,17,False
2016-10-23,24,False
2016-10-24,35,False
2016-10-25,43,False
2016-10-26,35,False
2016-10-27,55,False
2016-10-28,41,False
2016-10-29,19,False
2016-10-30,9,False
2016-10-31,38,False
2016-11-01,41,False
2016-11-02,68,False
2016-11-03,67,False
2016-11-04,75,False
2016-11-05,26,False
2016-11-06,30,False
2016-11-07,91,False
2016-11-08,100,False
