SUMLEV,STATE,COUNTY,FIPStxt,STNAME,CTYNAME,YEAR,AGEGRP,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,H_MALE,H_FEMALE
50,11,1,11001,District of Columbia,District of Columbia,1,0,6518,3328,3190,979,926,2139,2083,18,17,83,69,2,2,424,428
50,11,1,11001,District of Columbia,District of Columbia,1,1,26018,13155,12863,3170,2929,9401,9327,58,45,227,271,14,9,1564,1428
50,11,1,11001,District of Columbia,District of Columbia,1,2,35385,17760,17625,3146,3100,14032,13912,48,62,238,268,12,15,1672,1682
50,11,1,11001,District of Columbia,District of Columbia,1,3,30020,15098,14922,2765,2601,11860,11831,55,48,224,211,11,5,1331,1266
50,11,1,11001,District of Columbia,District of Columbia,1,4,37871,18017,19854,5840,6807,11365,12104,54,68,506,583,32,33,1826,1580
50,11,1,11001,District of Columbia,District of Columbia,1,5,51826,23620,28206,11384,12902,10747,13298,87,77,1042,1449,34,34,3042,2435
50,11,1,11001,District of Columbia,District of Columbia,1,6,52852,25234,27618,13025,12584,10585,12962,89,83,1160,1513,21,30,3316,2373
50,11,1,11001,District of Columbia,District of Columbia,1,7,48910,24520,24390,12112,10189,11081,12791,85,87,886,946,18,17,2874,2208
50,11,1,11001,District of Columbia,District of Columbia,1,8,45952,23393,22559,9701,7353,12702,14199,108,87,602,637,14,14,2347,1827
50,11,1,11001,District of Columbia,District of Columbia,1,9,41731,20618,21113,7322,5951,12580,14280,61,66,424,539,17,13,1617,1403
50,11,1,11001,District of Columbia,District of Columbia,1,10,39400,18749,20651,6613,6003,11461,13719,72,77,389,581,4,14,1236,1200
50,11,1,11001,District of Columbia,District of Columbia,1,11,35909,16613,19296,6327,6706,9675,11792,66,68,377,475,4,11,871,954
50,11,1,11001,District of Columbia,District of Columbia,1,12,27811,12678,15133,5088,5278,7205,9319,47,60,219,329,4,3,569,683
50,11,1,11001,District of Columbia,District of Columbia,1,13,21982,10054,11928,3430,3275,6310,8256,37,38,188,255,4,5,351,564
50,11,1,11001,District of Columbia,District of Columbia,1,14,18524,8162,10362,2463,2333,5455,7716,20,36,155,202,1,0,234,396
50,11,1,11001,District of Columbia,District of Columbia,1,15,17395,6942,10453,2032,2394,4727,7799,17,25,111,153,4,4,161,323
50,11,1,11001,District of Columbia,District of Columbia,1,16,14977,5602,9375,1752,2392,3724,6735,15,36,78,126,3,0,125,246
50,11,1,11001,District of Columbia,District of Columbia,1,17,10029,3415,6614,1148,1917,2184,4537,5,16,46,85,0,1,66,157
50,11,1,11001,District of Columbia,District of Columbia,1,18,8976,2424,6552,953,2287,1399,4117,7,16,41,72,0,3,42,133
50,11,1,11001,District of Columbia,District of Columbia,1,99,572086,269382,302704,99250,97927,158632,190777,949,1012,6996,8764,199,213,23668,21286
50,11,1,11001,District of Columbia,District of Columbia,2,0,6577,3358,3219,987,934,2157,2102,18,17,85,70,2,2,434,438
50,11,1,11001,District of Columbia,District of Columbia,2,1,25744,13009,12735,3140,2905,9285,9225,58,45,224,268,14,9,1554,1421
50,11,1,11001,District of Columbia,District of Columbia,2,2,34997,17553,17444,3118,3076,13854,13753,49,62,234,268,12,15,1675,1682
50,11,1,11001,District of Columbia,District of Columbia,2,3,30137,15150,14987,2761,2599,11919,11901,55,48,220,208,11,5,1345,1278
50,11,1,11001,District of Columbia,District of Columbia,2,4,37829,18015,19814,5837,6787,11369,12079,56,68,505,584,32,33,1834,1585
50,11,1,11001,District of Columbia,District of Columbia,2,5,52303,23857,28446,11515,13037,10830,13363,92,77,1057,1475,36,34,3076,2462
50,11,1,11001,District of Columbia,District of Columbia,2,6,52579,25098,27481,12957,12514,10509,12874,91,85,1166,1530,21,30,3339,2394
50,11,1,11001,District of Columbia,District of Columbia,2,7,48832,24479,24353,12102,10181,11030,12744,85,87,901,961,18,17,2886,2222
