SUMLEV,STATE,COUNTY,FIPStxt,STNAME,CTYNAME,YEAR,AGEGRP,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,H_MALE,H_FEMALE
50,2,13,2013,Alaska,Aleutians East Borough,1,0,19,11,8,3,2,0,0,6,5,1,0,0,0,2,0
50,2,13,2013,Alaska,Aleutians East Borough,1,1,97,49,48,5,6,0,0,36,37,2,2,0,0,4,3
50,2,13,2013,Alaska,Aleutians East Borough,1,2,117,61,56,13,13,0,0,43,41,1,0,0,0,3,2
50,2,13,2013,Alaska,Aleutians East Borough,1,3,131,68,63,7,11,0,1,58,46,1,0,0,0,2,3
50,2,13,2013,Alaska,Aleutians East Borough,1,4,156,95,61,15,8,0,0,65,50,10,1,0,0,4,3
50,2,13,2013,Alaska,Aleutians East Borough,1,5,208,136,72,40,13,5,0,32,39,56,18,1,0,17,2
50,2,13,2013,Alaska,Aleutians East Borough,1,6,190,125,65,41,20,4,2,41,26,35,17,0,0,22,6
50,2,13,2013,Alaska,Aleutians East Borough,1,7,280,198,82,76,27,3,0,45,32,66,22,4,0,42,9
50,2,13,2013,Alaska,Aleutians East Borough,1,8,367,269,98,109,28,9,0,59,43,89,25,0,0,47,9
50,2,13,2013,Alaska,Aleutians East Borough,1,9,303,210,93,83,29,10,2,34,35,83,27,0,0,35,4
50,2,13,2013,Alaska,Aleutians East Borough,1,10,285,178,107,76,40,5,2,29,25,64,39,0,0,38,11
50,2,13,2013,Alaska,Aleutians East Borough,1,11,252,164,88,83,22,4,0,25,26,51,37,0,1,39,10
50,2,13,2013,Alaska,Aleutians East Borough,1,12,141,88,53,31,13,1,0,27,27,26,11,1,1,10,3
50,2,13,2013,Alaska,Aleutians East Borough,1,13,80,51,29,17,8,1,0,15,10,17,11,0,0,4,2
50,2,13,2013,Alaska,Aleutians East Borough,1,14,36,24,12,5,1,0,0,14,8,5,3,0,0,3,0
50,2,13,2013,Alaska,Aleutians East Borough,1,15,15,11,4,2,0,0,0,9,3,0,1,0,0,0,0
50,2,13,2013,Alaska,Aleutians East Borough,1,16,12,8,4,1,0,0,0,6,4,0,0,0,0,0,0
50,2,13,2013,Alaska,Aleutians East Borough,1,17,8,4,4,0,0,0,0,4,3,0,0,0,0,0,0
50,2,13,2013,Alaska,Aleutians East Borough,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,2,13,2013,Alaska,Aleutians East Borough,1,99,2697,1750,947,607,241,42,7,548,460,507,214,6,2,272,67
50,2,13,2013,Alaska,Aleutians East Borough,2,0,19,11,8,3,2,0,0,6,5,1,0,0,0,2,0
50,2,13,2013,Alaska,Aleutians East Borough,2,1,95,48,47,5,6,0,0,35,36,2,2,0,0,4,3
50,2,13,2013,Alaska,Aleutians East Borough,2,2,116,61,55,13,13,0,0,43,40,1,0,0,0,3,2
50,2,13,2013,Alaska,Aleutians East Borough,2,3,131,68,63,7,11,0,1,58,46,1,0,0,0,2,3
50,2,13,2013,Alaska,Aleutians East Borough,2,4,154,93,61,15,8,0,0,63,50,10,1,0,0,4,3
50,2,13,2013,Alaska,Aleutians East Borough,2,5,207,136,71,40,13,5,0,32,38,56,18,1,0,17,2
50,2,13,2013,Alaska,Aleutians East Borough,2,6,189,125,64,40,20,4,2,41,25,36,17,0,0,22,6
50,2,13,2013,Alaska,Aleutians East Borough,2,7,278,196,82,75,27,3,0,44,32,66,22,4,0,42,9
50,2,13,2013,Alaska,Aleutians East Borough,2,8,365,267,98,109,28,9,0,57,43,89,25,0,0,47,9
50,2,13,2013,Alaska,Aleutians East Borough,2,9,304,211,93,83,29,10,2,34,35,84,27,0,0,35,4
50,2,13,2013,Alaska,Aleutians East Borough,2,10,287,180,107,76,40,5,2,30,25,65,39,0,0,38,11
50,2,13,2013,Alaska,Aleutians East Borough,2,11,253,165,88,83,22,4,0,25,26,52,37,0,1,39,10
50,2,13,2013,Alaska,Aleutians East Borough,2,12,143,90,53,32,13,1,0,27,27,27,11,1,1,11,3
50,2,13,2013,Alaska,Aleutians East Borough,2,13,80,51,29,17,8,1,0,15,10,17,11,0,0,4,2
50,2,13,2013,Alaska,Aleutians East Borough,2,14,37,24,13,5,1,0,0,14,9,5,3,0,0,3,0
50,2,13,2013,Alaska,Aleutians East Borough,2,15,15,11,4,2,0,0,0,9,3,0,1,0,0,0,0
50,2,13,2013,Alaska,Aleutians East Borough,2,16,12,8,4,1,0,0,0,6,4,0,0,0,0,0,0
50,2,13,2013,Alaska,Aleutians East Borough,2,17,8,4,4,0,0,0,0,4,3,0,0,0,0,0,0
50,2,13,2013,Alaska,Aleutians East Borough,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,2,13,2013,Alaska,Aleutians East Borough,2,99,2693,1749,944,606,241,42,7,543,457,512,214,6,2,273,67
50,2,13,2013,Alaska,Aleutians East Borough,3,0,19,11,8,3,2,0,0,6,5,1,0,0,0,2,0
50,2,13,2013,Alaska,Aleutians East Borough,3,1,75,36,39,6,6,0,0,22,28,2,2,0,0,4,3
50,2,13,2013,Alaska,Aleutians East Borough,3,2,115,63,52,11,11,0,0,47,39,1,0,0,0,3,2
50,2,13,2013,Alaska,Aleutians East Borough,3,3,118,61,57,7,13,0,1,51,38,1,0,0,0,2,3
50,2,13,2013,Alaska,Aleutians East Borough,3,4,132,84,48,14,9,0,0,55,37,10,0,0,0,4,2
50,2,13,2013,Alaska,Aleutians East Borough,3,5,199,133,66,37,13,8,0,29,33,56,18,1,0,16,2
50,2,13,2013,Alaska,Aleutians East Borough,3,6,199,130,69,44,20,7,2,36,31,39,16,0,0,21,6
50,2,13,2013,Alaska,Aleutians East Borough,3,7,237,169,68,61,25,4,0,34,23,62,19,4,0,36,9
50,2,13,2013,Alaska,Aleutians East Borough,3,8,334,238,96,95,31,9,0,44,38,87,25,0,0,42,9
50,2,13,2013,Alaska,Aleutians East Borough,3,9,301,202,99,80,26,11,2,29,42,82,29,0,0,36,5
50,2,13,2013,Alaska,Aleutians East Borough,3,10,297,190,107,85,37,6,2,28,29,67,38,0,0,40,11
50,2,13,2013,Alaska,Aleutians East Borough,3,11,256,167,89,80,23,5,0,25,25,56,38,0,1,38,10
50,2,13,2013,Alaska,Aleutians East Borough,3,12,134,88,46,31,14,1,0,24,17,29,13,1,1,13,3
50,2,13,2013,Alaska,Aleutians East Borough,3,13,93,58,35,20,7,1,0,17,14,19,14,0,0,4,2
50,2,13,2013,Alaska,Aleutians East Borough,3,14,44,28,16,5,1,0,0,18,12,5,3,0,0,3,0
50,2,13,2013,Alaska,Aleutians East Borough,3,15,16,11,5,2,0,0,0,9,3,0,2,0,0,0,0
50,2,13,2013,Alaska,Aleutians East Borough,3,16,12,8,4,1,0,0,0,6,4,0,0,0,0,0,0
50,2,13,2013,Alaska,Aleutians East Borough,3,17,9,5,4,0,0,0,0,5,3,0,0,0,0,0,0
50,2,13,2013,Alaska,Aleutians East Borough,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,2,13,2013,Alaska,Aleutians East Borough,3,99,2590,1682,908,582,238,52,7,485,421,517,217,6,2,264,67
50,2,13,2013,Alaska,Aleutians East Borough,4,0,21,12,9,3,2,0,0,7,6,1,0,0,0,2,0
50,2,13,2013,Alaska,Aleutians East Borough,4,1,68,32,36,7,9,0,0,17,21,2,2,0,0,3,4
50,2,13,2013,Alaska,Aleutians East Borough,4,2,110,55,55,12,11,0,0,37,41,2,1,0,0,4,2
50,2,13,2013,Alaska,Aleutians East Borough,4,3,120,57,63,7,14,0,1,47,42,1,1,0,0,2,3
50,2,13,2013,Alaska,Aleutians East Borough,4,4,132,89,43,15,7,1,0,57,33,11,1,0,0,4,3
50,2,13,2013,Alaska,Aleutians East Borough,4,5,216,152,64,42,13,14,0,31,29,62,20,1,0,20,2
50,2,13,2013,Alaska,Aleutians East Borough,4,6,220,147,73,44,20,11,3,39,30,48,20,0,0,22,6
50,2,13,2013,Alaska,Aleutians East Borough,4,7,255,183,72,65,24,7,0,35,26,67,20,4,0,38,9
50,2,13,2013,Alaska,Aleutians East Borough,4,8,354,256,98,99,27,14,0,45,39,95,30,0,0,44,9
50,2,13,2013,Alaska,Aleutians East Borough,4,9,310,216,94,87,23,15,2,29,36,85,33,0,0,40,4
50,2,13,2013,Alaska,Aleutians East Borough,4,10,316,206,110,87,35,10,1,29,29,76,44,0,0,45,12
50,2,13,2013,Alaska,Aleutians East Borough,4,11,276,186,90,84,24,9,0,24,21,67,42,0,1,39,10
50,2,13,2013,Alaska,Aleutians East Borough,4,12,154,102,52,33,12,2,0,25,20,38,18,1,1,16,5
50,2,13,2013,Alaska,Aleutians East Borough,4,13,99,59,40,21,8,1,0,14,15,22,17,0,0,5,2
50,2,13,2013,Alaska,Aleutians East Borough,4,14,43,33,10,8,1,0,0,19,6,6,3,0,0,4,0
50,2,13,2013,Alaska,Aleutians East Borough,4,15,16,11,5,2,0,0,0,9,3,0,2,0,0,0,0
50,2,13,2013,Alaska,Aleutians East Borough,4,16,14,10,4,1,0,0,0,7,4,1,0,0,0,0,0
50,2,13,2013,Alaska,Aleutians East Borough,4,17,8,4,4,0,0,0,0,4,3,0,0,0,0,0,0
50,2,13,2013,Alaska,Aleutians East Borough,4,18,2,1,1,0,0,0,0,1,1,0,0,0,0,0,0
50,2,13,2013,Alaska,Aleutians East Borough,4,99,2734,1811,923,617,230,84,7,476,405,584,254,6,2,288,71
50,2,13,2013,Alaska,Aleutians East Borough,5,0,23,13,10,3,2,0,0,7,6,1,0,0,0,2,0
50,2,13,2013,Alaska,Aleutians East Borough,5,1,61,27,34,6,6,0,0,14,21,2,3,0,0,2,4
50,2,13,2013,Alaska,Aleutians East Borough,5,2,118,58,60,12,14,0,0,40,43,2,1,0,0,3,2
50,2,13,2013,Alaska,Aleutians East Borough,5,3,96,45,51,7,8,0,1,35,37,1,1,0,0,2,3
50,2,13,2013,Alaska,Aleutians East Borough,5,4,126,81,45,14,8,1,0,50,35,11,0,0,0,3,2
50,2,13,2013,Alaska,Aleutians East Borough,5,5,212,147,65,38,10,14,0,32,35,60,18,1,0,18,2
50,2,13,2013,Alaska,Aleutians East Borough,5,6,226,150,76,45,18,12,3,37,33,50,20,0,0,23,6
50,2,13,2013,Alaska,Aleutians East Borough,5,7,251,171,80,56,23,9,0,34,34,63,18,3,1,32,8
50,2,13,2013,Alaska,Aleutians East Borough,5,8,323,232,91,88,27,14,0,38,36,90,26,0,0,39,8
50,2,13,2013,Alaska,Aleutians East Borough,5,9,328,223,105,86,23,16,2,36,41,85,39,0,0,43,5
50,2,13,2013,Alaska,Aleutians East Borough,5,10,325,211,114,83,36,12,3,34,30,79,44,0,0,48,14
50,2,13,2013,Alaska,Aleutians East Borough,5,11,276,183,93,79,22,9,0,26,23,68,45,0,1,37,9
50,2,13,2013,Alaska,Aleutians East Borough,5,12,164,107,57,35,16,3,0,26,19,39,20,1,1,17,5
50,2,13,2013,Alaska,Aleutians East Borough,5,13,111,69,42,20,8,2,0,23,15,22,19,0,0,6,2
50,2,13,2013,Alaska,Aleutians East Borough,5,14,47,31,16,8,2,0,0,16,10,7,4,0,0,4,0
50,2,13,2013,Alaska,Aleutians East Borough,5,15,18,12,6,2,0,0,0,9,4,1,2,0,0,0,0
50,2,13,2013,Alaska,Aleutians East Borough,5,16,14,8,6,1,0,0,0,5,5,1,1,0,0,0,0
50,2,13,2013,Alaska,Aleutians East Borough,5,17,10,6,4,0,0,0,0,6,3,0,0,0,0,0,0
50,2,13,2013,Alaska,Aleutians East Borough,5,18,3,2,1,0,0,1,0,1,1,0,0,0,0,0,0
50,2,13,2013,Alaska,Aleutians East Borough,5,99,2732,1776,956,583,223,93,9,469,431,582,261,5,3,279,70
50,2,13,2013,Alaska,Aleutians East Borough,6,0,24,14,10,3,2,0,0,8,6,1,0,0,0,2,0
50,2,13,2013,Alaska,Aleutians East Borough,6,1,73,35,38,8,8,0,0,19,23,2,3,0,0,2,4
50,2,13,2013,Alaska,Aleutians East Borough,6,2,97,49,48,11,12,0,1,32,29,2,4,0,0,3,3
50,2,13,2013,Alaska,Aleutians East Borough,6,3,90,38,52,7,9,0,1,28,36,1,1,0,0,2,3
50,2,13,2013,Alaska,Aleutians East Borough,6,4,125,84,41,13,8,1,0,54,30,11,1,0,0,4,3
50,2,13,2013,Alaska,Aleutians East Borough,6,5,217,150,67,36,10,18,0,33,37,60,17,1,0,17,3
50,2,13,2013,Alaska,Aleutians East Borough,6,6,228,152,76,46,18,12,2,35,34,53,20,0,0,22,6
50,2,13,2013,Alaska,Aleutians East Borough,6,7,245,163,82,50,25,11,0,30,34,64,18,2,1,32,7
50,2,13,2013,Alaska,Aleutians East Borough,6,8,306,225,81,81,21,15,0,36,34,89,24,0,0,38,8
50,2,13,2013,Alaska,Aleutians East Borough,6,9,323,222,101,84,25,15,2,41,32,82,42,0,0,43,6
50,2,13,2013,Alaska,Aleutians East Borough,6,10,334,216,118,83,35,14,3,31,36,83,43,0,0,50,15
50,2,13,2013,Alaska,Aleutians East Borough,6,11,275,180,95,71,22,11,1,25,23,72,45,0,1,36,8
50,2,13,2013,Alaska,Aleutians East Borough,6,12,183,119,64,46,17,3,0,22,23,44,22,0,1,19,5
50,2,13,2013,Alaska,Aleutians East Borough,6,13,112,68,44,20,8,2,0,19,16,24,20,0,0,7,2
50,2,13,2013,Alaska,Aleutians East Borough,6,14,47,29,18,6,2,0,0,16,11,7,4,0,0,2,0
50,2,13,2013,Alaska,Aleutians East Borough,6,15,19,13,6,2,0,0,0,9,4,2,2,0,0,0,0
50,2,13,2013,Alaska,Aleutians East Borough,6,16,15,9,6,1,0,0,0,6,5,1,1,0,0,0,0
50,2,13,2013,Alaska,Aleutians East Borough,6,17,11,7,4,0,0,0,0,7,3,0,0,0,0,0,0
50,2,13,2013,Alaska,Aleutians East Borough,6,18,3,2,1,0,0,1,0,1,1,0,0,0,0,0,0
50,2,13,2013,Alaska,Aleutians East Borough,6,99,2727,1775,952,568,222,103,10,452,417,598,267,3,3,279,73
50,2,13,2013,Alaska,Aleutians East Borough,7,0,25,14,11,2,2,0,0,8,7,1,0,0,0,1,0
50,2,13,2013,Alaska,Aleutians East Borough,7,1,72,43,29,13,6,0,0,22,20,2,1,0,0,3,3
50,2,13,2013,Alaska,Aleutians East Borough,7,2,94,49,45,8,8,0,0,32,32,4,3,0,0,3,1
50,2,13,2013,Alaska,Aleutians East Borough,7,3,89,39,50,3,8,0,1,31,33,0,5,0,0,2,2
50,2,13,2013,Alaska,Aleutians East Borough,7,4,123,78,45,10,8,1,0,49,31,10,3,0,0,2,2
50,2,13,2013,Alaska,Aleutians East Borough,7,5,223,154,69,33,10,18,2,37,34,60,17,3,1,16,2
50,2,13,2013,Alaska,Aleutians East Borough,7,6,221,150,71,41,14,14,3,31,27,59,22,1,2,21,4
50,2,13,2013,Alaska,Aleutians East Borough,7,7,237,159,78,45,20,13,0,29,35,64,18,2,2,29,6
50,2,13,2013,Alaska,Aleutians East Borough,7,8,290,216,74,73,16,17,0,32,32,90,25,0,1,32,5
50,2,13,2013,Alaska,Aleutians East Borough,7,9,333,230,103,85,23,16,2,40,32,87,46,1,0,45,8
50,2,13,2013,Alaska,Aleutians East Borough,7,10,348,231,117,88,31,18,1,28,39,93,44,0,0,54,14
50,2,13,2013,Alaska,Aleutians East Borough,7,11,282,188,94,68,22,13,1,24,20,81,50,0,0,37,7
50,2,13,2013,Alaska,Aleutians East Borough,7,12,198,131,67,46,19,4,1,26,20,52,27,0,0,23,9
50,2,13,2013,Alaska,Aleutians East Borough,7,13,142,83,59,24,9,4,1,23,22,28,27,0,0,9,2
50,2,13,2013,Alaska,Aleutians East Borough,7,14,52,35,17,10,2,0,0,15,10,10,4,0,0,2,0
50,2,13,2013,Alaska,Aleutians East Borough,7,15,23,13,10,2,3,0,0,8,4,3,2,0,0,1,0
50,2,13,2013,Alaska,Aleutians East Borough,7,16,20,11,9,4,1,0,0,5,5,2,2,0,0,0,0
50,2,13,2013,Alaska,Aleutians East Borough,7,17,11,9,2,0,1,0,0,7,1,1,0,0,0,0,0
50,2,13,2013,Alaska,Aleutians East Borough,7,18,4,3,1,1,0,1,0,1,1,0,0,0,0,0,0
50,2,13,2013,Alaska,Aleutians East Borough,7,99,2787,1836,951,556,203,119,12,448,405,647,296,7,6,280,65
50,2,13,2013,Alaska,Aleutians East Borough,8,0,26,14,12,2,2,0,0,8,7,1,1,0,0,1,0
50,2,13,2013,Alaska,Aleutians East Borough,8,1,73,48,25,10,4,0,0,31,17,1,2,0,0,3,3
50,2,13,2013,Alaska,Aleutians East Borough,8,2,93,39,54,8,12,0,1,23,30,4,7,0,0,2,3
50,2,13,2013,Alaska,Aleutians East Borough,8,3,88,40,48,3,9,0,0,31,33,0,3,0,0,2,1
50,2,13,2013,Alaska,Aleutians East Borough,8,4,117,71,46,8,8,2,0,45,33,11,4,0,0,2,3
50,2,13,2013,Alaska,Aleutians East Borough,8,5,229,160,69,33,10,23,2,35,34,60,18,4,1,17,3
50,2,13,2013,Alaska,Aleutians East Borough,8,6,236,161,75,42,15,17,5,33,26,65,22,1,2,22,4
50,2,13,2013,Alaska,Aleutians East Borough,8,7,225,150,75,40,17,16,0,25,37,61,16,2,3,24,5
50,2,13,2013,Alaska,Aleutians East Borough,8,8,278,208,70,66,16,19,0,30,29,89,24,0,1,29,3
50,2,13,2013,Alaska,Aleutians East Borough,8,9,332,230,102,91,23,16,4,34,31,85,43,1,0,49,10
50,2,13,2013,Alaska,Aleutians East Borough,8,10,344,226,118,81,29,18,2,29,40,94,45,0,0,54,15
50,2,13,2013,Alaska,Aleutians East Borough,8,11,279,185,94,65,22,15,1,21,18,83,50,0,1,34,7
50,2,13,2013,Alaska,Aleutians East Borough,8,12,197,131,66,47,18,5,0,20,20,56,27,0,0,23,7
50,2,13,2013,Alaska,Aleutians East Borough,8,13,153,94,59,30,9,5,1,27,20,29,29,0,0,11,2
50,2,13,2013,Alaska,Aleutians East Borough,8,14,57,38,19,11,2,0,0,16,11,11,5,0,0,3,0
50,2,13,2013,Alaska,Aleutians East Borough,8,15,28,16,12,3,3,1,0,8,5,3,4,0,0,1,1
50,2,13,2013,Alaska,Aleutians East Borough,8,16,22,13,9,4,1,0,0,5,5,4,2,0,0,1,0
50,2,13,2013,Alaska,Aleutians East Borough,8,17,13,10,3,0,1,0,0,8,2,1,0,0,0,0,0
50,2,13,2013,Alaska,Aleutians East Borough,8,18,4,3,1,1,0,1,0,1,1,0,0,0,0,0,0
50,2,13,2013,Alaska,Aleutians East Borough,8,99,2794,1837,957,545,201,138,16,430,399,658,302,8,8,278,67
50,2,13,2013,Alaska,Aleutians East Borough,9,0,27,15,12,2,2,0,0,9,7,0,1,0,0,0,0
50,2,13,2013,Alaska,Aleutians East Borough,9,1,84,52,32,10,8,0,0,34,21,1,1,0,0,3,2
50,2,13,2013,Alaska,Aleutians East Borough,9,2,87,42,45,8,5,0,1,25,29,4,6,0,0,4,3
50,2,13,2013,Alaska,Aleutians East Borough,9,3,86,40,46,3,6,0,0,31,34,0,3,0,0,3,1
50,2,13,2013,Alaska,Aleutians East Borough,9,4,106,66,40,9,7,3,0,37,29,12,3,0,0,2,2
50,2,13,2013,Alaska,Aleutians East Borough,9,5,252,185,67,41,9,32,2,31,29,71,22,4,1,23,3
50,2,13,2013,Alaska,Aleutians East Borough,9,6,269,186,83,48,15,23,5,34,30,76,24,1,2,26,4
50,2,13,2013,Alaska,Aleutians East Borough,9,7,251,164,87,41,18,21,0,29,44,65,18,2,3,25,4
50,2,13,2013,Alaska,Aleutians East Borough,9,8,291,217,74,68,17,24,0,34,28,87,28,0,1,31,4
50,2,13,2013,Alaska,Aleutians East Borough,9,9,353,244,109,94,28,20,4,36,28,90,48,1,0,52,10
50,2,13,2013,Alaska,Aleutians East Borough,9,10,384,264,120,90,36,24,1,40,33,106,47,0,1,59,17
50,2,13,2013,Alaska,Aleutians East Borough,9,11,310,205,105,69,24,19,1,21,20,95,56,0,1,38,8
50,2,13,2013,Alaska,Aleutians East Borough,9,12,223,148,75,53,22,6,0,21,19,63,33,0,0,29,9
50,2,13,2013,Alaska,Aleutians East Borough,9,13,162,98,64,33,9,6,1,23,21,33,33,0,0,15,2
50,2,13,2013,Alaska,Aleutians East Borough,9,14,56,38,18,11,2,0,0,14,10,13,5,0,0,3,0
50,2,13,2013,Alaska,Aleutians East Borough,9,15,30,17,13,3,3,1,0,9,5,3,4,0,0,1,1
50,2,13,2013,Alaska,Aleutians East Borough,9,16,23,14,9,4,1,0,0,6,5,4,2,0,0,1,0
50,2,13,2013,Alaska,Aleutians East Borough,9,17,14,11,3,0,1,0,0,9,2,1,0,0,0,0,0
50,2,13,2013,Alaska,Aleutians East Borough,9,18,4,3,1,1,0,1,0,1,1,0,0,0,0,0,0
50,2,13,2013,Alaska,Aleutians East Borough,9,99,3012,2009,1003,588,213,180,15,444,395,724,334,8,9,315,70
50,2,13,2013,Alaska,Aleutians East Borough,10,0,27,15,12,2,2,0,0,9,7,0,1,0,0,0,0
50,2,13,2013,Alaska,Aleutians East Borough,10,1,89,52,37,9,7,0,0,36,24,1,3,0,0,2,4
50,2,13,2013,Alaska,Aleutians East Borough,10,2,96,43,53,7,10,0,2,27,31,4,6,0,0,4,4
50,2,13,2013,Alaska,Aleutians East Borough,10,3,93,45,48,3,5,0,0,36,38,0,3,0,0,3,1
50,2,13,2013,Alaska,Aleutians East Borough,10,4,97,59,38,10,10,3,0,30,24,11,3,0,0,1,2
50,2,13,2013,Alaska,Aleutians East Borough,10,5,234,172,62,36,8,31,2,29,28,66,19,4,1,20,3
50,2,13,2013,Alaska,Aleutians East Borough,10,6,271,191,80,48,13,23,5,38,28,77,23,1,2,25,4
50,2,13,2013,Alaska,Aleutians East Borough,10,7,237,155,82,36,15,21,0,27,41,64,17,1,4,21,3
50,2,13,2013,Alaska,Aleutians East Borough,10,8,259,196,63,59,11,23,0,28,24,83,27,0,1,28,4
50,2,13,2013,Alaska,Aleutians East Borough,10,9,350,245,105,93,24,20,4,36,24,92,52,1,0,54,10
50,2,13,2013,Alaska,Aleutians East Borough,10,10,407,282,125,89,32,25,2,52,35,111,53,1,1,63,17
50,2,13,2013,Alaska,Aleutians East Borough,10,11,312,205,107,63,21,19,1,20,23,101,58,0,1,37,6
50,2,13,2013,Alaska,Aleutians East Borough,10,12,226,152,74,52,23,7,1,20,15,68,34,0,0,29,10
50,2,13,2013,Alaska,Aleutians East Borough,10,13,164,97,67,27,8,6,1,26,24,35,34,0,0,14,2
50,2,13,2013,Alaska,Aleutians East Borough,10,14,57,37,20,12,3,0,0,11,9,14,6,0,1,3,0
50,2,13,2013,Alaska,Aleutians East Borough,10,15,31,18,13,3,3,1,0,9,5,4,4,0,0,1,1
50,2,13,2013,Alaska,Aleutians East Borough,10,16,23,12,11,4,1,0,0,4,6,4,3,0,0,1,0
50,2,13,2013,Alaska,Aleutians East Borough,10,17,12,9,3,0,1,0,0,7,2,1,0,0,0,0,0
50,2,13,2013,Alaska,Aleutians East Borough,10,18,6,4,2,1,0,2,0,1,2,0,0,0,0,0,0
50,2,13,2013,Alaska,Aleutians East Borough,10,99,2991,1989,1002,554,197,181,18,446,390,736,346,8,11,306,71
50,2,13,2013,Alaska,Aleutians East Borough,11,0,29,16,13,2,2,0,0,9,7,0,1,0,0,0,0
50,2,13,2013,Alaska,Aleutians East Borough,11,1,94,48,46,10,8,0,0,31,33,1,2,0,0,2,3
50,2,13,2013,Alaska,Aleutians East Borough,11,2,98,50,48,7,9,0,0,33,28,5,7,0,0,5,2
50,2,13,2013,Alaska,Aleutians East Borough,11,3,82,39,43,3,3,0,0,30,34,0,4,0,0,3,1
50,2,13,2013,Alaska,Aleutians East Borough,11,4,98,62,36,7,9,3,0,35,23,12,3,0,0,1,2
50,2,13,2013,Alaska,Aleutians East Borough,11,5,240,180,60,38,7,33,2,31,27,68,19,4,1,21,3
50,2,13,2013,Alaska,Aleutians East Borough,11,6,292,203,89,47,13,27,6,39,35,83,24,1,2,25,4
