SUMLEV,STATE,COUNTY,FIPStxt,STNAME,CTYNAME,YEAR,AGEGRP,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,H_MALE,H_FEMALE
50,49,1,49001,Utah,Beaver County,1,0,119,65,54,62,51,0,0,0,1,0,1,0,0,4,6
50,49,1,49001,Utah,Beaver County,1,1,438,232,206,225,197,0,0,1,2,3,2,0,0,17,14
50,49,1,49001,Utah,Beaver County,1,2,550,282,268,271,258,0,0,7,5,0,1,0,0,17,19
50,49,1,49001,Utah,Beaver County,1,3,555,291,264,270,256,0,0,6,4,2,0,1,0,20,14
50,49,1,49001,Utah,Beaver County,1,4,512,254,258,247,248,0,1,3,3,0,1,1,0,14,12
50,49,1,49001,Utah,Beaver County,1,5,396,222,174,208,169,4,0,4,2,2,2,3,0,28,13
50,49,1,49001,Utah,Beaver County,1,6,369,189,180,184,175,1,0,1,1,1,4,1,0,26,18
50,49,1,49001,Utah,Beaver County,1,7,320,180,140,168,136,5,0,2,1,3,1,0,0,15,7
50,49,1,49001,Utah,Beaver County,1,8,368,202,166,193,157,3,0,2,2,0,4,0,0,11,12
50,49,1,49001,Utah,Beaver County,1,9,382,194,188,189,181,0,0,2,3,2,1,0,0,15,9
50,49,1,49001,Utah,Beaver County,1,10,393,213,180,210,174,0,0,1,3,1,1,0,0,7,9
50,49,1,49001,Utah,Beaver County,1,11,311,150,161,143,155,0,0,2,1,1,1,0,0,4,4
50,49,1,49001,Utah,Beaver County,1,12,257,135,122,131,121,0,0,1,1,1,0,0,0,5,1
50,49,1,49001,Utah,Beaver County,1,13,192,101,91,100,91,0,0,0,0,1,0,0,0,1,1
50,49,1,49001,Utah,Beaver County,1,14,227,108,119,107,116,0,0,0,1,1,1,0,0,3,1
50,49,1,49001,Utah,Beaver County,1,15,203,102,101,102,99,0,0,0,1,0,0,0,0,2,3
50,49,1,49001,Utah,Beaver County,1,16,150,78,72,77,71,0,0,0,0,0,1,0,0,0,0
50,49,1,49001,Utah,Beaver County,1,17,154,60,94,59,93,0,1,0,0,1,0,0,0,1,0
50,49,1,49001,Utah,Beaver County,1,18,101,28,73,27,73,1,0,0,0,0,0,0,0,0,0
