SUMLEV,STATE,COUNTY,FIPStxt,STNAME,CTYNAME,YEAR,AGEGRP,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,H_MALE,H_FEMALE
50,6,1,6001,California,Alameda County,1,0,19397,9911,9486,5528,5233,1440,1451,86,66,2044,1926,74,85,3027,2907
50,6,1,6001,California,Alameda County,1,1,78979,40384,38595,21831,20821,6496,6292,307,306,8503,8013,378,356,11680,11178
50,6,1,6001,California,Alameda County,1,2,104649,53646,51003,28895,27373,9538,9356,491,449,10929,10084,510,527,14276,13713
50,6,1,6001,California,Alameda County,1,3,96770,49444,47326,26812,25450,9099,8961,436,423,9836,9261,496,449,11596,10994
50,6,1,6001,California,Alameda County,1,4,92443,47460,44983,26380,23985,7886,7841,431,388,10170,9956,456,479,11931,10394
50,6,1,6001,California,Alameda County,1,5,100747,51072,49675,30139,26645,6833,7897,489,453,11438,12124,450,460,15152,12283
50,6,1,6001,California,Alameda County,1,6,116930,58757,58173,35206,31939,7301,9142,516,478,13564,14284,431,434,16361,13442
50,6,1,6001,California,Alameda County,1,7,124141,62621,61520,37891,34298,8270,9584,522,481,13913,14945,441,469,14590,12043
50,6,1,6001,California,Alameda County,1,8,128423,64105,64318,38911,36590,8702,10279,509,520,14000,14756,498,493,11829,10680
50,6,1,6001,California,Alameda County,1,9,120277,59996,60281,37111,35383,8220,9688,435,420,12459,12883,441,442,9295,8398
50,6,1,6001,California,Alameda County,1,10,106584,51869,54715,32509,32666,7300,8880,364,405,10332,11248,313,316,6537,6496
50,6,1,6001,California,Alameda County,1,11,93925,45546,48379,29622,30159,6257,7547,304,359,8284,9113,260,245,4833,5158
50,6,1,6001,California,Alameda County,1,12,65202,31609,33593,21138,21424,4306,5163,228,223,5230,6005,158,135,3299,3617
50,6,1,6001,California,Alameda County,1,13,47656,22637,25019,14252,15159,3336,3833,123,149,4434,5301,113,132,2438,2874
50,6,1,6001,California,Alameda County,1,14,39419,18011,21408,11187,12669,2515,3251,71,95,3874,4929,93,100,1905,2335
50,6,1,6001,California,Alameda County,1,15,36282,15523,20759,9964,12916,2125,3169,64,77,3122,4234,46,73,1501,1995
50,6,1,6001,California,Alameda County,1,16,31878,13014,18864,8742,12655,1760,2795,49,71,2289,3077,27,42,1112,1463
50,6,1,6001,California,Alameda County,1,17,21182,7958,13224,5553,9277,1070,2017,16,45,1221,1728,16,31,509,885
50,6,1,6001,California,Alameda County,1,18,18821,5720,13101,4116,9801,687,1782,16,27,836,1381,12,18,384,801
50,6,1,6001,California,Alameda County,1,99,1443705,709283,734422,425787,424443,103141,118928,5457,5435,146478,155248,5213,5286,142255,131656
50,6,1,6001,California,Alameda County,2,0,19756,10091,9665,5604,5310,1450,1463,88,67,2132,1998,77,89,3108,2993
50,6,1,6001,California,Alameda County,2,1,78811,40310,38501,21690,20685,6455,6259,313,310,8559,8071,384,356,11704,11184
50,6,1,6001,California,Alameda County,2,2,104297,53450,50847,28650,27150,9495,9309,490,450,10983,10177,513,527,14310,13749
50,6,1,6001,California,Alameda County,2,3,97409,49780,47629,26882,25519,9175,9049,442,430,9933,9352,504,458,11770,11143
50,6,1,6001,California,Alameda County,2,4,92889,47768,45121,26488,24013,7934,7850,439,395,10253,10008,456,481,12036,10483
50,6,1,6001,California,Alameda County,2,5,102012,51837,50175,30530,26850,6970,7963,497,456,11585,12310,463,471,15317,12389
50,6,1,6001,California,Alameda County,2,6,116844,58740,58104,35089,31774,7278,9107,523,484,13635,14391,440,439,16480,13549
50,6,1,6001,California,Alameda County,2,7,124650,62877,61773,37933,34302,8267,9585,526,491,14072,15139,450,476,14741,12176
50,6,1,6001,California,Alameda County,2,8,128495,64142,64353,38805,36455,8699,10266,511,527,14115,14878,503,500,11952,10794
50,6,1,6001,California,Alameda County,2,9,120828,60289,60539,37191,35431,8263,9729,438,426,12591,13011,449,452,9444,8520
50,6,1,6001,California,Alameda County,2,10,107263,52215,55048,32641,32784,7347,8937,367,409,10456,11356,314,323,6623,6577
50,6,1,6001,California,Alameda County,2,11,95079,46090,48989,29858,30403,6359,7659,307,367,8446,9318,266,250,4926,5264
50,6,1,6001,California,Alameda County,2,12,65690,31829,33861,21244,21513,4339,5202,223,223,5322,6129,159,137,3351,3671
50,6,1,6001,California,Alameda County,2,13,47962,22798,25164,14306,15203,3360,3851,122,144,4521,5381,115,133,2466,2897
50,6,1,6001,California,Alameda County,2,14,39393,17997,21396,11126,12595,2526,3253,72,96,3918,4977,93,103,1905,2352
50,6,1,6001,California,Alameda County,2,15,36305,15550,20755,9942,12847,2137,3166,67,75,3155,4294,48,75,1517,2016
50,6,1,6001,California,Alameda County,2,16,31963,13049,18914,8735,12626,1770,2810,50,70,2325,3127,27,43,1123,1482
50,6,1,6001,California,Alameda County,2,17,21322,8016,13306,5582,9300,1073,2023,16,44,1244,1771,16,31,514,897
50,6,1,6001,California,Alameda County,2,18,18872,5742,13130,4126,9791,686,1784,16,26,852,1413,12,19,387,805
50,6,1,6001,California,Alameda County,2,99,1449840,712570,737270,426422,424551,103583,119265,5507,5490,148097,157101,5289,5363,143674,132941
50,6,1,6001,California,Alameda County,3,0,22044,11391,10653,6177,5815,1550,1464,67,57,2644,2400,86,86,3413,3275
50,6,1,6001,California,Alameda County,3,1,77953,39914,38039,21543,20392,5966,5826,353,292,8721,8319,370,350,12010,11355
50,6,1,6001,California,Alameda County,3,2,101659,52049,49610,27477,26206,8985,8832,471,449,11265,10353,518,513,14246,13755
50,6,1,6001,California,Alameda County,3,3,99376,50856,48520,27064,25644,9314,9003,466,453,10518,9968,509,488,12432,11671
50,6,1,6001,California,Alameda County,3,4,91613,47278,44335,26121,23672,7845,7726,467,420,9975,9595,481,478,12129,10613
50,6,1,6001,California,Alameda County,3,5,107058,54393,52665,31342,27802,7003,7968,565,474,13091,13675,497,519,15729,12667
50,6,1,6001,California,Alameda County,3,6,118021,59432,58589,34761,31576,6878,8504,515,497,15006,15562,447,437,16533,13827
50,6,1,6001,California,Alameda County,3,7,127752,64706,63046,38358,34416,8113,9408,568,520,15454,16392,462,480,15391,12655
50,6,1,6001,California,Alameda County,3,8,128186,64263,63923,38291,35553,8515,9979,487,540,14872,15596,534,500,12669,11336
50,6,1,6001,California,Alameda County,3,9,121927,60747,61180,37145,35348,8205,9590,480,450,12977,13668,485,493,9775,8906
50,6,1,6001,California,Alameda County,3,10,109655,53930,55725,33365,32700,7459,8943,395,429,11194,11983,338,345,7194,6966
50,6,1,6001,California,Alameda County,3,11,98569,47591,50978,30266,31096,6635,8006,328,382,9144,10186,301,275,5243,5562
50,6,1,6001,California,Alameda County,3,12,68624,33262,35362,22014,22327,4450,5311,215,230,5802,6629,180,157,3563,3869
50,6,1,6001,California,Alameda County,3,13,49256,23355,25901,14535,15513,3376,3987,139,164,4794,5618,120,138,2514,2990
50,6,1,6001,California,Alameda County,3,14,39479,18092,21387,11001,12393,2582,3212,70,100,4064,5201,98,112,1932,2358
50,6,1,6001,California,Alameda County,3,15,35416,15351,20065,9667,12148,2051,3066,63,63,3307,4406,56,77,1555,2090
50,6,1,6001,California,Alameda County,3,16,31835,12970,18865,8517,12323,1768,2810,47,72,2464,3370,26,53,1116,1561
50,6,1,6001,California,Alameda County,3,17,22025,8284,13741,5702,9468,1084,2043,21,43,1362,2000,18,33,614,962
50,6,1,6001,California,Alameda County,3,18,19036,5821,13215,4142,9783,698,1721,15,34,893,1549,14,21,402,843
50,6,1,6001,California,Alameda County,3,99,1469484,723685,745799,427488,424175,102477,117399,5732,5669,157547,166470,5540,5555,148460,137261
50,6,1,6001,California,Alameda County,4,0,21316,10863,10453,5819,5532,1443,1480,53,56,2612,2469,86,83,3264,3190
