SUMLEV,STATE,COUNTY,FIPStxt,STNAME,CTYNAME,YEAR,AGEGRP,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,H_MALE,H_FEMALE
50,9,1,9001,Connecticut,Fairfield County,1,0,12372,6381,5991,5143,4760,826,780,23,18,242,258,7,5,1047,1018
50,9,1,9001,Connecticut,Fairfield County,1,1,51635,26502,25133,21369,20071,3396,3259,87,74,1003,1110,24,26,4041,3844
50,9,1,9001,Connecticut,Fairfield County,1,2,67209,34481,32728,27983,26252,4605,4541,91,89,1140,1162,27,35,4991,4780
50,9,1,9001,Connecticut,Fairfield County,1,3,62287,31889,30398,25862,24375,4401,4391,86,85,1011,1001,27,23,4592,4391
50,9,1,9001,Connecticut,Fairfield County,1,4,51079,26301,24778,20850,19632,3964,3798,95,72,986,911,30,19,4700,4037
50,9,1,9001,Connecticut,Fairfield County,1,5,42986,21747,21239,17402,16438,3007,3435,93,84,942,943,29,28,5443,4502
50,9,1,9001,Connecticut,Fairfield County,1,6,51423,25351,26072,20366,20246,2960,3848,110,77,1638,1588,24,34,5413,4776
50,9,1,9001,Connecticut,Fairfield County,1,7,66655,32291,34364,27130,28079,3168,4275,92,88,1631,1624,28,23,5304,5045
50,9,1,9001,Connecticut,Fairfield County,1,8,78463,37926,40537,32580,33966,3511,4572,101,103,1480,1556,20,29,4819,4853
50,9,1,9001,Connecticut,Fairfield County,1,9,76010,37103,38907,32326,33149,3141,4077,93,80,1258,1329,26,15,3772,3814
50,9,1,9001,Connecticut,Fairfield County,1,10,65003,31772,33231,27920,28747,2588,3093,62,63,997,1116,25,18,2699,2836
50,9,1,9001,Connecticut,Fairfield County,1,11,58723,27998,30725,24736,26643,2219,2953,27,46,853,900,17,13,2111,2378
50,9,1,9001,Connecticut,Fairfield County,1,12,46598,22298,24300,19899,21313,1706,2257,34,38,559,573,9,12,1390,1741
50,9,1,9001,Connecticut,Fairfield County,1,13,35009,16463,18546,14608,16159,1368,1868,21,35,403,386,2,6,1010,1318
50,9,1,9001,Connecticut,Fairfield County,1,14,30839,14285,16554,12931,14775,1012,1387,13,12,270,314,1,3,688,905
50,9,1,9001,Connecticut,Fairfield County,1,15,28873,12733,16140,11817,14752,683,1085,13,23,176,214,2,5,417,698
50,9,1,9001,Connecticut,Fairfield County,1,16,24417,10019,14398,9422,13373,448,858,8,13,99,119,5,1,262,461
50,9,1,9001,Connecticut,Fairfield County,1,17,17450,6377,11073,6077,10509,219,470,6,4,56,67,2,0,147,264
50,9,1,9001,Connecticut,Fairfield County,1,18,15591,4245,11346,4055,10775,151,496,5,12,24,38,1,1,103,235
50,9,1,9001,Connecticut,Fairfield County,1,99,882622,426162,456460,362476,384014,43373,51443,1060,1016,14768,15209,306,296,52949,51896
50,9,1,9001,Connecticut,Fairfield County,2,0,12508,6445,6063,5188,4809,834,787,24,20,253,267,7,5,1076,1051
50,9,1,9001,Connecticut,Fairfield County,2,1,51438,26400,25038,21276,19984,3377,3244,89,75,1009,1118,24,26,4059,3851
50,9,1,9001,Connecticut,Fairfield County,2,2,66912,34321,32591,27837,26122,4583,4523,92,91,1142,1170,27,36,5020,4806
50,9,1,9001,Connecticut,Fairfield County,2,3,62602,32036,30566,25953,24464,4443,4440,87,87,1016,1010,27,23,4664,4472
50,9,1,9001,Connecticut,Fairfield County,2,4,51154,26367,24787,20883,19634,3987,3809,99,73,987,911,30,19,4741,4068
50,9,1,9001,Connecticut,Fairfield County,2,5,43177,21844,21333,17450,16491,3043,3464,98,84,950,951,29,29,5489,4541
50,9,1,9001,Connecticut,Fairfield County,2,6,51191,25229,25962,20227,20115,2953,3838,114,79,1655,1611,24,34,5468,4833
50,9,1,9001,Connecticut,Fairfield County,2,7,66722,32311,34411,27128,28090,3162,4281,97,94,1657,1649,28,23,5364,5111
50,9,1,9001,Connecticut,Fairfield County,2,8,78233,37820,40413,32453,33828,3511,4573,104,108,1491,1562,20,28,4870,4905
50,9,1,9001,Connecticut,Fairfield County,2,9,76228,37198,39030,32374,33224,3163,4105,97,85,1270,1340,26,15,3832,3868
50,9,1,9001,Connecticut,Fairfield County,2,10,65402,31964,33438,28064,28908,2614,3118,67,66,1005,1123,25,18,2742,2877
50,9,1,9001,Connecticut,Fairfield County,2,11,59348,28293,31055,24965,26896,2258,3004,32,48,869,917,17,14,2153,2426
50,9,1,9001,Connecticut,Fairfield County,2,12,46872,22429,24443,20012,21421,1714,2273,36,38,570,589,9,12,1411,1766
50,9,1,9001,Connecticut,Fairfield County,2,13,35147,16534,18613,14660,16210,1377,1876,22,35,411,394,2,6,1023,1333
50,9,1,9001,Connecticut,Fairfield County,2,14,30780,14263,16517,12897,14725,1020,1394,14,12,272,318,1,3,692,913
50,9,1,9001,Connecticut,Fairfield County,2,15,28873,12750,16123,11824,14728,690,1087,13,23,179,216,2,5,424,707
50,9,1,9001,Connecticut,Fairfield County,2,16,24496,10065,14431,9456,13393,453,866,8,13,101,121,5,1,267,468
50,9,1,9001,Connecticut,Fairfield County,2,17,17591,6445,11146,6140,10578,221,473,6,4,57,68,2,0,150,269
50,9,1,9001,Connecticut,Fairfield County,2,18,15690,4286,11404,4093,10833,151,497,5,12,25,39,1,1,104,238
50,9,1,9001,Connecticut,Fairfield County,2,99,884364,427000,457364,362880,384453,43554,51652,1104,1047,14919,15374,306,298,53549,52503
50,9,1,9001,Connecticut,Fairfield County,3,0,12294,6332,5962,5129,4757,726,722,12,13,264,281,5,3,1128,1060
50,9,1,9001,Connecticut,Fairfield County,3,1,50647,26004,24643,20923,19587,3333,3189,80,68,1009,1157,28,23,4112,3991
50,9,1,9001,Connecticut,Fairfield County,3,2,66719,34062,32657,27587,26188,4473,4409,99,99,1226,1226,19,28,5072,4816
