SUMLEV,STATE,COUNTY,FIPStxt,STNAME,CTYNAME,YEAR,AGEGRP,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,H_MALE,H_FEMALE
50,4,1,4001,Arizona,Apache County,1,0,1232,615,617,85,94,1,0,516,509,1,0,0,1,35,37
50,4,1,4001,Arizona,Apache County,1,1,5068,2583,2485,425,395,7,6,2095,2039,9,1,1,3,128,131
50,4,1,4001,Arizona,Apache County,1,2,7603,3890,3713,563,550,3,8,3270,3099,5,8,2,3,149,144
50,4,1,4001,Arizona,Apache County,1,3,8228,4179,4049,649,664,2,6,3477,3325,1,2,0,5,171,180
50,4,1,4001,Arizona,Apache County,1,4,6941,3628,3313,680,557,5,2,2903,2719,4,6,3,2,184,143
50,4,1,4001,Arizona,Apache County,1,5,4222,2193,2029,345,323,9,6,1831,1686,1,1,1,3,134,71
50,4,1,4001,Arizona,Apache County,1,6,3782,1887,1895,339,310,17,2,1521,1566,0,7,1,2,106,67
50,4,1,4001,Arizona,Apache County,1,7,4182,2082,2100,398,430,14,6,1655,1646,8,7,2,0,107,99
50,4,1,4001,Arizona,Apache County,1,8,4806,2315,2491,500,544,14,3,1778,1928,3,7,4,0,115,93
50,4,1,4001,Arizona,Apache County,1,9,4663,2214,2449,618,594,17,3,1558,1833,1,3,5,1,113,101
50,4,1,4001,Arizona,Apache County,1,10,4157,1978,2179,633,637,9,3,1312,1515,3,7,2,1,96,81
50,4,1,4001,Arizona,Apache County,1,11,3460,1697,1763,567,513,6,2,1110,1227,2,6,0,1,71,56
50,4,1,4001,Arizona,Apache County,1,12,2892,1375,1517,485,479,7,6,874,1018,1,0,0,1,70,65
50,4,1,4001,Arizona,Apache County,1,13,2453,1173,1280,450,407,2,4,716,863,0,3,0,0,75,74
50,4,1,4001,Arizona,Apache County,1,14,2033,961,1072,354,301,1,4,600,762,0,2,1,0,51,51
50,4,1,4001,Arizona,Apache County,1,15,1447,679,768,256,216,1,5,419,543,1,0,0,1,34,23
50,4,1,4001,Arizona,Apache County,1,16,1007,459,548,141,159,1,0,315,387,0,0,0,0,14,17
50,4,1,4001,Arizona,Apache County,1,17,626,248,378,68,114,0,0,178,264,0,0,0,0,7,8
50,4,1,4001,Arizona,Apache County,1,18,628,252,376,62,92,0,1,189,282,0,0,0,0,10,15
50,4,1,4001,Arizona,Apache County,1,99,69430,34408,35022,7618,7379,116,67,26317,27211,40,60,22,24,1670,1456
50,4,1,4001,Arizona,Apache County,2,0,1243,620,623,86,96,1,0,519,513,1,0,0,1,36,38
50,4,1,4001,Arizona,Apache County,2,1,5038,2565,2473,417,388,7,6,2090,2033,9,1,1,3,128,132
50,4,1,4001,Arizona,Apache County,2,2,7533,3857,3676,548,536,3,8,3255,3078,5,8,2,3,146,143
50,4,1,4001,Arizona,Apache County,2,3,8251,4183,4068,649,662,2,6,3491,3346,1,2,0,5,170,181
50,4,1,4001,Arizona,Apache County,2,4,6967,3637,3330,681,561,5,2,2911,2731,4,6,3,2,184,144
50,4,1,4001,Arizona,Apache County,2,5,4248,2208,2040,345,325,9,6,1846,1694,1,1,1,3,133,71
50,4,1,4001,Arizona,Apache County,2,6,3750,1872,1878,335,307,17,2,1510,1553,0,7,1,2,105,67
50,4,1,4001,Arizona,Apache County,2,7,4166,2073,2093,397,426,14,6,1646,1643,8,7,2,0,105,97
50,4,1,4001,Arizona,Apache County,2,8,4787,2309,2478,497,540,14,3,1776,1918,3,7,4,0,113,91
50,4,1,4001,Arizona,Apache County,2,9,4681,2222,2459,618,594,17,3,1566,1845,1,3,5,1,113,102
50,4,1,4001,Arizona,Apache County,2,10,4183,1992,2191,639,641,9,3,1318,1524,4,8,2,1,96,80
50,4,1,4001,Arizona,Apache County,2,11,3495,1718,1777,574,518,6,2,1126,1237,2,6,0,1,72,57
50,4,1,4001,Arizona,Apache County,2,12,2914,1384,1530,490,482,7,6,878,1026,1,0,0,1,70,65
50,4,1,4001,Arizona,Apache County,2,13,2478,1185,1293,454,410,3,4,723,873,0,3,0,0,75,74
50,4,1,4001,Arizona,Apache County,2,14,2046,967,1079,356,300,1,4,604,769,0,2,1,0,51,51
50,4,1,4001,Arizona,Apache County,2,15,1453,684,769,256,216,1,5,424,544,1,0,0,1,34,23
50,4,1,4001,Arizona,Apache County,2,16,1010,461,549,143,159,1,0,315,388,0,0,0,0,15,17
50,4,1,4001,Arizona,Apache County,2,17,638,253,385,69,116,0,0,182,269,0,0,0,0,8,8
50,4,1,4001,Arizona,Apache County,2,18,626,251,375,63,92,0,1,187,281,0,0,0,0,10,14
50,4,1,4001,Arizona,Apache County,2,99,69507,34441,35066,7617,7369,117,67,26367,27265,41,61,22,24,1664,1455
50,4,1,4001,Arizona,Apache County,3,0,1101,542,559,83,86,3,0,443,457,1,0,0,1,29,29
50,4,1,4001,Arizona,Apache County,3,1,4720,2382,2338,397,388,8,7,1923,1886,8,1,1,3,160,142
50,4,1,4001,Arizona,Apache County,3,2,6963,3576,3387,515,473,3,8,2999,2849,8,8,2,3,166,164
50,4,1,4001,Arizona,Apache County,3,3,7956,4065,3891,581,666,2,6,3428,3160,1,2,0,4,163,179
50,4,1,4001,Arizona,Apache County,3,4,6973,3641,3332,703,578,8,4,2864,2707,4,5,3,2,191,156
50,4,1,4001,Arizona,Apache County,3,5,4136,2198,1938,362,308,9,6,1813,1605,1,1,1,3,159,98
50,4,1,4001,Arizona,Apache County,3,6,3611,1792,1819,394,348,17,4,1369,1446,0,9,1,2,166,95
50,4,1,4001,Arizona,Apache County,3,7,3964,1974,1990,415,420,14,7,1530,1536,5,14,2,0,134,102
50,4,1,4001,Arizona,Apache County,3,8,4557,2275,2282,509,454,13,3,1733,1805,4,9,3,0,121,81
50,4,1,4001,Arizona,Apache County,3,9,4653,2232,2421,559,574,18,4,1633,1823,3,6,4,1,106,110
50,4,1,4001,Arizona,Apache County,3,10,4177,1965,2212,631,651,9,3,1300,1536,3,6,2,1,107,87
50,4,1,4001,Arizona,Apache County,3,11,3682,1831,1851,624,558,9,3,1185,1265,2,9,0,1,73,67
50,4,1,4001,Arizona,Apache County,3,12,2968,1397,1571,507,514,9,6,870,1037,1,0,0,1,68,58
50,4,1,4001,Arizona,Apache County,3,13,2485,1173,1312,459,407,2,7,706,890,0,3,0,0,72,70
50,4,1,4001,Arizona,Apache County,3,14,2156,1030,1126,410,323,1,4,611,793,0,2,1,0,57,54
50,4,1,4001,Arizona,Apache County,3,15,1503,704,799,266,241,1,5,433,549,1,0,0,1,37,30
