SUMLEV,STATE,COUNTY,FIPStxt,STNAME,CTYNAME,YEAR,AGEGRP,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,H_MALE,H_FEMALE
50,32,1,32001,Nevada,Churchill County,1,0,357,202,155,176,134,4,7,7,4,4,6,1,0,30,27
50,32,1,32001,Nevada,Churchill County,1,1,1563,789,774,667,649,16,18,43,41,17,18,3,4,125,121
50,32,1,32001,Nevada,Churchill County,1,2,1948,1011,937,871,796,11,19,55,59,27,25,5,3,136,118
50,32,1,32001,Nevada,Churchill County,1,3,1973,1002,971,836,805,19,14,66,79,30,25,1,3,93,110
50,32,1,32001,Nevada,Churchill County,1,4,1708,853,855,731,726,13,19,53,64,26,18,0,1,103,74
50,32,1,32001,Nevada,Churchill County,1,5,1334,650,684,530,581,37,23,36,40,13,15,5,3,124,107
50,32,1,32001,Nevada,Churchill County,1,6,1603,847,756,733,663,34,17,35,32,30,24,1,2,126,105
50,32,1,32001,Nevada,Churchill County,1,7,1619,822,797,742,695,17,11,30,42,17,29,2,5,83,66
50,32,1,32001,Nevada,Churchill County,1,8,1842,946,896,854,759,19,17,35,46,22,51,3,6,67,66
50,32,1,32001,Nevada,Churchill County,1,9,1823,880,943,789,812,16,15,38,56,21,45,4,0,64,59
50,32,1,32001,Nevada,Churchill County,1,10,1628,829,799,762,711,12,5,33,39,15,35,1,0,44,36
50,32,1,32001,Nevada,Churchill County,1,11,1465,728,737,672,647,6,1,21,38,24,41,0,1,28,20
50,32,1,32001,Nevada,Churchill County,1,12,1269,637,632,598,571,8,4,16,23,9,26,0,0,23,21
50,32,1,32001,Nevada,Churchill County,1,13,987,516,471,479,430,5,5,20,17,5,12,2,0,19,13
50,32,1,32001,Nevada,Churchill County,1,14,823,412,411,380,380,0,1,18,17,6,13,0,0,10,12
50,32,1,32001,Nevada,Churchill County,1,15,779,364,415,347,379,2,1,7,21,5,10,1,0,9,9
50,32,1,32001,Nevada,Churchill County,1,16,614,286,328,276,314,1,0,6,10,2,0,0,0,11,5
50,32,1,32001,Nevada,Churchill County,1,17,360,156,204,153,195,1,0,1,8,1,0,0,0,3,4
50,32,1,32001,Nevada,Churchill County,1,18,289,97,192,92,184,0,0,4,6,1,1,0,0,3,2
50,32,1,32001,Nevada,Churchill County,1,99,23984,12027,11957,10688,10431,221,177,524,642,275,394,29,28,1101,975
50,32,1,32001,Nevada,Churchill County,2,0,361,203,158,177,136,4,7,7,4,4,6,1,0,31,28
50,32,1,32001,Nevada,Churchill County,2,1,1562,787,775,662,644,16,18,43,41,17,18,3,4,124,121
50,32,1,32001,Nevada,Churchill County,2,2,1941,1005,936,865,792,11,19,55,59,27,25,5,3,136,118
50,32,1,32001,Nevada,Churchill County,2,3,1984,1005,979,837,810,19,14,66,79,30,25,1,3,93,111
50,32,1,32001,Nevada,Churchill County,2,4,1714,858,856,735,725,13,19,55,67,26,18,0,1,103,74
50,32,1,32001,Nevada,Churchill County,2,5,1339,655,684,538,582,36,23,36,40,13,15,5,3,124,105
50,32,1,32001,Nevada,Churchill County,2,6,1592,842,750,725,656,34,17,36,32,30,24,1,2,126,105
50,32,1,32001,Nevada,Churchill County,2,7,1610,815,795,738,694,14,11,31,42,17,29,2,5,82,66
50,32,1,32001,Nevada,Churchill County,2,8,1836,943,893,850,756,19,17,36,46,22,51,3,6,67,66
50,32,1,32001,Nevada,Churchill County,2,9,1825,880,945,789,815,16,15,38,56,21,45,4,0,66,59
50,32,1,32001,Nevada,Churchill County,2,10,1635,834,801,765,713,12,5,33,39,15,35,1,0,44,36
50,32,1,32001,Nevada,Churchill County,2,11,1475,732,743,677,651,6,1,21,39,24,41,0,1,28,20
50,32,1,32001,Nevada,Churchill County,2,12,1276,641,635,602,574,8,4,16,23,9,26,0,0,23,21
50,32,1,32001,Nevada,Churchill County,2,13,992,519,473,482,432,5,5,20,17,5,12,2,0,19,13
50,32,1,32001,Nevada,Churchill County,2,14,826,414,412,382,381,0,1,18,17,6,13,0,0,10,12
50,32,1,32001,Nevada,Churchill County,2,15,783,366,417,349,381,2,1,7,21,5,10,1,0,9,9
50,32,1,32001,Nevada,Churchill County,2,16,619,288,331,278,317,1,0,6,10,2,0,0,0,11,5
50,32,1,32001,Nevada,Churchill County,2,17,364,158,206,155,197,1,0,1,8,1,0,0,0,3,4
50,32,1,32001,Nevada,Churchill County,2,18,290,97,193,93,185,0,0,3,6,1,1,0,0,3,2
50,32,1,32001,Nevada,Churchill County,2,99,24024,12042,11982,10699,10441,217,177,528,646,275,394,29,28,1102,975
50,32,1,32001,Nevada,Churchill County,3,0,525,275,250,220,210,4,5,26,20,7,7,1,0,55,45
50,32,1,32001,Nevada,Churchill County,3,1,1451,765,686,645,573,24,15,36,35,16,17,3,4,121,110
50,32,1,32001,Nevada,Churchill County,3,2,1889,950,939,808,797,14,15,56,60,23,20,5,3,133,130
50,32,1,32001,Nevada,Churchill County,3,3,2014,1031,983,878,807,20,18,63,86,23,24,1,3,104,113
50,32,1,32001,Nevada,Churchill County,3,4,1719,869,850,745,712,16,17,55,71,25,19,0,1,102,100
50,32,1,32001,Nevada,Churchill County,3,5,1409,698,711,576,602,36,23,31,41,20,16,5,3,130,107
50,32,1,32001,Nevada,Churchill County,3,6,1510,776,734,665,638,31,21,35,25,29,28,1,2,115,103
50,32,1,32001,Nevada,Churchill County,3,7,1618,828,790,739,680,19,15,34,41,19,33,2,5,90,73
50,32,1,32001,Nevada,Churchill County,3,8,1811,919,892,825,765,18,15,38,48,22,41,3,6,74,80
50,32,1,32001,Nevada,Churchill County,3,9,1862,917,945,829,798,14,19,38,57,20,54,4,0,65,53
50,32,1,32001,Nevada,Churchill County,3,10,1668,848,820,770,732,15,5,35,42,17,32,1,0,45,42
50,32,1,32001,Nevada,Churchill County,3,11,1562,770,792,715,693,6,2,20,39,23,47,0,1,39,23
50,32,1,32001,Nevada,Churchill County,3,12,1300,682,618,638,563,8,4,19,20,11,24,0,0,23,19
50,32,1,32001,Nevada,Churchill County,3,13,1071,538,533,501,482,5,5,16,18,9,20,2,0,26,20
