SUMLEV,STATE,COUNTY,FIPStxt,STNAME,CTYNAME,YEAR,AGEGRP,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,H_MALE,H_FEMALE
50,44,1,44001,Rhode Island,Bristol County,8,6,2200,1143,1057,1085,1018,20,7,2,4,17,15,1,0,39,37
50,44,1,44001,Rhode Island,Bristol County,8,7,2200,1053,1147,1023,1080,10,14,1,2,10,32,0,1,24,31
50,44,1,44001,Rhode Island,Bristol County,8,8,3044,1419,1625,1369,1560,16,10,1,4,21,38,1,0,37,25
50,44,1,44001,Rhode Island,Bristol County,8,9,3938,1858,2080,1775,2024,22,11,1,3,47,30,1,0,24,32
50,44,1,44001,Rhode Island,Bristol County,8,10,4445,2146,2299,2085,2235,16,14,2,3,31,37,0,0,25,27
50,44,1,44001,Rhode Island,Bristol County,8,11,3993,1947,2046,1901,2002,14,11,4,3,19,18,0,0,20,17
50,44,1,44001,Rhode Island,Bristol County,8,12,3315,1613,1702,1589,1674,9,4,2,0,5,13,0,0,9,14
50,44,1,44001,Rhode Island,Bristol County,8,13,2557,1261,1296,1242,1275,4,3,3,0,8,12,0,0,9,14
50,44,1,44001,Rhode Island,Bristol County,8,14,1903,868,1035,854,1016,3,3,0,3,7,9,0,0,6,8
50,44,1,44001,Rhode Island,Bristol County,8,15,1703,756,947,743,934,5,0,0,1,6,9,0,0,8,4
50,44,1,44001,Rhode Island,Bristol County,8,16,1696,713,983,700,975,6,3,1,0,3,3,0,0,1,3
50,44,1,44001,Rhode Island,Bristol County,8,17,1493,599,894,594,887,2,3,0,0,2,1,0,0,3,3
50,44,1,44001,Rhode Island,Bristol County,8,18,1471,487,984,480,977,2,2,0,1,2,1,0,0,1,6
50,44,1,44001,Rhode Island,Bristol County,8,99,50996,24554,26442,23654,25569,255,196,41,46,315,345,6,1,449,479
50,44,1,44001,Rhode Island,Bristol County,9,0,442,212,230,204,218,1,1,0,0,2,1,0,0,3,4
50,44,1,44001,Rhode Island,Bristol County,9,1,1895,952,943,887,867,15,12,3,5,19,18,0,0,43,43
50,44,1,44001,Rhode Island,Bristol County,9,2,2960,1446,1514,1353,1422,23,13,3,3,31,37,0,1,50,58
50,44,1,44001,Rhode Island,Bristol County,9,3,3247,1669,1578,1571,1499,21,16,4,4,27,30,0,0,44,31
50,44,1,44001,Rhode Island,Bristol County,9,4,4491,2296,2195,2191,2091,26,32,6,2,32,36,1,0,61,45
50,44,1,44001,Rhode Island,Bristol County,9,5,3970,2092,1878,1990,1803,29,21,5,5,29,20,1,0,58,66
50,44,1,44001,Rhode Island,Bristol County,9,6,2192,1118,1074,1050,1036,27,9,1,4,22,11,0,0,34,33
50,44,1,44001,Rhode Island,Bristol County,9,7,2112,1047,1065,1013,1002,12,14,0,2,12,29,0,1,32,33
50,44,1,44001,Rhode Island,Bristol County,9,8,2975,1395,1580,1347,1516,13,10,1,4,23,38,2,0,37,32
50,44,1,44001,Rhode Island,Bristol County,9,9,3779,1790,1989,1710,1933,19,10,1,3,46,32,1,0,26,25
50,44,1,44001,Rhode Island,Bristol County,9,10,4379,2114,2265,2048,2200,17,12,2,4,35,39,0,0,27,32
50,44,1,44001,Rhode Island,Bristol County,9,11,4092,1995,2097,1950,2052,19,13,2,3,14,18,0,0,26,19
50,44,1,44001,Rhode Island,Bristol County,9,12,3303,1584,1719,1547,1686,10,4,3,0,15,15,0,0,11,13
50,44,1,44001,Rhode Island,Bristol County,9,13,2763,1353,1410,1335,1389,4,3,3,0,8,13,0,0,11,12
50,44,1,44001,Rhode Island,Bristol County,9,14,1979,949,1030,932,1012,2,2,1,3,8,9,0,0,7,12
50,44,1,44001,Rhode Island,Bristol County,9,15,1711,747,964,734,949,5,0,0,1,7,9,0,0,8,6
50,44,1,44001,Rhode Island,Bristol County,9,16,1627,679,948,667,940,5,3,1,0,3,3,0,0,1,3
50,44,1,44001,Rhode Island,Bristol County,9,17,1484,584,900,579,894,2,3,0,0,2,1,0,0,3,3
50,44,1,44001,Rhode Island,Bristol County,9,18,1513,507,1006,500,1000,3,2,0,1,2,1,0,0,1,6
50,44,1,44001,Rhode Island,Bristol County,9,99,50914,24529,26385,23608,25509,253,180,36,44,337,360,5,2,483,476
50,44,1,44001,Rhode Island,Bristol County,10,0,420,217,203,205,192,1,1,0,0,6,1,0,0,3,6
50,44,1,44001,Rhode Island,Bristol County,10,1,1880,955,925,891,856,12,9,3,5,19,17,0,0,51,45
50,44,1,44001,Rhode Island,Bristol County,10,2,2921,1420,1501,1308,1381,23,15,2,5,42,55,0,0,57,56
50,44,1,44001,Rhode Island,Bristol County,10,3,3220,1636,1584,1527,1505,23,12,5,3,27,33,0,0,50,33
50,44,1,44001,Rhode Island,Bristol County,10,4,4363,2236,2127,2137,2022,25,33,4,1,29,39,1,0,70,47
50,44,1,44001,Rhode Island,Bristol County,10,5,3966,2073,1893,1972,1807,31,26,5,5,28,23,1,0,55,66
50,44,1,44001,Rhode Island,Bristol County,10,6,2261,1158,1103,1093,1065,26,6,1,4,18,14,0,0,31,40
50,44,1,44001,Rhode Island,Bristol County,10,7,2049,997,1052,962,994,10,14,0,1,14,25,0,0,37,38
50,44,1,44001,Rhode Island,Bristol County,10,8,2855,1343,1512,1296,1451,11,11,1,4,23,34,3,0,39,37
50,44,1,44001,Rhode Island,Bristol County,10,9,3657,1757,1900,1679,1843,20,11,1,3,42,33,1,0,28,27
50,44,1,44001,Rhode Island,Bristol County,10,10,4286,2015,2271,1937,2207,25,14,2,3,36,37,0,0,29,37
50,44,1,44001,Rhode Island,Bristol County,10,11,4172,2068,2104,2015,2056,20,11,3,3,20,23,0,0,18,17
50,44,1,44001,Rhode Island,Bristol County,10,12,3394,1622,1772,1589,1739,11,4,4,0,8,16,0,0,9,16
50,44,1,44001,Rhode Island,Bristol County,10,13,2843,1359,1484,1338,1461,6,3,3,0,8,14,0,0,9,12
50,44,1,44001,Rhode Island,Bristol County,10,14,2121,1031,1090,1015,1073,2,1,0,2,9,10,0,0,6,13
50,44,1,44001,Rhode Island,Bristol County,10,15,1678,730,948,719,931,2,0,0,1,6,11,0,0,7,4
50,44,1,44001,Rhode Island,Bristol County,10,16,1531,628,903,615,894,5,4,0,0,5,2,0,0,1,3
50,44,1,44001,Rhode Island,Bristol County,10,17,1510,592,918,587,911,2,3,0,0,2,1,0,0,3,3
50,44,1,44001,Rhode Island,Bristol County,10,18,1541,517,1024,511,1018,3,2,0,0,1,1,0,0,1,5
50,44,1,44001,Rhode Island,Bristol County,10,99,50668,24354,26314,23396,25406,258,180,34,40,343,389,6,0,504,505
50,44,1,44001,Rhode Island,Bristol County,11,0,369,174,195,168,182,1,1,0,0,2,1,0,0,3,8
50,44,1,44001,Rhode Island,Bristol County,11,1,1776,900,876,837,803,10,10,3,6,14,15,0,0,40,46
50,44,1,44001,Rhode Island,Bristol County,11,2,2862,1412,1450,1316,1337,18,16,2,5,37,47,0,0,57,48
50,44,1,44001,Rhode Island,Bristol County,11,3,3139,1592,1547,1479,1470,24,14,5,3,31,28,0,0,52,36
50,44,1,44001,Rhode Island,Bristol County,11,4,4255,2200,2055,2096,1953,26,30,6,1,29,43,1,0,69,50
50,44,1,44001,Rhode Island,Bristol County,11,5,3989,2063,1926,1952,1847,34,22,4,5,33,20,1,0,47,68
50,44,1,44001,Rhode Island,Bristol County,11,6,2264,1156,1108,1105,1066,16,10,1,4,14,13,0,0,27,40
50,44,1,44001,Rhode Island,Bristol County,11,7,2027,960,1067,927,996,9,14,0,1,13,38,0,0,41,37
50,44,1,44001,Rhode Island,Bristol County,11,8,2669,1272,1397,1227,1344,9,11,1,4,25,26,1,0,27,33
50,44,1,44001,Rhode Island,Bristol County,11,9,3416,1639,1777,1567,1709,20,12,1,3,35,42,1,0,31,30
50,44,1,44001,Rhode Island,Bristol County,11,10,4325,2017,2308,1928,2237,29,14,2,3,44,44,0,0,28,37
50,44,1,44001,Rhode Island,Bristol County,11,11,4153,2036,2117,1988,2069,14,12,3,4,21,22,0,0,21,19
50,44,1,44001,Rhode Island,Bristol County,11,12,3522,1718,1804,1686,1771,12,4,4,0,4,15,0,0,9,20
50,44,1,44001,Rhode Island,Bristol County,11,13,2943,1378,1565,1351,1544,6,3,4,0,13,12,0,0,10,13
50,44,1,44001,Rhode Island,Bristol County,11,14,2208,1064,1144,1045,1123,2,1,2,3,9,13,0,0,7,13
50,44,1,44001,Rhode Island,Bristol County,11,15,1686,742,944,729,927,2,0,0,1,8,11,0,0,7,8
50,44,1,44001,Rhode Island,Bristol County,11,16,1478,612,866,599,857,6,5,1,0,4,2,0,0,1,3
50,44,1,44001,Rhode Island,Bristol County,11,17,1443,563,880,558,873,2,3,0,0,2,1,0,0,3,2
50,44,1,44001,Rhode Island,Bristol County,11,18,1551,537,1014,531,1009,3,1,0,0,1,1,0,0,1,4
50,44,1,44001,Rhode Island,Bristol County,11,99,50075,24035,26040,23089,25117,243,183,39,43,339,394,4,0,481,515
50,44,1,44001,Rhode Island,Bristol County,12,0,390,191,199,181,186,1,1,0,0,5,1,0,0,4,11
50,44,1,44001,Rhode Island,Bristol County,12,1,1789,909,880,836,804,17,11,3,6,15,16,0,0,52,40
50,44,1,44001,Rhode Island,Bristol County,12,2,2870,1407,1463,1306,1334,18,15,2,6,39,57,0,0,54,56
50,44,1,44001,Rhode Island,Bristol County,12,3,3111,1570,1541,1452,1451,27,17,5,5,28,33,0,0,56,38
50,44,1,44001,Rhode Island,Bristol County,12,4,4125,2137,1988,2036,1888,23,29,6,1,28,38,1,0,66,48
50,44,1,44001,Rhode Island,Bristol County,12,5,3926,2033,1893,1935,1813,24,24,4,5,30,19,1,0,52,60
50,44,1,44001,Rhode Island,Bristol County,12,6,2327,1193,1134,1137,1095,21,8,1,4,13,12,0,0,21,43
50,44,1,44001,Rhode Island,Bristol County,12,7,2028,976,1052,942,984,10,15,0,1,13,33,0,0,37,38
