,1
0,1
1,1
2,1
3,1
4,1
5,1
6,1
7,1
8,0
9,1
10,1
11,2
12,2
13,0
14,1
15,1
16,0
17,1
18,1
19,1
20,0
21,0
22,0
23,0
24,0
25,1
26,1
27,1
28,0
29,1
30,0
31,1
32,1
33,1
34,1
35,1
36,1
37,1
38,1
39,2
40,1
41,0
42,1
43,0
44,1
45,1
46,1
47,0
48,1
