19,24
33,38
0,5
0,5
0,5
18,23
0,5
61,66
80,85
14,19
68,73
27,32
22,27
69,74
64,69
61,66
10,15
20,25
0,5
84,89
26,31
0,5
0,5
56,61
20,25
0,5
21,26
10,15
27,32
34,39
77,82
24,29
23,28
12,17
95,100
15,20
28,33
0,5
18,23
33,38
25,30
0,5
41,46
33,38
83,88
10,15
0,5
40,45
41,46
0,5
10,15
42,47
37,42
100,105
0,5
24,29
0,5
0,5
0,5
0,5
0,5
20,25
34,39
70,75
92,97
0,5
5,10
71,76
42,47
34,39
0,5
7,12
38,43
29,34
55,60
49,54
53,58
7,12
37,42
56,61
14,19
49,54
5,10
0,5
0,5
14,19
75,80
33,38
83,88
34,39
41,46
0,5
10,15
14,19
0,5
16,21
28,33
0,5
0,5
22,27
9,14
0,5
0,5
55,60
0,5
29,34
31,36
15,20
15,20
41,46
35,40
16,21
7,12
0,5
12,17
46,51
64,69
50,55
0,5
24,29
10,15
70,75
49,54
60,65
78,83
61,66
0,5
4,9
84,89
0,5
60,65
4,9
30,35
27,32
17,22
10,15
14,19
0,5
30,35
45,50
49,54
10,15
26,31
11,16
0,5
0,5
0,5
9,14
21,26
45,50
15,20
34,39
7,12
49,54
40,45
43,48
33,38
10,15
10,15
21,26
0,5
0,5
0,5
0,5
49,54
16,21
8,13
44,49
0,5
0,5
18,23
13,18
83,88
40,45
23,28
30,35
29,34
0,5
20,25
0,5
17,22
0,5
0,5
49,54
0,5
42,47
17,22
83,88
33,38
0,5
0,5
10,15
62,67
0,5
14,19
0,5
0,5
0,5
0,5
44,49
0,5
12,17
61,66
10,15
0,5
43,48
0,5
16,21
10,15
20,25
5,10
44,49
0,5
24,29
41,46
22,27
0,5
22,27
0,5
0,5
0,5
5,10
51,56
52,57
36,41
7,12
12,17
76,81
53,58
0,5
49,54
13,18
55,60
91,96
0,5
14,19
0,5
46,51
22,27
36,41
28,33
54,59
18,23
0,5
39,44
0,5
23,28
22,27
36,41
0,5
28,33
0,5
0,5
30,35
31,36
0,5
0,5
33,38
8,13
0,5
0,5
0,5
0,5
12,17
0,5
0,5
14,19
0,5
43,48
0,5
0,5
38,43
22,27
60,65
0,5
0,5
28,33
103,108
15,20
0,5
0,5
0,5
25,30
9,14
21,26
29,34
0,5
0,5
19,24
14,19
5,10
21,26
0,5
0,5
40,45
19,24
0,5
19,24
17,22
0,5
19,24
0,5
46,51
16,21
59,64
18,23
14,19
37,42
27,32
27,32
0,5
54,59
14,19
40,45
31,36
0,5
0,5
0,5
0,5
0,5
0,5
59,64
52,57
59,64
42,47
46,51
10,15
0,5
37,42
45,50
22,27
0,5
0,5
24,29
42,47
0,5
26,31
0,5
37,42
0,5
0,5
0,5
0,5
19,24
29,34
14,19
39,44
10,15
28,33
94,99
56,61
0,5
0,5
0,5
59,64
0,5
68,73
0,5
0,5
10,15
16,21
0,5
0,5
20,25
16,21
15,20
48,53
36,41
0,5
0,5
0,5
20,25
35,40
34,39
10,15
40,45
40,45
0,5
7,12
16,21
90,95
0,5
15,20
0,5
0,5
16,21
0,5
0,5
0,5
23,28
86,91
0,5
0,5
10,15
28,33
7,12
25,30
0,5
0,5
63,68
27,32
0,5
0,5
28,33
25,30
26,31
32,37
15,20
