date,text
2020-06-05,'revolting': trump condemned for saying george floyd is praising us economy
2020-06-12,"it's the economy, stupid – but will trump or biden win the argument?"
2020-06-22,trump held off china sanctions over xinjiang to protect trade deal
2020-06-23,"the guardian view on china, trump and the rest: might, right and trade bait"
2020-06-23,white house scrambles to deny trump trade adviser's claim that china deal is 'over'
2020-06-25,trump administration sent $1.4bn in stimulus checks to dead people
