date,trump immigration,isPartial
2016-08-07,9,False
2016-08-08,7,False
2016-08-09,0,False
2016-08-10,8,False
2016-08-11,0,False
2016-08-12,0,False
2016-08-13,9,False
2016-08-14,13,False
2016-08-15,8,False
2016-08-16,16,False
2016-08-17,0,False
2016-08-18,16,False
2016-08-19,12,False
2016-08-20,0,False
2016-08-21,18,False
2016-08-22,8,False
2016-08-23,23,False
2016-08-24,33,False
2016-08-25,23,False
2016-08-26,17,False
2016-08-27,14,False
2016-08-28,16,False
2016-08-29,14,False
2016-08-30,14,False
2016-08-31,25,False
2016-09-01,100,False
2016-09-02,26,False
2016-09-03,16,False
2016-09-04,8,False
2016-09-05,10,False
2016-09-06,7,False
2016-09-07,11,False
2016-09-08,7,False
2016-09-09,0,False
2016-09-10,8,False
2016-09-11,0,False
2016-09-12,7,False
2016-09-13,7,False
2016-09-14,7,False
2016-09-15,7,False
2016-09-16,7,False
2016-09-17,0,False
2016-09-18,8,False
2016-09-19,7,False
2016-09-20,14,False
2016-09-21,7,False
2016-09-22,7,False
2016-09-23,7,False
2016-09-24,0,False
2016-09-25,0,False
2016-09-26,7,False
2016-09-27,7,False
2016-09-28,7,False
2016-09-29,11,False
2016-09-30,0,False
2016-10-01,0,False
2016-10-02,0,False
2016-10-03,7,False
2016-10-04,7,False
2016-10-05,7,False
2016-10-06,7,False
2016-10-07,7,False
2016-10-08,0,False
2016-10-09,0,False
2016-10-10,7,False
2016-10-11,7,False
2016-10-12,7,False
2016-10-13,7,False
2016-10-14,7,False
2016-10-15,8,False
2016-10-16,0,False
2016-10-17,7,False
2016-10-18,0,False
2016-10-19,7,False
2016-10-20,9,False
2016-10-21,15,False
2016-10-22,9,False
2016-10-23,8,False
2016-10-24,0,False
2016-10-25,21,False
2016-10-26,10,False
2016-10-27,7,False
2016-10-28,7,False
2016-10-29,0,False
2016-10-30,8,False
2016-10-31,7,False
2016-11-01,7,False
2016-11-02,7,False
2016-11-03,13,False
2016-11-04,19,False
2016-11-05,8,False
2016-11-06,15,False
2016-11-07,10,False
2016-11-08,7,False
