,state,score
0,US,10.763440860215054
1,US-AL,5.381720430107527
2,US-AK,5.381720430107527
3,US-AZ,5.381720430107527
4,US-AR,5.381720430107527
5,US-CA,16.043010752688172
6,US-CO,5.381720430107527
7,US-CT,5.381720430107527
8,US-DE,5.381720430107527
9,US-DC,7.559139784946237
10,US-FL,23.204301075268816
11,US-GA,10.612903225806452
12,US-HI,5.381720430107527
13,US-ID,5.381720430107527
14,US-IL,17.451612903225808
15,US-IN,5.381720430107527
16,US-IA,5.381720430107527
17,US-KS,5.381720430107527
18,US-KY,5.381720430107527
19,US-LA,5.381720430107527
20,US-ME,5.381720430107527
21,US-MD,9.602150537634408
22,US-MA,12.666666666666666
23,US-MI,5.381720430107527
24,US-MN,5.381720430107527
25,US-MS,5.381720430107527
26,US-MO,5.381720430107527
27,US-MT,5.381720430107527
28,US-NE,5.381720430107527
29,US-NV,5.381720430107527
30,US-NH,5.381720430107527
31,US-NJ,13.064516129032258
32,US-NM,5.381720430107527
33,US-NY,29.43010752688172
34,US-NC,5.381720430107527
35,US-ND,5.381720430107527
36,US-OH,5.381720430107527
37,US-OK,5.381720430107527
38,US-OR,5.381720430107527
39,US-PA,5.381720430107527
40,US-RI,5.381720430107527
41,US-SC,5.381720430107527
42,US-SD,5.381720430107527
43,US-TN,5.381720430107527
44,US-TX,19.118279569892472
45,US-UT,5.381720430107527
46,US-VT,5.381720430107527
47,US-VA,15.634408602150538
48,US-WA,5.381720430107527
49,US-WV,5.381720430107527
50,US-WI,5.381720430107527
51,US-WY,5.381720430107527
