,date,score
0,2020-06-05,2.05
1,2020-06-06,1.75
2,2020-06-07,2.05
3,2020-06-08,1.8947368421052633
4,2020-06-09,1.8
5,2020-06-10,1.85
6,2020-06-11,1.8
7,2020-06-12,1.85
8,2020-06-13,1.6923076923076923
9,2020-06-14,1.6363636363636365
10,2020-06-15,1.9
11,2020-06-16,1.85
12,2020-06-17,1.9
13,2020-06-18,1.75
14,2020-06-19,1.7
15,2020-06-20,2.15
16,2020-06-21,1.55
17,2020-06-22,1.75
18,2020-06-23,1.65
19,2020-06-24,1.95
20,2020-06-25,1.75
21,2020-06-26,1.8
22,2020-06-27,1.75
23,2020-06-28,1.8
24,2020-06-29,1.7222222222222223
25,2020-06-30,1.95
26,2020-07-01,2.0
27,2020-07-02,1.7777777777777777
28,2020-07-03,1.8206106870229009
29,2020-07-04,1.8206106870229009
