date,trump
2016-08-07,21
2016-08-08,22
2016-08-09,23
2016-08-10,33
2016-08-11,29
2016-08-12,22
2016-08-13,19
2016-08-14,17
2016-08-15,16
2016-08-16,18
2016-08-17,18
2016-08-18,17
2016-08-19,25
2016-08-20,21
2016-08-21,19
2016-08-22,18
2016-08-23,18
2016-08-24,20
2016-08-25,18
2016-08-26,17
2016-08-27,16
2016-08-28,16
2016-08-29,13
2016-08-30,13
2016-08-31,20
2016-09-01,22
2016-09-02,15
2016-09-03,14
2016-09-04,15
2016-09-05,15
2016-09-06,15
2016-09-07,17
2016-09-08,21
2016-09-09,18
2016-09-10,17
2016-09-11,16
2016-09-12,17
2016-09-13,17
2016-09-14,22
2016-09-15,21
2016-09-16,28
2016-09-17,21
2016-09-18,18
2016-09-19,21
2016-09-20,19
2016-09-21,17
2016-09-22,18
2016-09-23,18
2016-09-24,18
2016-09-25,17
2016-09-26,23
2016-09-27,82
2016-09-28,35
2016-09-29,30
2016-09-30,33
2016-10-01,27
2016-10-02,30
2016-10-03,31
2016-10-04,21
2016-10-05,24
2016-10-06,19
2016-10-07,26
2016-10-08,91
2016-10-09,77
2016-10-10,98
2016-10-11,65
2016-10-12,54
2016-10-13,54
2016-10-14,48
2016-10-15,42
2016-10-16,41
2016-10-17,36
2016-10-18,37
2016-10-19,33
2016-10-20,76
2016-10-21,41
2016-10-22,39
2016-10-23,38
2016-10-24,40
2016-10-25,41
2016-10-26,40
2016-10-27,37
2016-10-28,36
2016-10-29,34
2016-10-30,33
2016-10-31,34
2016-11-01,40
2016-11-02,45
2016-11-03,48
2016-11-04,46
2016-11-05,48
2016-11-06,76
2016-11-07,61
2016-11-08,100
