,state,score
0,US,18.02857142857143
1,US-AL,13.571428571428571
2,US-AK,9.014285714285714
3,US-AZ,23.62857142857143
4,US-AR,8.514285714285714
5,US-CA,23.857142857142858
6,US-CO,20.285714285714285
7,US-CT,24.085714285714285
8,US-DE,8.17142857142857
9,US-DC,16.257142857142856
10,US-FL,23.6
11,US-GA,18.485714285714284
12,US-HI,2.857142857142857
13,US-ID,2.857142857142857
14,US-IL,20.02857142857143
15,US-IN,15.485714285714286
16,US-IA,10.114285714285714
17,US-KS,5.514285714285714
18,US-KY,2.857142857142857
19,US-LA,7.2
20,US-ME,12.82857142857143
21,US-MD,28.314285714285713
22,US-MA,24.514285714285716
23,US-MI,28.314285714285713
24,US-MN,27.65714285714286
25,US-MS,2.857142857142857
26,US-MO,16.285714285714285
27,US-MT,9.014285714285714
28,US-NE,7.8
29,US-NV,8.657142857142857
30,US-NH,2.857142857142857
31,US-NJ,23.685714285714287
32,US-NM,8.428571428571429
33,US-NY,22.82857142857143
34,US-NC,25.685714285714287
35,US-ND,9.014285714285714
36,US-OH,24.02857142857143
37,US-OK,10.371428571428572
38,US-OR,15.771428571428572
39,US-PA,35.542857142857144
40,US-RI,10.771428571428572
41,US-SC,17.571428571428573
42,US-SD,2.857142857142857
43,US-TN,28.114285714285714
44,US-TX,28.514285714285716
45,US-UT,15.8
46,US-VT,2.857142857142857
47,US-VA,24.542857142857144
48,US-WA,24.742857142857144
49,US-WV,9.014285714285714
50,US-WI,10.17142857142857
51,US-WY,2.857142857142857
