,date,score
0,2016-10-08,1.2309322033898304
1,2016-10-09,1.2721238938053097
2,2016-10-10,1.056644880174292
3,2016-10-11,1.1593137254901962
4,2016-10-12,0.7570498915401301
5,2016-10-13,1.042296072507553
6,2016-10-14,1.604602510460251
7,2016-10-15,1.2776523702031604
8,2016-10-16,1.0185185185185186
9,2016-10-17,1.0154185022026432
10,2016-10-18,1.1983640081799591
11,2016-10-19,1.0406852248394005
12,2016-10-20,0.961340206185567
13,2016-10-21,1.4214285714285715
14,2016-10-22,1.0519187358916477
15,2016-10-23,1.028
16,2016-10-24,1.1451612903225807
17,2016-10-25,1.0514018691588785
18,2016-10-26,1.1255605381165918
19,2016-10-27,1.1727642276422765
20,2016-10-28,1.3151515151515152
21,2016-10-29,1.3436018957345972
22,2016-10-30,1.0675990675990676
23,2016-10-31,1.0216919739696313
24,2016-11-01,1.0473684210526315
25,2016-11-02,1.2845953002610966
26,2016-11-03,0.8276595744680851
27,2016-11-04,1.0478260869565217
28,2016-11-05,1.2345415778251598
29,2016-11-06,1.1131687242798354
