,date,score
0,2020-06-11,8.5
1,2020-06-12,5.0
2,2020-06-13,3.75
3,2020-06-14,10.8125
4,2020-06-15,2.9375
5,2020-06-16,1.3125
6,2020-06-17,7.25
7,2020-06-18,7.4375
8,2020-06-19,1.0625
9,2020-06-20,3.375
10,2020-06-21,3.75
11,2020-06-22,4.25
12,2020-06-23,17.75
13,2020-06-24,13.0
14,2020-06-25,16.9375
15,2020-06-26,40.75
16,2020-06-27,13.0
17,2020-06-28,13.125
18,2020-06-29,6.5
19,2020-06-30,8.1875
20,2020-07-01,18.625
21,2020-07-02,10.625
22,2020-07-03,18.875
23,2020-07-04,9.8125
24,2020-07-05,2.5
25,2020-07-06,10.5625
26,2020-07-07,12.9375
27,2020-07-08,12.0625
28,2020-07-09,12.25
29,2020-07-10,14.125
30,2020-07-11,1.1875
