date,final_score
2020-05-28,24.897437041219646
2020-05-29,26.866521739130434
2020-05-30,16.86968605307736
2020-05-31,16.58248729531338
2020-06-01,19.697867871259177
2020-06-02,43.47283681535855
2020-06-03,6.090118577075098
2020-06-04,23.042309429700733
2020-06-05,47.989090909090905
2020-06-06,32.58260606060606
2020-06-07,38.62963636363636
2020-06-08,17.211636363636362
2020-06-09,49.17859090909091
2020-06-10,7.74230660643704
2020-06-11,32.75268686868687
2020-06-12,3.481030303030303
2020-06-13,17.74484848484849
2020-06-14,23.07895652173913
2020-06-15,26.49058585858586
2020-06-16,33.05183201581028
2020-06-17,27.39494949494949
2020-06-18,38.66327272727272
2020-06-19,26.441090909090907
2020-06-20,71.42727272727272
2020-06-21,42.6230303030303
2020-06-22,46.83654545454546
2020-06-23,16.126666666666665
2020-06-24,8.301477272727274
2020-06-25,29.283272727272728
2020-06-26,74.83806565656566
2020-06-27,19.18304347826087
2020-06-28,53.11684848484849
2020-06-29,43.416
