,score,date
0,0,2016-10-08 23:23:52+00:00
1,0,2016-10-08 23:08:09+00:00
2,0,2016-10-08 22:44:55+00:00
3,0,2016-10-08 22:29:45+00:00
4,0,2016-10-08 22:28:51+00:00
5,0,2016-10-08 22:06:19+00:00
6,1,2016-10-08 21:24:28+00:00
7,1,2016-10-08 19:44:01+00:00
8,2,2016-10-08 19:02:22+00:00
9,1,2016-10-08 18:35:03+00:00
10,1,2016-10-08 18:00:44+00:00
11,1,2016-10-08 17:31:54+00:00
12,1,2016-10-08 16:59:51+00:00
13,1,2016-10-08 16:56:30+00:00
14,1,2016-10-08 16:10:35+00:00
15,1,2016-10-08 15:59:49+00:00
16,1,2016-10-08 15:58:28+00:00
17,1,2016-10-08 14:34:16+00:00
18,1,2016-10-08 14:24:07+00:00
19,1,2016-10-08 07:16:32+00:00
20,1,2016-10-08 07:06:58+00:00
21,1,2016-10-08 05:51:15+00:00
22,1,2016-10-08 05:49:53+00:00
23,1,2016-10-08 05:08:14+00:00
24,1,2016-10-08 03:46:45+00:00
25,1,2016-10-08 03:36:23+00:00
26,2,2016-10-08 03:36:10+00:00
27,2,2016-10-08 03:34:56+00:00
28,2,2016-10-08 03:25:47+00:00
29,1,2016-10-08 03:02:05+00:00
30,0,2016-10-08 02:39:05+00:00
31,1,2016-10-08 01:52:54+00:00
32,1,2016-10-08 01:50:10+00:00
33,1,2016-10-08 01:24:18+00:00
34,2,2016-10-08 01:15:34+00:00
35,1,2016-10-08 01:14:20+00:00
36,1,2016-10-08 00:50:32+00:00
37,1,2016-10-08 00:42:34+00:00
38,1,2016-10-08 00:37:54+00:00
39,2,2016-10-09 23:59:53+00:00
40,0,2016-10-09 23:56:25+00:00
41,2,2016-10-09 23:54:52+00:00
42,2,2016-10-09 23:45:34+00:00
43,2,2016-10-09 23:32:40+00:00
44,2,2016-10-09 23:32:19+00:00
45,1,2016-10-09 23:30:46+00:00
46,2,2016-10-09 23:29:37+00:00
47,2,2016-10-09 23:29:25+00:00
48,2,2016-10-09 23:28:01+00:00
49,2,2016-10-09 23:26:39+00:00
50,2,2016-10-09 23:24:18+00:00
51,2,2016-10-09 23:21:09+00:00
52,2,2016-10-09 23:21:00+00:00
53,2,2016-10-09 23:20:47+00:00
54,2,2016-10-09 23:19:23+00:00
55,2,2016-10-09 23:18:31+00:00
56,2,2016-10-09 23:17:56+00:00
57,2,2016-10-09 23:16:33+00:00
58,2,2016-10-09 23:16:19+00:00
59,2,2016-10-09 23:16:06+00:00
60,2,2016-10-09 23:15:51+00:00
61,2,2016-10-09 23:13:12+00:00
62,1,2016-10-09 22:58:14+00:00
63,1,2016-10-09 22:54:46+00:00
64,1,2016-10-09 22:50:15+00:00
65,1,2016-10-09 22:32:33+00:00
66,1,2016-10-09 22:29:22+00:00
67,2,2016-10-09 22:26:34+00:00
68,2,2016-10-09 22:26:01+00:00
69,2,2016-10-09 22:25:57+00:00
70,1,2016-10-09 22:24:48+00:00
71,2,2016-10-09 22:23:45+00:00
72,2,2016-10-09 22:18:16+00:00
73,2,2016-10-09 22:17:13+00:00
74,1,2016-10-09 22:14:41+00:00
75,2,2016-10-09 22:13:31+00:00
76,2,2016-10-09 22:12:47+00:00
77,1,2016-10-09 22:06:08+00:00
78,1,2016-10-09 21:47:47+00:00
79,2,2016-10-09 21:11:24+00:00
80,1,2016-10-09 21:03:50+00:00
81,2,2016-10-09 20:58:25+00:00
82,0,2016-10-09 20:44:35+00:00
83,1,2016-10-09 20:32:15+00:00
84,2,2016-10-09 20:29:57+00:00
85,0,2016-10-09 20:26:01+00:00
86,1,2016-10-09 20:19:13+00:00
87,1,2016-10-09 20:19:08+00:00
88,1,2016-10-09 20:17:11+00:00
89,1,2016-10-09 20:17:09+00:00
90,1,2016-10-09 20:15:01+00:00
91,2,2016-10-09 20:13:35+00:00
92,1,2016-10-09 20:05:20+00:00
93,2,2016-10-09 20:01:47+00:00
94,2,2016-10-09 20:00:43+00:00
95,0,2016-10-09 19:57:35+00:00
96,2,2016-10-09 19:57:06+00:00
97,0,2016-10-09 19:49:44+00:00
98,2,2016-10-09 19:44:46+00:00
99,1,2016-10-09 19:43:56+00:00
100,2,2016-10-09 19:43:01+00:00
101,2,2016-10-09 19:43:00+00:00
102,2,2016-10-09 19:42:20+00:00
103,2,2016-10-09 19:41:53+00:00
104,1,2016-10-09 19:40:34+00:00
105,1,2016-10-09 19:38:32+00:00
106,1,2016-10-09 19:34:46+00:00
107,2,2016-10-09 19:24:46+00:00
108,2,2016-10-09 19:13:27+00:00
109,1,2016-10-09 18:54:10+00:00
110,0,2016-10-09 18:51:34+00:00
111,1,2016-10-09 18:50:03+00:00
112,1,2016-10-09 18:43:09+00:00
113,1,2016-10-09 18:35:40+00:00
114,1,2016-10-09 18:35:24+00:00
115,1,2016-10-09 18:35:20+00:00
116,2,2016-10-09 18:30:40+00:00
117,1,2016-10-09 18:26:41+00:00
118,1,2016-10-09 18:21:12+00:00
119,1,2016-10-09 18:19:39+00:00
120,1,2016-10-09 18:19:07+00:00
121,1,2016-10-09 18:18:41+00:00
122,1,2016-10-09 18:18:21+00:00
123,1,2016-10-09 18:18:17+00:00
124,1,2016-10-09 18:13:12+00:00
125,1,2016-10-09 18:12:01+00:00
126,2,2016-10-09 18:11:15+00:00
127,1,2016-10-09 18:09:43+00:00
128,1,2016-10-09 18:08:41+00:00
129,1,2016-10-09 18:08:10+00:00
130,1,2016-10-09 18:07:55+00:00
131,2,2016-10-09 18:07:48+00:00
132,1,2016-10-09 18:07:38+00:00
133,1,2016-10-09 18:07:36+00:00
134,1,2016-10-09 18:07:09+00:00
135,1,2016-10-09 18:06:18+00:00
136,2,2016-10-09 18:05:22+00:00
137,1,2016-10-09 18:04:33+00:00
138,1,2016-10-09 18:04:22+00:00
139,1,2016-10-09 18:04:06+00:00
140,1,2016-10-09 18:03:49+00:00
141,2,2016-10-09 18:03:44+00:00
142,1,2016-10-09 18:03:07+00:00
143,2,2016-10-09 18:02:55+00:00
144,1,2016-10-09 18:02:50+00:00
145,1,2016-10-09 18:02:48+00:00
146,1,2016-10-09 18:02:46+00:00
147,2,2016-10-09 18:02:28+00:00
148,2,2016-10-09 17:54:28+00:00
149,2,2016-10-09 17:48:30+00:00
150,2,2016-10-09 17:44:25+00:00
151,2,2016-10-09 17:40:38+00:00
152,2,2016-10-09 17:39:50+00:00
153,1,2016-10-09 17:25:28+00:00
154,1,2016-10-09 17:24:24+00:00
155,2,2016-10-09 17:22:42+00:00
156,2,2016-10-09 17:19:56+00:00
157,2,2016-10-09 17:07:01+00:00
158,2,2016-10-09 16:37:13+00:00
159,2,2016-10-09 16:29:12+00:00
160,2,2016-10-09 16:26:32+00:00
161,2,2016-10-09 16:25:56+00:00
162,2,2016-10-09 16:22:16+00:00
163,2,2016-10-09 16:21:39+00:00
164,2,2016-10-09 16:21:29+00:00
165,2,2016-10-09 16:21:25+00:00
166,2,2016-10-09 16:20:17+00:00
167,2,2016-10-09 16:17:36+00:00
168,2,2016-10-09 16:16:42+00:00
169,2,2016-10-09 16:10:31+00:00
170,2,2016-10-09 16:09:56+00:00
171,2,2016-10-09 16:03:42+00:00
172,2,2016-10-09 16:02:21+00:00
173,2,2016-10-09 15:47:42+00:00
174,2,2016-10-09 15:47:10+00:00
175,2,2016-10-09 15:44:36+00:00
176,1,2016-10-09 15:44:24+00:00
177,2,2016-10-09 15:41:33+00:00
178,2,2016-10-09 15:38:45+00:00
179,2,2016-10-09 15:37:21+00:00
180,2,2016-10-09 15:35:34+00:00
181,2,2016-10-09 15:35:04+00:00
182,2,2016-10-09 15:33:01+00:00
183,2,2016-10-09 15:32:55+00:00
184,2,2016-10-09 15:31:48+00:00
185,0,2016-10-09 15:27:27+00:00
186,2,2016-10-09 15:24:49+00:00
187,2,2016-10-09 15:23:26+00:00
188,2,2016-10-09 15:23:03+00:00
189,2,2016-10-09 15:22:54+00:00
190,2,2016-10-09 15:21:37+00:00
191,2,2016-10-09 15:21:22+00:00
192,2,2016-10-09 15:21:20+00:00
193,2,2016-10-09 15:20:39+00:00
194,2,2016-10-09 15:20:19+00:00
195,2,2016-10-09 15:17:38+00:00
196,2,2016-10-09 15:17:16+00:00
197,2,2016-10-09 15:14:25+00:00
198,2,2016-10-09 15:13:42+00:00
199,2,2016-10-09 15:13:19+00:00
200,2,2016-10-09 15:12:16+00:00
201,2,2016-10-09 15:10:48+00:00
202,2,2016-10-09 15:10:04+00:00
203,2,2016-10-09 15:09:41+00:00
204,2,2016-10-09 15:09:29+00:00
205,2,2016-10-09 15:06:58+00:00
206,2,2016-10-09 15:06:07+00:00
207,2,2016-10-09 15:01:12+00:00
208,2,2016-10-09 14:59:51+00:00
209,2,2016-10-09 14:59:41+00:00
210,2,2016-10-09 14:59:39+00:00
211,2,2016-10-09 14:58:52+00:00
212,2,2016-10-09 14:57:17+00:00
213,2,2016-10-09 14:56:11+00:00
214,2,2016-10-09 14:55:54+00:00
215,2,2016-10-09 14:55:01+00:00
216,2,2016-10-09 14:53:53+00:00
217,2,2016-10-09 14:52:05+00:00
218,2,2016-10-09 14:52:04+00:00
219,2,2016-10-09 14:51:57+00:00
220,2,2016-10-09 14:51:54+00:00
221,2,2016-10-09 14:51:28+00:00
222,2,2016-10-09 14:51:13+00:00
223,2,2016-10-09 14:50:57+00:00
224,2,2016-10-09 14:49:28+00:00
225,2,2016-10-09 14:49:16+00:00
