,Unnamed: 0,date,score
0,0,2020-05-28,0.9516539440203562
1,1,2020-05-29,0.8846153846153846
2,2,2020-05-30,0.955665024630542
3,3,2020-05-31,0.9276807980049876
4,4,2020-06-01,0.933481152993348
5,5,2020-06-02,0.8868894601542416
6,6,2020-06-03,0.9871134020618556
7,7,2020-06-04,0.9775561097256856
8,8,2020-06-05,0.9606879606879608
9,9,2020-06-06,0.9036458333333334
10,10,2020-06-07,0.9025
11,11,2020-06-08,0.9527363184079602
12,12,2020-06-09,0.9174757281553398
13,13,2020-06-10,0.9951690821256038
14,14,2020-06-11,0.9101941747572816
15,15,2020-06-12,0.9580246913580248
16,16,2020-06-13,1.0609756097560976
17,17,2020-06-14,1.0465686274509804
18,18,2020-06-15,0.9217171717171716
19,19,2020-06-16,0.8944844124700241
20,20,2020-06-17,0.9638554216867471
21,21,2020-06-18,0.9659367396593674
22,22,2020-06-19,0.95873786407767
23,23,2020-06-20,0.9498861047835992
24,24,2020-06-21,0.9746192893401016
25,25,2020-06-22,1.0165876777251184
26,26,2020-06-23,0.9922279792746114
27,27,2020-06-24,0.9721518987341772
28,28,2020-06-25,0.9878934624697336
29,29,2020-06-26,0.9568527918781726
30,30,2020-06-27,0.8496420047732697
31,31,2020-06-28,0.9200968523002422
32,32,2020-06-29,0.9154228855721394
