date,final_score
2016-10-08,97.95426195426195
2016-10-09,83.05343511450381
2016-10-10,74.17931034482758
2016-10-11,78.1027397260274
2016-10-12,58.17872340425532
2016-10-13,88.80833333333334
2016-10-14,108.13502109704642
2016-10-15,43.01974723538705
2016-10-16,82.7323340471092
2016-10-17,60.91592920353982
2016-10-18,65.1002331002331
2016-10-19,92.47368421052632
2016-10-20,25.002949852507385
2016-10-21,59.62913907284768
2016-10-22,154.0
2016-10-23,77.12418300653596
2016-10-24,54.32413305024772
2016-10-25,147.50294985250736
2016-10-26,136.72427983539094
2016-10-27,84.98395721925134
2016-10-28,91.69160997732426
2016-10-29,102.72555205047318
2016-10-30,95.22307039864292
2016-10-31,86.105580693816
2016-11-01,75.04629629629629
2016-11-02,51.55760368663595
2016-11-03,43.716216216216225
2016-11-04,47.27826086956522
2016-11-05,123.72598162071847
2016-11-06,126.0
