,date,score
0,2016-08-07,2.0
1,2016-08-08,4.538461538461538
2,2016-08-09,5.230769230769231
3,2016-08-10,3.3076923076923075
4,2016-08-11,1.2307692307692308
5,2016-08-12,1.4615384615384615
6,2016-08-13,4.0
7,2016-08-14,1.6153846153846154
8,2016-08-15,1.1538461538461537
9,2016-08-16,2.6153846153846154
10,2016-08-17,7.384615384615385
11,2016-08-18,6.3076923076923075
12,2016-08-19,4.538461538461538
13,2016-08-20,7.615384615384615
14,2016-08-21,3.5384615384615383
15,2016-08-22,3.230769230769231
16,2016-08-23,1.6923076923076923
17,2016-08-24,4.230769230769231
18,2016-08-25,3.4615384615384617
19,2016-08-26,2.923076923076923
20,2016-08-27,5.153846153846154
21,2016-08-28,1.2307692307692308
22,2016-08-29,2.8461538461538463
23,2016-08-30,3.4615384615384617
24,2016-08-31,2.3076923076923075
25,2016-09-01,1.1538461538461537
26,2016-09-02,3.230769230769231
27,2016-09-03,2.8461538461538463
28,2016-09-04,2.230769230769231
29,2016-09-05,3.6923076923076925
30,2016-09-06,1.5384615384615385
31,2016-09-07,9.461538461538462
32,2016-09-08,3.6153846153846154
33,2016-09-09,4.076923076923077
34,2016-09-10,0.9230769230769231
35,2016-09-11,1.9230769230769231
36,2016-09-12,1.5384615384615385
37,2016-09-13,3.6923076923076925
38,2016-09-14,3.8461538461538463
39,2016-09-15,3.6153846153846154
40,2016-09-16,6.769230769230769
41,2016-09-17,5.0
42,2016-09-18,2.6923076923076925
43,2016-09-19,5.3076923076923075
44,2016-09-20,6.153846153846154
45,2016-09-21,5.384615384615385
46,2016-09-22,6.0
47,2016-09-23,4.923076923076923
48,2016-09-24,2.076923076923077
49,2016-09-25,3.5384615384615383
50,2016-09-26,7.615384615384615
51,2016-09-27,10.615384615384615
52,2016-09-28,7.538461538461538
53,2016-09-29,6.461538461538462
54,2016-09-30,10.0
55,2016-10-01,7.384615384615385
56,2016-10-02,6.0
57,2016-10-03,8.23076923076923
58,2016-10-04,3.3846153846153846
59,2016-10-05,3.5384615384615383
60,2016-10-06,8.538461538461538
61,2016-10-07,7.6923076923076925
62,2016-10-08,13.692307692307692
63,2016-10-09,8.0
64,2016-10-10,15.0
65,2016-10-11,12.923076923076923
66,2016-10-12,16.46153846153846
67,2016-10-13,17.76923076923077
68,2016-10-14,8.461538461538462
69,2016-10-15,9.153846153846153
70,2016-10-16,4.0
71,2016-10-17,11.384615384615385
72,2016-10-18,13.692307692307692
73,2016-10-19,9.615384615384615
74,2016-10-20,21.384615384615383
75,2016-10-21,7.769230769230769
76,2016-10-22,9.846153846153847
77,2016-10-23,11.076923076923077
78,2016-10-24,7.6923076923076925
79,2016-10-25,13.384615384615385
80,2016-10-26,14.23076923076923
81,2016-10-27,16.846153846153847
82,2016-10-28,13.0
83,2016-10-29,9.307692307692308
84,2016-10-30,11.538461538461538
85,2016-10-31,11.846153846153847
86,2016-11-01,12.461538461538462
87,2016-11-02,19.615384615384617
88,2016-11-03,18.46153846153846
89,2016-11-04,11.923076923076923
90,2016-11-05,15.23076923076923
91,2016-11-06,30.0
92,2016-11-07,45.15384615384615
93,2016-11-08,100.0
