,date,score
0,2020-05-27,0.0
1,2020-05-28,12.5
2,2020-05-29,2.25
3,2020-05-30,2.5
4,2020-05-31,5.0
5,2020-06-01,0.0
6,2020-06-02,2.25
7,2020-06-03,3.125
8,2020-06-04,35.0
9,2020-06-05,24.25
10,2020-06-06,4.875
11,2020-06-07,15.0
12,2020-06-08,13.375
13,2020-06-09,24.0
14,2020-06-10,10.5
15,2020-06-11,4.25
16,2020-06-12,4.5
17,2020-06-13,15.125
18,2020-06-14,2.625
19,2020-06-15,26.375
20,2020-06-16,24.25
21,2020-06-17,0.0
22,2020-06-18,2.25
23,2020-06-19,15.25
24,2020-06-20,2.625
25,2020-06-21,2.625
26,2020-06-22,23.25
27,2020-06-23,10.625
28,2020-06-24,2.25
29,2020-06-25,26.5
30,2020-06-26,2.375
31,2020-06-27,2.625
32,2020-06-28,0.0
33,2020-06-29,13.375
34,2020-06-30,15.5
35,2020-07-01,2.375
36,2020-07-02,4.625
37,2020-07-03,2.5
38,2020-07-04,2.75
39,2020-07-05,18.125
40,2020-07-06,13.0
41,2020-07-07,0.0
42,2020-07-08,2.375
43,2020-07-09,2.375
44,2020-07-10,2.375
45,2020-07-11,2.625
