date,final_score
2012-10-18,107.61771680216802
2012-10-19,106.47376201034737
2012-10-20,97.76480263157895
2012-10-21,94.38696808510639
2012-10-22,105.24282786885246
2012-10-23,88.85650069156293
2012-10-24,106.76494374120956
2012-10-25,105.44585091420535
2012-10-26,93.45850988700565
2012-10-27,93.77577319587628
2012-10-28,105.85594989561586
2012-10-29,106.40991471215352
2012-10-30,105.86482456140351
2012-10-31,108.84201030927835
2012-11-01,107.66957153231662
2012-11-02,113.56806418219462
2012-11-03,114.43395573997233
2012-11-04,115.90181010928963
