,score,date
0,1,2012-10-18 23:59:46+00:00
1,1,2012-10-18 23:59:33+00:00
2,1,2012-10-18 23:58:38+00:00
3,1,2012-10-18 23:57:30+00:00
4,1,2012-10-18 23:57:02+00:00
5,1,2012-10-18 23:56:39+00:00
6,1,2012-10-18 23:55:09+00:00
7,1,2012-10-18 23:53:15+00:00
8,1,2012-10-18 23:52:53+00:00
9,1,2012-10-18 23:52:43+00:00
10,1,2012-10-18 23:51:07+00:00
11,1,2012-10-18 23:50:15+00:00
12,1,2012-10-18 23:49:22+00:00
13,2,2012-10-18 23:48:41+00:00
14,0,2012-10-18 23:48:36+00:00
15,1,2012-10-18 23:48:33+00:00
16,1,2012-10-18 23:48:07+00:00
17,1,2012-10-18 23:47:50+00:00
18,1,2012-10-18 23:46:02+00:00
19,0,2012-10-18 23:45:57+00:00
20,1,2012-10-18 23:45:41+00:00
21,1,2012-10-18 23:45:29+00:00
22,1,2012-10-18 23:42:35+00:00
23,1,2012-10-18 23:41:39+00:00
24,1,2012-10-18 23:41:35+00:00
25,1,2012-10-18 23:40:59+00:00
26,1,2012-10-18 23:39:35+00:00
27,1,2012-10-18 23:36:59+00:00
28,1,2012-10-18 23:36:01+00:00
29,1,2012-10-18 23:35:02+00:00
30,1,2012-10-18 23:34:46+00:00
31,1,2012-10-18 23:33:39+00:00
32,1,2012-10-18 23:33:31+00:00
33,1,2012-10-18 23:32:33+00:00
34,1,2012-10-18 23:31:23+00:00
35,1,2012-10-18 23:28:41+00:00
36,1,2012-10-18 23:26:07+00:00
37,1,2012-10-18 23:26:01+00:00
38,1,2012-10-18 23:26:00+00:00
39,1,2012-10-18 23:25:29+00:00
40,1,2012-10-18 23:24:11+00:00
41,0,2012-10-18 23:23:00+00:00
42,1,2012-10-18 23:21:54+00:00
43,1,2012-10-18 23:21:04+00:00
44,1,2012-10-18 23:20:40+00:00
45,1,2012-10-18 23:20:37+00:00
46,1,2012-10-18 23:20:15+00:00
47,1,2012-10-18 23:19:48+00:00
48,1,2012-10-18 23:19:18+00:00
49,1,2012-10-18 23:18:25+00:00
50,1,2012-10-18 23:17:09+00:00
51,1,2012-10-18 23:15:44+00:00
52,1,2012-10-18 23:14:28+00:00
53,1,2012-10-18 23:11:39+00:00
54,1,2012-10-18 23:10:54+00:00
55,1,2012-10-18 23:10:42+00:00
56,1,2012-10-18 23:09:41+00:00
57,1,2012-10-18 23:07:45+00:00
58,1,2012-10-18 23:07:28+00:00
59,1,2012-10-18 23:06:37+00:00
60,1,2012-10-18 23:06:36+00:00
61,1,2012-10-18 23:05:41+00:00
62,1,2012-10-18 23:05:15+00:00
63,0,2012-10-18 23:05:07+00:00
64,1,2012-10-18 23:05:06+00:00
65,1,2012-10-18 23:04:35+00:00
66,1,2012-10-18 23:04:25+00:00
67,1,2012-10-18 23:03:50+00:00
68,1,2012-10-18 23:03:35+00:00
69,1,2012-10-18 23:02:58+00:00
70,1,2012-10-18 23:02:46+00:00
71,1,2012-10-18 23:02:24+00:00
72,1,2012-10-18 23:02:01+00:00
73,1,2012-10-18 22:59:51+00:00
74,1,2012-10-18 22:59:36+00:00
75,1,2012-10-18 22:58:56+00:00
76,1,2012-10-18 22:58:55+00:00
77,1,2012-10-18 22:58:43+00:00
78,1,2012-10-18 22:58:14+00:00
79,1,2012-10-18 22:57:51+00:00
80,1,2012-10-18 22:57:04+00:00
81,0,2012-10-18 22:56:46+00:00
82,1,2012-10-18 22:56:12+00:00
83,0,2012-10-18 22:55:52+00:00
84,0,2012-10-18 22:55:07+00:00
85,0,2012-10-18 22:52:52+00:00
86,1,2012-10-18 22:47:59+00:00
87,1,2012-10-18 22:46:33+00:00
88,1,2012-10-18 22:46:29+00:00
89,1,2012-10-18 22:46:09+00:00
