year,geo_fips,county,state,avg_wage_salary
2000,8337,Montague,TX,21607
2000,1101,Montgomery,AL,29321
2000,7125,Moore,NC,26127
2000,127,Morris,KS,20642
2000,8345,Motley,TX,17800
2000,8347,Nacogdoches,TX,23328
2000,8349,Navarro,TX,23387
2000,5101,Newton,AR,16365
2000,8353,Nolan,TX,23266
2000,8355,Nueces,TX,28217
2000,8357,Ochiltree,TX,27114
2000,1185,Oldham,KY,26568
2000,6059,Orange,CA,39323
2000,8363,Palo Pinto,TX,22547
2000,8107,Panola,MS,22169
2000,8367,Parker,TX,24263
2000,8369,Parmer,TX,23969
2000,8371,Pecos,TX,22544
2000,5113,Polk,AR,19570
2000,2105,Potter,PA,27994
2000,8377,Presidio,TX,23106
2000,8379,Rains,TX,19876
2000,8381,Randall,TX,25375
2000,8383,Reagan,TX,23802
2000,8385,Real,TX,15442
2000,2081,Red River,LA,21629
2000,8389,Reeves,TX,18038
2000,8391,Refugio,TX,22523
2000,6109,Roberts,SD,17641
2000,1201,Robertson,KY,14825
2000,8397,Rockwall,TX,26863
2000,8399,Runnels,TX,21282
2000,8401,Rusk,TX,27574
2000,2085,Sabine,LA,20913
2000,8405,San Augustine,TX,21041
2000,8407,San Jacinto,TX,21110
2000,8409,San Patricio,TX,28491
2000,8411,San Saba,TX,19601
2000,8413,Schleicher,TX,21348
2000,8415,Scurry,TX,26429
2000,8417,Shackelford,TX,21991
2000,1117,Shelby,AL,31576
2000,181,Sherman,KS,19381
2000,183,Smith,KS,17897
2000,8425,Somervell,TX,37294
2000,8427,Starr,TX,17260
2000,3257,Stephens,GA,25900
2000,8431,Sterling,TX,21424
2000,8433,Stonewall,TX,20145
2000,8435,Sutton,TX,23467
2000,8437,Swisher,TX,20795
2000,8439,Tarrant,TX,35342
2000,2123,Taylor,FL,27992
2000,3273,Terrell,GA,21265
2000,8445,Terry,TX,23541
2000,8447,Throckmorton,TX,17722
2000,8449,Titus,TX,25796
2000,8451,Tom Green,TX,25379
2000,8453,Travis,TX,40872
2000,6105,Trinity,CA,23017
2000,8457,Tyler,TX,22281
2000,8459,Upshur,TX,21924
2000,8461,Upton,TX,27889
2000,8463,Uvalde,TX,20833
2000,8465,Val Verde,TX,24034
2000,8467,Van Zandt,TX,21119
2000,8469,Victoria,TX,27524
2000,1127,Walker,AL,22903
2000,8473,Waller,TX,24398
2000,8101,Ward,ND,24099
2000,1129,Washington,AL,37436
2000,8479,Webb,TX,23272
2000,8481,Wharton,TX,22597
2000,3309,Wheeler,GA,21138
2000,203,Wichita,KS,23585
2000,8487,Wilbarger,TX,22529
2000,8489,Willacy,TX,20696
2000,7199,Williamson,IL,24944
2000,205,Wilson,KS,24042
2000,8495,Winkler,TX,25922
2000,8497,Wise,TX,26042
2000,9173,Wood,OH,30229
2000,8501,Yoakum,TX,25955
2000,8503,Young,TX,23523
2000,8505,Zapata,TX,21089
2000,8507,Zavala,TX,15956
2000,9000,Utah,,29316
2000,7,Beaver,OK,23066
2000,9003,Box Elder,UT,32945
2000,9005,Cache,UT,22623
2000,9,Carbon,MT,18043
2000,9009,Daggett,UT,24257
2000,9051,Davis,IA,21497
2000,9013,Duchesne,UT,24060
2000,9015,Emery,UT,34339
2000,8045,Garfield,CO,29348
2000,8049,Grand,CO,22782
2000,6071,Iron,MI,22424
2000,9023,Juab,UT,22214
2000,7089,Kane,IL,32623
2000,9027,Millard,UT,26394
2000,1103,Morgan,AL,28619
2000,9031,Piute,UT,20792
2000,9033,Rich,UT,17512
2000,9035,Salt Lake,UT,32223
2000,8111,San Juan,CO,19038
2000,9039,Sanpete,UT,19201
2000,5133,Sevier,AR,21044
2000,8117,Summit,CO,26487
2000,9045,Tooele,UT,30628
2000,9047,Uintah,UT,24933
2000,9000,Utah,,29316
2000,9051,Wasatch,UT,22977
2000,1129,Washington,AL,37436
2000,3305,Wayne,GA,26003
2000,9057,Weber,UT,26937
2000,0,Vermont,,28230
2000,1,Addison,VT,25571
2000,3,Bennington,VT,24946
2000,5,Caledonia,VT,23055
2000,7,Chittenden,VT,33627
2000,5009,Essex,MA,38689
2000,1059,Franklin,AL,21527
2000,13,Grand Isle,VT,20244
2000,15,Lamoille,VT,21883
2000,6059,Orange,CA,39323
2000,2071,Orleans,LA,31383
2000,21,Rutland,VT,26137
2000,1129,Washington,AL,37436
2000,9015,Windham,CT,30212
2000,27,Windsor,VT,26930
2000,1000,Virginia,,35265
2000,1001,Accomack,VA,21962
2000,1007,Amelia,VA,23053
2000,1009,Amherst,VA,26103
2000,1011,Appomattox,VA,24040
2000,1013,Arlington,VA,53470
2000,1011,Bath,KY,19892
2000,2009,Bedford,PA,23927
2000,1021,Bland,VA,26802
2000,1023,Botetourt,VA,27614
2000,7019,Brunswick,NC,26526
2000,9019,Buchanan,IA,23181
2000,1029,Buckingham,VA,24224
2000,4011,Caroline,MD,24544
2000,1036,Charles City,VA,25043
2000,2015,Charlotte,FL,25031
2000,5025,Chesterfield,SC,25886
2000,1025,Clarke,AL,23669
2000,35,Craig,OK,23399
2000,1047,Culpeper,VA,29010
2000,7035,Cumberland,IL,19790
2000,1051,Dickenson,VA,23319
2000,5009,Essex,MA,38689
2000,1061,Fauquier,VA,27781
2000,3115,Floyd,GA,28570
2000,1065,Fluvanna,VA,24158
2000,1059,Franklin,AL,21527
2000,7055,Giles,TN,25372
2000,4015,Gloucester,NJ,31641
2000,1075,Goochland,VA,31838
2000,1085,Grayson,KY,20529
2000,1063,Greene,AL,21796
2000,7083,Halifax,NC,24223
2000,1085,Hanover,VA,29584
2000,1087,Henrico,VA,36752
2000,9071,Highland,OH,23896
2000,1093,Isle of Wight,VA,29818
2000,1097,King and Queen,VA,23872
2000,1099,King George,VA,46175
2000,1101,King William,VA,29523
2000,1109,Lancaster,NE,29168
2000,1081,Lee,AL,23830
2000,1107,Loudoun,VA,54426
2000,9115,Louisa,IA,22079
2000,1111,Lunenburg,VA,22009
2000,1089,Madison,AL,35337
2000,1115,Mathews,VA,20357
2000,7119,Mecklenburg,NC,41050
2000,9007,Middlesex,CT,38120
2000,1179,Nelson,KY,24812
2000,1127,New Kent,VA,22605
2000,7131,Northampton,NC,25037
2000,2097,Northumberland,PA,26047
2000,1135,Nottoway,VA,23486
2000,6059,Orange,CA,39323
2000,9145,Page,IA,23119
2000,1141,Patrick,VA,20719
2000,1145,Powhatan,VA,25913
2000,1147,Prince Edward,VA,21908
2000,5119,Pulaski,AR,31419
2000,1157,Rappahannock,VA,27414
2000,3245,Richmond,GA,29178
2000,1113,Russell,AL,24670
2000,5127,Scott,AR,18609
2000,1171,Shenandoah,VA,23315
2000,1173,Smyth,VA,23970
2000,185,Stafford,KS,18844
2000,7171,Surry,NC,24127
2000,5,Sussex,DE,24532
2000,7179,Tazewell,IL,35197
2000,3301,Warren,GA,25427
2000,2129,Westmoreland,PA,27903
2000,1197,Wythe,VA,22797
2000,1510,Alexandria (Independent City),VA,42620
2000,1550,Chesapeake (Independent City),VA,26692
2000,1650,Hampton (Independent City),VA,31322
2000,1700,Newport News (Independent City),VA,30640
2000,1710,Norfolk (Independent City),VA,33061
2000,1740,Portsmouth (Independent City),VA,33334
2000,1760,Richmond (Independent City),VA,38512
2000,1770,Roanoke (Independent City),VA,30603
2000,1800,Suffolk (Independent City),VA,26713
2000,1810,Virginia Beach (Independent City),VA,26871
2000,1901,Albemarle + Charlottesville,VA*,31216
2000,1903,Alleghany + Covington,VA*,29487
2000,1907,Augusta,Staunton + Waynesboro,27432
2000,1911,Campbell + Lynchburg,VA*,28988
2000,1913,Carroll + Galax,VA*,21598
2000,1918,Dinwiddie,Colonial Heights + Petersburg,25527
2000,1919,Fairfax,Fairfax City + Falls Church,51137
2000,1921,Frederick + Winchester,VA*,28689
2000,1923,Greensville + Emporia,VA*,24011
2000,1929,Henry + Martinsville,VA*,23879
2000,1931,James City + Williamsburg,VA*,25511
2000,1933,Montgomery + Radford,VA*,26327
2000,1939,Pittsylvania + Danville,VA*,25242
2000,1941,Prince George + Hopewell,VA*,32792
2000,1942,Prince William,Manassas + Manassas Park,31282
2000,1944,Roanoke + Salem,VA*,29665
2000,1945,Rockbridge,Buena Vista + Lexington,24199
2000,1947,Rockingham + Harrisonburg,VA*,26409
2000,1949,Southampton + Franklin,VA*,24943
2000,1951,Spotsylvania + Fredericksburg,VA*,26449
2000,1953,Washington + Bristol,VA*,24937
2000,1955,Wise + Norton,VA*,26983
2000,1958,York + Poquoson,VA*,24526
2000,1129,Washington,AL,37436
2000,8001,Adams,CO*,33688
2000,3003,Asotin,WA,22991
2000,5007,Benton,AR,31596
2000,3007,Chelan,WA,26446
2000,3009,Clallam,WA,25026
2000,5019,Clark,AR,20891
2000,5027,Columbia,AR,24522
2000,3015,Cowlitz,WA,30614
2000,8035,Douglas,CO,33202
2000,3019,Ferry,WA,24068
2000,1059,Franklin,AL,21527
2000,8045,Garfield,CO,29348
2000,5053,Grant,AR,22858
2000,3027,Grays Harbor,WA,27655
2000,3029,Island,WA,28163
2000,1073,Jefferson,AL,33759
2000,8269,King,TX,22981
2000,3035,Kitsap,WA,30972
2000,3037,Kittitas,WA,23153
2000,3039,Klickitat,WA,27945
2000,6061,Lewis,ID,19077
2000,5079,Lincoln,AR,21913
2000,7125,Mason,IL,23007
2000,3047,Okanogan,WA,21366
2000,3049,Pacific,WA,22104
2000,3051,Pend Oreille,WA,27153
2000,3229,Pierce,GA,21584
2000,8111,San Juan,CO,19038
2000,3057,Skagit,WA,27919
2000,3059,Skamania,WA,25743
2000,3061,Snohomish,WA,35114
2000,3063,Spokane,WA,30765
2000,189,Stevens,KS,23320
2000,1173,Thurston,NE,23198
2000,3069,Wahkiakum,WA,25636
2000,3071,Walla Walla,WA,26540
2000,3073,Whatcom,WA,26899
2000,3075,Whitman,WA,26377
2000,3077,Yakima,WA,25724
2000,4000,West Virginia,,26400
2000,1005,Barbour,AL,22749
2000,5015,Berkeley,SC,29369
2000,5009,Boone,AR,23883
2000,4007,Braxton,WV,20740
2000,4009,Brooke,WV,28543
2000,4011,Cabell,WV,26652
2000,1015,Calhoun,AL,24972
2000,1027,Clay,AL,20420
2000,4017,Doddridge,WV,19760
2000,1057,Fayette,AL,22421
2000,3123,Gilmer,GA,21401
2000,5053,Grant,AR,22858
2000,4025,Greenbrier,WV,23348
2000,5015,Hampshire,MA,27414
2000,3141,Hancock,GA,20427
2000,4031,Hardy,WV,20693
2000,8061,Harrison,IN,23796
2000,1071,Jackson,AL,25833
2000,1073,Jefferson,AL,33759
2000,4039,Kanawha,WV,29904
2000,6061,Lewis,ID,19077
2000,5079,Lincoln,AR,21913
2000,5083,Logan,AR,21408
2000,7111,McDowell,NC,26016
2000,1093,Marion,AL,23845
2000,1095,Marshall,AL,23640
2000,7125,Mason,IL,23007
2000,7131,Mercer,IL,21187
2000,8079,Mineral,CO,18663
2000,4059,Mingo,WV,30912
2000,4061,Monongalia,WV,26585
2000,1099,Monroe,AL,28235
2000,1103,Morgan,AL,28619
2000,1181,Nicholas,KY,18870
2000,8115,Ohio,IN,26833
2000,1191,Pendleton,KY,23980
2000,4073,Pleasants,WV,33932
2000,9151,Pocahontas,IA,21082
2000,4077,Preston,WV,21738
2000,2107,Putnam,FL,25499
2000,4081,Raleigh,WV,25566
2000,1111,Randolph,AL,20911
2000,4085,Ritchie,WV,22188
2000,7145,Roane,TN,34044
2000,4089,Summers,WV,19943
2000,2123,Taylor,FL,27992
2000,4093,Tucker,WV,18707
2000,8457,Tyler,TX,22281
2000,8459,Upshur,TX,21924
2000,3305,Wayne,GA,26003
2000,3307,Webster,GA,22910
2000,4103,Wetzel,WV,21018
2000,4105,Wirt,WV,17527
2000,9173,Wood,OH,30229
2000,6121,Wyoming,NY,26939
2000,5000,Wisconsin,,30580
2000,8001,Adams,CO*,33688
2000,9005,Ashland,OH,26462
2000,5005,Barron,WI,23486
2000,5007,Bayfield,WI,19540
2000,7009,Brown,IL,27978
2000,1019,Buffalo,NE,24099
2000,5013,Burnett,WI,22391
2000,5015,Calumet,WI,26778
2000,6033,Chippewa,MI,24435
2000,5019,Clark,AR,20891
2000,5027,Columbia,AR,24522
2000,5033,Crawford,AR,24846
2000,5025,Dane,WI,32095
2000,3091,Dodge,GA,21358
2000,5029,Door,WI,22220
2000,8035,Douglas,CO,33202
2000,8025,Dunn,ND,19717
2000,5035,Eau Claire,WI,26672
2000,5041,Florence,SC,28010
2000,5039,Fond du Lac,WI,28866
2000,2053,Forest,PA,22162
2000,5053,Grant,AR,22858
2000,1087,Green,KY,17949
2000,5047,Green Lake,WI,23859
2000,9000,Iowa,,27347
2000,6071,Iron,MI,22424
2000,1071,Jackson,AL,25833
2000,1073,Jefferson,AL,33759
2000,5057,Juneau,WI,25370
2000,5059,Kenosha,WI,30967
2000,5061,Kewaunee,WI,25704
2000,5063,La Crosse,WI,27527
2000,5073,Lafayette,AR,21643
2000,5067,Langlade,WI,23398
2000,5079,Lincoln,AR,21913
2000,5071,Manitowoc,WI,28723
2000,5073,Marathon,WI,29216
2000,5075,Marinette,WI,26281
2000,6103,Marquette,MI,27358
2000,6109,Menominee,MI,24174
2000,5079,Milwaukee,WI,34552
2000,1099,Monroe,AL,28235
2000,5083,Oconto,WI,22002
2000,6071,Oneida,ID,17519
2000,5087,Outagamie,WI,30912
2000,5089,Ozaukee,WI,33062
2000,5091,Pepin,WI,23386
2000,3229,Pierce,GA,21584
2000,5113,Polk,AR,19570
2000,9133,Portage,OH,28603
2000,5099,Price,WI,24786
2000,5101,Racine,WI,32489
2000,7159,Richland,IL,22994
2000,7133,Rock,MN,21379
2000,8401,Rusk,TX,27574
2000,5109,St. Croix,WI,26492
2000,5111,Sauk,WI,25059
2000,5113,Sawyer,WI,21915
2000,5115,Shawano,WI*,22737
2000,5117,Sheboygan,WI,30649
2000,2123,Taylor,FL,27992
2000,5121,Trempealeau,WI,24699
2000,2115,Vernon,LA,26857
2000,5125,Vilas,WI,21128
2000,6129,Walworth,SD,17975
2000,5129,Washburn,WI,21879
2000,1129,Washington,AL,37436
2000,5133,Waukesha,WI,35993
2000,5135,Waupaca,WI,25467
2000,5137,Waushara,WI,21559
2000,7201,Winnebago,IL,31847
2000,9173,Wood,OH,30229
2000,5901,Shawano (includes Menominee),WI*,
2000,6121,Wyoming,NY,26939
2000,6001,Albany,NY,35945
2000,3,Big Horn,MT,23740
2000,1037,Campbell,KY,26912
2000,9,Carbon,MT,18043
2000,6009,Converse,WY,27677
2000,1013,Crook,OR,26587
2000,8043,Fremont,CO,27050
2000,6015,Goshen,WY,20243
2000,6017,Hot Springs,WY,20834
2000,5071,Johnson,AR,20764
2000,6021,Laramie,WY,27465
2000,5079,Lincoln,AR,21913
2000,6025,Natrona,WY,29622
2000,6027,Niobrara,WY,19972
2000,8093,Park,CO,24098
2000,9165,Platte,MO,33042
2000,179,Sheridan,KS,21691
2000,6035,Sublette,WY,25034
2000,6037,Sweetwater,WY,34439
2000,6081,Teton,ID,19687
2000,6041,Uinta,WY,25544
2000,6043,Washakie,WY,24628
2000,6045,Weston,WY,25700
2000,1000,New England,,40042
2000,2000,Mideast,,40512
2000,3000,Great Lakes,,34340
2000,4000,Plains,,30617
2000,5000,Southeast,,30700
2000,6000,Southwest,,33042
2000,7000,Rocky Mountain,,32352
2000,8000,Far West,,39104
2004,1000,Alabama,,32790
2004,1001,Autauga,AL,27272
2004,1003,Baldwin,AL,26286
2004,1005,Barbour,AL,25389
2004,1007,Bibb,AL,26791
2004,1009,Blount,AL,25095
2004,1011,Bullock,AL,22842
2004,1013,Butler,AL,24333
2004,1015,Calhoun,AL,29617
2004,1017,Chambers,AL,27572
2004,1019,Cherokee,AL,24469
2004,1021,Chilton,AL,25497
2004,1023,Choctaw,AL,37501
2004,1025,Clarke,AL,26608
2004,1027,Clay,AL,25248
2004,1029,Cleburne,AL,27625
2004,1031,Coffee,AL,24368
2004,1033,Colbert,AL,32201
2004,1035,Conecuh,AL,27522
2004,1037,Coosa,AL,27078
2004,1039,Covington,AL,25378
2004,1041,Crenshaw,AL,23622
2004,1043,Cullman,AL,27684
2004,1045,Dale,AL,37070
2004,1047,Dallas,AL,27310
2004,1049,DeKalb,AL,26666
2004,1051,Elmore,AL,28187
2004,1053,Escambia,AL,27262
2004,1055,Etowah,AL,27751
2004,1057,Fayette,AL,23211
2004,1059,Franklin,AL,24818
2004,1061,Geneva,AL,21258
2004,1063,Greene,AL,25347
2004,1065,Hale,AL,23737
2004,1067,Henry,AL,27315
2004,1069,Houston,AL,30355
2004,1071,Jackson,AL,27909
2004,1073,Jefferson,AL,39379
2004,1075,Lamar,AL,26808
2004,1077,Lauderdale,AL,25524
2004,1079,Lawrence,AL,31755
2004,1081,Lee,AL,27877
2004,1083,Limestone,AL,37296
2004,1085,Lowndes,AL,29522
2004,1087,Macon,AL,27194
2004,1089,Madison,AL,40673
2004,1091,Marengo,AL,26909
2004,1093,Marion,AL,26083
2004,1095,Marshall,AL,25854
2004,1097,Mobile,AL,31654
2004,1099,Monroe,AL,31754
2004,1101,Montgomery,AL,34244
2004,1103,Morgan,AL,32384
2004,1105,Perry,AL,21430
2004,1107,Pickens,AL,24684
2004,1109,Pike,AL,26525
2004,1111,Randolph,AL,23793
2004,1113,Russell,AL,27824
2004,1115,St. Clair,AL,26332
2004,1117,Shelby,AL,37217
2004,1119,Sumter,AL,25609
2004,1121,Talladega,AL,32490
2004,1123,Tallapoosa,AL,23934
2004,1125,Tuscaloosa,AL,32107
2004,1127,Walker,AL,26383
2004,1129,Washington,AL,41914
2004,1131,Wilcox,AL,31534
2004,1133,Winston,AL,24654
2004,2000,Alaska,,40825
2004,2010,Aleutian Islands Census Area,AK*,
2004,2013,Aleutians East Borough,AK*,29407
2004,2016,Aleutians West Census Area,AK*,40550
2004,2020,Anchorage Municipality,AK,43416
2004,2050,Bethel Census Area,AK*,32609
2004,2060,Bristol Bay Borough,AK,38381
2004,2068,Denali Borough,AK*,38946
2004,2070,Dillingham Census Area,AK*,33250
2004,2090,Fairbanks North Star Borough,AK,39525
2004,2100,Haines Borough,AK,29129
2004,2105,Hoonah-Angoon Census Area,AK*,
2004,2110,Juneau City and Borough,AK,38630
2004,2122,Kenai Peninsula Borough,AK,36293
2004,2130,Ketchikan Gateway Borough,AK*,35606
2004,2150,Kodiak Island Borough,AK,36551
2004,2158,Kusilvak Census Area,AK*,21714
2004,2164,Lake and Peninsula Borough,AK*,30356
2004,2170,Matanuska-Susitna Borough,AK,32336
2004,2180,Nome Census Area,AK*,33400
2004,2185,North Slope Borough,AK,71979
2004,2188,Northwest Arctic Borough,AK,41417
2004,2195,Petersburg Borough,AK*,
2004,2198,Prince of Wales-Hyder Census Area,AK*,
2004,2201,Prince of Wales-Outer Ketchikan Census Area,AK*,31434
2004,2220,Sitka City and Borough,AK,34985
2004,2230,Skagway Municipality,AK*,
2004,2231,Skagway-Yakutat-Angoon Census Area,AK*,
2004,2232,Skagway-Hoonah-Angoon Census Area,AK*,29853
2004,2240,Southeast Fairbanks Census Area,AK*,42074
2004,2261,Valdez-Cordova Census Area,AK*,43270
2004,2275,Wrangell City and Borough,AK*,
2004,2280,Wrangell-Petersburg Census Area,AK*,32208
2004,2282,Yakutat City and Borough,AK*,31936
2004,2290,Yukon-Koyukuk Census Area,AK*,33356
2004,2901,Aleutian Islands Division,AK*,
2004,2903,Angoon Division,AK*,
2004,2904,Barrow-North Slope Division,AK*,
2004,2905,Bethel Division,AK*,
2004,2907,Bristol Bay Division,AK*,
2004,2908,Cordova-McCarthy Division,AK*,
2004,2910,Haines Division,AK*,
2004,2912,Kenai-Cook Inlet Division,AK*,
2004,2916,Kuskokwim Division,AK*,
2004,2919,Outer Ketchikan Division,AK*,
2004,2920,Prince of Wales Division,AK*,
2004,2921,Seward Division,AK*,
2004,2922,Sitka Division,AK*,
2004,2923,Skagway-Yakutat Division,AK*,
2004,2924,Southeast Fairbanks Division,AK*,
2004,2925,Upper Yukon Division,AK*,
2004,2926,Valdez-Chitina-Whittier Division,AK*,
2004,2928,Wrangell-Petersburg Division,AK*,
2004,2929,Yukon-Koyukuk Division,AK*,
2004,4000,Arizona,,37160
2004,4001,Apache,AZ,29658
2004,4003,Cochise,AZ,33925
2004,4005,Coconino,AZ,29669
2004,4007,Gila,AZ,29271
2004,4009,Graham,AZ,25800
2004,4011,Greenlee,AZ,42392
2004,4012,La Paz,AZ*,24443
2004,4013,Maricopa,AZ,39596
2004,4015,Mohave,AZ,28168
2004,4017,Navajo,AZ,29805
2004,4019,Pima,AZ,34491
2004,4021,Pinal,AZ,32038
2004,4023,Santa Cruz,AZ,31596
2004,4025,Yavapai,AZ,28537
2004,4027,Yuma,AZ*,27593
2004,5000,Arkansas,,30618
2004,5000,Arkansas,,30618
2004,5003,Ashley,AR,33266
2004,5005,Baxter,AR,26236
2004,5007,Benton,AR,37810
2004,5009,Boone,AR,28122
2004,5011,Bradley,AR,25717
2004,1015,Calhoun,AL,29617
2004,5015,Carroll,AR,22743
2004,5017,Chicot,AR,23700
2004,5019,Clark,AR,24468
2004,1027,Clay,AL,25248
2004,1029,Cleburne,AL,27625
2004,5025,Cleveland,AR,23617
2004,5027,Columbia,AR,28320
2004,5029,Conway,AR,26128
2004,5031,Craighead,AR,28222
2004,5033,Crawford,AR,26853
2004,5035,Crittenden,AR,27689
2004,5037,Cross,AR,25384
2004,1047,Dallas,AL,27310
2004,5041,Desha,AR,26529
2004,5043,Drew,AR,24095
2004,5045,Faulkner,AR,29870
2004,1059,Franklin,AL,24818
2004,5049,Fulton,AR,20343
2004,5051,Garland,AR,26681
2004,5053,Grant,AR,26333
2004,1063,Greene,AL,25347
2004,5057,Hempstead,AR,25215
2004,5059,Hot Spring,AR,28553
2004,5061,Howard,AR,25120
2004,5063,Independence,AR,26663
2004,5065,Izard,AR,23001
2004,1071,Jackson,AL,27909
2004,1073,Jefferson,AL,39379
2004,5071,Johnson,AR,24311
2004,5073,Lafayette,AR,24261
2004,1079,Lawrence,AL,31755
2004,1081,Lee,AL,27877
2004,5079,Lincoln,AR,24762
2004,5081,Little River,AR,36910
2004,5083,Logan,AR,24525
2004,5085,Lonoke,AR,25843
2004,1089,Madison,AL,40673
2004,1093,Marion,AL,26083
2004,5091,Miller,AR,30876
2004,5093,Mississippi,AR,31143
2004,1099,Monroe,AL,31754
2004,1101,Montgomery,AL,34244
2004,5099,Nevada,AR,27154
2004,5101,Newton,AR,19061
2004,5103,Ouachita,AR,25065
2004,1105,Perry,AL,21430
2004,5107,Phillips,AR,24420
2004,1109,Pike,AL,26525
2004,5111,Poinsett,AR,24973
2004,5113,Polk,AR,22123
2004,5115,Pope,AR,28290
2004,5117,Prairie,AR,23974
2004,5119,Pulaski,AR,36790
2004,1111,Randolph,AL,23793
2004,5123,St. Francis,AR,25755
2004,5125,Saline,AR,27243
2004,5127,Scott,AR,22743
2004,5129,Searcy,AR,19675
2004,5131,Sebastian,AR,31193
2004,5133,Sevier,AR,24606
2004,5135,Sharp,AR,21366
2004,5137,Stone,AR,21337
2004,5139,Union,AR,31023
2004,5141,Van Buren,AR,22580
2004,1129,Washington,AL,41914
2004,5145,White,AR,26788
2004,5147,Woodruff,AR,25097
2004,5149,Yell,AR,23646
2004,6000,California,,45000
2004,6001,Alameda,CA,51815
2004,6003,Alpine,CA,27166
2004,6005,Amador,CA,33205
2004,6007,Butte,CA,29744
2004,6009,Calaveras,CA,28703
2004,6011,Colusa,CA,27827
2004,6013,Contra Costa,CA,50352
2004,6015,Del Norte,CA,29070
2004,6017,El Dorado,CA,34346
2004,6019,Fresno,CA,32336
2004,6021,Glenn,CA,27430
2004,6023,Humboldt,CA,29201
2004,6025,Imperial,CA,29135
2004,6027,Inyo,CA,29843
2004,6029,Kern,CA,34538
2004,6031,Kings,CA,33372
2004,6033,Lake,CA,28856
2004,6035,Lassen,CA,32386
2004,6037,Los Angeles,CA,45700
2004,6039,Madera,CA,28965
2004,6041,Marin,CA,50202
2004,6043,Mariposa,CA,28890
2004,6045,Mendocino,CA,28235
2004,6047,Merced,CA,29688
2004,6049,Modoc,CA,25495
2004,6051,Mono,CA,29917
2004,6053,Monterey,CA,35410
2004,6055,Napa,CA,39356
2004,5099,Nevada,AR,27154
2004,6059,Orange,CA,45989
2004,6061,Placer,CA,39593
2004,6063,Plumas,CA,31757
2004,6065,Riverside,CA,34599
2004,6067,Sacramento,CA,43908
2004,6069,San Benito,CA,33748
2004,6071,San Bernardino,CA,35669
2004,6073,San Diego,CA,42743
2004,6075,San Francisco,CA,63445
2004,6077,San Joaquin,CA,35145
2004,6079,San Luis Obispo,CA,33513
2004,6081,San Mateo,CA,62147
2004,6083,Santa Barbara,CA,37829
2004,6085,Santa Clara,CA,70557
2004,4023,Santa Cruz,AZ,31596
2004,6089,Shasta,CA,31834
2004,6091,Sierra,CA,27422
2004,6093,Siskiyou,CA,27376
2004,6095,Solano,CA,38326
2004,6097,Sonoma,CA,39068
2004,6099,Stanislaus,CA,33835
2004,6101,Sutter,CA,30365
2004,6103,Tehama,CA,29536
2004,6105,Trinity,CA,27477
2004,6107,Tulare,CA,28455
2004,6109,Tuolumne,CA,31538
2004,6111,Ventura,CA,43354
2004,6113,Yolo,CA,39257
2004,6115,Yuba,CA,35081
2004,8000,Colorado,,40700
2004,8001,Adams,CO*,38300
2004,8003,Alamosa,CO,26313
2004,8005,Arapahoe,CO,47663
2004,8007,Archuleta,CO,25053
2004,8009,Baca,CO,20799
2004,8011,Bent,CO,26983
2004,8013,Boulder,CO*,46668
2004,8014,Broomfield,CO*,52786
2004,8015,Chaffee,CO,25280
2004,8017,Cheyenne,CO,30158
2004,8019,Clear Creek,CO,33767
2004,8021,Conejos,CO,23503
2004,8023,Costilla,CO,23049
2004,8025,Crowley,CO,29834
2004,8027,Custer,CO,24740
2004,8029,Delta,CO,26094
2004,8031,Denver,CO,48633
2004,8033,Dolores,CO,20651
2004,8035,Douglas,CO,40389
2004,8037,Eagle,CO,35958
2004,8039,Elbert,CO,29293
2004,8041,El Paso,CO,38107
2004,8043,Fremont,CO,30591
2004,8045,Garfield,CO,33592
2004,8047,Gilpin,CO,37538
2004,8049,Grand,CO,26982
2004,8051,Gunnison,CO,27559
2004,8053,Hinsdale,CO,20664
2004,8055,Huerfano,CO,24157
2004,1071,Jackson,AL,27909
2004,1073,Jefferson,AL,39379
2004,8061,Kiowa,CO,22847
2004,8063,Kit Carson,CO,24734
2004,6033,Lake,CA,28856
2004,8067,La Plata,CO,30935
2004,8069,Larimer,CO,35645
2004,8071,Las Animas,CO,26251
2004,5079,Lincoln,AR,24762
2004,5083,Logan,AR,24525
2004,8077,Mesa,CO,31010
2004,8079,Mineral,CO,22932
2004,8081,Moffat,CO,33882
2004,8083,Montezuma,CO,25671
2004,8085,Montrose,CO,28213
2004,1103,Morgan,AL,32384
2004,8089,Otero,CO,25318
2004,8091,Ouray,CO,29160
2004,8093,Park,CO,27620
2004,5107,Phillips,AR,24420
2004,8097,Pitkin,CO,38686
2004,8099,Prowers,CO,25174
2004,8101,Pueblo,CO,31430
2004,8103,Rio Blanco,CO,33649
2004,8105,Rio Grande,CO,25288
2004,8107,Routt,CO,33373
2004,8109,Saguache,CO,23635
2004,8111,San Juan,CO,19390
2004,8113,San Miguel,CO,30866
2004,8115,Sedgwick,CO,22869
2004,8117,Summit,CO,29878
2004,8119,Teller,CO,28759
2004,1129,Washington,AL,41914
2004,8123,Weld,CO*,33333
2004,4027,Yuma,AZ*,27593
2004,9000,Connecticut,,49903
2004,9001,Fairfield,CT,65841
2004,9003,Hartford,CT,49420
2004,9005,Litchfield,CT,36485
2004,9007,Middlesex,CT,44610
2004,9009,New Haven,CT,42229
2004,9011,New London,CT,40874
2004,9013,Tolland,CT,34587
