,Unnamed: 0,ID,YEAR_FIPS,YEAR,STATE_FIPS,COUNTY_FIPS,STATE,COUNTY,REP_CANDIDATE,DEM_CANDIDATE,REP_VOTES,DEM_VOTES,COUNTY_TOTALVOTES,WINNING_CANDIDATE,WINNING_PARTY,WINNING_PARTY_BINARY,HOUSE_WINNING_BINARY,SENATE_WINNING_BINARY,UNEMPLOYMENT_RATE,AVG_WAGE_SALARY,AA_FEMALE,AA_MALE,BA_FEMALE,BA_MALE,H_FEMALE,H_MALE,IA_FEMALE,IA_MALE,NA_FEMALE,NA_MALE,TOT_FEMALE,TOT_MALE,TOT_POP,WA_FEMALE,WA_MALE,TOT_POP_LESS19,TOT_MALE_LESS19,TOT_FEMALE_LESS19,TOT_POP_20to39,TOT_MALE_20to39,TOT_FEMALE_20to39,TOT_POP_40to59,TOT_MALE_40to59,TOT_FEMALE_40to59,TOT_POP_Above60,TOT_MALE_Above60,TOT_FEMALE_Above60,AA_FEMALE%,AA_MALE%,BA_FEMALE%,BA_MALE%,H_FEMALE%,H_MALE%,IA_FEMALE%,IA_MALE%,NA_FEMALE%,NA_MALE%,WA_FEMALE%,WA_MALE%,TOT_FEMALE%,TOT_MALE%,TOT_POP_LESS19%,TOT_POP_20to39%,TOT_POP_40to59%,TOT_POP_Above60%
914,914,7198,202020053,2020,20,53,Kansas,Ellsworth County,,,,,,,,0,0.0,-1.0,6.4,0,17,21,9,317,145,229,13,37,0,0,2693,3503,6196,2596,3066,1231,650,581,1668,1114,554,1537,903,634,1760,836,924,0.002743706,0.003389283,0.00145255,0.05116204,0.023402195,0.036959329,0.002098128,0.005971595,0.0,0.0,0.41897998700000005,0.494835378,0.434635249,0.565364751,0.19867656600000003,0.269205939,0.248063267,0.284054229
915,915,7199,202020055,2020,20,55,Kansas,Finney County,,,,,,,,0,0.0,-1.0,2.6,0,789,853,463,1023,8838,9662,217,262,24,26,17767,18844,36611,16008,16377,12306,6354,5952,10201,5487,4714,8322,4229,4093,5782,2774,3008,0.0215509,0.023299008,0.012646471999999999,0.027942422,0.241402857,0.263909754,0.00592718,0.007156319,0.000655541,0.000710169,0.437245637,0.447324575,0.48529130600000003,0.514708694,0.336128486,0.278632105,0.22730873199999999,0.157930677
916,916,7200,202020057,2020,20,57,Kansas,Ford County,,,,,,,,0,0.0,-1.0,4.1,0,292,234,347,594,8867,9970,258,290,37,46,16304,17584,33888,15119,16129,11270,5867,5403,9284,5043,4241,7866,4046,3820,5468,2628,2840,0.008616619,0.0069050990000000005,0.010239613,0.017528329,0.261656043,0.294204438,0.007613314,0.008557602,0.001091832,0.0013574129999999998,0.446146128,0.47595018899999997,0.481114259,0.5188857410000001,0.3325661,0.27396128399999997,0.232117564,0.161355052
917,917,7201,202020059,2020,20,59,Kansas,Franklin County,,,,,,,,0,0.0,-1.0,3.2,129729,73,61,141,218,539,567,120,119,0,2,12846,12785,25631,12221,12035,6842,3544,3298,6102,3030,3072,6668,3361,3307,6019,2850,3169,0.002848114,0.002379931,0.005501151,0.008505326,0.021029222,0.02212165,0.004681831,0.004642815,0.0,7.8e-05,0.476805431,0.469548594,0.501189965,0.498810035,0.266942374,0.23807108600000002,0.26015372,0.23483282
918,918,7202,202020061,2020,20,61,Kansas,Geary County,,,,,,,,0,0.0,-1.0,3.9,0,635,495,2741,3305,2524,2871,214,221,187,190,15378,17216,32594,10596,11927,10813,5617,5196,13533,7657,5876,4542,2293,2249,3706,1649,2057,0.019482113,0.015186844,0.08409523199999999,0.10139903,0.077437565,0.088083696,0.006565626,0.006780389,0.005737251999999999,0.0058292940000000005,0.325090507,0.365926244,0.47180462700000003,0.528195373,0.331748175,0.41519911600000003,0.139350801,0.113701908
919,919,7203,202020063,2020,20,63,Kansas,Gove County,,,,,,,,0,0.0,-1.0,3.0,0,9,14,3,13,35,35,2,1,0,1,1297,1315,2612,1263,1271,677,340,337,516,274,242,576,305,271,843,396,447,0.0034456359999999998,0.005359877,0.001148545,0.004977029,0.013399693999999998,0.013399693999999998,0.000765697,0.00038284800000000003,0.0,0.00038284800000000003,0.48353751899999997,0.48660030600000004,0.49655436399999997,0.503445636,0.25918836100000003,0.19754977,0.22052067399999997,0.322741194
920,920,7204,202020065,2020,20,65,Kansas,Graham County,,,,,,,,0,0.0,-1.0,2.7,119481,18,35,44,48,48,40,10,10,0,0,1256,1236,2492,1144,1108,523,273,250,476,255,221,585,287,298,908,421,487,0.007223114,0.014044943999999998,0.017656501,0.019261636999999998,0.019261636999999998,0.016051364,0.004012841,0.004012841,0.0,0.0,0.459069021,0.44462279299999996,0.504012841,0.495987159,0.209871589,0.19101123600000003,0.234751204,0.364365971
921,921,7205,202020067,2020,20,67,Kansas,Grant County,,,,,,,,0,0.0,-1.0,4.2,0,20,19,29,37,1704,1808,90,124,0,0,3652,3684,7336,3452,3434,2479,1269,1210,1688,866,822,1728,884,844,1441,665,776,0.0027262809999999997,0.0025899670000000003,0.003953108,0.005043621,0.232279171,0.24645583399999998,0.012268266000000002,0.016902944,0.0,0.0,0.47055616100000003,0.468102508,0.497818975,0.502181025,0.337922574,0.230098146,0.235550709,0.19642857100000002
922,922,7206,202020069,2020,20,69,Kansas,Gray County,,,,,,,,0,0.0,-1.0,3.3,0,17,10,49,54,472,517,21,16,2,0,2996,3037,6033,2879,2916,1913,978,935,1393,691,702,1470,757,713,1257,611,646,0.002817835,0.00165755,0.008121996,0.008950771,0.078236367,0.085695342,0.003480855,0.00265208,0.00033151,0.0,0.477208686,0.483341621,0.49660202200000003,0.503397978,0.317089342,0.230896735,0.24365987100000003,0.208354053
923,923,7207,202020071,2020,20,71,Kansas,Greeley County,,,,,,,,0,0.0,-1.0,6.1,0,2,2,5,2,125,119,4,6,0,0,639,588,1227,623,575,347,165,182,275,127,148,262,136,126,343,160,183,0.001629992,0.001629992,0.00407498,0.001629992,0.101874491,0.096984515,0.003259984,0.004889976,0.0,0.0,0.507742461,0.46862265700000005,0.520782396,0.47921760399999996,0.282803586,0.224123879,0.213528932,0.279543602
924,924,7208,202020073,2020,20,73,Kansas,Greenwood County,,,,,,,,0,0.0,-1.0,3.8,93474,16,7,16,24,113,132,52,50,0,0,3029,3026,6055,2870,2865,1432,735,697,1084,548,536,1536,779,757,2003,964,1039,0.0026424440000000003,0.001156069,0.0026424440000000003,0.003963665999999999,0.018662263000000002,0.021800165,0.008587944,0.008257638000000001,0.0,0.0,0.473988439,0.473162675,0.500247729,0.499752271,0.236498761,0.17902559899999998,0.253674649,0.330800991
925,925,7209,202020075,2020,20,75,Kansas,Hamilton County,,,,,,,,0,0.0,-1.0,3.9,75164,2,3,27,41,415,524,21,32,0,6,1256,1351,2607,1178,1246,820,448,372,664,336,328,614,317,297,509,250,259,0.000767165,0.001150748,0.010356731999999999,0.015726888999999997,0.159186805,0.200997315,0.008055236,0.012274645,0.0,0.002301496,0.451860376,0.477943997,0.48177982399999997,0.518220176,0.314537783,0.254698888,0.235519755,0.195243575
926,926,7210,202020077,2020,20,77,Kansas,Harper County,,,,,,,,0,0.0,-1.0,2.7,72338,16,11,18,14,152,199,39,39,3,11,2749,2757,5506,2616,2618,1477,778,699,1128,586,542,1232,638,594,1669,755,914,0.0029059209999999997,0.001997821,0.0032691609999999996,0.002542681,0.027606247999999996,0.03614239,0.0070831819999999995,0.0070831819999999995,0.00054486,0.001997821,0.475118053,0.47548129299999997,0.49927352,0.50072648,0.268252815,0.204867417,0.223755903,0.303123865
927,927,7211,202020079,2020,20,79,Kansas,Harvey County,,,,,,,,0,0.0,-1.0,7.2,35190,189,152,285,376,1853,2281,144,181,4,15,17317,16893,34210,16255,15746,9351,4812,4539,8063,4140,3923,7860,3848,4012,8936,4093,4843,0.0055247,0.004443145,0.008330897,0.010990938,0.054165449000000004,0.06667641,0.0042092959999999995,0.005290851,0.000116925,0.000438468,0.47515346399999997,0.46027477299999997,0.5061970179999999,0.49380298200000006,0.273341128,0.235691318,0.229757381,0.261210172
928,928,7212,202020081,2020,20,81,Kansas,Haskell County,,,,,,,,0,0.0,-1.0,3.4,35689,22,13,7,21,586,671,28,27,5,1,1989,2008,3997,1897,1917,1223,639,584,970,490,480,950,471,479,854,408,446,0.0055041280000000005,0.003252439,0.0017513129999999998,0.00525394,0.14660995699999999,0.167875907,0.007005254,0.006755066,0.001250938,0.000250188,0.474605954,0.47960970700000005,0.497623217,0.502376783,0.305979485,0.242682012,0.23767825899999998,0.213660245
929,929,7213,202020083,2020,20,83,Kansas,Hodgeman County,,,,,,,,0,0.0,-1.0,2.4,36782,16,31,12,11,59,68,7,4,0,0,913,905,1818,863,845,446,214,232,354,177,177,437,213,224,581,301,280,0.00880088,0.017051705,0.00660066,0.006050605,0.032453245,0.03740374,0.003850385,0.00220022,0.0,0.0,0.47469747,0.46479648,0.50220022,0.49779978,0.24532453199999998,0.194719472,0.24037403699999998,0.319581958
930,930,7214,202020085,2020,20,85,Kansas,Jackson County,,,,,,,,0,0.0,-1.0,4.4,86280,42,35,33,88,281,333,580,543,3,2,6636,6644,13280,5741,5733,3620,1869,1751,2824,1448,1376,3379,1687,1692,3457,1640,1817,0.003162651,0.0026355420000000003,0.00248494,0.006626506,0.021159638999999997,0.025075301,0.043674699000000004,0.040888554,0.00022590400000000002,0.000150602,0.43230421700000005,0.43170180700000005,0.499698795,0.500301205,0.272590361,0.212650602,0.254442771,0.260316265
931,931,7215,202020087,2020,20,87,Kansas,Jefferson County,,,,,,,,0,0.0,-1.0,3.4,31553,27,21,52,92,256,291,87,103,10,10,9314,9661,18975,8943,9251,4747,2477,2270,4021,2087,1934,5215,2634,2581,4992,2463,2529,0.001422925,0.001106719,0.002740448,0.004848485,0.013491436,0.015335968,0.00458498,0.005428195,0.000527009,0.000527009,0.471304348,0.487536232,0.49085639,0.50914361,0.250171278,0.211910408,0.27483531,0.263083004
932,932,7216,202020089,2020,20,89,Kansas,Jewell County,,,,,,,,0,0.0,-1.0,3.8,124512,6,8,3,7,42,30,10,9,0,0,1389,1452,2841,1352,1415,592,308,284,500,279,221,619,306,313,1130,559,571,0.002111932,0.00281591,0.001055966,0.002463921,0.014783527,0.010559662,0.003519887,0.003167899,0.0,0.0,0.475888772,0.49806406200000003,0.488912355,0.511087645,0.208377332,0.175994368,0.217881028,0.39774727200000004
933,933,7217,202020091,2020,20,91,Kansas,Johnson County,,,,,,,,0,0.0,-1.0,3.3,110355,15723,15266,14710,14824,23084,23348,1201,1160,105,157,304332,293223,597555,264830,254148,158823,81029,77794,160290,80622,79668,156217,76508,79709,122225,55064,67161,0.026312222000000003,0.025547438999999998,0.024616981,0.024807758,0.038630753999999996,0.039072554,0.0020098570000000003,0.001941244,0.000175716,0.00026273700000000003,0.44318933,0.425313151,0.509295379,0.490704621,0.26578808600000003,0.268243091,0.261426982,0.204541841
934,934,7218,202020093,2020,20,93,Kansas,Kearny County,,,,,,,,0,0.0,-1.0,3.2,0,17,9,21,22,617,658,35,35,3,1,1976,1967,3943,1850,1852,1239,664,575,1020,530,490,877,410,467,807,363,444,0.004311438,0.002282526,0.005325894,0.005579508,0.156479838,0.166878012,0.00887649,0.00887649,0.000760842,0.000253614,0.46918589899999996,0.46969312700000004,0.501141263,0.49885873700000005,0.314227745,0.25868627899999996,0.222419478,0.204666498
935,935,7219,202020095,2020,20,95,Kansas,Kingman County,,,,,,,,0,0.0,-1.0,3.5,81260,28,17,18,15,142,141,30,38,1,1,3647,3663,7310,3505,3522,1765,926,839,1518,770,748,1843,924,919,2184,1043,1141,0.003830369,0.002325581,0.00246238,0.0020519839999999998,0.019425445,0.019288646,0.004103967,0.005198358,0.000136799,0.000136799,0.479480164,0.48180574600000003,0.49890560899999997,0.501094391,0.24145006800000002,0.20766073899999998,0.252120383,0.29876881
936,936,7220,202020097,2020,20,97,Kansas,Kiowa County,,,,,,,,0,0.0,-1.0,4.1,37092,21,16,11,18,79,83,10,9,1,1,1282,1234,2516,1220,1165,676,314,362,547,271,276,561,298,263,732,351,381,0.008346582,0.0063593,0.004372019,0.007154213,0.031399046,0.032988871,0.0039745629999999995,0.003577107,0.00039745599999999997,0.00039745599999999997,0.484896661,0.46303656600000004,0.509538951,0.490461049,0.268680445,0.217408585,0.22297297300000002,0.290937997
937,937,7221,202020099,2020,20,99,Kansas,Labette County,,,,,,,,0,0.0,-1.0,2.4,34196,47,49,363,468,473,457,231,240,6,5,10033,9931,19964,9003,8766,5219,2688,2531,4558,2359,2199,4977,2498,2479,5210,2386,2824,0.002354238,0.002454418,0.018182728999999998,0.023442196000000002,0.023692647,0.022891204,0.011570826999999999,0.012021638999999999,0.000300541,0.000250451,0.45096173100000003,0.439090363,0.502554598,0.49744540200000004,0.261420557,0.22831096,0.24929873800000002,0.260969746
938,938,7222,202020101,2020,20,101,Kansas,Lane County,,,,,,,,0,0.0,-1.0,4.4,36767,4,1,7,12,58,64,11,9,0,1,772,788,1560,728,738,376,205,171,295,148,147,390,197,193,499,238,261,0.002564103,0.0006410259999999999,0.004487179,0.007692308,0.037179487000000004,0.041025641,0.007051282,0.005769231,0.0,0.0006410259999999999,0.46666666700000003,0.473076923,0.494871795,0.505128205,0.241025641,0.18910256399999997,0.25,0.319871795
939,939,7223,202020103,2020,20,103,Kansas,Leavenworth County,,,,,,,,0,0.0,-1.0,2.8,29819,687,561,2654,4866,2353,3301,284,436,84,87,38083,43269,81352,33081,35899,21017,10785,10232,22324,12970,9354,21267,11550,9717,16744,7964,8780,0.008444783,0.006895958000000001,0.03262366,0.059814140999999994,0.02892369,0.040576753,0.003491002,0.005359426,0.00103255,0.001069427,0.406640279,0.44127987,0.46812616799999995,0.531873832,0.258346445,0.27441243,0.26141951,0.205821615
940,940,7224,202020105,2020,20,105,Kansas,Lincoln County,,,,,,,,0,0.0,-1.0,4.0,68720,8,6,5,17,59,52,5,19,0,0,1523,1500,3023,1484,1438,750,394,356,548,272,276,713,357,356,1012,477,535,0.002646378,0.001984783,0.001653986,0.005623553000000001,0.019517036,0.017201456,0.001653986,0.006285147,0.0,0.0,0.490903076,0.475686404,0.5038041679999999,0.496195832,0.248097916,0.181276877,0.23585841899999999,0.334766788
941,941,7225,202020107,2020,20,107,Kansas,Linn County,,,,,,,,0,0.0,-1.0,3.4,36955,22,12,28,56,124,154,35,39,2,5,4813,4937,9750,4619,4730,2383,1237,1146,1920,974,946,2583,1312,1271,2864,1414,1450,0.00225641,0.001230769,0.002871795,0.00574359,0.012717949,0.015794871999999998,0.003589744,0.004,0.000205128,0.000512821,0.47374359,0.485128205,0.49364102600000004,0.506358974,0.24441025600000002,0.196923077,0.264923077,0.29374359
942,942,7226,202020109,2020,20,109,Kansas,Logan County,,,,,,,,0,0.0,-1.0,4.7,34136,9,15,10,18,86,89,8,8,0,0,1430,1414,2844,1374,1353,739,382,357,649,343,306,647,323,324,809,366,443,0.003164557,0.005274261999999999,0.0035161740000000004,0.006329114,0.030239099999999998,0.031293952,0.00281294,0.00281294,0.0,0.0,0.48312236299999994,0.47573839700000004,0.50281294,0.49718706,0.259845288,0.228199719,0.227496484,0.28445850899999997
943,943,7227,202020111,2020,20,111,Kansas,Lyon County,,,,,,,,0,0.0,-1.0,4.0,0,497,422,427,432,3486,3692,235,232,22,18,17183,16223,33406,15507,14587,8837,4408,4429,10458,5033,5425,6960,3460,3500,7151,3322,3829,0.014877567,0.012632461000000001,0.012782135,0.012931808999999999,0.104352512,0.11051906800000001,0.007034664,0.00694486,0.0006585639999999999,0.000538825,0.464198048,0.436658085,0.514368676,0.485631324,0.264533317,0.313057535,0.20834580600000002,0.214063342
944,944,7228,202020113,2020,20,113,Kansas,McPherson County,,,,,,,,0,0.0,-1.0,4.2,0,154,97,148,215,576,638,82,94,9,13,14545,13992,28537,13895,13299,7285,3637,3648,6842,3494,3348,6739,3388,3351,7671,3473,4198,0.005396503,0.003399096,0.005186249,0.007534079,0.020184322,0.02235694,0.0028734629999999997,0.0032939690000000003,0.00031538,0.000455549,0.48691172899999996,0.46602656200000003,0.509689175,0.490310825,0.255282616,0.239758909,0.23614956,0.268808915
945,945,7229,202020115,2020,20,115,Kansas,Marion County,,,,,,,,0,0.0,-1.0,3.7,0,32,18,49,85,256,214,53,45,2,7,6007,5943,11950,5759,5661,2907,1494,1413,2561,1292,1269,2781,1412,1369,3701,1745,1956,0.002677824,0.001506276,0.004100418,0.007112971,0.021422594,0.01790795,0.004435146,0.00376569,0.000167364,0.0005857740000000001,0.481924686,0.473723849,0.5026778239999999,0.497322176,0.243263598,0.214309623,0.232719665,0.30970711300000003
946,946,7230,202020117,2020,20,117,Kansas,Marshall County,,,,,,,,0,0.0,-1.0,2.5,0,29,14,16,34,117,138,35,30,3,2,4881,4841,9722,4722,4670,2514,1260,1254,2015,1038,977,2279,1146,1133,2914,1397,1517,0.002982925,0.0014400329999999999,0.0016457520000000001,0.003497223,0.012034561000000001,0.01419461,0.003600082,0.003085785,0.000308578,0.00020571900000000001,0.48570253,0.480353837,0.50205719,0.49794281,0.258588768,0.20726188,0.234416787,0.299732565
947,947,7231,202020119,2020,20,119,Kansas,Meade County,,,,,,,,0,0.0,-1.0,4.7,0,24,15,17,28,347,393,21,30,0,0,2042,2104,4146,1954,1999,1183,642,541,908,452,456,990,485,505,1065,525,540,0.005788712,0.003617945,0.004100338,0.006753497,0.083695128,0.094790159,0.0050651229999999995,0.00723589,0.0,0.0,0.471297636,0.482151471,0.492522914,0.507477086,0.285335263,0.219006271,0.23878437,0.256874096
948,948,7232,202020121,2020,20,121,Kansas,Miami County,,,,,,,,0,0.0,-1.0,4.4,72988,117,70,191,284,530,583,142,127,4,11,16945,16735,33680,16177,15923,9043,4600,4443,7360,3733,3627,9302,4711,4591,7975,3691,4284,0.0034738720000000002,0.002078385,0.005671021,0.008432304,0.015736342,0.017309976,0.004216152,0.003770784,0.000118765,0.000326603,0.48031472700000005,0.472773159,0.503117577,0.49688242299999996,0.268497625,0.21852731600000003,0.276187648,0.236787411
949,949,7233,202020123,2020,20,123,Kansas,Mitchell County,,,,,,,,0,0.0,-1.0,4.0,45248,35,23,4,12,78,84,13,19,6,5,3037,3113,6150,2942,3008,1644,879,765,1286,685,601,1335,664,671,1885,885,1000,0.005691056999999999,0.003739837,0.000650407,0.00195122,0.012682927,0.013658537,0.002113821,0.0030894309999999997,0.00097561,0.000813008,0.478373984,0.489105691,0.493821138,0.5061788620000001,0.267317073,0.209105691,0.217073171,0.306504065
950,950,7234,202020125,2020,20,125,Kansas,Montgomery County,,,,,,,,0,0.0,-1.0,2.4,189025,131,172,766,935,1017,1138,565,590,18,27,16211,15909,32120,13842,13372,8686,4564,4122,7205,3670,3535,7583,3719,3864,8646,3956,4690,0.004078455999999999,0.0053549190000000005,0.02384807,0.029109588999999998,0.031662516,0.035429639,0.017590286,0.018368618,0.000560399,0.000840598,0.430946451,0.41631382299999997,0.504701121,0.49529887899999997,0.270423412,0.224315068,0.23608343699999998,0.269178082
951,951,7235,202020127,2020,20,127,Kansas,Morris County,,,,,,,,0,0.0,-1.0,3.3,138432,23,8,17,18,134,157,18,17,0,2,2760,2761,5521,2650,2648,1242,637,605,1138,605,533,1317,656,661,1824,863,961,0.004165912,0.0014490129999999999,0.003079152,0.003260279,0.024270965,0.028436877000000003,0.003260279,0.003079152,0.0,0.00036225300000000004,0.47998551,0.479623257,0.499909437,0.500090563,0.224959247,0.20612207899999999,0.238543742,0.330374932
952,952,7236,202020129,2020,20,129,Kansas,Morton County,,,,,,,,0,0.0,-1.0,3.2,122408,26,25,17,25,288,336,25,29,3,3,1344,1323,2667,1231,1217,712,357,355,522,271,251,693,357,336,740,338,402,0.009748781,0.009373828,0.006374203,0.009373828,0.107986502,0.125984252,0.009373828,0.010873641000000002,0.001124859,0.001124859,0.461567304,0.45631796,0.503937008,0.49606299200000004,0.266966629,0.19572553399999998,0.25984252,0.277465317
953,953,7237,202020131,2020,20,131,Kansas,Nemaha County,,,,,,,,0,0.0,-1.0,3.7,62300,19,17,29,42,130,109,33,41,5,3,5015,5140,10155,4859,4959,2886,1503,1383,2219,1170,1049,2358,1214,1144,2692,1253,1439,0.001871,0.001674052,0.0028557359999999998,0.004135894,0.012801576,0.010733629,0.003249631,0.00403742,0.0004923680000000001,0.000295421,0.478483506,0.488330871,0.493845396,0.506154604,0.284194978,0.21851304800000002,0.23220088600000002,0.26509108800000003
954,954,7238,202020133,2020,20,133,Kansas,Neosho County,,,,,,,,0,0.0,-1.0,2.8,78294,55,56,96,123,359,462,120,121,6,4,8049,7902,15951,7593,7421,4400,2249,2151,3456,1742,1714,3809,1949,1860,4286,1962,2324,0.00344806,0.0035107520000000002,0.0060184309999999994,0.007711115,0.022506426,0.028963701,0.0075230390000000005,0.007585731,0.000376152,0.000250768,0.47602031200000006,0.465237289,0.5046078620000001,0.495392138,0.275844775,0.216663532,0.23879380600000003,0.26869788699999997
955,955,7239,202020135,2020,20,135,Kansas,Ness County,,,,,,,,0,0.0,-1.0,4.0,108873,4,2,10,13,147,141,27,13,0,0,1439,1401,2840,1378,1355,677,337,340,530,272,258,661,348,313,972,444,528,0.001408451,0.000704225,0.003521127,0.004577465,0.051760562999999996,0.049647887,0.009507042,0.004577465,0.0,0.0,0.485211268,0.477112676,0.506690141,0.49330985899999996,0.238380282,0.18661971800000002,0.23274647899999998,0.342253521
956,956,7240,202020137,2020,20,137,Kansas,Norton County,,,,,,,,0,0.0,-1.0,4.2,73336,13,27,15,173,95,197,7,15,2,0,2395,3035,5430,2308,2777,1132,582,550,1404,928,476,1410,832,578,1484,693,791,0.002394107,0.004972376,0.0027624309999999997,0.031860037,0.017495396,0.036279926000000004,0.001289134,0.0027624309999999997,0.000368324,0.0,0.42504604100000004,0.511418048,0.44106814,0.55893186,0.208471455,0.25856353600000004,0.259668508,0.273296501
957,957,7241,202020139,2020,20,139,Kansas,Osage County,,,,,,,,0,0.0,-1.0,2.7,0,60,20,36,71,259,285,61,57,3,5,7952,7989,15941,7623,7671,4064,2129,1935,3323,1695,1628,4143,2025,2118,4411,2140,2271,0.0037638790000000004,0.001254626,0.002258328,0.004453924000000001,0.016247412,0.017878427,0.0038266109999999997,0.003575685,0.000188194,0.000313657,0.478200866,0.48121196899999996,0.49883947100000003,0.501160529,0.254940092,0.208456182,0.25989586600000003,0.27670786
958,958,7242,202020141,2020,20,141,Kansas,Osborne County,,,,,,,,0,0.0,-1.0,4.0,30519,38,7,5,9,32,45,9,19,0,0,1719,1756,3475,1649,1694,775,418,357,746,391,355,795,399,396,1159,548,611,0.010935252,0.0020143879999999998,0.0014388489999999999,0.002589928,0.009208633,0.01294964,0.002589928,0.005467626,0.0,0.0,0.474532374,0.48748201399999996,0.494676259,0.505323741,0.223021583,0.21467625899999998,0.22877697800000002,0.33352518
959,959,7243,202020143,2020,20,143,Kansas,Ottawa County,,,,,,,,0,0.0,-1.0,3.6,30785,9,8,27,39,73,94,20,23,0,0,2793,3009,5802,2697,2883,1457,804,653,1174,640,534,1547,773,774,1624,792,832,0.001551189,0.001378835,0.004653568,0.00672182,0.012581868000000001,0.01620131,0.003447087,0.00396415,0.0,0.0,0.46483971,0.49689762200000004,0.481385729,0.518614271,0.251120303,0.20234401899999999,0.266632196,0.279903482
960,960,7244,202020145,2020,20,145,Kansas,Pawnee County,,,,,,,,0,0.0,-1.0,2.7,33585,11,20,75,292,204,311,22,44,3,3,2879,3683,6562,2687,3243,1264,766,498,1627,983,644,1775,1044,731,1896,890,1006,0.0016763179999999998,0.003047851,0.011429442,0.044498628,0.031088083,0.047394087,0.0033526359999999996,0.006705273,0.00045717800000000003,0.00045717800000000003,0.40947881700000005,0.494209083,0.43873819,0.56126181,0.19262420000000002,0.24794270000000002,0.2704968,0.2889363
961,961,7245,202020147,2020,20,147,Kansas,Phillips County,,,,,,,,0,0.0,-1.0,3.3,0,29,19,8,15,102,83,18,14,0,0,2679,2638,5317,2582,2555,1329,672,657,1071,560,511,1240,590,650,1677,816,861,0.005454203,0.0035734440000000003,0.001504608,0.00282114,0.01918375,0.015610307,0.0033853679999999997,0.002633064,0.0,0.0,0.48561218700000003,0.480534136,0.5038555579999999,0.496144442,0.24995298100000002,0.201429377,0.23321421899999997,0.315403423
962,962,7246,202020149,2020,20,149,Kansas,Pottawatomie County,,,,,,,,0,0.0,-1.0,2.3,77828,139,98,130,157,633,596,110,124,15,14,12214,12063,24277,11510,11361,7659,3867,3792,6225,3117,3108,5557,2814,2743,4836,2265,2571,0.005725584000000001,0.004036743,0.0053548630000000005,0.006467026,0.026074062000000002,0.024549986,0.004531038,0.005107715,0.0006178690000000001,0.0005766780000000001,0.474111299,0.46797380200000005,0.503109939,0.496890061,0.315483791,0.25641553699999997,0.228899782,0.19920089
963,963,7247,202020151,2020,20,151,Kansas,Pratt County,,,,,,,,0,0.0,-1.0,6.0,145748,56,33,62,94,354,335,57,47,3,1,4740,4638,9378,4458,4360,2621,1364,1257,2173,1132,1041,1996,971,1025,2588,1171,1417,0.005971422,0.0035188740000000004,0.006611218,0.010023459,0.037747921000000004,0.035721902,0.006078055,0.00501173,0.000319898,0.000106633,0.475367882,0.46491789299999997,0.50543826,0.49456174,0.279483898,0.23171251899999998,0.212838558,0.275965025
964,964,7248,202020153,2020,20,153,Kansas,Rawlins County,,,,,,,,0,0.0,-1.0,5.8,27944,9,3,8,14,85,108,10,1,1,0,1241,1267,2508,1197,1219,572,298,274,495,264,231,542,281,261,899,424,475,0.0035885170000000003,0.001196172,0.003189793,0.005582136999999999,0.033891547,0.043062200999999994,0.003987241,0.00039872400000000004,0.00039872400000000004,0.0,0.477272727,0.48604465700000005,0.49481658700000003,0.505183413,0.228070175,0.19736842100000002,0.216108453,0.358452951
965,965,7249,202020155,2020,20,155,Kansas,Reno County,,,,,,,,0,0.0,-1.0,5.6,51924,179,162,645,1443,2930,3104,241,304,11,27,31038,31304,62342,29172,28614,15576,8002,7574,15217,8225,6992,14781,7484,7297,16768,7593,9175,0.002871259,0.002598569,0.010346155,0.023146514,0.046998813,0.049789869,0.003865773,0.004876327,0.000176446,0.000433095,0.46793494,0.458984312,0.497866607,0.5021333929999999,0.249847615,0.244089057,0.237095377,0.26896795100000004
966,966,7250,202020157,2020,20,157,Kansas,Republic County,,,,,,,,0,0.0,-1.0,6.6,0,13,16,19,21,43,59,9,9,1,0,2359,2305,4664,2278,2227,1047,541,506,877,468,409,1040,501,539,1700,795,905,0.002787307,0.003430532,0.0040737559999999996,0.004502573,0.009219554,0.012650086000000001,0.001929674,0.001929674,0.000214408,0.0,0.488421955,0.47748713600000003,0.505789022,0.49421097799999997,0.22448542,0.18803602100000003,0.222984563,0.364493997
967,967,7251,202020159,2020,20,159,Kansas,Rice County,,,,,,,,0,0.0,-1.0,4.3,0,67,38,52,98,482,611,47,77,3,5,4771,4760,9531,4490,4420,2552,1294,1258,2338,1268,1070,2107,1049,1058,2534,1149,1385,0.007029693,0.00398699,0.005455881,0.010282237,0.050571818,0.0641066,0.004931277,0.0080789,0.000314762,0.000524604,0.471094324,0.463749869,0.500577064,0.49942293600000004,0.267757843,0.245304795,0.221068094,0.26586926899999996
968,968,7252,202020161,2020,20,161,Kansas,Riley County,,,,,,,,0,0.0,-1.0,4.1,0,1902,1825,2114,2885,2987,3285,256,249,74,146,35028,38675,73703,29410,32240,17772,9021,8751,35191,19803,15388,10830,5325,5505,9910,4526,5384,0.025806277000000002,0.024761542999999997,0.028682686000000002,0.03914359,0.040527522999999996,0.044570777,0.0034734,0.003378424,0.00100403,0.001980923,0.399033961,0.437431312,0.475258809,0.524741191,0.24112994,0.47747038799999997,0.146941101,0.13445857
