,Unnamed: 0,ID,YEAR_FIPS,YEAR,STATE_FIPS,COUNTY_FIPS,STATE,COUNTY,REP_CANDIDATE,DEM_CANDIDATE,REP_VOTES,DEM_VOTES,COUNTY_TOTALVOTES,WINNING_CANDIDATE,WINNING_PARTY,WINNING_PARTY_BINARY,HOUSE_WINNING_BINARY,SENATE_WINNING_BINARY,UNEMPLOYMENT_RATE,AVG_WAGE_SALARY,AA_FEMALE,AA_MALE,BA_FEMALE,BA_MALE,H_FEMALE,H_MALE,IA_FEMALE,IA_MALE,NA_FEMALE,NA_MALE,TOT_FEMALE,TOT_MALE,TOT_POP,WA_FEMALE,WA_MALE,TOT_POP_LESS19,TOT_MALE_LESS19,TOT_FEMALE_LESS19,TOT_POP_20to39,TOT_MALE_20to39,TOT_FEMALE_20to39,TOT_POP_40to59,TOT_MALE_40to59,TOT_FEMALE_40to59,TOT_POP_Above60,TOT_MALE_Above60,TOT_FEMALE_Above60,AA_FEMALE%,AA_MALE%,BA_FEMALE%,BA_MALE%,H_FEMALE%,H_MALE%,IA_FEMALE%,IA_MALE%,NA_FEMALE%,NA_MALE%,WA_FEMALE%,WA_MALE%,TOT_FEMALE%,TOT_MALE%,TOT_POP_LESS19%,TOT_POP_20to39%,TOT_POP_40to59%,TOT_POP_Above60%
2825,2825,9109,202051011,2020,51,11,Virginia,Appomattox County,,,,,,,,0,0.0,0.0,3.5,0,31,23,1584,1420,126,135,25,26,5,2,8149,7692,15841,6341,6048,3697,1880,1817,3687,1821,1866,4029,1947,2082,4428,2044,2384,0.001956947,0.001451929,0.099993687,0.08964080599999999,0.007954043000000001,0.008522189,0.001578183,0.0016413110000000001,0.000315637,0.000126255,0.400290386,0.381794079,0.514424594,0.485575406,0.233381731,0.23275045800000002,0.254340004,0.279527808
2826,2826,9110,202051013,2020,51,13,Virginia,Arlington County,,,,,,,,0,0.0,0.0,5.4,0,14189,12019,11582,11298,18220,19285,718,824,160,147,118512,119009,237521,87742,90654,46311,23679,22632,95549,48088,47461,59631,30560,29071,36030,16682,19348,0.059737875999999995,0.050601842,0.048762004000000005,0.04756632,0.076709007,0.081192821,0.0030228909999999998,0.003469167,0.000673625,0.000618893,0.369407337,0.381667305,0.49895377700000004,0.501046223,0.194976444,0.402276009,0.251055696,0.15169185
2827,2827,9111,202051015,2020,51,15,Virginia,Augusta County,,,,,,,,0,0.0,0.0,3.7,0,283,223,1073,2362,999,1171,78,106,12,17,37183,38274,75457,35182,35030,15930,8187,7743,17312,9345,7967,20733,10539,10194,21482,10203,11279,0.00375048,0.002955326,0.014220018999999999,0.031302596,0.013239328,0.015518772,0.0010337010000000002,0.001404774,0.00015903100000000002,0.00022529400000000002,0.466252303,0.46423791,0.492770717,0.5072292829999999,0.21111361399999998,0.22942868100000002,0.274765761,0.284691944
2828,2828,9112,202051017,2020,51,17,Virginia,Bath County,,,,,,,,0,0.0,0.0,3.8,88770,13,6,89,121,55,48,5,4,0,0,2131,2161,4292,1986,2008,723,355,368,847,431,416,1187,610,577,1535,765,770,0.0030288909999999997,0.00139795,0.020736253,0.028191985,0.012814539,0.011183597,0.001164958,0.0009319660000000001,0.0,0.0,0.46272134200000004,0.467847158,0.496505126,0.503494874,0.16845293600000003,0.19734389600000002,0.276561044,0.357642125
2829,2829,9113,202051019,2020,51,19,Virginia,Bedford County,,,,,,,,0,0.0,0.0,5.2,0,535,450,2832,2780,888,902,136,142,15,7,39953,38794,78747,35814,34774,17190,8777,8413,16181,8134,8047,22165,10842,11323,23211,11041,12170,0.00679391,0.005714503,0.035963275,0.035302932,0.01127662,0.011454405,0.00172705,0.001803243,0.000190483,8.89e-05,0.45479827799999994,0.441591426,0.507359011,0.492640989,0.21829403,0.205480844,0.28147104,0.294754086
2830,2830,9114,202051021,2020,51,21,Virginia,Bland County,,,,,,,,0,0.0,0.0,3.3,0,16,20,45,199,18,35,6,5,0,1,2848,3445,6293,2752,3188,1056,542,514,1465,927,538,1860,1062,798,1912,914,998,0.0025425079999999997,0.0031781340000000004,0.0071508019999999995,0.031622437999999996,0.002860321,0.005561735,0.00095344,0.000794534,0.0,0.00015890700000000002,0.43731129799999996,0.506594629,0.452566344,0.547433656,0.167805498,0.232798347,0.295566502,0.303829652
2831,2831,9115,202051023,2020,51,23,Virginia,Botetourt County,,,,,,,,0,0.0,0.0,5.1,0,176,97,503,574,303,300,43,55,4,5,16783,16494,33277,15817,15528,6929,3533,3396,6606,3404,3202,9512,4693,4819,10230,4864,5366,0.005288938000000001,0.002914926,0.015115545,0.017249151,0.009105388,0.009015236,0.001292184,0.0016527929999999998,0.00012020299999999999,0.000150254,0.475313279,0.466628602,0.504342339,0.495657661,0.208221895,0.19851549100000002,0.285843075,0.30741953899999996
2832,2832,9116,202051025,2020,51,25,Virginia,Brunswick County,,,,,,,,0,0.0,0.0,5.9,0,57,106,4024,4987,155,237,21,34,5,5,7611,8773,16384,3386,3546,2992,1523,1469,4432,2874,1558,4216,2214,2002,4744,2162,2582,0.0034790040000000004,0.006469727,0.245605469,0.304382324,0.009460449000000001,0.014465332,0.001281738,0.002075195,0.000305176,0.000305176,0.206665039,0.216430664,0.464538574,0.535461426,0.182617188,0.270507813,0.25732421899999997,0.28955078100000003
2833,2833,9117,202051027,2020,51,27,Virginia,Buchanan County,,,,,,,,0,0.0,0.0,3.5,43406,57,38,100,557,74,81,20,10,0,3,10486,10735,21221,10249,10047,4026,2065,1961,4686,2600,2086,6055,3098,2957,6454,2972,3482,0.0026860190000000004,0.0017906789999999999,0.004712313,0.026247585,0.003487112,0.0038169740000000003,0.000942463,0.00047123099999999996,0.0,0.000141369,0.482964988,0.473446115,0.49413317,0.50586683,0.189717732,0.22081900000000002,0.285330569,0.304132699
2834,2834,9118,202051029,2020,51,29,Virginia,Buckingham County,,,,,,,,0,0.0,0.0,3.9,54219,34,42,2385,3383,180,246,31,40,2,4,7635,9364,16999,5005,5740,3292,1717,1575,4394,2738,1656,4762,2769,1993,4551,2140,2411,0.002000118,0.002470734,0.140302371,0.19901170699999998,0.010588858,0.014471439,0.0018236370000000001,0.00235308,0.000117654,0.000235308,0.294429084,0.33766692200000004,0.44914406700000004,0.550855933,0.19365845,0.258485793,0.28013412600000004,0.267721631
2835,2835,9119,202051031,2020,51,31,Virginia,Campbell County,,,,,,,,0,0.0,0.0,5.6,0,339,255,4043,3972,744,773,104,96,9,27,28250,26723,54973,23189,21829,11749,5957,5792,13684,6922,6762,14585,7076,7509,14955,6768,8187,0.0061666640000000005,0.004638641,0.073545195,0.072253652,0.013533917,0.014061448,0.0018918379999999999,0.001746312,0.00016371700000000002,0.00049115,0.42182526,0.397085842,0.513888636,0.486111364,0.21372310000000003,0.248922198,0.265312062,0.272042639
2836,2836,9120,202051033,2020,51,33,Virginia,Caroline County,,,,,,,,0,0.0,0.0,3.2,0,171,132,4245,4204,738,812,114,119,15,21,15558,15214,30772,10462,10255,7675,3902,3773,7841,3982,3859,8196,4126,4070,7060,3204,3856,0.005557,0.004289614000000001,0.137950084,0.136617704,0.023982842,0.026387625,0.003704667,0.003867152,0.000487456,0.000682439,0.339984401,0.333257507,0.505589497,0.49441050299999995,0.249415053,0.254809567,0.266346029,0.229429351
2837,2837,9121,202051035,2020,51,35,Virginia,Carroll County,,,,,,,,0,0.0,0.0,4.4,44770,43,23,123,120,470,626,42,50,7,7,14960,14676,29636,14565,14284,5976,3103,2873,5814,2954,2860,8277,4158,4119,9569,4461,5108,0.001450938,0.000776083,0.004150358,0.004049129,0.01585909,0.021122959,0.001417195,0.001687137,0.000236199,0.000236199,0.491463085,0.48198137399999996,0.50479147,0.49520853,0.201646646,0.19618032100000002,0.279288703,0.32288433
2838,2838,9122,202051036,2020,51,36,Virginia,Charles City County,,,,,,,,0,0.0,0.0,3.9,0,28,12,1669,1484,60,64,264,211,3,2,3596,3345,6941,1515,1525,1172,585,587,1404,704,700,2048,987,1061,2317,1069,1248,0.004034001,0.0017288579999999998,0.24045526600000003,0.21380204600000002,0.008644288,0.009220573000000001,0.038034865,0.030399078,0.000432214,0.000288143,0.21826826100000002,0.21970897600000003,0.5180809679999999,0.481919032,0.16885175,0.20227632899999998,0.295058349,0.333813572
2839,2839,9123,202051037,2020,51,37,Virginia,Charlotte County,,,,,,,,0,0.0,0.0,4.2,40320,27,12,1743,1613,94,152,16,28,2,0,6042,5896,11938,4140,4132,2752,1442,1310,2433,1247,1186,3168,1565,1603,3585,1642,1943,0.002261685,0.001005193,0.146004356,0.13511476,0.007874016,0.012732451,0.001340258,0.002345451,0.000167532,0.0,0.34679175700000003,0.34612162799999996,0.506114927,0.49388507299999995,0.230524376,0.203802982,0.265371084,0.300301558
2840,2840,9124,202051041,2020,51,41,Virginia,Chesterfield County,,,,,,,,0,0.0,0.0,4.3,73530,6761,6197,45650,39035,15517,16376,976,1115,216,236,180517,168039,348556,121794,116636,92415,47502,44913,86582,41897,44685,95429,45326,50103,74130,33314,40816,0.01939717,0.017779066,0.130968912,0.111990613,0.044517954000000005,0.046982407000000004,0.002800124,0.003198912,0.0006197,0.0006770789999999999,0.34942448299999995,0.33462628699999997,0.517899563,0.48210043700000005,0.26513673600000004,0.248401978,0.27378384,0.21267744600000002
2841,2841,9125,202051043,2020,51,43,Virginia,Clarke County,,,,,,,,0,0.0,0.0,3.8,43654,117,97,361,330,417,491,45,40,5,6,7285,7238,14523,6587,6578,3202,1626,1576,2832,1461,1371,4291,2155,2136,4198,1996,2202,0.008056187,0.006679061,0.024857123,0.022722577999999997,0.028713076,0.033808442,0.0030985329999999997,0.002754252,0.000344281,0.000413138,0.45355642799999996,0.45293672100000004,0.501618123,0.49838187700000003,0.220477863,0.19500103300000002,0.29546237,0.289058734
2842,2842,9126,202051045,2020,51,45,Virginia,Craig County,,,,,,,,0,0.0,0.0,5.7,0,6,2,7,15,35,40,11,9,0,0,2556,2508,5064,2513,2457,994,514,480,1002,508,494,1466,740,726,1602,746,856,0.0011848339999999998,0.000394945,0.001382306,0.002962085,0.006911532,0.007898894,0.002172196,0.001777251,0.0,0.0,0.496248025,0.485189573,0.504739336,0.49526066399999996,0.19628752,0.197867299,0.28949447100000003,0.316350711
2843,2843,9127,202051047,2020,51,47,Virginia,Culpeper County,,,,,,,,0,0.0,0.0,6.9,0,427,453,3609,4083,2777,3074,190,216,44,39,25915,25944,51859,20852,20311,14074,7087,6987,12363,6356,6007,14042,7192,6850,11380,5309,6071,0.008233865,0.008735224,0.069592549,0.078732718,0.053549045999999996,0.059276114000000005,0.0036637809999999996,0.00416514,0.0008484539999999999,0.0007520389999999999,0.402090283,0.39165815,0.499720396,0.5002796039999999,0.27138973,0.23839642100000003,0.270772672,0.219441177
2844,2844,9128,202051049,2020,51,49,Virginia,Cumberland County,,,,,,,,0,0.0,0.0,3.2,62805,26,15,1617,1409,121,169,25,41,2,0,5073,4736,9809,3281,3167,2084,1050,1034,2221,1086,1135,2619,1275,1344,2885,1325,1560,0.002650627,0.0015292079999999998,0.164848608,0.143643593,0.01233561,0.017229075,0.00254868,0.004179835,0.000203894,0.0,0.334488735,0.322866755,0.517178102,0.48282189799999997,0.21245794699999998,0.226424712,0.266999694,0.294117647
2845,2845,9129,202051051,2020,51,51,Virginia,Dickenson County,,,,,,,,0,0.0,0.0,3.9,0,17,14,36,34,70,76,16,21,0,2,7163,7360,14523,7042,7234,3135,1622,1513,3216,1699,1517,3871,2003,1868,4301,2036,2265,0.001170557,0.000963988,0.0024788270000000003,0.002341114,0.0048199409999999995,0.005233079,0.001101701,0.0014459820000000002,0.0,0.000137713,0.484886043,0.49810645200000003,0.493217655,0.506782345,0.21586449100000002,0.22144185100000002,0.266542725,0.296150933
2846,2846,9130,202051053,2020,51,53,Virginia,Dinwiddie County,,,,,,,,0,0.0,0.0,4.7,34432,184,72,4878,4377,554,546,58,71,5,7,14588,13941,28529,9205,9195,6392,3224,3168,6857,3403,3454,8211,4058,4153,7069,3256,3813,0.006449578,0.0025237479999999997,0.17098391100000002,0.153422833,0.019418836999999998,0.019138421,0.002033019,0.002488696,0.00017526,0.00024536400000000003,0.322654141,0.32230362100000004,0.511339339,0.488660661,0.224052718,0.240351923,0.287812401,0.247782958
2847,2847,9131,202051057,2020,51,57,Virginia,Essex County,,,,,,,,0,0.0,0.0,3.2,0,78,38,2252,1907,183,241,51,48,7,15,5806,5113,10919,3252,2957,2240,1091,1149,2379,1158,1221,2902,1313,1589,3398,1551,1847,0.007143511,0.003480172,0.20624599300000002,0.174649693,0.016759777,0.022071617999999998,0.004670757,0.004396007,0.000641084,0.0013737520000000002,0.297829472,0.270812345,0.531733675,0.468266325,0.20514699100000003,0.217877095,0.26577525399999996,0.311200659
2848,2848,9132,202051059,2020,51,59,Virginia,Fairfax County,,,,,,,,0,0.0,0.0,4.0,30844,121697,110891,61951,58821,92816,95800,3032,3335,481,535,579924,570871,1150795,370931,374974,296344,151734,144610,308224,156361,151863,323814,158953,164861,222413,103823,118590,0.10575037300000001,0.09636034199999999,0.05383322,0.051113360999999996,0.080653809,0.08324679900000001,0.0026347,0.0028979970000000002,0.00041797199999999996,0.00046489599999999996,0.32232587,0.325839094,0.503933368,0.496066632,0.257512415,0.267835714,0.28138287,0.19326900100000002
2849,2849,9133,202051061,2020,51,61,Virginia,Fauquier County,,,,,,,,0,0.0,0.0,5.7,0,665,518,2761,2764,3132,3184,163,187,38,31,35684,34991,70675,31085,30541,18133,9331,8802,15934,7953,7981,20177,9908,10269,16431,7799,8632,0.009409268,0.007329324,0.039066147999999995,0.039108596,0.044315529000000006,0.04505129099999999,0.002306332,0.002645914,0.000537672,0.00043862800000000004,0.43983020899999997,0.43213300299999996,0.504902724,0.49509727600000003,0.256568801,0.225454545,0.285489919,0.232486735
2850,2850,9134,202051063,2020,51,63,Virginia,Floyd County,,,,,,,,0,0.0,0.0,3.9,0,36,39,158,169,247,278,18,16,3,1,7856,7939,15795,7513,7593,3430,1784,1646,3111,1566,1545,4370,2248,2122,4884,2341,2543,0.002279202,0.0024691360000000002,0.010003165999999999,0.010699588000000001,0.01563786,0.017600506000000002,0.001139601,0.001012979,0.000189934,6.330000000000001e-05,0.475656853,0.48072174700000003,0.497372586,0.502627414,0.217157328,0.196961064,0.276669832,0.309211776
2851,2851,9135,202051065,2020,51,65,Virginia,Fluvanna County,,,,,,,,0,0.0,0.0,4.2,0,128,86,2383,1699,507,461,56,44,13,5,14531,12252,26783,11594,10087,5806,2906,2900,6347,2729,3618,7258,3269,3989,7372,3348,4024,0.004779151,0.003210992,0.08897434900000001,0.063435761,0.018929918,0.017212411,0.002090879,0.0016428329999999998,0.00048538300000000004,0.00018668599999999998,0.43288653299999996,0.376619497,0.542545645,0.457454355,0.21677929999999998,0.23697868100000002,0.270992794,0.275249225
2852,2852,9136,202051067,2020,51,67,Virginia,Franklin County,,,,,,,,0,0.0,0.0,3.6,0,150,121,2217,2252,814,839,113,143,12,19,28523,27672,56195,25616,24705,12179,6151,6028,11249,5616,5633,14986,7408,7578,17781,8497,9284,0.0026692770000000003,0.002153216,0.039451909,0.04007474,0.014485274,0.014930154,0.002010855,0.00254471,0.000213542,0.00033810800000000005,0.45584126700000005,0.43962986,0.507571848,0.492428152,0.21672746699999998,0.200177952,0.26667853,0.31641605100000003
2853,2853,9137,202051069,2020,51,69,Virginia,Frederick County,,,,,,,,0,0.0,0.0,3.4,37822,904,681,1828,2240,3863,4182,180,239,31,39,44329,44026,88355,40336,39796,22284,11476,10808,21222,10710,10512,24030,12066,11964,20819,9774,11045,0.010231453,0.007707543000000001,0.020689265,0.025352272000000002,0.043721351,0.047331787,0.002037236,0.0027049970000000002,0.000350857,0.000441401,0.456521985,0.450410277,0.501714674,0.49828532600000003,0.252209835,0.240190142,0.271971026,0.23562899699999998
2854,2854,9138,202051071,2020,51,71,Virginia,Giles County,,,,,,,,0,0.0,0.0,5.9,0,63,50,124,137,151,167,21,23,0,4,8547,8297,16844,8234,7982,3827,1941,1886,3598,1824,1774,4619,2325,2294,4800,2207,2593,0.0037402040000000004,0.0029684159999999998,0.007361672,0.00813346,0.008964616,0.00991451,0.001246735,0.001365471,0.0,0.00023747299999999998,0.48883875600000004,0.47387793899999997,0.50742104,0.49257896,0.227202565,0.213607219,0.274222275,0.284967941
2855,2855,9139,202051073,2020,51,73,Virginia,Gloucester County,,,,,,,,0,0.0,0.0,5.5,0,207,124,1545,1500,710,708,100,103,14,14,18973,18376,37349,16631,16121,8226,4230,3996,8514,4298,4216,10440,5105,5335,10169,4743,5426,0.005542317,0.003320035,0.041366569,0.040161718,0.01900988,0.018956331,0.002677448,0.0027577709999999996,0.00037484300000000003,0.00037484300000000003,0.44528635299999997,0.431631369,0.5079921820000001,0.492007818,0.22024686100000002,0.227957911,0.279525556,0.272269673
2856,2856,9140,202051075,2020,51,75,Virginia,Goochland County,,,,,,,,0,0.0,0.0,4.0,36387,189,172,1833,1899,376,321,44,41,4,7,11843,11401,23244,9574,9080,4551,2328,2223,4554,2312,2242,6967,3328,3639,7172,3433,3739,0.008131131,0.0073997590000000005,0.07885906,0.08169850299999999,0.016176218,0.013810015,0.0018929620000000002,0.001763896,0.000172087,0.00030115299999999997,0.411891241,0.390638444,0.50950783,0.49049217,0.195792463,0.195921528,0.299733264,0.308552745
2857,2857,9141,202051077,2020,51,77,Virginia,Grayson County,,,,,,,,0,0.0,0.0,4.1,0,22,9,196,693,255,314,21,30,3,2,7584,8047,15631,7256,7216,2907,1473,1434,3244,1861,1383,4398,2309,2089,5082,2404,2678,0.00140746,0.000575779,0.012539185,0.044334975,0.016313736000000002,0.020088286,0.001343484,0.0019192629999999998,0.00019192599999999998,0.000127951,0.464205745,0.46164672799999995,0.48518968700000004,0.514810313,0.185976585,0.207536306,0.281363956,0.325123153
2858,2858,9142,202051079,2020,51,79,Virginia,Greene County,,,,,,,,0,0.0,0.0,5.6,0,211,168,667,721,644,562,36,38,6,7,10147,9632,19779,8959,8443,5170,2629,2541,4535,2228,2307,5354,2633,2721,4720,2142,2578,0.01066788,0.008493856999999999,0.033722635,0.036452803,0.032559786,0.028413973999999998,0.001820112,0.00192123,0.000303352,0.000353911,0.45295515399999997,0.426866879,0.513018858,0.48698114200000003,0.261388341,0.22928358399999998,0.27069113699999997,0.23863693800000002
2859,2859,9143,202051081,2020,51,81,Virginia,Greensville County,,,,,,,,0,0.0,0.0,4.9,29944,64,34,2508,4421,113,191,17,15,0,1,4342,7285,11627,1700,2738,2238,1183,1055,3444,2567,877,3469,2358,1111,2476,1177,1299,0.005504429,0.002924228,0.215704825,0.380235658,0.009718758000000001,0.016427281000000002,0.001462114,0.001290101,0.0,8.6e-05,0.14621140400000002,0.235486368,0.37344112799999996,0.626558872,0.19248301399999998,0.296207104,0.298357272,0.21295261
2860,2860,9144,202051083,2020,51,83,Virginia,Halifax County,,,,,,,,0,0.0,0.0,4.8,0,131,96,6632,5803,322,393,56,68,4,4,17765,16355,34120,10714,10150,7605,3861,3744,7062,3555,3507,8472,4130,4342,10981,4809,6172,0.00383939,0.0028135990000000004,0.19437280199999998,0.17007620199999998,0.00943728,0.011518171,0.0016412660000000002,0.001992966,0.000117233,0.000117233,0.314009379,0.29747948399999996,0.520662368,0.479337632,0.22288980100000003,0.206975381,0.248300117,0.321834701
2861,2861,9145,202051085,2020,51,85,Virginia,Hanover County,,,,,,,,0,0.0,0.0,3.6,40089,1123,848,5194,4894,1606,1775,297,270,33,34,54763,52476,107239,47039,45439,26490,13703,12787,23747,11946,11801,30426,14642,15784,26576,12185,14391,0.010471936999999999,0.007907571,0.048433872,0.045636382,0.014975895,0.016551813999999998,0.002769515,0.002517741,0.000307724,0.000317049,0.438637063,0.42371711799999995,0.510663098,0.489336902,0.247018342,0.22143996100000002,0.283721407,0.24782028899999997
2862,2862,9146,202051087,2020,51,87,Virginia,Henrico County,,,,,,,,0,0.0,0.0,5.4,34995,14839,14917,55676,45440,9091,10055,612,561,111,109,173031,156230,329261,97607,91324,81253,41805,39448,89081,43253,45828,87344,40971,46373,71583,30201,41382,0.045067591,0.045304485,0.16909381899999998,0.13800602,0.027610315,0.030538084,0.001858708,0.0017038160000000001,0.00033711900000000004,0.000331044,0.29644264,0.27736051300000003,0.525513195,0.474486805,0.24677383600000002,0.270548288,0.265272838,0.217405037
2863,2863,9147,202051089,2020,51,89,Virginia,Henry County,,,,,,,,0,0.0,0.0,4.9,0,177,165,6047,5448,1354,1499,85,92,9,21,26425,24528,50953,19604,18295,10869,5586,5283,10337,5054,5283,13682,6673,7009,16065,7215,8850,0.00347379,0.003238278,0.118677997,0.106922065,0.026573509,0.029419268999999998,0.001668204,0.001805586,0.000176633,0.000412145,0.384746727,0.359056385,0.518615194,0.481384806,0.21331423100000002,0.202873236,0.268521971,0.315290562
2864,2864,9148,202051091,2020,51,91,Virginia,Highland County,,,,,,,,0,0.0,0.0,3.7,0,5,7,8,11,7,16,1,6,0,0,1110,1100,2210,1094,1071,317,154,163,329,162,167,541,279,262,1023,505,518,0.002262443,0.0031674209999999997,0.00361991,0.0049773759999999995,0.0031674209999999997,0.007239819000000001,0.00045248900000000004,0.002714932,0.0,0.0,0.49502262399999997,0.484615385,0.502262443,0.49773755700000005,0.143438914,0.148868778,0.24479638,0.46289592799999996
2865,2865,9149,202051093,2020,51,93,Virginia,Isle of Wight County,,,,,,,,0,0.0,0.0,6.0,0,202,150,4571,4073,580,651,83,91,11,12,18859,18094,36953,13538,13341,8423,4292,4131,8238,4170,4068,10469,5081,5388,9823,4551,5272,0.005466403000000001,0.00405921,0.12369767,0.11022109199999999,0.015695613,0.017616973,0.002246096,0.002462588,0.000297675,0.000324737,0.366357265,0.361026168,0.5103509860000001,0.489649014,0.22793819199999998,0.222931832,0.283305821,0.265824155
2866,2866,9150,202051095,2020,51,95,Virginia,James City County,,,,,,,,0,0.0,0.0,3.6,49608,1173,891,5366,5060,2207,2268,150,167,39,27,39476,36921,76397,31654,29693,16879,8607,8272,15748,7954,7794,19122,9133,9989,24648,11227,13421,0.015354006000000002,0.011662762,0.07023836,0.066232967,0.028888569,0.02968703,0.0019634279999999997,0.00218595,0.000510491,0.00035341699999999997,0.41433564100000003,0.388667094,0.5167218610000001,0.483278139,0.220937995,0.20613374899999998,0.250297787,0.32263047
2867,2867,9151,202051097,2020,51,97,Virginia,King and Queen County,,,,,,,,0,0.0,0.0,3.7,0,20,12,953,928,98,132,53,72,2,0,3475,3567,7042,2354,2452,1363,692,671,1531,819,712,1927,986,941,2221,1070,1151,0.002840102,0.001704061,0.135330872,0.131780744,0.013916501000000001,0.018744675,0.007526271,0.010224368000000001,0.00028401,0.0,0.334280034,0.348196535,0.493467765,0.506532235,0.19355296800000002,0.217409827,0.273643851,0.31539335399999996
2868,2868,9152,202051099,2020,51,99,Virginia,King George County,,,,,,,,0,0.0,0.0,3.6,0,231,178,2142,2155,712,794,98,108,15,15,13116,13459,26575,10172,10516,7229,3727,3502,6877,3579,3298,7426,3719,3707,5043,2434,2609,0.00869238,0.006698024,0.08060207,0.081091251,0.026792097999999997,0.029877705,0.003687676,0.00406397,0.00056444,0.00056444,0.38276575700000004,0.395710254,0.493546566,0.506453434,0.272022578,0.258777046,0.27943556,0.189764817
2869,2869,9153,202051101,2020,51,101,Virginia,King William County,,,,,,,,0,0.0,0.0,4.4,0,122,94,1438,1216,207,248,115,138,3,1,8648,8291,16939,6760,6636,4252,2200,2052,4171,2046,2125,4712,2322,2390,3804,1723,2081,0.0072023140000000005,0.0055493240000000004,0.08489285099999999,0.071787,0.01222032,0.01464077,0.006789066999999999,0.00814688,0.00017710599999999998,5.9e-05,0.399079048,0.39175866299999995,0.510537812,0.48946218799999996,0.25101836,0.24623649600000003,0.278174627,0.224570518
2870,2870,9154,202051103,2020,51,103,Virginia,Lancaster County,,,,,,,,0,0.0,0.0,3.6,0,44,33,1658,1467,96,149,26,10,0,1,5700,5083,10783,3903,3483,1887,995,892,1677,825,852,2289,1048,1241,4930,2215,2715,0.004080497,0.003060373,0.153760549,0.136047482,0.008902903,0.013818047,0.002411203,0.0009273860000000001,0.0,9.27e-05,0.36195863899999997,0.323008439,0.528609849,0.47139015100000003,0.174997682,0.155522582,0.212278587,0.45720115
2871,2871,9155,202051105,2020,51,105,Virginia,Lee County,,,,,,,,0,0.0,0.0,6.5,0,26,34,77,790,96,355,26,67,1,9,11304,12237,23541,11070,11205,4803,2496,2307,5548,3262,2286,6350,3234,3116,6840,3245,3595,0.001104456,0.0014442889999999999,0.0032708890000000003,0.033558472,0.004077992,0.015080073000000001,0.001104456,0.002846098,4.2499999999999996e-05,0.000382312,0.470243405,0.475978081,0.48018351,0.51981649,0.204027017,0.235673931,0.269742152,0.29055690100000003
2872,2872,9156,202051107,2020,51,107,Virginia,Loudoun County,,,,,,,,0,0.0,0.0,4.9,0,41745,39520,16269,16267,28204,28131,933,924,235,206,205381,201469,406850,138109,136850,124428,63180,61248,103965,50615,53350,123032,62180,60852,55425,25494,29931,0.10260538300000001,0.097136537,0.03998771,0.039982795,0.069322846,0.069143419,0.002293228,0.002271107,0.0005776080000000001,0.000506329,0.33945926,0.336364754,0.504807669,0.49519233100000004,0.305832616,0.25553643800000003,0.302401376,0.136229569
2873,2873,9157,202051109,2020,51,109,Virginia,Louisa County,,,,,,,,0,0.0,0.0,3.8,36250,145,102,2989,2837,523,629,104,123,13,14,18609,18169,36778,14946,14666,8047,4066,3981,8179,4068,4111,10311,5080,5231,10241,4955,5286,0.003942574,0.002773397,0.081271412,0.077138507,0.014220458,0.017102616,0.002827777,0.003344391,0.00035347199999999997,0.000380662,0.40638425100000003,0.398771004,0.505981837,0.49401816299999995,0.21879928199999998,0.222388384,0.280357823,0.278454511
2874,2874,9158,202051111,2020,51,111,Virginia,Lunenburg County,,,,,,,,0,0.0,0.0,5.9,35746,21,17,1831,2298,250,330,33,32,11,14,5686,6400,12086,3665,3920,2435,1274,1161,2760,1638,1122,3216,1800,1416,3675,1688,1987,0.0017375479999999998,0.001406586,0.151497601,0.19013734899999998,0.02068509,0.027304319,0.002730432,0.002647692,0.000910144,0.001158365,0.303243422,0.32434221399999996,0.470461691,0.529538309,0.20147277800000002,0.22836339600000002,0.26609299999999997,0.304070826
2875,2875,9159,202051113,2020,51,113,Virginia,Madison County,,,,,,,,0,0.0,0.0,4.0,0,57,33,586,633,210,196,16,19,4,0,6879,6416,13295,5987,5572,2962,1460,1502,2759,1359,1400,3538,1729,1809,4036,1868,2168,0.004287326,0.0024821360000000002,0.044076721,0.04761188400000001,0.015795411999999998,0.014742383999999999,0.00120346,0.001429109,0.000300865,0.0,0.450319669,0.419104927,0.517412561,0.482587439,0.22279052300000002,0.207521625,0.26611508100000003,0.303572772
2876,2876,9160,202051115,2020,51,115,Virginia,Mathews County,,,,,,,,0,0.0,0.0,4.1,0,62,27,404,358,105,139,10,17,9,2,4567,4235,8802,3989,3734,1534,766,768,1499,744,755,2238,1096,1142,3531,1629,1902,0.0070438540000000004,0.003067485,0.045898659,0.040672573999999996,0.011929107,0.015791865,0.001136105,0.001931379,0.001022495,0.000227221,0.453192456,0.42422176799999994,0.51885935,0.48114065,0.17427857300000002,0.17030220399999998,0.254260395,0.40115882799999997
2877,2877,9161,202051117,2020,51,117,Virginia,Mecklenburg County,,,,,,,,0,0.0,0.0,4.0,0,143,129,5521,5093,382,553,53,58,10,20,15765,14885,30650,9766,9314,6262,3176,3086,6147,3207,2940,7849,3787,4062,10392,4715,5677,0.004665579,0.004208809,0.18013050600000002,0.166166395,0.012463295,0.018042414,0.001729201,0.001892333,0.000326264,0.000652529,0.31862969,0.303882545,0.514355628,0.48564437200000005,0.20430668800000001,0.20055464899999997,0.25608482899999996,0.339053834
