Start Date,End Date,Approving,Disapproving,Unsure/NoData,President
30722,30725,55,35,8,Ronald Reagan
30711,30718,52,37,9,Ronald Reagan
30708,30711,55,36,8,Ronald Reagan
30694,30697,52,37,9,Ronald Reagan
30659,30662,53,37,8,Ronald Reagan
30638,30641,52,37,10,Ronald Reagan
30596,30603,45,43,10,Ronald Reagan
30572,30572,47,42,10,Ronald Reagan
30568,30571,47,41,10,Ronald Reagan
30547,30550,42,46,11,Ronald Reagan
30540,30543,43,44,11,Ronald Reagan
30533,30536,43,46,9,Ronald Reagan
30526,30530,44,42,13,Ronald Reagan
30519,30522,42,46,10,Ronald Reagan
30491,30494,46,43,9,Ronald Reagan
30477,30480,43,45,11,Ronald Reagan
30456,30459,45,42,11,Ronald Reagan
30449,30452,43,45,11,Ronald Reagan
30435,30438,42,46,10,Ronald Reagan
30421,30424,40,49,10,Ronald Reagan
30386,30389,40,49,10,Ronald Reagan
30344,30347,35,56,8,Ronald Reagan
30337,30340,37,52,9,Ronald Reagan
30327,30327,36,54,9,Ronald Reagan
30295,30298,41,50,8,Ronald Reagan
30274,30277,43,46,9,Ronald Reagan
30260,30263,42,47,10,Ronald Reagan
30239,30242,41,47,10,Ronald Reagan
30211,30214,42,47,9,Ronald Reagan
30187,30187,41,45,12,Ronald Reagan
30176,30179,40,48,10,Ronald Reagan
30162,30165,40,46,12,Ronald Reagan
30155,30158,42,46,11,Ronald Reagan
30127,30130,44,45,10,Ronald Reagan
30113,30116,44,45,9,Ronald Reagan
30085,30088,44,44,10,Ronald Reagan
30071,30074,44,45,9,Ronald Reagan
30064,30067,43,47,9,Ronald Reagan
30043,30046,45,46,8,Ronald Reagan
30022,30025,46,44,9,Ronald Reagan
29987,29990,46,43,10,Ronald Reagan
29973,29976,47,41,11,Ronald Reagan
29956,29956,49,39,11,Ronald Reagan
29931,29934,48,41,10,Ronald Reagan
29910,29913,54,36,8,Ronald Reagan
29903,29906,48,40,10,Ronald Reagan
29889,29893,54,34,11,Ronald Reagan
29847,29850,51,37,10,Ronald Reagan
29812,29815,59,29,10,Ronald Reagan
29798,29801,59,28,12,Ronald Reagan
29791,29794,55,30,13,Ronald Reagan
29784,29787,59,29,10,Ronald Reagan
29763,29766,57,30,12,Ronald Reagan
29753,29753,58,28,12,Ronald Reagan
29742,29745,58,28,12,Ronald Reagan
29714,29717,68,21,11,Ronald Reagan
29686,29689,66,19,13,Ronald Reagan
29676,29676,66,18,15,Ronald Reagan
29630,29633,55,17,26,Ronald Reagan
29616,29619,51,13,36,Ronald Reagan
33977,33980,56,37,7,George H.W. Bush
33956,33958,49,40,10,George H.W. Bush
33942,33944,48,47,3,George H.W. Bush
33928,33930,42,46,11,George H.W. Bush
33928,33930,42,46,11,George H.W. Bush
33899,33900,37,58,4,George H.W. Bush
33889,33891,34,56,9,George H.W. Bush
33871,33890,29,59,10,George H.W. Bush
33878,33880,33,57,8,George H.W. Bush
33864,33867,36,53,9,George H.W. Bush
33858,33862,39,54,6,George H.W. Bush
33857,33858,35,58,6,George H.W. Bush
33847,33849,39,53,6,George H.W. Bush
33837,33839,39,54,6,George H.W. Bush
33837,33837,37,55,6,George H.W. Bush
33829,33830,36,57,5,George H.W. Bush
33826,33828,35,58,6,George H.W. Bush
33822,33823,34,59,6,George H.W. Bush
33816,33818,29,59,10,George H.W. Bush
33809,33811,31,59,9,George H.W. Bush
33808,33809,31,59,8,George H.W. Bush
33781,33786,38,54,6,George H.W. Bush
33767,33769,36,54,8,George H.W. Bush
33759,33763,36,56,6,George H.W. Bush
33742,33744,41,51,7,George H.W. Bush
33717,33738,40,48,10,George H.W. Bush
33731,33734,40,52,6,George H.W. Bush
33714,33716,42,47,10,George H.W. Bush
33703,33706,39,53,6,George H.W. Bush
33689,33692,41,51,7,George H.W. Bush
33675,33691,40,48,10,George H.W. Bush
33683,33685,40,49,9,George H.W. Bush
33674,33675,41,46,11,George H.W. Bush
33662,33664,41,52,5,George H.W. Bush
33648,33661,38,50,10,George H.W. Bush
33654,33655,41,51,7,George H.W. Bush
33653,33654,38,47,13,George H.W. Bush
33640,33643,43,47,8,George H.W. Bush
33634,33636,46,48,5,George H.W. Bush
33631,33631,43,51,4,George H.W. Bush
33619,33622,45,47,6,George H.W. Bush
33606,33609,46,46,7,George H.W. Bush
33563,33566,51,39,9,George H.W. Bush
33535,33538,62,29,8,George H.W. Bush
33528,33531,65,26,7,George H.W. Bush
33521,33524,65,27,6,George H.W. Bush
33482,33511,62,27,9,George H.W. Bush
33507,33510,66,24,9,George H.W. Bush
33491,33491,65,25,9,George H.W. Bush
33479,33484,68,22,9,George H.W. Bush
33451,33480,69,21,9,George H.W. Bush
33473,33475,73,18,7,George H.W. Bush
33458,33473,67,22,10,George H.W. Bush
33458,33461,70,21,7,George H.W. Bush
33444,33447,70,20,8,George H.W. Bush
33426,33444,67,23,9,George H.W. Bush
33437,33440,69,21,9,George H.W. Bush
33430,33433,71,20,7,George H.W. Bush
33415,33418,71,21,6,George H.W. Bush
33395,33409,69,19,10,George H.W. Bush
33402,33405,72,19,8,George H.W. Bush
33388,33391,73,17,9,George H.W. Bush
33381,33384,76,15,7,George H.W. Bush
33374,33377,76,15,7,George H.W. Bush
33360,33363,74,19,6,George H.W. Bush
33353,33356,76,15,8,George H.W. Bush
33351,33353,73,13,13,George H.W. Bush
33339,33342,77,12,10,George H.W. Bush
33332,33334,82,12,5,George H.W. Bush
33325,33327,81,11,6,George H.W. Bush
33318,33321,83,10,5,George H.W. Bush
33311,33314,86,9,4,George H.W. Bush
33304,33307,87,8,4,George H.W. Bush
33285,33304,79,14,6,George H.W. Bush
33297,33300,89,7,3,George H.W. Bush
33290,33293,80,13,6,George H.W. Bush
33283,33286,80,13,6,George H.W. Bush
33283,33284,79,15,5,George H.W. Bush
33276,33279,78,17,3,George H.W. Bush
33264,33276,74,18,7,George H.W. Bush
33261,33264,82,12,4,George H.W. Bush
33262,33263,86,9,4,George H.W. Bush
33257,33260,79,14,5,George H.W. Bush
33255,33258,82,11,5,George H.W. Bush
33255,33256,82,12,4,George H.W. Bush
33249,33251,64,24,10,George H.W. Bush
33248,33249,64,26,9,George H.W. Bush
33241,33244,58,30,10,George H.W. Bush
33214,33230,62,27,10,George H.W. Bush
33220,33223,62,30,6,George H.W. Bush
33213,33216,57,33,9,George H.W. Bush
33213,33214,62,27,9,George H.W. Bush
33206,33209,60,29,10,George H.W. Bush
33186,33202,51,36,12,George H.W. Bush
33192,33195,54,32,13,George H.W. Bush
33192,33193,58,32,8,George H.W. Bush
33185,33188,57,33,8,George H.W. Bush
33171,33174,54,35,10,George H.W. Bush
33164,33167,52,36,10,George H.W. Bush
33164,33165,56,32,10,George H.W. Bush
33157,33160,56,33,10,George H.W. Bush
33137,33155,66,22,11,George H.W. Bush
33149,33150,65,25,9,George H.W. Bush
33143,33146,67,19,12,George H.W. Bush
33130,33132,73,16,9,George H.W. Bush
33127,33128,54,34,11,George H.W. Bush
33126,33127,76,15,7,George H.W. Bush
33115,33118,74,17,8,George H.W. Bush
33095,33111,68,20,11,George H.W. Bush
33108,33111,75,16,7,George H.W. Bush
33108,33109,73,16,10,George H.W. Bush
33101,33104,74,16,8,George H.W. Bush
33094,33097,74,15,10,George H.W. Bush
33074,33097,61,26,12,George H.W. Bush
33094,33095,75,15,9,George H.W. Bush
33073,33076,60,25,14,George H.W. Bush
33061,33069,59,24,15,George H.W. Bush
33066,33067,64,26,9,George H.W. Bush
33059,33062,63,24,12,George H.W. Bush
33038,33041,69,16,14,George H.W. Bush
32997,33015,65,20,13,George H.W. Bush
32997,33015,67,19,13,George H.W. Bush
32969,32981,71,15,13,George H.W. Bush
32968,32971,67,16,16,George H.W. Bush
32948,32961,73,18,8,George H.W. Bush
32940,32943,68,18,13,George H.W. Bush
32913,32943,72,15,11,George H.W. Bush
32919,32922,73,15,11,George H.W. Bush
32912,32915,73,16,10,George H.W. Bush
32850,32881,66,15,17,George H.W. Bush
32877,32880,79,10,9,George H.W. Bush
32849,32852,71,20,8,George H.W. Bush
32822,32837,63,22,14,George H.W. Bush
32821,32824,69,17,13,George H.W. Bush
32794,32804,59,22,17,George H.W. Bush
32786,32789,67,20,12,George H.W. Bush
32786,32787,66,17,15,George H.W. Bush
32773,32782,66,18,14,George H.W. Bush
32758,32761,69,16,13,George H.W. Bush
32735,32747,64,18,17,George H.W. Bush
32728,32740,60,20,19,George H.W. Bush
32730,32733,69,18,12,George H.W. Bush
32695,32698,66,18,15,George H.W. Bush
32668,32681,63,16,20,George H.W. Bush
32667,32670,69,14,16,George H.W. Bush
32660,32661,62,18,19,George H.W. Bush
32643,32646,62,17,19,George H.W. Bush
32640,32640,61,22,16,George H.W. Bush
32633,32636,58,18,23,George H.W. Bush
32632,32635,56,22,22,George H.W. Bush
32633,32633,55,23,20,George H.W. Bush
32608,32614,57,15,26,George H.W. Bush
32605,32608,54,18,27,George H.W. Bush
32577,32580,56,16,27,George H.W. Bush
32576,32577,62,15,22,George H.W. Bush
32567,32569,62,13,24,George H.W. Bush
32563,32566,60,11,27,George H.W. Bush
32532,32534,51,6,43,George H.W. Bush
36901,36905,66,29,5,Bill Clinton
36896,36898,63,31,4,Bill Clinton
36875,36877,71,26,1,Bill Clinton
36862,36864,59,35,5,Bill Clinton
36843,36845,63,32,4,Bill Clinton
36824,36825,56,38,5,Bill Clinton
36805,36808,58,36,4,Bill Clinton
36780,36782,60,34,5,Bill Clinton
36767,36772,62,35,2,Bill Clinton
36756,36757,61,35,3,Bill Clinton
36749,36750,57,38,3,Bill Clinton
36742,36743,63,32,4,Bill Clinton
36732,36733,56,39,4,Bill Clinton
36721,36723,59,36,3,Bill Clinton
36713,36716,59,35,5,Bill Clinton
36699,36702,54,39,5,Bill Clinton
36683,36684,59,36,3,Bill Clinton
36664,36667,57,36,5,Bill Clinton
36650,36653,57,36,6,Bill Clinton
36644,36646,58,39,2,Bill Clinton
36615,36618,62,33,3,Bill Clinton
36602,36604,55,39,5,Bill Clinton
36595,36597,63,34,3,Bill Clinton
36581,36583,56,39,3,Bill Clinton
36570,36571,61,34,4,Bill Clinton
36560,36561,62,33,3,Bill Clinton
36550,36551,64,31,3,Bill Clinton
36542,36544,61,35,3,Bill Clinton
36538,36541,59,36,4,Bill Clinton
36532,36535,63,34,2,Bill Clinton
36514,36515,57,35,6,Bill Clinton
36503,36506,56,41,2,Bill Clinton
36482,36485,59,36,5,Bill Clinton
36468,36471,58,38,4,Bill Clinton
36454,36457,59,35,4,Bill Clinton
36441,36443,56,38,4,Bill Clinton
36426,36429,59,37,2,Bill Clinton
36413,36417,60,38,1,Bill Clinton
36396,36398,59,35,5,Bill Clinton
36388,36390,59,35,4,Bill Clinton
36375,36376,60,35,4,Bill Clinton
36364,36366,64,30,4,Bill Clinton
36357,36359,57,38,3,Bill Clinton
36354,36355,58,36,4,Bill Clinton
36336,36338,57,40,1,Bill Clinton
36322,36324,61,34,3,Bill Clinton
36315,36316,59,35,4,Bill Clinton
36301,36303,56,39,4,Bill Clinton
36287,36289,60,35,5,Bill Clinton
36280,36282,60,36,3,Bill Clinton
36276,36277,59,35,4,Bill Clinton
36263,36264,59,35,4,Bill Clinton
36256,36257,58,35,6,Bill Clinton
36249,36250,64,31,4,Bill Clinton
36238,36240,64,33,3,Bill Clinton
36231,36233,61,34,3,Bill Clinton
36224,36226,67,28,3,Bill Clinton
36217,36219,65,30,3,Bill Clinton
36210,36212,66,29,4,Bill Clinton
36203,36204,66,31,2,Bill Clinton
36200,36200,69,27,2,Bill Clinton
36199,36200,62,34,3,Bill Clinton
36195,36199,65,33,2,Bill Clinton
36193,36198,59,37,3,Bill Clinton
36187,36187,67,31,2,Bill Clinton
36182,36184,69,29,2,Bill Clinton
36175,36177,69,29,2,Bill Clinton
36168,36170,67,30,3,Bill Clinton
36166,36166,63,34,3,Bill Clinton
36141,36142,63,34,2,Bill Clinton
36133,36135,65,29,4,Bill Clinton
36119,36121,65,30,4,Bill Clinton
36112,36114,65,31,3,Bill Clinton
36097,36100,65,30,3,Bill Clinton
36091,36093,65,31,2,Bill Clinton
36077,36080,65,31,3,Bill Clinton
36074,36075,63,33,3,Bill Clinton
36061,36062,65,30,3,Bill Clinton
36059,36059,65,31,3,Bill Clinton
36058,36058,59,34,5,Bill Clinton
36052,36053,63,34,2,Bill Clinton
36049,36050,63,34,2,Bill Clinton
36048,36048,59,36,3,Bill Clinton
36039,36039,62,32,4,Bill Clinton
36028,36030,61,34,3,Bill Clinton
36027,36027,60,34,5,Bill Clinton
36025,36025,65,29,5,Bill Clinton
36024,36024,61,32,5,Bill Clinton
36017,36019,64,29,5,Bill Clinton
36014,36015,63,31,4,Bill Clinton
36005,36005,64,31,3,Bill Clinton
35989,35990,63,31,6,Bill Clinton
35983,35984,61,33,5,Bill Clinton
35968,35969,60,33,6,Bill Clinton
35951,35953,60,33,5,Bill Clinton
35923,35925,64,30,4,Bill Clinton
35902,35904,63,30,5,Bill Clinton
35886,35886,67,28,4,Bill Clinton
35874,35876,65,28,5,Bill Clinton
35870,35870,66,29,4,Bill Clinton
35860,35863,63,31,6,Bill Clinton
35846,35848,65,29,5,Bill Clinton
35839,35841,66,29,3,Bill Clinton
35825,35827,68,28,3,Bill Clinton
35823,35823,66,27,5,Bill Clinton
35820,35821,59,37,4,Bill Clinton
35819,35820,60,35,5,Bill Clinton
35811,35813,59,30,10,Bill Clinton
35801,35802,59,31,9,Bill Clinton
35782,35785,55,36,7,Bill Clinton
35755,35757,60,30,9,Bill Clinton
35740,35743,58,31,9,Bill Clinton
35730,35732,58,32,9,Bill Clinton
35706,35708,55,35,8,Bill Clinton
35698,35701,57,32,9,Bill Clinton
35679,35680,60,27,11,Bill Clinton
35664,35667,60,33,6,Bill Clinton
35654,35655,60,32,7,Bill Clinton
35636,35638,58,34,7,Bill Clinton
35607,35610,55,35,9,Bill Clinton
35580,35582,56,35,8,Bill Clinton
35556,35557,57,35,7,Bill Clinton
35538,35540,54,37,9,Bill Clinton
35531,35533,54,36,9,Bill Clinton
35513,35515,59,35,6,Bill Clinton
35485,35487,56,32,10,Bill Clinton
35461,35463,59,30,9,Bill Clinton
35440,35443,61,30,7,Bill Clinton
35433,35435,57,34,7,Bill Clinton
35408,35410,57,34,8,Bill Clinton
35390,35393,57,34,7,Bill Clinton
35363,35365,54,36,9,Bill Clinton
35339,35340,58,34,8,Bill Clinton
35307,35309,60,33,7,Bill Clinton
35300,35302,52,39,8,Bill Clinton
35293,35295,52,39,9,Bill Clinton
35282,35284,57,36,6,Bill Clinton
35272,35274,57,35,7,Bill Clinton
35264,35267,56,35,8,Bill Clinton
35243,35246,51,41,6,Bill Clinton
35234,35235,57,36,5,Bill Clinton
35213,35214,53,38,8,Bill Clinton
35194,35197,54,38,6,Bill Clinton
35180,35183,56,36,7,Bill Clinton
35164,35165,53,40,6,Bill Clinton
35139,35141,52,38,8,Bill Clinton
35132,35134,54,37,8,Bill Clinton
35118,35120,53,40,6,Bill Clinton
35090,35093,52,42,6,Bill Clinton
35076,35079,46,46,7,Bill Clinton
35069,35071,42,49,8,Bill Clinton
35048,35051,50,43,5,Bill Clinton
35020,35021,53,37,9,Bill Clinton
35009,35011,52,40,7,Bill Clinton
34991,34994,49,39,11,Bill Clinton
34977,34979,46,42,11,Bill Clinton
34964,34966,47,43,8,Bill Clinton
34956,34959,43,43,12,Bill Clinton
34939,34941,45,43,11,Bill Clinton
34915,34918,45,42,12,Bill Clinton
34900,34903,46,43,9,Bill Clinton
34887,34889,47,43,9,Bill Clinton
34855,34856,46,42,10,Bill Clinton
34830,34833,50,42,7,Bill Clinton
34810,34813,50,39,9,Bill Clinton
34806,34808,46,45,8,Bill Clinton
34794,34795,46,44,8,Bill Clinton
34785,34787,43,47,9,Bill Clinton
34775,34777,44,45,9,Bill Clinton
34754,34756,42,47,9,Bill Clinton
34733,34735,48,44,6,Bill Clinton
34715,34717,46,45,7,Bill Clinton
34696,34698,40,51,8,Bill Clinton
34684,34686,42,52,4,Bill Clinton
34670,34673,42,50,7,Bill Clinton
34666,34667,43,48,7,Bill Clinton
34640,34644,45,46,7,Bill Clinton
34629,34632,47,46,5,Bill Clinton
34625,34626,41,52,7,Bill Clinton
34614,34616,42,51,5,Bill Clinton
34600,34602,43,51,4,Bill Clinton
34593,34595,42,50,8,Bill Clinton
34583,34584,39,53,6,Bill Clinton
34561,34562,39,51,8,Bill Clinton
34554,34555,43,48,8,Bill Clinton
34530,34532,42,48,8,Bill Clinton
34516,34518,43,48,8,Bill Clinton
34510,34513,44,47,8,Bill Clinton
34496,34497,49,43,7,Bill Clinton
34488,34491,45,47,7,Bill Clinton
34474,34476,50,42,6,Bill Clinton
34446,34448,48,44,7,Bill Clinton
34440,34442,50,40,8,Bill Clinton
34421,34423,50,42,7,Bill Clinton
34418,34420,52,40,6,Bill Clinton
34404,34406,50,41,8,Bill Clinton
34400,34401,50,41,8,Bill Clinton
34391,34393,53,40,5,Bill Clinton
34362,34364,57,34,7,Bill Clinton
34349,34351,53,38,8,Bill Clinton
34340,34342,54,38,7,Bill Clinton
34320,34322,47,42,9,Bill Clinton
34307,34309,52,38,9,Bill Clinton
34292,34294,47,43,8,Bill Clinton
34288,34289,49,42,7,Bill Clinton
34275,34277,47,44,7,Bill Clinton
34270,34272,47,44,7,Bill Clinton
34255,34260,47,44,9,Bill Clinton
34250,34252,50,41,8,Bill Clinton
34236,34238,56,34,8,Bill Clinton
34225,34227,46,42,10,Bill Clinton
34222,34224,46,41,11,Bill Clinton
34204,34206,44,46,8,Bill Clinton
34189,34191,43,47,8,Bill Clinton
34169,34171,41,48,9,Bill Clinton
34159,34161,49,43,7,Bill Clinton
34149,34150,45,47,6,Bill Clinton
34138,34141,38,50,10,Bill Clinton
34125,34126,36,49,14,Bill Clinton
34110,34112,43,45,10,Bill Clinton
34099,34101,45,44,10,Bill Clinton
34081,34083,55,37,8,Bill Clinton
34057,34059,51,36,11,Bill Clinton
34040,34042,53,34,13,Bill Clinton
34026,34028,58,28,12,Bill Clinton
34012,34014,51,33,15,Bill Clinton
33998,34000,53,30,16,Bill Clinton
33993,33995,58,20,22,Bill Clinton
39822,39824,34,61,5,George W. Bush
39794,39796,29,67,4,George W. Bush
39786,39789,32,61,7,George W. Bush
39765,39768,29,66,4,George W. Bush
39759,39761,28,68,5,George W. Bush
39752,39754,25,70,5,George W. Bush
39744,39747,31,66,3,George W. Bush
39731,39733,25,71,4,George W. Bush
39724,39726,25,70,6,George W. Bush
39717,39718,27,69,4,George W. Bush
39696,39698,33,64,3,George W. Bush
39681,39683,29,66,5,George W. Bush
39667,39670,33,61,6,George W. Bush
39654,39656,32,65,3,George W. Bush
39639,39642,31,61,8,George W. Bush
39614,39618,28,68,4,George W. Bush
39608,39611,30,64,6,George W. Bush
39598,39600,28,68,4,George W. Bush
39569,39571,28,67,5,George W. Bush
39556,39558,28,69,4,George W. Bush
39544,39547,28,67,5,George W. Bush
39521,39523,32,64,4,George W. Bush
39513,39516,32,64,4,George W. Bush
39499,39502,32,62,5,George W. Bush
39489,39492,31,65,4,George W. Bush
39486,39488,33,61,5,George W. Bush
39477,39480,34,61,5,George W. Bush
39457,39460,34,60,6,George W. Bush
39451,39453,32,64,4,George W. Bush
39430,39432,32,65,3,George W. Bush
39422,39425,37,57,5,George W. Bush
39416,39418,34,62,4,George W. Bush
39397,39400,32,61,7,George W. Bush
39388,39390,31,64,5,George W. Bush
39367,39369,32,64,3,George W. Bush
39359,39362,32,64,4,George W. Bush
39339,39341,36,62,2,George W. Bush
39332,39333,33,62,5,George W. Bush
39307,39310,32,63,5,George W. Bush
39297,39299,34,62,4,George W. Bush
39275,39278,31,63,6,George W. Bush
39269,39271,29,66,5,George W. Bush
39244,39247,32,65,3,George W. Bush
39234,39236,32,62,6,George W. Bush
39212,39215,33,62,5,George W. Bush
39206,39208,34,63,3,George W. Bush
39185,39187,36,60,4,George W. Bush
39174,39177,38,58,4,George W. Bush
39164,39166,34,62,4,George W. Bush
39152,39155,35,61,4,George W. Bush
39143,39145,33,63,4,George W. Bush
39122,39124,37,59,3,George W. Bush
39114,39117,32,65,4,George W. Bush
39094,39096,34,63,4,George W. Bush
39087,39089,37,59,4,George W. Bush
39062,39065,35,61,4,George W. Bush
39059,39061,38,59,4,George W. Bush
39030,39033,33,62,4,George W. Bush
39023,39026,38,56,6,George W. Bush
39010,39012,37,58,4,George W. Bush
38999,39002,37,57,6,George W. Bush
38996,38998,37,59,4,George W. Bush
38975,38977,44,51,5,George W. Bush
38967,38970,39,56,5,George W. Bush
38947,38949,42,54,4,George W. Bush
38936,38939,37,59,4,George W. Bush
38926,38928,40,56,4,George W. Bush
38919,38921,37,59,4,George W. Bush
38904,38907,40,55,5,George W. Bush
38891,38893,37,60,3,George W. Bush
38877,38879,38,56,6,George W. Bush
38869,38872,36,57,6,George W. Bush
38845,38848,33,61,6,George W. Bush
38842,38844,31,65,5,George W. Bush
38835,38837,34,63,3,George W. Bush
38817,38820,36,59,5,George W. Bush
38814,38816,37,60,3,George W. Bush
38789,38792,37,59,5,George W. Bush
38786,38788,36,60,4,George W. Bush
38776,38777,38,60,2,George W. Bush
38757,38760,39,56,4,George W. Bush
38754,38757,42,55,4,George W. Bush
38737,38739,43,54,4,George W. Bush
38726,38729,43,53,4,George W. Bush
38723,38725,43,54,3,George W. Bush
38705,38708,43,53,4,George W. Bush
38702,38704,41,56,3,George W. Bush
38695,38697,42,55,3,George W. Bush
38691,38694,43,51,4,George W. Bush
38673,38676,38,56,4,George W. Bush
38667,38669,36,60,3,George W. Bush
38663,38666,40,54,4,George W. Bush
38653,38655,40,56,2,George W. Bush
38649,38652,40,55,3,George W. Bush
38646,38648,41,54,3,George W. Bush
38638,38641,39,57,3,George W. Bush
38621,38623,45,50,4,George W. Bush
38611,38613,39,57,2,George W. Bush
38607,38610,44,52,3,George W. Bush
38603,38606,46,50,3,George W. Bush
38592,38594,45,52,2,George W. Bush
38586,38589,39,55,4,George W. Bush
38572,38575,45,50,4,George W. Bush
38555,38557,48,47,3,George W. Bush
38540,38543,48,48,3,George W. Bush
38509,38529,41,52,6,George W. Bush
38519,38522,47,50,2,George W. Bush
38509,38511,47,48,4,George W. Bush
38495,38498,47,47,4,George W. Bush
38492,38494,45,50,3,George W. Bush
38474,38477,50,45,4,George W. Bush
38471,38473,47,49,3,George W. Bush
38460,38463,47,48,3,George W. Bush
38446,38449,50,44,4,George W. Bush
38443,38444,47,48,3,George W. Bush
38429,38431,51,44,4,George W. Bush
38418,38421,52,43,4,George W. Bush
38408,38410,52,45,2,George W. Bush
38404,38407,51,45,3,George W. Bush
38390,38393,48,47,3,George W. Bush
38387,38389,57,39,3,George W. Bush
38359,38361,51,44,3,George W. Bush
38355,38357,51,44,3,George W. Bush
38338,38340,49,46,4,George W. Bush
38326,38329,52,44,3,George W. Bush
38298,38301,53,44,2,George W. Bush
38289,38291,47,47,4,George W. Bush
38282,38284,50,46,3,George W. Bush
38274,38276,51,46,2,George W. Bush
38271,38274,48,48,2,George W. Bush
38269,38270,47,48,3,George W. Bush
38261,38263,49,48,1,George W. Bush
38254,38256,53,44,1,George W. Bush
38243,38245,51,45,3,George W. Bush
38233,38235,51,46,2,George W. Bush
38222,38224,49,46,3,George W. Bush
38208,38210,51,45,3,George W. Bush
38198,38199,46,49,3,George W. Bush
38187,38189,48,47,3,George W. Bush
38176,38179,47,49,3,George W. Bush
38147,38167,52,44,2,George W. Bush
38159,38161,47,48,3,George W. Bush
38141,38144,48,49,2,George W. Bush
38128,38130,46,48,4,George W. Bush
38114,38116,46,50,2,George W. Bush
38109,38111,48,48,3,George W. Bush
38093,38095,51,44,3,George W. Bush
38082,38085,51,45,3,George W. Bush
38072,38074,54,43,2,George W. Bush
38054,38057,51,45,2,George W. Bush
38051,38053,50,46,2,George W. Bush
38033,38034,52,45,2,George W. Bush
38026,38029,51,45,2,George W. Bush
38023,38025,51,44,4,George W. Bush
38015,38018,51,46,2,George W. Bush
37998,38001,53,43,2,George W. Bush
37995,37997,58,37,3,George W. Bush
37988,37991,60,35,4,George W. Bush
37970,37971,62,34,2,George W. Bush
37966,37969,55,40,3,George W. Bush
37939,37941,50,46,3,George W. Bush
37928,37930,53,43,3,George W. Bush
37918,37921,62,34,3,George W. Bush
37918,37920,53,42,4,George W. Bush
37904,37906,55,40,3,George W. Bush
37900,37902,54,41,3,George W. Bush
37883,37885,49,47,3,George W. Bush
37872,37874,52,42,4,George W. Bush
37858,37859,59,37,3,George W. Bush
37837,37839,60,35,3,George W. Bush
37820,37822,59,37,3,George W. Bush
37809,37811,62,33,4,George W. Bush
37799,37801,61,35,3,George W. Bush
37784,37787,56,36,6,George W. Bush
37781,37782,61,34,3,George W. Bush
37771,37773,63,32,4,George W. Bush
37760,37762,65,30,3,George W. Bush
37746,37748,69,28,2,George W. Bush
37733,37734,70,26,3,George W. Bush
37725,37727,70,24,4,George W. Bush
37718,37720,68,26,4,George W. Bush
37716,37717,70,26,3,George W. Bush
37709,37710,70,25,3,George W. Bush
37704,37705,69,27,3,George W. Bush
37702,37703,70,25,3,George W. Bush
37694,37695,58,37,4,George W. Bush
37683,37685,57,37,5,George W. Bush
37676,37678,56,37,5,George W. Bush
37669,37671,57,37,5,George W. Bush
37659,37661,61,33,4,George W. Bush
37655,37658,59,34,6,George W. Bush
37652,37654,60,35,4,George W. Bush
37644,37646,59,35,4,George W. Bush
37641,37643,58,35,6,George W. Bush
37634,37637,61,33,5,George W. Bush
37631,37633,57,37,5,George W. Bush
37624,37626,63,31,4,George W. Bush
37609,37612,61,32,6,George W. Bush
37606,37607,63,32,3,George W. Bush
37595,37598,63,29,7,George W. Bush
37571,37574,66,25,7,George W. Bush
37568,37570,68,26,4,George W. Bush
37560,37563,63,29,7,George W. Bush
37550,37551,66,28,4,George W. Bush
37543,37546,62,30,6,George W. Bush
37532,37535,67,27,4,George W. Bush
37522,37524,67,26,6,George W. Bush
37517,37517,66,29,4,George W. Bush
37512,37515,70,25,4,George W. Bush
37504,37507,65,30,4,George W. Bush
37501,37503,66,28,4,George W. Bush
37487,37489,65,27,6,George W. Bush
37466,37468,70,23,5,George W. Bush
37463,37465,68,25,5,George W. Bush
37459,37461,68,24,7,George W. Bush
37446,37448,72,21,5,George W. Bush
37442,37445,75,18,6,George W. Bush
37428,37430,73,20,6,George W. Bush
37424,37426,74,19,6,George W. Bush
37414,37415,74,18,7,George W. Bush
37410,37413,70,23,6,George W. Bush
37404,37405,76,16,6,George W. Bush
37396,37398,76,17,6,George W. Bush
37382,37385,75,19,4,George W. Bush
37375,37377,77,19,3,George W. Bush
37368,37370,76,16,6,George W. Bush
37354,37357,74,19,5,George W. Bush
37351,37353,75,19,5,George W. Bush
37337,37339,78,17,3,George W. Bush
37333,37335,79,15,4,George W. Bush
37323,37324,79,14,5,George W. Bush
37319,37322,76,18,5,George W. Bush
37316,37318,80,14,4,George W. Bush
37295,37297,81,13,4,George W. Bush
37291,37293,81,14,4,George W. Bush
37281,37283,84,13,2,George W. Bush
37267,37270,82,12,4,George W. Bush
37239,37241,85,10,3,George W. Bush
37231,37234,85,10,3,George W. Bush
37221,37222,87,8,4,George W. Bush
37204,37210,84,11,3,George W. Bush
37203,37206,86,9,3,George W. Bush
37197,37199,87,8,3,George W. Bush
37183,37185,88,9,2,George W. Bush
37175,37178,89,8,2,George W. Bush
37169,37171,87,9,3,George W. Bush
37155,37156,89,6,4,George W. Bush
37148,37149,85,9,4,George W. Bush
37141,37145,51,39,9,George W. Bush
37127,37129,55,35,9,George W. Bush
37119,37122,57,33,8,George W. Bush
37113,37115,57,35,7,George W. Bush
37106,37108,55,34,10,George W. Bush
37091,37094,55,33,10,George W. Bush
