,YEAR_FIPS,STATE_FIPS,COUNTY_FIPS,HOUSE_WINNING_BINARY,SENATE_WINNING_BINARY,UNEMPLOYMENT_RATE,AVG_WAGE_SALARY,AA_FEMALE,AA_MALE,BA_FEMALE,BA_MALE,H_FEMALE,H_MALE,IA_FEMALE,IA_MALE,NA_FEMALE,NA_MALE,TOT_FEMALE,TOT_MALE,TOT_POP,WA_FEMALE,WA_MALE,TOT_POP_LESS19,TOT_MALE_LESS19,TOT_FEMALE_LESS19,TOT_POP_20to39,TOT_MALE_20to39,TOT_FEMALE_20to39,TOT_POP_40to59,TOT_MALE_40to59,TOT_FEMALE_40to59,TOT_POP_Above60,TOT_MALE_Above60,TOT_FEMALE_Above60,AA_FEMALE%,AA_MALE%,BA_FEMALE%,BA_MALE%,H_FEMALE%,H_MALE%,IA_FEMALE%,IA_MALE%,NA_FEMALE%,NA_MALE%,WA_FEMALE%,WA_MALE%,TOT_FEMALE%,TOT_MALE%,TOT_POP_LESS19%,TOT_POP_20to39%,TOT_POP_40to59%,TOT_POP_Above60%,COUNTY_TOTALVOTES
525,20166035,6,35,0,-1,6.9,45623,167,252,130,2634,1361,4451,506,825,91,134,11496,20214,31710,10108,15801,6120,3209,2911,10749,8263,2486,8965,5752,3213,5876,2990,2886,0.0052664769999999994,0.00794702,0.004099653,0.083065279,0.042920214000000005,0.140365815,0.015957111,0.026017029,0.002869757,0.0042257959999999995,0.318763797,0.49829706700000004,0.36253547799999997,0.637464522,0.19299905399999998,0.33897824,0.282718385,0.18530432,12911
526,20166037,6,37,0,-1,5.3,60735,787633,694303,487224,435425,2432905,2419970,71300,74407,18934,18553,5097742,4950666,10048408,3583400,3583839,2575089,1314710,1260379,3034406,1536476,1497930,2708020,1333267,1374753,1730893,766213,964680,0.078383859,0.069095821,0.048487681,0.043332735,0.242118453,0.24083118399999998,0.007095651,0.007404855,0.001884279,0.001846362,0.356613704,0.356657393,0.5073183729999999,0.492681627,0.25626835600000003,0.30197878100000003,0.269497417,0.172255446,3361328
527,20166039,6,39,0,-1,9.2,41632,1853,1741,4301,2119,43119,42974,3472,3451,214,202,79680,73910,153590,67949,64545,46863,23844,23019,42348,19873,22475,36769,17061,19708,27610,13132,14478,0.012064588000000001,0.011335373000000001,0.028003125,0.013796471000000001,0.280740934,0.279796862,0.022605637999999997,0.022468911,0.00139332,0.00131519,0.442405104,0.420242203,0.518783775,0.481216225,0.305117521,0.275721076,0.239397096,0.179764308,40056
528,20166041,6,41,0,-1,3.3,67503,9035,6533,2729,4597,19516,21358,1116,1579,343,299,133303,127132,260435,115063,109486,58479,29582,28897,49685,25829,23856,81191,39698,41493,71080,32023,39057,0.034691957999999995,0.025084954,0.010478622,0.017651237,0.074936164,0.082008947,0.004285138,0.006062933,0.0013170270000000001,0.001148079,0.441810817,0.420396644,0.511847486,0.488152514,0.22454355199999998,0.190776969,0.311751493,0.272927986,142153
529,20166043,6,43,0,-1,6.9,40005,127,130,69,119,876,916,274,333,14,17,8674,9039,17713,7853,8099,3256,1690,1566,3356,1764,1592,5044,2545,2499,6057,3040,3017,0.007169875,0.007339241999999999,0.003895444,0.00671823,0.049455202000000004,0.051713431,0.015468865,0.018799752,0.00079038,0.0009597469999999999,0.443346695,0.45723479899999997,0.48969683299999994,0.510303167,0.183819793,0.189465364,0.284762604,0.34195223799999996,8214
530,20166045,6,45,0,-1,5.3,38648,1074,654,316,534,9889,10932,2774,2747,111,104,43852,43405,87257,37899,37686,21037,10765,10272,20098,10421,9677,22439,11128,11311,23683,11091,12592,0.012308468000000001,0.007495101,0.0036214859999999997,0.006119853000000001,0.113331882,0.125285077,0.031791146,0.031481715,0.001272104,0.001191881,0.434337646,0.431896581,0.502561399,0.49743860100000004,0.241092405,0.23033109100000002,0.257159884,0.27141662,34425
531,20166047,6,47,0,-1,10.6,40999,10364,10561,5181,5782,74577,77599,3061,3305,463,558,131041,133608,264649,107921,109618,89140,45717,43423,75666,39288,36378,60878,30563,30315,38965,18040,20925,0.039161304,0.039905686,0.019576873999999998,0.021847806,0.281795888,0.293214786,0.011566263,0.012488238999999998,0.001749487,0.0021084529999999997,0.407789185,0.414201452,0.49515018,0.50484982,0.33682349100000003,0.285910772,0.230032987,0.14723275,64465
532,20166049,6,49,0,-1,7.8,37101,55,46,23,80,631,663,254,214,11,17,4501,4579,9080,4010,4090,1986,1029,957,1735,896,839,2393,1182,1211,2966,1472,1494,0.0060572690000000005,0.005066079,0.00253304,0.008810573,0.069493392,0.07301762099999999,0.027973567999999997,0.023568282000000003,0.001211454,0.001872247,0.441629956,0.450440529,0.49570484600000003,0.504295154,0.218722467,0.191079295,0.26354625600000003,0.326651982,4738
533,20166051,6,51,0,-1,5.4,39941,164,123,38,72,1823,2032,206,196,12,32,6621,7521,14142,6029,6868,3084,1521,1563,4204,2315,1889,4094,2224,1870,2760,1461,1299,0.011596661999999999,0.008697497,0.0026870320000000002,0.005091218,0.128906802,0.143685476,0.014566539,0.013859426000000001,0.0008485360000000001,0.0022627629999999997,0.42631876700000004,0.485645595,0.46817989,0.53182011,0.218073823,0.29727054199999997,0.289492292,0.19516334300000002,6873
534,20166053,6,53,0,-1,7.7,46635,15538,13244,5917,9223,118969,127339,5443,5911,1283,1315,210074,218906,428980,173938,181248,126371,64561,61810,124982,66517,58465,104257,53853,50404,73370,33975,39395,0.036220802999999996,0.030873234,0.013793183999999998,0.021499837,0.277329945,0.296841345,0.012688237,0.013779197,0.002990815,0.0030654109999999997,0.405468786,0.42250920799999997,0.48970581399999996,0.510294186,0.294584829,0.291346916,0.24303464,0.171033615,126727
535,20166055,6,55,0,-1,4.3,53577,5933,5282,1438,1771,22574,24371,846,885,279,267,70466,70101,140567,59815,59722,34357,17594,16763,35039,18091,16948,38315,19150,19165,32856,15266,17590,0.042207630999999995,0.037576387,0.010229997,0.012598973999999999,0.16059245800000002,0.173376397,0.0060184819999999995,0.00629593,0.001984819,0.00189945,0.42552661700000005,0.424865011,0.5012983129999999,0.498701687,0.244417253,0.249269032,0.272574644,0.23373907100000002,57594
536,20166057,6,57,0,-1,4.8,0,726,559,220,312,4313,4658,600,603,86,80,50044,48545,98589,46869,45620,19524,10050,9474,19650,10139,9511,26957,12977,13980,32458,15379,17079,0.007363905,0.005670004,0.002231486,0.003164653,0.043747274,0.04724665,0.006085871999999999,0.006116300999999999,0.000872308,0.00081145,0.475397864,0.46272910799999994,0.507602268,0.49239773200000003,0.19803426300000002,0.199312297,0.27342807,0.32922537,46687
537,20166059,6,59,0,-1,4.0,489208,322857,291932,31088,33151,532805,536375,16226,16785,5936,6087,1584424,1545898,3130322,1156859,1146458,804834,411183,393651,870617,442411,428206,880403,433548,446855,574468,258756,315712,0.103138591,0.093259415,0.009931246999999999,0.010590283999999998,0.17020772899999997,0.17134818699999999,0.0051834920000000005,0.005362068,0.001896291,0.0019445279999999998,0.369565495,0.36624283399999996,0.50615368,0.49384632,0.257109013,0.278123784,0.28124998,0.183517223,1204140
538,20166061,6,61,0,-1,4.5,55229,13739,11597,2731,3275,24802,24603,2013,1931,470,476,188897,180429,369326,162490,155839,93353,47786,45567,84025,42292,41733,103450,50263,53187,88498,40088,48410,0.037200197000000004,0.031400443,0.007394551,0.008867505,0.06715476299999999,0.06661594400000001,0.005450469,0.005228443,0.001272588,0.001288834,0.439963609,0.421955129,0.511464127,0.48853587299999995,0.252765849,0.22750903,0.28010484,0.23962028100000002,179449
539,20166063,6,63,0,-1,9.7,41575,94,81,80,100,753,795,302,293,10,19,9322,9340,18662,8516,8511,3566,1858,1708,3436,1757,1679,5009,2407,2602,6651,3318,3333,0.0050369740000000005,0.004340371,0.004286786,0.0053584819999999995,0.040349373,0.042599936,0.016182617,0.015700354,0.000535848,0.001018112,0.456328368,0.456060444,0.499517737,0.500482263,0.191083485,0.184117458,0.26840638699999997,0.35639267,8481
540,20166065,6,65,0,-1,6.1,44185,82657,72403,81469,81498,547291,550585,21690,21728,4946,4998,1165354,1152601,2317955,935060,933193,681814,347483,334331,632487,319894,312593,587174,293138,294036,416480,192086,224394,0.03565945,0.031235722999999996,0.035146929,0.03515944,0.236109415,0.237530496,0.009357386,0.00937378,0.0021337770000000003,0.002156211,0.403398685,0.40259323399999997,0.502750916,0.497249084,0.294144623,0.272864227,0.25331553,0.17967561899999998,779343
541,20166067,6,67,0,-1,5.4,58485,120772,111073,82049,78597,165456,166557,11565,11292,9260,8558,754671,720947,1475618,485900,468398,396009,202357,193652,425218,212589,212629,387403,188582,198821,266988,117419,149569,0.08184503,0.075272191,0.05560314400000001,0.053263785,0.11212658,0.112872708,0.007837394000000001,0.007652386999999999,0.006275337,0.005799604,0.329285764,0.31742497,0.511427077,0.488572923,0.26836823600000004,0.288162655,0.262536104,0.180933006,570326
542,20166069,6,69,0,-1,6.7,45283,1024,856,317,402,16766,16983,922,886,95,118,28935,28932,57867,25623,25714,17268,8798,8470,15213,7769,7444,15600,7750,7850,9786,4615,5171,0.017695751000000003,0.014792541999999999,0.005478079,0.006946965,0.289733354,0.293483332,0.015933088,0.015310971999999999,0.001641696,0.002039159,0.442791228,0.4443638,0.5000259220000001,0.499974078,0.298408419,0.262895951,0.269583701,0.169111929,20056
543,20166071,6,71,0,-1,5.8,46431,79033,71335,103036,97461,541704,543465,20946,21441,4753,4854,1055417,1045359,2100776,811884,815130,637475,326678,310797,615878,313698,302180,531700,260768,270932,315723,144215,171508,0.03762086,0.0339565,0.049046638,0.046392857,0.25785900100000003,0.258697262,0.009970600999999999,0.010206229,0.002262497,0.002310575,0.38646861899999996,0.38801376299999996,0.502393877,0.49760612299999996,0.303447393,0.293166906,0.253096951,0.15028875,643068
544,20166073,6,73,0,-1,4.7,59332,205351,181979,84018,96007,542048,532170,20843,21978,9547,9775,1616625,1634368,3250993,1227659,1255314,820304,421626,398678,1014575,535151,479424,837832,415962,421870,578282,261629,316653,0.063165624,0.055976436,0.025843796000000002,0.029531592000000002,0.166733057,0.16369460000000002,0.006411271999999999,0.006760396,0.002936641,0.0030067740000000003,0.37762585200000004,0.38613248299999997,0.497271141,0.502728859,0.25232413600000003,0.31208157,0.257715719,0.17787857399999998,1255594
545,20166075,6,75,0,-1,3.3,102526,158028,137113,23604,25629,61485,68389,2848,3890,1951,2000,417191,433925,851116,213052,247513,128379,64892,63487,316686,163201,153485,232929,125891,107038,173122,79941,93181,0.185671518,0.16109790000000002,0.027732999999999997,0.030112229,0.072240447,0.080352149,0.003346195,0.00457047,0.002292284,0.002349856,0.250320755,0.290809948,0.490169378,0.5098306220000001,0.150836079,0.372083241,0.27367479899999997,0.203405881,364344
546,20166077,6,77,0,-1,8.1,45645,58430,54765,29163,28624,141557,146019,6860,7181,2549,2606,357881,353890,711771,242535,242883,219169,112402,106767,194668,98770,95898,179634,89365,90269,118300,53353,64947,0.08209101,0.076941882,0.040972448,0.040215182,0.19887997699999999,0.205148847,0.009637931,0.010088919,0.003581208,0.00366129,0.34074864,0.341237561,0.50280357,0.49719643,0.307920665,0.273498077,0.252376115,0.166205142,224654
547,20166079,6,79,0,-1,4.3,45416,5320,5150,1456,4443,29020,32082,1872,1938,259,304,136855,141441,278296,123387,124933,63621,32484,31137,77969,42535,35434,68695,34735,33960,68011,31687,36324,0.019116337,0.018505476,0.005231839,0.015965016000000002,0.10427746,0.115280133,0.006726651,0.006963808,0.000930664,0.001092362,0.443366056,0.448921292,0.49176057100000004,0.508239429,0.228609107,0.28016572300000003,0.246841493,0.24438367800000002,121241
548,20166081,6,81,0,-1,3.0,107612,110620,97604,10789,11216,94505,95416,3049,3344,6254,5919,384879,372791,757670,237082,237750,177763,90778,86985,205069,104774,100295,218538,107547,110991,156300,69692,86608,0.146000238,0.128821255,0.014239709,0.014803278000000001,0.124731083,0.125933454,0.004024179,0.004413531,0.008254253000000001,0.007812108000000001,0.312909314,0.313790964,0.507977088,0.49202291200000003,0.23461797399999998,0.27065741,0.28843427899999996,0.206290337,298597
549,20166083,6,83,0,-1,5.1,51377,13014,11867,4572,6027,95117,99480,4552,4854,450,628,219114,220244,439358,188694,189330,118832,60109,58723,134055,70617,63438,102545,51373,51172,83926,38145,45781,0.029620492000000002,0.027009863999999998,0.010406093,0.013717743000000001,0.21649088,0.226421278,0.010360572,0.011047938,0.001024222,0.001429358,0.429476645,0.43092421200000003,0.49871403299999995,0.501285967,0.270467364,0.305115646,0.23339736600000002,0.191019624,161931
550,20166085,6,85,0,-1,3.8,117682,337495,327359,25895,28206,245607,252215,11996,12355,4507,4476,939945,953039,1892984,522735,541955,481734,246881,234853,553763,289248,264515,531622,269106,262516,325865,147804,178061,0.17828729699999998,0.172932788,0.013679461,0.014900284,0.129745946,0.133236731,0.006337085,0.0065267319999999995,0.0023808970000000003,0.002364521,0.27614338,0.286296662,0.496541439,0.503458561,0.254483926,0.292534432,0.280838084,0.172143557,653911
551,20166087,6,87,0,-1,7.0,0,6988,5958,1665,2108,44403,44920,2347,2502,233,251,136459,134576,271035,119732,118519,67349,33980,33369,76847,39309,37538,71415,35397,36018,55424,25890,29534,0.025782648,0.021982401000000002,0.006143118,0.007777593,0.16382755,0.16573505300000002,0.008659398,0.00923128,0.0008596680000000001,0.00092608,0.441758444,0.437283008,0.503473721,0.49652627899999996,0.24848820300000002,0.283531647,0.263489955,0.204490195,120483
552,20166089,6,89,0,-1,7.0,41765,2575,2416,815,1038,8351,8393,2815,2755,169,202,91072,87833,178905,80838,77698,42923,22084,20839,42604,21543,21061,46591,22542,24049,46787,21664,25123,0.014393113999999999,0.013504374,0.00455549,0.005801962,0.046678405,0.046913166,0.015734608,0.015399234,0.000944635,0.001129091,0.45184874700000005,0.43429753200000004,0.50905229,0.49094771,0.239920628,0.238137559,0.26042313,0.26151868300000003,79433
553,20166091,6,91,0,-1,7.6,74388,10,6,1,8,141,150,24,34,1,2,1481,1499,2980,1418,1412,531,276,255,463,245,218,843,397,446,1143,581,562,0.003355705,0.002013423,0.00033557,0.0026845640000000004,0.047315435999999995,0.05033557,0.008053691,0.011409396,0.00033557,0.0006711410000000001,0.475838926,0.473825503,0.496979866,0.503020134,0.17818791899999997,0.155369128,0.282885906,0.38355704700000004,3131
554,20166093,6,93,0,-1,8.5,39577,318,250,243,360,2462,2581,1044,1054,53,76,21790,21589,43379,19021,18816,9688,4929,4759,8572,4479,4093,11347,5523,5824,13772,6658,7114,0.007330736,0.005763157,0.005601789,0.008298946,0.056755573,0.059498836,0.024066945,0.024297471,0.001221789,0.0017519999999999999,0.438484059,0.43375827,0.502316789,0.497683211,0.22333387100000002,0.197607137,0.261578183,0.317480809,19470
555,20166095,6,95,0,-1,5.5,56189,35922,30384,31926,32195,53060,55693,2575,2712,2194,2187,215883,213272,429155,128494,131478,108866,55825,53041,118148,61056,57092,117520,58095,59425,84621,38296,46325,0.083704023,0.070799595,0.074392702,0.075019515,0.12363831199999999,0.129773625,0.006000163,0.006319395,0.0051123720000000004,0.005096061,0.299411634,0.306364833,0.503042024,0.496957976,0.253675246,0.275303795,0.273840454,0.197180506,183572
556,20166097,6,97,0,-1,4.0,51474,11566,9511,4272,5279,62568,66720,5379,5468,1042,800,254545,244258,498803,222717,214088,115514,58649,56865,127363,65425,61938,136965,66774,70191,118961,53410,65551,0.023187511,0.019067648,0.008564503000000001,0.010583337,0.125436294,0.13376022199999998,0.010783816000000002,0.010962244,0.002089001,0.00160384,0.44650292799999997,0.429203513,0.510311686,0.48968831399999996,0.23158240800000002,0.255337277,0.274587362,0.23849295199999998,225996
557,20166099,6,99,0,-1,8.6,45667,15724,14708,8520,8785,115637,117686,4976,5186,2337,2305,267034,261312,528346,225086,220206,159771,81763,78008,146634,74077,72557,132059,64952,67107,89882,40520,49362,0.029760801,0.027837817999999997,0.016125796,0.016627362,0.218866046,0.22274418699999998,0.009418071,0.009815538,0.0044232379999999995,0.004362670999999999,0.42602007,0.416783699,0.505415012,0.49458498799999995,0.302398428,0.27753404,0.249947951,0.17011958100000002,170990
558,20166101,6,101,0,-1,9.7,40874,7739,7640,1124,1220,13789,14497,1117,1052,196,189,47728,47102,94830,35546,34962,27418,14113,13305,25078,12713,12365,23804,11762,12042,18530,8514,10016,0.081609195,0.080565222,0.011852788999999999,0.012865126999999999,0.14540757099999999,0.15287356300000002,0.011778973,0.011093536000000001,0.002066856,0.00199304,0.374839186,0.368680797,0.503300643,0.496699357,0.289127913,0.264452178,0.25101761,0.19540229899999997,36314
559,20166103,6,103,0,-1,7.1,41045,420,381,225,348,7170,7699,1080,1006,51,61,31595,31193,62788,28695,28373,16483,8458,8025,14398,7399,6999,16472,8099,8373,15435,7237,8198,0.006689176,0.006068038,0.0035834870000000002,0.00554246,0.114193795,0.12261897199999999,0.017200739,0.01602217,0.0008122569999999999,0.0009715230000000001,0.45701407899999996,0.451885711,0.503201249,0.49679875100000004,0.26251831600000003,0.229311333,0.262343123,0.245827228,24991
560,20166105,6,105,0,-1,7.1,75878,66,47,21,56,462,457,316,363,7,13,6425,6698,13123,5697,5887,2465,1243,1222,2382,1241,1141,3729,1857,1872,4547,2357,2190,0.0050293379999999995,0.003581498,0.001600244,0.0042673170000000005,0.035205365,0.034824354,0.02407986,0.027661357999999997,0.000533415,0.000990627,0.434123295,0.44860169200000005,0.489598415,0.510401585,0.18783814699999998,0.181513373,0.284157586,0.346490894,6525
561,20166107,6,107,0,-1,11.2,38898,9183,8731,4829,4993,141019,145817,6258,6308,519,515,227789,227813,455602,201298,201794,157712,80564,77148,127962,65020,62942,102644,51286,51358,67284,30943,36341,0.02015575,0.019163656,0.010599163,0.010959126999999999,0.309522346,0.320053468,0.013735673,0.013845418,0.001139152,0.001130373,0.441828614,0.442917283,0.499973661,0.5000263389999999,0.34616178200000003,0.28086356100000004,0.22529312899999998,0.147681529,109400
562,20166109,6,109,0,-1,6.2,41945,387,289,140,975,2524,3693,579,609,54,65,25731,28097,53828,23710,25254,10088,5250,4838,11923,6964,4959,14401,7545,6856,17416,8338,9078,0.007189566999999999,0.005368953,0.002600877,0.01811325,0.04689009400000001,0.06860741599999999,0.010756483999999998,0.011313813999999998,0.001003195,0.00120755,0.440477075,0.469161031,0.47802259,0.52197741,0.187411756,0.22150182100000002,0.26753734100000004,0.323549082,24923
563,20166111,6,111,0,-1,5.2,54825,33692,28647,8914,9905,175085,177645,7534,8024,1182,1219,425876,417070,842946,360430,355579,227237,115675,111562,222269,113570,108699,231764,114170,117594,161676,73655,88021,0.039969346,0.033984383,0.010574817,0.011750456000000001,0.207706069,0.210743037,0.008937701999999999,0.009518996,0.001402225,0.0014461189999999998,0.427583736,0.42182891899999997,0.505223348,0.49477665200000004,0.26957480100000003,0.263681185,0.274945252,0.191798763,336571
564,20166113,6,113,0,-1,5.9,54584,15529,13819,2884,3016,32585,32388,1904,1717,613,596,106832,101686,208518,80718,77514,56496,28196,28300,71045,35156,35889,47403,23107,24296,33574,15227,18347,0.074473187,0.066272456,0.01383094,0.014463978999999998,0.15626948300000001,0.15532472,0.009131106,0.008234301,0.0029397940000000003,0.002858266,0.38710327200000005,0.371737692,0.512339462,0.487660538,0.270940638,0.340713991,0.22733289199999998,0.16101247900000001,86161
565,20166115,6,115,0,-1,8.6,51023,2651,2574,1275,1582,9646,10111,1102,1063,164,171,36309,37253,73562,28999,29670,22364,11512,10852,21778,11296,10482,17220,8614,8606,12200,5831,6369,0.036037627999999995,0.034990892,0.017332318,0.021505668999999998,0.13112748400000002,0.13744868300000002,0.014980561000000002,0.014450396,0.002229412,0.00232457,0.394211685,0.40333324299999995,0.493583644,0.506416356,0.30401566,0.296049591,0.234088252,0.16584649699999998,25693
566,20168001,8,1,0,1,3.6,0,10314,9361,8335,9363,91433,95426,5008,5145,515,533,238607,241656,480263,207400,210310,144808,74120,70688,145432,74410,71022,123053,62470,60583,66970,30656,36314,0.021475732999999997,0.019491404,0.017355073999999998,0.019495568,0.190381104,0.19869529800000002,0.01042762,0.01071288,0.001072329,0.001109809,0.43184671700000005,0.43790589700000004,0.496825698,0.503174302,0.30151812699999997,0.302817415,0.25622002899999996,0.139444429,169055
567,20168003,8,3,0,1,4.0,36788,138,119,120,180,3661,3745,409,469,26,17,8045,8175,16220,7130,7121,4921,2557,2364,4940,2542,2398,3493,1735,1758,2866,1341,1525,0.008508015,0.007336621,0.007398274,0.011097411000000001,0.22570900100000002,0.230887793,0.025215783,0.02891492,0.001602959,0.0010480889999999999,0.439580764,0.43902589399999997,0.495992602,0.5040073979999999,0.303390875,0.304562269,0.21535141800000002,0.176695438,1498
568,20168005,8,5,0,1,3.1,63325,19396,16216,34087,34043,57431,58387,3363,3299,767,769,314162,304636,618798,244895,238953,165931,85212,80719,176169,88454,87715,169874,83000,86874,106824,47970,58854,0.031344639,0.026205644,0.055085827999999996,0.055014722,0.092810578,0.094355509,0.00543473,0.005331304,0.0012395,0.0012427319999999999,0.395759198,0.38615671,0.507697181,0.492302819,0.26815051100000004,0.28469549,0.274522542,0.17263145600000002,267685
569,20168007,8,7,0,1,3.3,34312,77,50,19,41,1144,1148,209,183,7,5,6084,6149,12233,5629,5731,2480,1273,1207,2307,1170,1137,3326,1625,1701,4120,2081,2039,0.006294449000000001,0.004087305,0.001553176,0.00335159,0.093517535,0.093844519,0.017084934,0.014959536,0.0005722230000000001,0.00040873,0.460148778,0.46848688,0.497343252,0.5026567479999999,0.20273032,0.188588245,0.27188751699999997,0.33679391799999997,6627
570,20168009,8,9,0,1,1.7,31020,9,2,13,17,164,207,36,40,0,0,1803,1784,3587,1707,1683,841,448,393,702,368,334,873,444,429,1171,524,647,0.00250906,0.0005575690000000001,0.003624198,0.004739335999999999,0.045720658,0.057708391,0.010036241999999999,0.01115138,0.0,0.0,0.475885141,0.469194313,0.5026484529999999,0.497351547,0.23445776399999999,0.19570671899999997,0.243378868,0.326456649,993
571,20168011,8,11,0,1,3.1,33545,17,67,9,429,611,1235,64,120,3,5,2012,3772,5784,1877,3099,1004,490,514,1764,1405,359,1699,1181,518,1317,696,621,0.002939142,0.011583679,0.001556017,0.074170124,0.10563623800000001,0.213520055,0.011065007,0.020746888,0.000518672,0.000864454,0.324515906,0.535788382,0.347856155,0.652143845,0.17358229600000002,0.304979253,0.293741355,0.227697095,4126
572,20168013,8,13,0,1,2.7,0,7504,6993,1480,1933,21233,21503,1262,1343,97,135,156015,157283,313298,141680,142948,77644,39668,37976,94633,49621,45012,84747,41911,42836,56274,26083,30191,0.023951637,0.022320602000000002,0.004723937,0.006169845,0.067772536,0.068634335,0.004028114,0.004286654,0.000309609,0.0004309,0.452221208,0.45626847299999995,0.49797636799999995,0.502023632,0.247827947,0.302054274,0.270499652,0.179618127,148644
573,20168014,8,14,0,1,2.9,25000,2073,1829,390,418,3633,3676,204,264,34,37,31226,30543,61769,27741,27247,16462,8343,8119,16624,8459,8165,17827,8921,8906,10856,4820,6036,0.033560524,0.029610322,0.006313846999999999,0.006767149,0.058815911,0.059512052999999995,0.0033026279999999997,0.004273989000000001,0.000550438,0.000599006,0.449108776,0.44111123700000004,0.505528663,0.494471337,0.26650909,0.269131765,0.288607554,0.175751591,30632
574,20168015,8,15,0,1,2.6,36392,73,62,24,291,678,1187,129,169,6,11,8612,9841,18453,8255,9158,3188,1629,1559,4165,2573,1592,5151,2717,2434,5949,2922,3027,0.003955996,0.003359887,0.0013006019999999999,0.015769794,0.036741993,0.064325584,0.006990733000000001,0.009158402,0.00032515,0.000596109,0.447352734,0.496287866,0.46669918200000005,0.533300818,0.17276323600000001,0.225708557,0.279141603,0.32238660399999997,9975
575,20168017,8,17,0,1,2.2,119607,8,4,5,8,101,130,9,17,0,1,918,928,1846,888,885,499,257,242,391,197,194,480,260,220,476,214,262,0.004333694,0.002166847,0.002708559,0.004333694,0.054712893,0.070422535,0.004875406,0.009209100999999999,0.0,0.000541712,0.481040087,0.47941495100000003,0.497291441,0.502708559,0.270314193,0.211809317,0.260021668,0.257854821,357
576,20168019,8,19,0,1,3.2,47675,54,24,27,49,254,268,61,57,2,6,4366,4748,9114,4148,4524,1576,822,754,1853,999,854,3222,1644,1578,2463,1283,1180,0.0059249509999999995,0.0026333109999999997,0.002962475,0.005376344,0.027869212,0.029405311,0.006693000000000001,0.006254115,0.000219443,0.000658328,0.455123985,0.49637919700000005,0.47904323,0.52095677,0.17292078100000002,0.20331358300000002,0.353522054,0.270243581,5153
577,20168021,8,21,0,1,4.9,30669,21,35,29,32,2219,2267,150,161,9,4,4105,4128,8233,3804,3816,2508,1247,1261,1761,911,850,2005,998,1007,1959,972,987,0.002550711,0.004251184,0.00352241,0.003886797,0.26952508199999997,0.275355278,0.018219361,0.019555448,0.001093162,0.00048585,0.462042998,0.46350054700000004,0.49860318200000003,0.501396818,0.304627718,0.21389529899999998,0.243532127,0.237944856,3620
578,20168023,8,23,0,1,4.8,29476,20,28,28,39,1126,1202,96,95,7,8,1717,1847,3564,1520,1634,746,389,357,637,336,301,941,492,449,1240,630,610,0.005611672,0.007856341,0.007856341,0.010942761,0.315937149,0.337261504,0.026936027,0.026655442999999997,0.001964085,0.002244669,0.426487093,0.458473625,0.481762065,0.518237935,0.20931537600000003,0.178731762,0.264029181,0.34792368100000004,4229
579,20168025,8,25,0,1,3.5,39520,14,58,14,539,409,1324,42,148,2,1,1580,4029,5609,1456,3237,817,421,396,2076,1778,298,1695,1288,407,1021,542,479,0.002495989,0.010340524,0.002495989,0.096095561,0.072918524,0.23604920699999998,0.0074879659999999995,0.026386165,0.00035657,0.000178285,0.259582813,0.577108219,0.281690141,0.7183098590000001,0.145658763,0.370119451,0.302192904,0.182028882,3657
580,20168027,8,27,0,1,3.1,206382,15,8,12,38,87,128,12,24,0,0,2115,2229,4344,2041,2127,712,346,366,595,348,247,1203,571,632,1834,964,870,0.003453039,0.001841621,0.0027624309999999997,0.008747698,0.020027623999999997,0.02946593,0.0027624309999999997,0.005524861999999999,0.0,0.0,0.46984346200000005,0.489640884,0.486878453,0.513121547,0.163904236,0.136970534,0.276933702,0.422191529,6033
581,20168029,8,29,0,1,4.9,103422,133,120,63,167,2044,2368,187,226,14,13,14916,15049,29965,14272,14227,6888,3517,3371,5803,3101,2702,7760,3896,3864,9514,4535,4979,0.004438512,0.004004672,0.002102453,0.005573169,0.068212915,0.07902553,0.006240614,0.007542131999999999,0.00046721199999999994,0.000433839,0.47628900399999996,0.47478725200000005,0.497780744,0.5022192560000001,0.22986818,0.193659269,0.258968797,0.31750375399999997,13664
582,20168031,8,31,0,1,3.1,66032,13942,11724,34287,34120,101259,104451,6543,6401,515,593,332558,332312,664870,266637,269554,151760,76811,74949,244972,124025,120947,161860,84025,77835,106278,47451,58827,0.020969513000000002,0.017633522,0.05156948,0.051318302999999996,0.152298946,0.157099884,0.009841022,0.009627446,0.000774588,0.0008919039999999999,0.401036293,0.405423617,0.500184999,0.49981500100000004,0.22825514800000002,0.368450975,0.243446087,0.15984779,260681
583,20168033,8,33,0,1,3.9,34197,1,2,2,2,52,54,34,38,1,1,939,1038,1977,876,971,445,233,212,366,188,178,580,306,274,586,311,275,0.000505817,0.001011634,0.001011634,0.001011634,0.026302479,0.027314112,0.017197774,0.019221042,0.000505817,0.000505817,0.443095599,0.491148204,0.47496206399999996,0.525037936,0.22508851800000002,0.185128983,0.293373799,0.2964087,1507
584,20168035,8,35,0,1,2.7,730428,7388,6356,1793,2275,13043,12544,718,695,176,151,158340,156234,314574,144463,142893,96750,49693,47057,70869,34788,36081,100129,49592,50537,46826,22161,24665,0.02348573,0.020205103000000002,0.005699772,0.007232003000000001,0.041462422,0.03987615,0.002282452,0.002209337,0.000559487,0.000480014,0.459233757,0.454242881,0.503347384,0.496652616,0.30755879399999997,0.225285624,0.318300305,0.14885527699999998,161404
