,YEAR_FIPS,STATE_FIPS,COUNTY_FIPS,HOUSE_WINNING_BINARY,SENATE_WINNING_BINARY,UNEMPLOYMENT_RATE,AVG_WAGE_SALARY,AA_FEMALE,AA_MALE,BA_FEMALE,BA_MALE,H_FEMALE,H_MALE,IA_FEMALE,IA_MALE,NA_FEMALE,NA_MALE,TOT_FEMALE,TOT_MALE,TOT_POP,WA_FEMALE,WA_MALE,TOT_POP_LESS19,TOT_MALE_LESS19,TOT_FEMALE_LESS19,TOT_POP_20to39,TOT_MALE_20to39,TOT_FEMALE_20to39,TOT_POP_40to59,TOT_MALE_40to59,TOT_FEMALE_40to59,TOT_POP_Above60,TOT_MALE_Above60,TOT_FEMALE_Above60,AA_FEMALE%,AA_MALE%,BA_FEMALE%,BA_MALE%,H_FEMALE%,H_MALE%,IA_FEMALE%,IA_MALE%,NA_FEMALE%,NA_MALE%,WA_FEMALE%,WA_MALE%,TOT_FEMALE%,TOT_MALE%,TOT_POP_LESS19%,TOT_POP_20to39%,TOT_POP_40to59%,TOT_POP_Above60%,COUNTY_TOTALVOTES
4892,201631181,31,181,1,1,3.2,0,6,3,11,14,78,80,5,2,10,5,1849,1796,3645,1782,1743,889,429,460,681,367,314,1001,505,496,1074,495,579,0.0016460910000000001,0.000823045,0.0030178329999999997,0.003840878,0.021399177000000002,0.021947874,0.001371742,0.000548697,0.002743484,0.001371742,0.488888889,0.4781893,0.507270233,0.49272976700000004,0.243895748,0.18683127600000002,0.274622771,0.294650206,2435
4893,201631183,31,183,1,1,2.1,0,3,1,0,0,4,5,0,1,0,0,381,405,786,377,400,176,91,85,135,70,65,229,126,103,246,118,128,0.003816794,0.001272265,0.0,0.0,0.005089059,0.006361323,0.0,0.001272265,0.0,0.0,0.479643766,0.508905852,0.484732824,0.515267176,0.223918575,0.171755725,0.29134860100000004,0.312977099,2810
4894,201631185,31,185,1,1,2.7,0,65,22,120,97,350,301,57,39,4,5,7089,6829,13918,6763,6577,3571,1852,1719,3343,1677,1666,3493,1700,1793,3511,1600,1911,0.004670211,0.001580687,0.008621928000000001,0.006969392,0.025147291000000002,0.02162667,0.004095416,0.002802127,0.000287398,0.000359247,0.485917517,0.47255352799999994,0.5093404220000001,0.490659578,0.25657422,0.240192556,0.250969967,0.252263256,5400
4895,201632001,32,1,1,-1,5.5,45151,434,266,204,308,1514,1566,667,579,31,34,11808,12011,23819,10027,10340,6106,3141,2965,5801,3049,2752,6146,3052,3094,5766,2769,2997,0.018220748000000002,0.011167555,0.008564591,0.012930853999999999,0.063562702,0.065745833,0.028002855,0.024308325,0.001301482,0.0014274320000000002,0.420966455,0.434107225,0.49573869600000003,0.504261304,0.256349973,0.24354506899999998,0.25802930399999996,0.24207565399999997,11017
4896,201632003,32,3,1,-1,5.8,0,109601,90105,121384,118840,307822,314991,11957,12141,8531,8358,1025916,1028347,2054263,729680,755225,537247,274714,262533,582115,294240,287875,548931,277178,271753,385970,182215,203755,0.053352954,0.043862446,0.059088830999999994,0.057850430999999994,0.149845468,0.15333528400000002,0.005820579,0.005910149,0.004152828,0.004068612,0.355202815,0.36763793100000003,0.49940830399999997,0.500591696,0.261527857,0.283369267,0.267215542,0.187887335,789568
4897,201632005,32,5,1,-1,5.6,0,482,318,161,216,2741,2931,545,545,63,43,23544,23838,47382,21622,22037,9558,4994,4564,8923,4593,4330,13201,6369,6832,15700,7882,7818,0.010172639,0.006711409000000001,0.003397915,0.004558693,0.057848972,0.061858934000000004,0.011502258000000001,0.011502258000000001,0.001329619,0.0009075180000000001,0.45633362899999996,0.46509222899999997,0.496897556,0.503102444,0.201722173,0.188320459,0.27860791,0.331349458,21367
4898,201632007,32,7,1,-1,4.5,48152,327,263,252,491,5846,6637,1675,1573,65,73,25142,27415,52557,22220,24383,15891,8197,7694,14692,7817,6875,14228,7425,6803,7746,3976,3770,0.006221816,0.005004091,0.004794794000000001,0.009342238000000001,0.111231615,0.12628194199999998,0.03187016,0.02992941,0.001236752,0.001388968,0.422779078,0.463934395,0.47837585899999996,0.521624141,0.30235744,0.279544114,0.270715604,0.147382841,18854
4899,201632009,32,9,1,-1,4.7,51949,0,4,2,14,63,86,20,21,0,0,360,465,825,323,413,153,88,65,166,91,75,211,120,91,295,166,129,0.0,0.004848485,0.002424242,0.016969697,0.076363636,0.104242424,0.024242424,0.025454545,0.0,0.0,0.39151515200000003,0.500606061,0.436363636,0.563636364,0.185454545,0.20121212100000002,0.25575757600000004,0.35757575799999997,3657
4900,201632011,32,11,1,-1,4.6,94263,10,8,6,11,119,140,24,30,2,1,937,1051,1988,869,971,482,240,242,434,227,207,627,339,288,445,245,200,0.005030181,0.004024145,0.003018109,0.005533199,0.059859155,0.070422535,0.012072435,0.015090543,0.001006036,0.000503018,0.437122736,0.488430584,0.471327968,0.528672032,0.242454728,0.218309859,0.315392354,0.223843058,1377
4901,201632013,32,13,1,-1,5.5,0,83,68,60,126,2123,2326,411,420,20,31,8190,9029,17219,7412,8161,5102,2600,2502,4456,2386,2070,4673,2488,2185,2988,1555,1433,0.0048202570000000005,0.003949126,0.003484523,0.007317498,0.123294036,0.135083338,0.023868982,0.02439166,0.0011615080000000001,0.0018003370000000002,0.43045473,0.473953191,0.47563737700000003,0.5243626229999999,0.296300598,0.258783902,0.27138625899999996,0.17352924100000003,6331
4902,201632015,32,15,1,-1,6.2,74613,46,18,23,32,668,736,150,184,2,1,2910,3063,5973,2627,2767,1741,888,853,1474,765,709,1607,844,763,1151,566,585,0.007701323,0.0030135609999999997,0.0038506609999999996,0.005357442,0.11183659800000001,0.123221162,0.025113009,0.03080529,0.00033484,0.00016742,0.43981249,0.463251298,0.487192366,0.512807634,0.291478319,0.246777164,0.269044031,0.192700486,2756
4903,201632017,32,17,1,-1,5.3,0,19,17,35,142,142,237,38,38,7,7,2424,2773,5197,2279,2507,1273,693,580,1162,673,489,1258,651,607,1504,756,748,0.003655955,0.003271118,0.006734655,0.027323456,0.027323456,0.045603233,0.007311911,0.007311911,0.001346931,0.001346931,0.43852222399999996,0.48239368899999996,0.466422936,0.5335770639999999,0.244949009,0.223590533,0.242062728,0.289397729,2012
4904,201632019,32,19,1,-1,7.5,0,482,328,238,387,3801,4178,813,806,82,81,25255,26084,51339,22763,23643,12600,6537,6063,10944,5591,5353,13888,7070,6818,13907,6886,7021,0.009388574,0.006388905,0.004635852,0.007538129,0.074037282,0.081380627,0.015835914,0.015699566,0.001597226,0.001577748,0.44338612,0.460527085,0.491926216,0.508073784,0.24542745300000002,0.213171273,0.27051559199999997,0.270885681,20627
4905,201632021,32,21,1,-1,6.4,0,67,64,89,109,247,232,425,345,6,4,2284,2185,4469,1620,1573,929,450,479,887,464,423,1165,545,620,1488,726,762,0.014992168,0.014320877,0.01991497,0.024390244,0.055269635,0.05191318,0.095099575,0.077198478,0.0013425820000000002,0.000895055,0.362497203,0.351980309,0.511076303,0.48892369700000005,0.207876482,0.198478407,0.260684717,0.332960394,6382
4906,201632023,32,23,1,-1,7.3,49263,460,215,501,887,2828,3091,365,417,118,121,20924,21927,42851,18861,19679,8356,4269,4087,7697,4206,3491,11289,5552,5737,15509,7900,7609,0.010734872,0.0050173859999999995,0.011691676000000002,0.020699633999999998,0.065996126,0.072133672,0.008517888000000001,0.009731395,0.002753728,0.0028237379999999997,0.440153089,0.45924249100000003,0.488296656,0.511703344,0.195001284,0.179622413,0.263447761,0.361928543,20953
4907,201632027,32,27,1,-1,5.9,53275,19,54,15,258,561,1020,134,160,11,8,2452,4254,6706,2188,3689,1390,740,650,1843,1322,521,2140,1455,685,1333,737,596,0.002833284,0.00805249,0.002236803,0.038473009,0.083656427,0.152102595,0.019982106,0.023859231,0.001640322,0.0011929619999999999,0.326274978,0.550104384,0.365642708,0.634357292,0.207277065,0.27482851199999997,0.319117208,0.19877721399999998,5748
4908,201632029,32,29,1,-1,6.3,50733,44,35,24,32,149,143,32,42,11,7,1839,1964,3803,1684,1815,563,297,266,616,311,305,1207,608,599,1417,748,669,0.011569813,0.009203260999999999,0.006310807,0.00841441,0.039179595,0.037601893,0.00841441,0.011043913,0.0028924529999999997,0.0018406520000000001,0.442808309,0.477254799,0.48356560600000004,0.516434394,0.14804102,0.161977386,0.317381015,0.37260057799999996,5614
4909,201632031,32,31,1,-1,5.0,47437,13275,11159,5101,6151,50120,52197,4831,4739,1486,1529,216637,219856,436493,184439,189001,108724,56035,52689,119889,60992,58897,116687,58807,57880,91193,44022,47171,0.030412859,0.025565129,0.011686327,0.014091863999999999,0.11482429300000001,0.119582674,0.011067761,0.01085699,0.003404407,0.00350292,0.422547441,0.432998926,0.496312656,0.503687344,0.249085323,0.274664199,0.267328457,0.20892202199999999,169671
4910,201632033,32,33,1,-1,4.6,52946,60,49,31,428,554,931,245,241,8,6,4272,5760,10032,3791,4901,2310,1172,1138,2798,1849,949,2688,1591,1097,2236,1148,1088,0.005980861,0.00488437,0.0030901120000000003,0.042663477000000005,0.055223285,0.09280303,0.02442185,0.024023126000000002,0.0007974480000000001,0.000598086,0.37789075,0.48853668299999997,0.425837321,0.574162679,0.230263158,0.27890749600000003,0.267942584,0.222886762,6043
4911,201632510,32,510,1,-1,6.1,47327,641,649,285,871,5910,6402,721,730,76,84,26390,27706,54096,23887,24615,12315,6287,6028,12978,7134,5844,14852,7817,7035,13951,6468,7483,0.011849305,0.01199719,0.005268411999999999,0.016101006,0.109250222,0.118345164,0.013328157,0.013494528,0.00140491,0.001552795,0.44156684399999996,0.455024401,0.487836439,0.512163561,0.22765084300000002,0.239906832,0.27454895,0.257893375,25623
4912,201633001,33,1,0,0,2.8,42578,375,270,136,222,470,457,65,98,6,10,30649,29636,60285,29664,28652,12934,6624,6310,12538,6263,6275,18034,8751,9283,16779,7998,8781,0.006220453000000001,0.004478726,0.002255951,0.0036825079999999997,0.007796300999999999,0.007580659,0.001078212,0.001625612,9.95e-05,0.00016587900000000002,0.492062702,0.47527577299999996,0.508401758,0.491598242,0.21454756600000002,0.207978768,0.299145724,0.278327942,30887
4913,201633003,33,3,0,0,2.9,0,193,127,90,115,345,274,83,80,5,7,23879,23550,47429,23268,22931,8875,4630,4245,8272,4159,4113,14322,6941,7381,15960,7820,8140,0.00406924,0.002677687,0.0018975729999999998,0.002424677,0.007274030999999999,0.005777056,0.001749984,0.001686732,0.000105421,0.000147589,0.49058592799999995,0.483480571,0.503468342,0.496531658,0.187121803,0.174408063,0.301967151,0.336502983,24298
4914,201633005,33,5,0,0,2.7,43589,618,594,207,344,606,608,115,130,15,12,38982,37442,76424,37499,35808,17429,8735,8694,18836,9525,9311,21365,10421,10944,18794,8761,10033,0.008086465,0.0077724280000000005,0.0027085729999999997,0.004501204,0.007929446,0.007955616,0.0015047629999999999,0.001701036,0.00019627299999999998,0.000157019,0.49067047,0.468543913,0.510075369,0.489924631,0.228056631,0.246467078,0.279558777,0.245917513,40408
4915,201633007,33,7,0,0,3.8,74428,107,68,62,206,213,370,67,82,3,1,15538,17245,32783,15079,16653,6179,3230,2949,7034,4065,2969,9913,5345,4568,9657,4605,5052,0.003263887,0.002074246,0.001891224,0.006283745,0.00649727,0.011286336999999999,0.0020437420000000003,0.002501296,9.15e-05,3.05e-05,0.45996400600000004,0.507976695,0.473965165,0.526034835,0.188481835,0.21456242600000003,0.302382332,0.294573407,18638
4916,201633009,33,9,0,0,2.4,54176,1707,1507,468,483,977,948,183,180,11,12,45491,44435,89926,42305,41465,19636,10068,9568,23107,11814,11293,24405,11787,12618,22778,10766,12012,0.018982274,0.016758223,0.005204279,0.0053710830000000005,0.010864489,0.010542001,0.002035007,0.002001646,0.000122323,0.000133443,0.470442364,0.46110135,0.505871494,0.494128506,0.21835731600000002,0.25695571899999997,0.271389809,0.253297155,44104
4917,201633011,33,11,0,0,3.0,0,8304,7994,4799,5738,12121,12523,558,650,121,131,205245,201826,407071,187698,183534,98411,50338,48073,102701,52144,50557,124476,61968,62508,81483,37376,44107,0.02039939,0.019637852,0.011789098000000001,0.014095821000000001,0.029776132,0.030763675,0.0013707679999999999,0.001596773,0.000297245,0.00032181099999999997,0.461094011,0.450864837,0.504199513,0.495800487,0.24175389600000002,0.25229259800000003,0.305784495,0.20016901199999998,210265
4918,201633013,33,13,0,0,2.6,49695,1763,1437,866,1096,1376,1433,195,208,26,19,75279,72862,148141,71378,69094,34172,17420,16752,34979,17862,17117,44823,22117,22706,34167,15463,18704,0.011900823999999999,0.009700218,0.005845782,0.0073983569999999995,0.009288448000000001,0.009673217,0.0013163139999999999,0.0014040679999999999,0.000175508,0.000128256,0.48182474799999997,0.46640700399999996,0.508157769,0.491842231,0.23067213,0.23611964300000002,0.302569849,0.230638378,79746
4919,201633015,33,15,0,0,3.0,108452,3251,2688,1152,1556,3719,3880,277,320,60,52,152256,149225,301481,145528,142521,68696,35099,33597,66480,33963,32517,99099,48814,50285,67206,31349,35857,0.010783431999999999,0.008915985,0.0038211359999999997,0.005161188,0.012335769,0.012869799,0.0009187980000000001,0.001061427,0.000199018,0.000172482,0.482710353,0.472736259,0.505026851,0.494973149,0.22786178899999998,0.220511409,0.328707282,0.222919521,171592
4920,201633017,33,17,0,0,2.5,49383,2313,2150,593,947,1329,1322,165,179,30,27,64814,61709,126523,60557,57240,31022,15473,15549,36492,18109,18383,34647,17069,17578,24362,11058,13304,0.018281261,0.016992958,0.004686895,0.007484805,0.010504019,0.010448693,0.0013041110000000002,0.0014147629999999999,0.00023711099999999997,0.00021339999999999998,0.47862444,0.45240786299999997,0.512270496,0.487729504,0.245188622,0.288421868,0.27383953899999997,0.19254997100000001,66932
4921,201633019,33,19,0,0,2.3,0,240,127,131,142,287,290,72,75,8,4,21919,21241,43160,21158,20580,9329,4723,4606,9080,4533,4547,13127,6547,6580,11624,5438,6186,0.0055607040000000005,0.002942539,0.0030352179999999997,0.003290083,0.006649676,0.0067191840000000004,0.001668211,0.00173772,0.000185357,9.27e-05,0.490222428,0.47683039899999996,0.507854495,0.492145505,0.21614921199999998,0.21037998100000002,0.304147359,0.269323448,23324
4922,201634001,34,1,1,0,7.4,45872,11355,10560,25000,22211,24785,24891,899,911,93,102,140577,132079,272656,99802,94961,67399,34414,32985,66022,32710,33312,78921,37899,41022,60314,27056,33258,0.041645883,0.038730121,0.09169062800000001,0.081461622,0.090902089,0.09129085699999999,0.003297195,0.003341207,0.00034108900000000004,0.000374098,0.36603632399999997,0.348281351,0.515583739,0.484416261,0.247194267,0.242143947,0.289452644,0.221209143,122872
4923,201634003,34,3,1,0,4.2,63731,76446,69796,33585,29598,86422,82918,1837,1959,354,318,476420,447337,923757,355006,336719,222438,113961,108477,218330,108699,109631,277264,133945,143319,205725,90732,114993,0.08275553,0.07555666700000001,0.036356964,0.032040894,0.09355490699999999,0.089761701,0.0019886179999999997,0.002120688,0.000383218,0.000344246,0.384306695,0.364510364,0.515741694,0.484258306,0.24079709300000002,0.236350036,0.300148199,0.222704672,411289
4924,201634005,34,5,1,0,4.5,55282,11341,10176,39517,38932,15803,17490,621,740,176,161,227950,220274,448224,170103,164357,107838,55062,52776,109138,56781,52357,134472,65687,68785,96776,42744,54032,0.025302081,0.022702933999999998,0.088163508,0.086858357,0.035256925,0.039020668,0.001385468,0.00165096,0.000392661,0.000359195,0.379504444,0.36668496100000003,0.508562683,0.49143731700000004,0.240589527,0.243489862,0.300010709,0.215909902,229348
4925,201634007,34,7,1,0,5.5,0,14949,13614,57499,50268,39629,39700,1559,1552,244,241,262886,245668,508554,182513,174448,129872,66469,63403,133417,66359,67058,142808,68471,74337,102457,44369,58088,0.029395108,0.026770019,0.113063706,0.09884496,0.077924861,0.078064473,0.0030655540000000003,0.00305179,0.000479792,0.000473893,0.358886175,0.343027486,0.5169283889999999,0.483071611,0.255375044,0.262345788,0.280811871,0.201467297,222231
4926,201634009,34,9,1,0,9.8,38788,517,398,2251,2458,3178,3516,145,169,28,34,48584,46339,94923,44807,42408,19045,9817,9228,19650,10197,9453,25856,12523,13333,30372,13802,16570,0.00544652,0.004192872,0.023713957999999997,0.025894672999999997,0.033479768,0.037040549,0.001527554,0.00178039,0.00029497599999999996,0.000358185,0.472035229,0.44676211200000004,0.5118253739999999,0.488174626,0.200636305,0.207009892,0.27238920000000005,0.319964603,44823
4927,201634011,34,11,1,0,7.5,0,1102,1064,14878,19234,21437,23871,1199,1254,82,109,75837,80249,156086,56448,56428,40354,20435,19919,43842,24825,19017,41875,21722,20153,30015,13267,16748,0.00706021,0.006816755,0.095319247,0.12322693900000001,0.13734095300000002,0.15293492,0.007681663,0.008034033000000001,0.000525351,0.000698333,0.361646784,0.36151865,0.485866766,0.514133234,0.25853696,0.280883615,0.268281588,0.19229783600000003,65966
4928,201634013,34,13,1,0,6.0,0,21256,19449,179327,154015,85303,87806,2657,2821,484,493,409977,378998,788975,197351,193991,209957,106876,103081,214779,105368,109411,222849,107265,115584,141390,59489,81901,0.026941285,0.024650971,0.22729110600000002,0.19520897399999998,0.108118762,0.11129123199999999,0.0033676609999999997,0.003575525,0.000613454,0.000624861,0.250135936,0.24587724600000002,0.519632434,0.480367566,0.266113628,0.27222535600000003,0.282453817,0.17920719899999998,318558
4929,201634015,34,15,1,0,5.1,91862,4489,3932,16622,14695,7910,8120,335,347,85,100,149448,141082,290530,124876,119133,74083,37946,36137,71984,35744,36240,86238,41613,44625,58225,25779,32446,0.015451072,0.013533886,0.05721268,0.050579975,0.027226103999999998,0.027948921,0.001153065,0.001194369,0.000292569,0.000344199,0.429821361,0.410054039,0.514397825,0.485602175,0.2549926,0.247767873,0.296829932,0.20040959600000002,144523
4930,201634017,34,17,1,0,4.7,72415,48862,49430,52887,47766,145315,140739,3714,4018,677,628,332619,327883,660502,218085,217494,150129,76960,73169,237379,122356,115023,169046,84288,84758,103948,44279,59669,0.073977066,0.07483701799999999,0.08007091599999999,0.072317722,0.22000690399999998,0.21307884,0.005622996,0.006083252,0.001024978,0.000950792,0.33018068100000003,0.329285907,0.503585152,0.49641484799999996,0.2272953,0.35939179600000004,0.255935637,0.15737726800000001,214370
4931,201634019,34,19,1,0,3.8,62953,2429,2191,1531,1798,3619,3873,106,123,132,67,63612,62235,125847,58659,57275,29615,15196,14419,23809,12386,11423,43339,20906,22433,29084,13747,15337,0.019301215,0.01741003,0.012165566000000001,0.01428719,0.028757142000000003,0.030775465,0.000842293,0.000977377,0.001048893,0.000532393,0.466113614,0.455116133,0.505470929,0.49452907100000004,0.235325435,0.189190048,0.344378491,0.23110602600000002,70736
4932,201634021,34,21,1,0,4.3,0,19363,18576,41444,37303,28279,32057,982,1164,333,389,188395,180622,369017,122228,119205,93227,47232,45995,98353,50209,48144,105185,51655,53530,72252,31526,40726,0.052471837,0.050339144,0.112309189,0.101087484,0.076633326,0.08687133699999999,0.0026611240000000004,0.003154326,0.000902397,0.001054152,0.33122593300000003,0.323033898,0.510532035,0.489467965,0.25263605699999997,0.266527016,0.285041069,0.19579585800000002,166162
4933,201634023,34,23,1,0,4.4,0,97218,97043,48080,44287,82082,82276,2418,2629,431,410,418237,406112,824349,261723,253382,206738,106228,100510,226755,114378,112377,233347,115622,117725,157509,69884,87625,0.11793306,0.117720771,0.058324811,0.053723605,0.099571905,0.09980724199999999,0.0029332240000000003,0.003189183,0.000522837,0.000497362,0.31749052899999997,0.307372242,0.5073542879999999,0.492645712,0.250789411,0.27507160199999997,0.283068215,0.191070772,298525
4934,201634025,34,25,1,0,4.5,53055,17399,16098,25418,22266,31665,32795,851,933,173,156,321380,304267,625647,272107,259651,154961,79063,75898,136491,68720,67771,195775,94817,100958,138420,61667,76753,0.027809611,0.025730164,0.040626743,0.035588759,0.050611607,0.052417737,0.001360192,0.001491256,0.000276514,0.000249342,0.43492097,0.41501198,0.5136762420000001,0.486323758,0.2476812,0.218159761,0.31291606899999996,0.22124296899999998,322581
4935,201634027,34,27,1,0,3.9,0,25149,23652,9004,8460,30777,31417,681,723,94,98,252483,242499,494982,213249,205351,122842,62934,59908,109473,55536,53937,155734,76021,79713,106933,48008,58925,0.050807908,0.047783556,0.01819056,0.017091531,0.062178019,0.063470995,0.0013758079999999998,0.001460659,0.000189906,0.000197987,0.43082172700000004,0.41486559100000003,0.510085215,0.489914785,0.248174681,0.221165618,0.314625582,0.216034118,246682
4936,201634029,34,29,1,0,5.2,43540,5904,4911,10209,9627,25142,26282,681,837,104,111,303220,281229,584449,282559,262171,149139,76595,72544,124286,62924,61362,146800,71243,75557,164224,70467,93757,0.010101822,0.008402786,0.017467735,0.016471925,0.043018296,0.044968851,0.0011652000000000001,0.0014321179999999998,0.000177945,0.000189922,0.48346220100000004,0.44857806200000006,0.518813447,0.48118655299999996,0.255178809,0.212654996,0.251176749,0.280989445,253560
4937,201634031,34,31,1,0,6.2,52308,14399,13430,40350,35110,100918,99156,3593,3683,468,415,259245,245513,504758,194002,186711,136693,69622,67071,136210,67923,68287,137212,66711,70501,94643,41257,53386,0.028526541000000002,0.02660681,0.07993929799999999,0.069558085,0.199933433,0.196442652,0.0071182630000000005,0.007296566,0.000927177,0.0008221760000000001,0.38434655799999995,0.369902012,0.513602558,0.486397442,0.270808982,0.269852088,0.271837197,0.18750173399999998,191464
4938,201634033,34,33,1,0,6.4,55187,360,287,4987,4429,2395,2693,131,198,10,11,32981,31347,64328,26813,25789,15760,8104,7656,14958,7510,7448,18419,8849,9570,15191,6884,8307,0.005596319000000001,0.00446151,0.077524562,0.068850267,0.037231066,0.041863574,0.002036438,0.003077975,0.000155453,0.00017099900000000002,0.41681693799999997,0.40089852,0.512700535,0.487299465,0.244994404,0.23252704899999999,0.286329437,0.23614911100000002,28476
4939,201634035,34,35,1,0,4.1,0,27581,26180,16982,15330,22615,23454,473,585,122,115,168691,160651,329342,120294,115315,84505,43370,41135,74164,37000,37164,105134,51244,53890,65539,29037,36502,0.083745772,0.079491835,0.05156342,0.046547358,0.068667221,0.071214725,0.0014361970000000002,0.001776269,0.000370436,0.000349181,0.36525557,0.35013754700000005,0.512206157,0.48779384299999995,0.256587377,0.225188406,0.319224393,0.198999824,155217
4940,201634037,34,37,1,0,4.7,0,1477,1271,1408,1557,5210,5101,147,160,29,26,72763,71815,144578,68684,67734,34491,17654,16837,30530,15713,14817,47923,23527,24396,31634,14921,16713,0.010215939,0.008791102,0.009738688,0.010769273000000001,0.036035911000000004,0.035281993,0.0010167519999999999,0.001106669,0.00020058400000000002,0.00017983400000000003,0.47506536299999996,0.468494515,0.503278507,0.49672149299999996,0.238563267,0.211166291,0.331468135,0.218802307,79980
4941,201634039,34,39,1,0,5.2,0,14823,13440,69433,60003,80675,82799,1839,1960,269,277,281380,266902,548282,189440,186127,143590,73203,70387,142210,71309,70901,159093,77772,81321,103389,44618,58771,0.027035358,0.024512932999999997,0.126637387,0.10943820900000001,0.147141435,0.15101535300000002,0.0033541129999999997,0.003574803,0.000490623,0.000505214,0.345515629,0.33947311799999996,0.51320306,0.48679694,0.26189077899999996,0.25937382600000003,0.290166374,0.188569021,229119
4942,201634041,34,41,1,0,4.6,0,1545,1470,2309,2329,4324,4368,117,116,30,47,54852,52142,106994,49984,47402,25514,12930,12584,23357,11828,11529,34058,16598,17460,24065,10786,13279,0.014440062,0.013739088,0.021580649,0.021767576,0.040413481,0.040824719,0.001093519,0.0010841730000000001,0.00028039,0.00043927699999999996,0.46716638299999996,0.44303418899999997,0.512664262,0.48733573799999996,0.23846197,0.21830196100000002,0.318316915,0.22491915399999998,58553
4943,201635001,35,1,0,0,5.7,46583,10096,8506,10578,12117,169801,163177,20711,19164,480,528,344723,331506,676229,292773,281482,172039,87725,84314,193269,97671,95598,174923,85205,89718,135998,60905,75093,0.014929854,0.012578579,0.01564263,0.017918486,0.251099849,0.24130435100000003,0.030627199,0.028339512,0.000709819,0.000780801,0.43294948899999997,0.41625248299999995,0.509772577,0.490227423,0.254409379,0.285804069,0.258674207,0.201112345,235391
4944,201635003,35,3,0,0,8.0,29566,7,3,15,16,318,383,65,54,0,0,1684,1866,3550,1549,1741,561,282,279,446,239,207,835,413,422,1708,932,776,0.001971831,0.00084507,0.004225352,0.004507042,0.089577465,0.107887324,0.018309858999999998,0.015211268,0.0,0.0,0.436338028,0.490422535,0.47436619700000004,0.525633803,0.158028169,0.12563380300000002,0.235211268,0.481126761,6802
4945,201635005,35,5,0,0,6.6,34986,354,322,775,843,18164,18207,657,747,68,88,33082,32798,65880,30667,30215,19991,10464,9527,16708,8449,8259,15739,7718,8021,13442,6167,7275,0.005373406,0.004887675,0.011763813,0.012795993,0.275713418,0.27636612,0.009972678,0.011338798,0.00103218,0.001335762,0.465497875,0.458636916,0.502155434,0.497844566,0.303445659,0.253612629,0.238904068,0.204037644,14046
4946,201635006,35,6,0,0,8.1,0,90,71,201,167,4575,5756,6037,5522,15,15,13278,13880,27158,6660,7829,7277,3738,3539,7432,4019,3413,6970,3619,3351,5479,2504,2975,0.003313941,0.002614331,0.007401134,0.006149201,0.168458649,0.211944915,0.222291774,0.203328669,0.0005523230000000001,0.0005523230000000001,0.24523160800000002,0.28827601399999997,0.48891671,0.51108329,0.267950512,0.273657854,0.256646292,0.201745342,9760
4947,201635007,35,7,0,0,5.9,0,41,36,51,68,3064,3195,117,199,17,12,6300,6418,12718,5956,5959,2725,1369,1356,2566,1380,1186,3335,1677,1658,4092,1992,2100,0.003223777,0.0028306340000000003,0.004010064,0.005346753,0.240918383,0.251218745,0.00919956,0.015647114,0.001336688,0.000943545,0.46831262799999995,0.46854851399999997,0.495360906,0.504639094,0.214263249,0.201761283,0.262226765,0.321748703,6057
4948,201635009,35,9,0,0,5.0,86638,470,384,1589,1904,10026,10561,477,535,67,44,24660,26455,51115,21284,22821,15262,7925,7337,16813,9402,7411,10919,5444,5475,8121,3684,4437,0.009194953,0.007512471999999999,0.031086765,0.03724934,0.196145945,0.20661254,0.009331899,0.010466595,0.00131077,0.000860804,0.416394405,0.446463856,0.48244155299999997,0.517558447,0.29858163,0.328924973,0.213616355,0.158877042,13841
4949,201635011,35,11,0,0,4.7,30439,2,1,5,4,365,379,10,21,0,0,932,927,1859,881,863,441,223,218,332,167,165,473,242,231,613,295,318,0.001075847,0.0005379240000000001,0.002689618,0.002151694,0.19634211899999998,0.20387305,0.005379236,0.011296396,0.0,0.0,0.473910705,0.46422808,0.501344809,0.498655191,0.237224314,0.17859064,0.25443787,0.32974717600000003,655
4950,201635013,35,13,0,0,7.1,36971,1514,1322,2131,2636,74297,69888,2454,2485,202,187,108885,105199,214084,100621,96696,63196,31973,31223,62476,31703,30773,47467,22357,25110,40945,19166,21779,0.00707199,0.006175145999999999,0.009954036999999999,0.012312924,0.347046019,0.326451299,0.01146279,0.011607593000000001,0.000943555,0.000873489,0.4700071,0.451673175,0.50860877,0.49139123,0.29519254100000003,0.291829375,0.22172138,0.191256703,60135
4951,201635015,35,15,0,0,6.4,107862,267,211,426,599,13193,13328,632,656,32,28,28163,28527,56690,26360,26525,16317,8290,8027,15048,7868,7180,14081,7069,7012,11244,5300,5944,0.004709825,0.0037219970000000003,0.007514553,0.010566237,0.23272182,0.23510319300000002,0.011148351,0.011571706000000001,0.000564473,0.000493914,0.46498500600000003,0.46789557200000004,0.49678955700000005,0.503210443,0.287828541,0.265443641,0.248385959,0.19834185899999998,20193
4952,201635017,35,17,0,0,6.4,0,127,102,132,222,7237,7085,317,313,19,19,14592,14271,28863,13685,13286,6790,3555,3235,5931,3000,2931,6806,3253,3553,9336,4463,4873,0.004400097,0.0035339359999999997,0.004573329,0.0076915080000000005,0.250736237,0.24546997899999998,0.010982918999999999,0.010844333999999999,0.0006582819999999999,0.0006582819999999999,0.474136438,0.46031251100000004,0.5055607529999999,0.494439247,0.235249281,0.205487995,0.235803624,0.3234591,9233
