year,state,state_po,county,FIPS,republican_candidate,democrat_candidate,republican_votes,democrat_votes,county_totalvotes,winning candidate,winning party
2000,Alaska,AK,District 1,2001,George W. Bush,Al Gore,4681,1284,6656,George W. Bush,republican
2000,Alaska,AK,District 2,2002,George W. Bush,Al Gore,4235,2081,7388,George W. Bush,republican
2000,Alaska,AK,District 3,2003,George W. Bush,Al Gore,3135,3693,8225,Al Gore,democrat
2000,Alaska,AK,District 4,2004,George W. Bush,Al Gore,4127,2715,7823,George W. Bush,republican
2000,Alaska,AK,District 5,2005,George W. Bush,Al Gore,3545,1931,6437,George W. Bush,republican
2000,Alaska,AK,District 6,2006,George W. Bush,Al Gore,3862,1542,6100,George W. Bush,republican
2000,Alaska,AK,District 7,2007,George W. Bush,Al Gore,4868,1893,8677,George W. Bush,republican
2000,Alaska,AK,District 8,2008,George W. Bush,Al Gore,5371,1498,7978,George W. Bush,republican
2000,Alaska,AK,District 9,2009,George W. Bush,Al Gore,4789,1203,6800,George W. Bush,republican
2000,Alaska,AK,District 10,2010,George W. Bush,Al Gore,5673,2194,8884,George W. Bush,republican
2000,Alaska,AK,District 11,2011,George W. Bush,Al Gore,3960,2043,6980,George W. Bush,republican
2000,Alaska,AK,District 12,2012,George W. Bush,Al Gore,4626,2051,7601,George W. Bush,republican
2000,Alaska,AK,District 13,2013,George W. Bush,Al Gore,3853,2661,7943,George W. Bush,republican
2000,Alaska,AK,District 14,2014,George W. Bush,Al Gore,3750,1626,5868,George W. Bush,republican
2000,Alaska,AK,District 15,2015,George W. Bush,Al Gore,2453,2106,5870,George W. Bush,republican
2000,Alaska,AK,District 16,2016,George W. Bush,Al Gore,1980,1969,4685,George W. Bush,republican
2000,Alaska,AK,District 17,2017,George W. Bush,Al Gore,4564,2230,7704,George W. Bush,republican
2000,Alaska,AK,District 18,2018,George W. Bush,Al Gore,5421,2739,9882,George W. Bush,republican
2000,Alaska,AK,District 19,2019,George W. Bush,Al Gore,4619,2350,7951,George W. Bush,republican
2000,Alaska,AK,District 20,2020,George W. Bush,Al Gore,3648,2259,6963,George W. Bush,republican
2000,Alaska,AK,District 21,2021,George W. Bush,Al Gore,3263,2309,6629,George W. Bush,republican
2000,Alaska,AK,District 22,2022,George W. Bush,Al Gore,4910,2656,8525,George W. Bush,republican
2000,Alaska,AK,District 23,2023,George W. Bush,Al Gore,2961,1282,4630,George W. Bush,republican
2000,Alaska,AK,District 24,2024,George W. Bush,Al Gore,5063,1985,7915,George W. Bush,republican
2000,Alaska,AK,District 25,2025,George W. Bush,Al Gore,5489,1697,8201,George W. Bush,republican
2000,Alaska,AK,District 26,2026,George W. Bush,Al Gore,5869,1608,8590,George W. Bush,republican
2000,Alaska,AK,District 27,2027,George W. Bush,Al Gore,6714,2199,10438,George W. Bush,republican
2000,Alaska,AK,District 28,2028,George W. Bush,Al Gore,7113,2116,11040,George W. Bush,republican
2000,Alaska,AK,District 29,2029,George W. Bush,Al Gore,4054,2806,8823,George W. Bush,republican
2000,Alaska,AK,District 30,2030,George W. Bush,Al Gore,3622,1698,6083,George W. Bush,republican
2000,Alaska,AK,District 31,2031,George W. Bush,Al Gore,3326,1831,5965,George W. Bush,republican
2000,Alaska,AK,District 32,2032,George W. Bush,Al Gore,4178,1389,6033,George W. Bush,republican
2000,Alaska,AK,District 33,2033,George W. Bush,Al Gore,5804,1765,8712,George W. Bush,republican
2000,Alaska,AK,District 34,2034,George W. Bush,Al Gore,5243,1300,7154,George W. Bush,republican
2000,Alaska,AK,District 35,2035,George W. Bush,Al Gore,4278,1208,6382,George W. Bush,republican
2000,Alaska,AK,District 36,2036,George W. Bush,Al Gore,3007,1945,5577,George W. Bush,republican
2000,Alaska,AK,District 37,2037,George W. Bush,Al Gore,2725,1821,5028,George W. Bush,republican
2000,Alaska,AK,District 38,2038,George W. Bush,Al Gore,2467,2015,4976,George W. Bush,republican
2000,Alaska,AK,District 39,2039,George W. Bush,Al Gore,2321,2282,5188,George W. Bush,republican
2000,Alaska,AK,District 40,2040,George W. Bush,Al Gore,1831,1024,3226,George W. Bush,republican
2000,Alaska,NA,District 99,2099,George W. Bush,Al Gore,0,0,0,Al Gore,democrat
2000,Alabama,AL,Autauga,1001,George W. Bush,Al Gore,11993,4942,17208,George W. Bush,republican
2000,Alabama,AL,Baldwin,1003,George W. Bush,Al Gore,40872,13997,56480,George W. Bush,republican
2000,Alabama,AL,Barbour,1005,George W. Bush,Al Gore,5096,5188,10395,Al Gore,democrat
2000,Alabama,AL,Bibb,1007,George W. Bush,Al Gore,4273,2710,7101,George W. Bush,republican
2000,Alabama,AL,Blount,1009,George W. Bush,Al Gore,12667,4977,17973,George W. Bush,republican
2000,Alabama,AL,Bullock,1011,George W. Bush,Al Gore,1433,3395,4904,Al Gore,democrat
2000,Alabama,AL,Butler,1013,George W. Bush,Al Gore,4127,3606,7803,George W. Bush,republican
2000,Alabama,AL,Calhoun,1015,George W. Bush,Al Gore,22306,15781,38909,George W. Bush,republican
2000,Alabama,AL,Chambers,1017,George W. Bush,Al Gore,6037,5616,11834,George W. Bush,republican
2000,Alabama,AL,Cherokee,1019,George W. Bush,Al Gore,4154,3497,7823,George W. Bush,republican
2000,Alabama,AL,Chilton,1021,George W. Bush,Al Gore,10066,4806,15092,George W. Bush,republican
2000,Alabama,AL,Choctaw,1023,George W. Bush,Al Gore,3600,3707,7374,Al Gore,democrat
2000,Alabama,AL,Clarke,1025,George W. Bush,Al Gore,5988,4679,10752,George W. Bush,republican
2000,Alabama,AL,Clay,1027,George W. Bush,Al Gore,3719,2045,5883,George W. Bush,republican
2000,Alabama,AL,Cleburne,1029,George W. Bush,Al Gore,3333,1664,5092,George W. Bush,republican
2000,Alabama,AL,Coffee,1031,George W. Bush,Al Gore,9938,5220,15434,George W. Bush,republican
2000,Alabama,AL,Colbert,1033,George W. Bush,Al Gore,10518,10543,21532,Al Gore,democrat
2000,Alabama,AL,Conecuh,1035,George W. Bush,Al Gore,2699,2783,5551,Al Gore,democrat
2000,Alabama,AL,Coosa,1037,George W. Bush,Al Gore,2382,2104,4567,George W. Bush,republican
2000,Alabama,AL,Covington,1039,George W. Bush,Al Gore,8961,4440,13613,George W. Bush,republican
2000,Alabama,AL,Crenshaw,1041,George W. Bush,Al Gore,2793,1934,4795,George W. Bush,republican
2000,Alabama,AL,Cullman,1043,George W. Bush,Al Gore,19157,9758,29525,George W. Bush,republican
2000,Alabama,AL,Dale,1045,George W. Bush,Al Gore,10593,4906,15806,George W. Bush,republican
2000,Alabama,AL,Dallas,1047,George W. Bush,Al Gore,7360,10967,18464,Al Gore,democrat
2000,Alabama,AL,DeKalb,1049,George W. Bush,Al Gore,12827,7056,20285,George W. Bush,republican
2000,Alabama,AL,Elmore,1051,George W. Bush,Al Gore,16777,6652,23804,George W. Bush,republican
2000,Alabama,AL,Escambia,1053,George W. Bush,Al Gore,6975,4523,11660,George W. Bush,republican
2000,Alabama,AL,Etowah,1055,George W. Bush,Al Gore,21087,17433,39348,George W. Bush,republican
2000,Alabama,AL,Fayette,1057,George W. Bush,Al Gore,4582,3064,7808,George W. Bush,republican
2000,Alabama,AL,Franklin,1059,George W. Bush,Al Gore,6119,4793,11103,George W. Bush,republican
2000,Alabama,AL,Geneva,1061,George W. Bush,Al Gore,6588,2769,9559,George W. Bush,republican
2000,Alabama,AL,Greene,1063,George W. Bush,Al Gore,850,3504,4396,Al Gore,democrat
2000,Alabama,AL,Hale,1065,George W. Bush,Al Gore,2984,4652,7731,Al Gore,democrat
2000,Alabama,AL,Henry,1067,George W. Bush,Al Gore,4054,2782,6932,George W. Bush,republican
2000,Alabama,AL,Houston,1069,George W. Bush,Al Gore,22150,9412,32057,George W. Bush,republican
2000,Alabama,AL,Jackson,1071,George W. Bush,Al Gore,8475,9066,17906,Al Gore,democrat
2000,Alabama,AL,Jefferson,1073,George W. Bush,Al Gore,138491,129889,273763,George W. Bush,republican
2000,Alabama,AL,Lamar,1075,George W. Bush,Al Gore,4470,2653,7249,George W. Bush,republican
2000,Alabama,AL,Lauderdale,1077,George W. Bush,Al Gore,17478,13875,32137,George W. Bush,republican
2000,Alabama,AL,Lawrence,1079,George W. Bush,Al Gore,5671,6296,12185,Al Gore,democrat
2000,Alabama,AL,Lee,1081,George W. Bush,Al Gore,22433,14574,38264,George W. Bush,republican
2000,Alabama,AL,Limestone,1083,George W. Bush,Al Gore,14204,8992,23634,George W. Bush,republican
2000,Alabama,AL,Lowndes,1085,George W. Bush,Al Gore,1638,4557,6243,Al Gore,democrat
2000,Alabama,AL,Macon,1087,George W. Bush,Al Gore,1091,7665,8831,Al Gore,democrat
2000,Alabama,AL,Madison,1089,George W. Bush,Al Gore,62151,48199,113318,George W. Bush,republican
2000,Alabama,AL,Marengo,1091,George W. Bush,Al Gore,4690,4841,9608,Al Gore,democrat
2000,Alabama,AL,Marion,1093,George W. Bush,Al Gore,6910,4600,11756,George W. Bush,republican
2000,Alabama,AL,Marshall,1095,George W. Bush,Al Gore,17084,10381,27989,George W. Bush,republican
2000,Alabama,AL,Mobile,1097,George W. Bush,Al Gore,78162,58640,139745,George W. Bush,republican
2000,Alabama,AL,Monroe,1099,George W. Bush,Al Gore,5153,3741,8951,George W. Bush,republican
2000,Alabama,AL,Montgomery,1101,George W. Bush,Al Gore,38827,40371,80328,Al Gore,democrat
2000,Alabama,AL,Morgan,1103,George W. Bush,Al Gore,25774,16060,42681,George W. Bush,republican
2000,Alabama,AL,Perry,1105,George W. Bush,Al Gore,1732,4020,5787,Al Gore,democrat
2000,Alabama,AL,Pickens,1107,George W. Bush,Al Gore,4306,4143,8540,George W. Bush,republican
2000,Alabama,AL,Pike,1109,George W. Bush,Al Gore,6058,4357,10544,George W. Bush,republican
2000,Alabama,AL,Randolph,1111,George W. Bush,Al Gore,4666,3094,7919,George W. Bush,republican
2000,Alabama,AL,Russell,1113,George W. Bush,Al Gore,6198,8396,14775,Al Gore,democrat
2000,Alabama,AL,St. Clair,1115,George W. Bush,Al Gore,17117,6485,24090,George W. Bush,republican
2000,Alabama,AL,Shelby,1117,George W. Bush,Al Gore,47651,13183,62128,George W. Bush,republican
2000,Alabama,AL,Sumter,1119,George W. Bush,Al Gore,1629,4415,6088,Al Gore,democrat
2000,Alabama,AL,Talladega,1121,George W. Bush,Al Gore,13807,11264,25451,George W. Bush,republican
2000,Alabama,AL,Tallapoosa,1123,George W. Bush,Al Gore,9805,6183,16253,George W. Bush,republican
2000,Alabama,AL,Tuscaloosa,1125,George W. Bush,Al Gore,34003,24614,60114,George W. Bush,republican
2000,Alabama,AL,Walker,1127,George W. Bush,Al Gore,13486,11621,25641,George W. Bush,republican
2000,Alabama,AL,Washington,1129,George W. Bush,Al Gore,4117,3386,7596,George W. Bush,republican
2000,Alabama,AL,Wilcox,1131,George W. Bush,Al Gore,1661,3444,5126,Al Gore,democrat
2000,Alabama,AL,Winston,1133,George W. Bush,Al Gore,6413,2692,9318,George W. Bush,republican
2000,Arizona,AZ,Apache,4001,George W. Bush,Al Gore,5947,13025,19456,Al Gore,democrat
2000,Arizona,AZ,Cochise,4003,George W. Bush,Al Gore,18180,13360,33241,George W. Bush,republican
2000,Arizona,AZ,Coconino,4005,George W. Bush,Al Gore,17562,20280,40883,Al Gore,democrat
2000,Arizona,AZ,Gila,4007,George W. Bush,Al Gore,9158,7700,17736,George W. Bush,republican
2000,Arizona,AZ,Graham,4009,George W. Bush,Al Gore,6007,3355,9664,George W. Bush,republican
2000,Arizona,AZ,Greenlee,4011,George W. Bush,Al Gore,1619,1216,2960,George W. Bush,republican
2000,Arizona,AZ,La Paz,4012,George W. Bush,Al Gore,2543,1769,4483,George W. Bush,republican
2000,Arizona,AZ,Maricopa,4013,George W. Bush,Al Gore,479967,386683,901699,George W. Bush,republican
2000,Arizona,AZ,Mohave,4015,George W. Bush,Al Gore,24386,17470,44141,George W. Bush,republican
2000,Arizona,AZ,Navajo,4017,George W. Bush,Al Gore,12386,11794,25147,George W. Bush,republican
2000,Arizona,AZ,Pima,4019,George W. Bush,Al Gore,124579,147688,287640,Al Gore,democrat
2000,Arizona,AZ,Pinal,4021,George W. Bush,Al Gore,20122,19650,41290,George W. Bush,republican
2000,Arizona,AZ,Santa Cruz,4023,George W. Bush,Al Gore,3344,5233,8893,Al Gore,democrat
2000,Arizona,AZ,Yavapai,4025,George W. Bush,Al Gore,40144,24063,68228,George W. Bush,republican
2000,Arizona,AZ,Yuma,4027,George W. Bush,Al Gore,15708,12055,28652,George W. Bush,republican
2000,Arkansas,AR,Arkansas,5001,George W. Bush,Al Gore,3353,2877,6372,George W. Bush,republican
2000,Arkansas,AR,Ashley,5003,George W. Bush,Al Gore,3876,4253,8271,Al Gore,democrat
2000,Arkansas,AR,Baxter,5005,George W. Bush,Al Gore,9538,6516,16708,George W. Bush,republican
2000,Arkansas,AR,Benton,5007,George W. Bush,Al Gore,34838,17277,53646,George W. Bush,republican
2000,Arkansas,AR,Boone,5009,George W. Bush,Al Gore,8569,4493,13635,George W. Bush,republican
2000,Arkansas,AR,Bradley,5011,George W. Bush,Al Gore,1793,2122,3979,Al Gore,democrat
2000,Arkansas,AR,Calhoun,5013,George W. Bush,Al Gore,1128,1017,2185,George W. Bush,republican
2000,Arkansas,AR,Carroll,5015,George W. Bush,Al Gore,5556,3595,9590,George W. Bush,republican
2000,Arkansas,AR,Chicot,5017,George W. Bush,Al Gore,1564,2820,4452,Al Gore,democrat
2000,Arkansas,AR,Clark,5019,George W. Bush,Al Gore,3776,4661,8626,Al Gore,democrat
2000,Arkansas,AR,Clay,5021,George W. Bush,Al Gore,2254,3527,5900,Al Gore,democrat
2000,Arkansas,AR,Cleburne,5023,George W. Bush,Al Gore,5730,4120,10207,George W. Bush,republican
2000,Arkansas,AR,Cleveland,5025,George W. Bush,Al Gore,1678,1414,3181,George W. Bush,republican
2000,Arkansas,AR,Columbia,5027,George W. Bush,Al Gore,5018,4003,9307,George W. Bush,republican
2000,Arkansas,AR,Conway,5029,George W. Bush,Al Gore,3545,3496,7234,George W. Bush,republican
2000,Arkansas,AR,Craighead,5031,George W. Bush,Al Gore,12158,12376,25157,Al Gore,democrat
2000,Arkansas,AR,Crawford,5033,George W. Bush,Al Gore,10804,6288,17625,George W. Bush,republican
2000,Arkansas,AR,Crittenden,5035,George W. Bush,Al Gore,5857,7224,13234,Al Gore,democrat
2000,Arkansas,AR,Cross,5037,George W. Bush,Al Gore,3033,3096,6215,Al Gore,democrat
2000,Arkansas,AR,Dallas,5039,George W. Bush,Al Gore,1571,1710,3325,Al Gore,democrat
2000,Arkansas,AR,Desha,5041,George W. Bush,Al Gore,1603,2776,4495,Al Gore,democrat
2000,Arkansas,AR,Drew,5043,George W. Bush,Al Gore,2756,3060,5922,Al Gore,democrat
2000,Arkansas,AR,Faulkner,5045,George W. Bush,Al Gore,16055,11950,29216,George W. Bush,republican
2000,Arkansas,AR,Franklin,5047,George W. Bush,Al Gore,3277,2674,6140,George W. Bush,republican
2000,Arkansas,AR,Fulton,5049,George W. Bush,Al Gore,2036,1976,4108,George W. Bush,republican
2000,Arkansas,AR,Garland,5051,George W. Bush,Al Gore,19098,15840,35935,George W. Bush,republican
2000,Arkansas,AR,Grant,5053,George W. Bush,Al Gore,3285,2535,6013,George W. Bush,republican
2000,Arkansas,AR,Greene,5055,George W. Bush,Al Gore,5831,6319,12484,Al Gore,democrat
2000,Arkansas,AR,Hempstead,5057,George W. Bush,Al Gore,3257,3937,7289,Al Gore,democrat
2000,Arkansas,AR,Hot Spring,5059,George W. Bush,Al Gore,5042,5527,10981,Al Gore,democrat
2000,Arkansas,AR,Howard,5061,George W. Bush,Al Gore,2326,2063,4459,George W. Bush,republican
2000,Arkansas,AR,Independence,5063,George W. Bush,Al Gore,6145,5146,11594,George W. Bush,republican
2000,Arkansas,AR,Izard,5065,George W. Bush,Al Gore,2301,2587,5032,Al Gore,democrat
2000,Arkansas,AR,Jackson,5067,George W. Bush,Al Gore,2280,3651,6072,Al Gore,democrat
2000,Arkansas,AR,Jefferson,5069,George W. Bush,Al Gore,8765,17716,27201,Al Gore,democrat
2000,Arkansas,AR,Johnson,5071,George W. Bush,Al Gore,3657,3270,7161,George W. Bush,republican
2000,Arkansas,AR,Lafayette,5073,George W. Bush,Al Gore,1538,1806,3383,Al Gore,democrat
2000,Arkansas,AR,Lawrence,5075,George W. Bush,Al Gore,2626,3255,6040,Al Gore,democrat
2000,Arkansas,AR,Lee,5077,George W. Bush,Al Gore,1351,2727,4121,Al Gore,democrat
2000,Arkansas,AR,Lincoln,5079,George W. Bush,Al Gore,1526,1957,3546,Al Gore,democrat
2000,Arkansas,AR,Little River,5081,George W. Bush,Al Gore,2283,2883,5263,Al Gore,democrat
2000,Arkansas,AR,Logan,5083,George W. Bush,Al Gore,4487,3283,8096,George W. Bush,republican
2000,Arkansas,AR,Lonoke,5085,George W. Bush,Al Gore,10606,6851,17943,George W. Bush,republican
2000,Arkansas,AR,Madison,5087,George W. Bush,Al Gore,3387,2055,5628,George W. Bush,republican
2000,Arkansas,AR,Marion,5089,George W. Bush,Al Gore,3402,2233,6015,George W. Bush,republican
2000,Arkansas,AR,Miller,5091,George W. Bush,Al Gore,7276,6278,13745,George W. Bush,republican
2000,Arkansas,AR,Mississippi,5093,George W. Bush,Al Gore,5199,7107,12586,Al Gore,democrat
2000,Arkansas,AR,Monroe,5095,George W. Bush,Al Gore,1329,1910,3293,Al Gore,democrat
2000,Arkansas,AR,Montgomery,5097,George W. Bush,Al Gore,2128,1438,3739,George W. Bush,republican
2000,Arkansas,AR,Nevada,5099,George W. Bush,Al Gore,1796,1867,3738,Al Gore,democrat
2000,Arkansas,AR,Newton,5101,George W. Bush,Al Gore,2529,1205,3927,George W. Bush,republican
2000,Arkansas,AR,Ouachita,5103,George W. Bush,Al Gore,4739,5464,10395,Al Gore,democrat
2000,Arkansas,AR,Perry,5105,George W. Bush,Al Gore,2114,1648,4007,George W. Bush,republican
2000,Arkansas,AR,Phillips,5107,George W. Bush,Al Gore,3154,6018,9313,Al Gore,democrat
2000,Arkansas,AR,Pike,5109,George W. Bush,Al Gore,2275,1604,3971,George W. Bush,republican
2000,Arkansas,AR,Poinsett,5111,George W. Bush,Al Gore,2988,4102,7235,Al Gore,democrat
2000,Arkansas,AR,Polk,5113,George W. Bush,Al Gore,4600,2315,7193,George W. Bush,republican
2000,Arkansas,AR,Pope,5115,George W. Bush,Al Gore,11244,6669,18422,George W. Bush,republican
2000,Arkansas,AR,Prairie,5117,George W. Bush,Al Gore,1862,1563,3507,George W. Bush,republican
2000,Arkansas,AR,Pulaski,5119,George W. Bush,Al Gore,55866,68320,127151,Al Gore,democrat
2000,Arkansas,AR,Randolph,5121,George W. Bush,Al Gore,2673,3019,5877,Al Gore,democrat
2000,Arkansas,AR,St. Francis,5123,George W. Bush,Al Gore,3414,4986,8496,Al Gore,democrat
2000,Arkansas,AR,Saline,5125,George W. Bush,Al Gore,18617,12700,32391,George W. Bush,republican
2000,Arkansas,AR,Scott,5127,George W. Bush,Al Gore,2399,1444,3981,George W. Bush,republican
2000,Arkansas,AR,Searcy,5129,George W. Bush,Al Gore,2610,1229,4058,George W. Bush,republican
2000,Arkansas,AR,Sebastian,5131,George W. Bush,Al Gore,23483,15555,40159,George W. Bush,republican
2000,Arkansas,AR,Sevier,5133,George W. Bush,Al Gore,2111,2095,4293,George W. Bush,republican
2000,Arkansas,AR,Sharp,5135,George W. Bush,Al Gore,3698,3236,7126,George W. Bush,republican
2000,Arkansas,AR,Stone,5137,George W. Bush,Al Gore,2623,2043,4860,George W. Bush,republican
2000,Arkansas,AR,Union,5139,George W. Bush,Al Gore,8647,6261,15609,George W. Bush,republican
2000,Arkansas,AR,Van Buren,5141,George W. Bush,Al Gore,3485,3202,6984,George W. Bush,republican
2000,Arkansas,AR,Washington,5143,George W. Bush,Al Gore,28231,21425,51459,George W. Bush,republican
2000,Arkansas,AR,White,5145,George W. Bush,Al Gore,13170,8342,22150,George W. Bush,republican
2000,Arkansas,AR,Woodruff,5147,George W. Bush,Al Gore,898,1699,2651,Al Gore,democrat
2000,Arkansas,AR,Yell,5149,George W. Bush,Al Gore,3223,3062,6479,George W. Bush,republican
2000,California,CA,Alameda,6001,George W. Bush,Al Gore,119279,342889,494336,Al Gore,democrat
2000,California,CA,Alpine,6003,George W. Bush,Al Gore,281,265,586,George W. Bush,republican
2000,California,CA,Amador,6005,George W. Bush,Al Gore,8766,5906,15464,George W. Bush,republican
2000,California,CA,Butte,6007,George W. Bush,Al Gore,45584,31338,83721,George W. Bush,republican
2000,California,CA,Calaveras,6009,George W. Bush,Al Gore,10599,7093,18876,George W. Bush,republican
2000,California,CA,Colusa,6011,George W. Bush,Al Gore,3629,1745,5590,George W. Bush,republican
2000,California,CA,Contra Costa,6013,George W. Bush,Al Gore,141373,224338,381478,Al Gore,democrat
2000,California,CA,Del Norte,6015,George W. Bush,Al Gore,4526,3117,8294,George W. Bush,republican
2000,California,CA,El Dorado,6017,George W. Bush,Al Gore,42045,26220,72136,George W. Bush,republican
2000,California,CA,Fresno,6019,George W. Bush,Al Gore,117342,95059,220835,George W. Bush,republican
2000,California,CA,Glenn,6021,George W. Bush,Al Gore,5795,2498,8711,George W. Bush,republican
2000,California,CA,Humboldt,6023,George W. Bush,Al Gore,23219,24851,55972,Al Gore,democrat
2000,California,CA,Imperial,6025,George W. Bush,Al Gore,12524,15489,28937,Al Gore,democrat
2000,California,CA,Inyo,6027,George W. Bush,Al Gore,4713,2652,7815,George W. Bush,republican
2000,California,CA,Kern,6029,George W. Bush,Al Gore,110663,66003,182308,George W. Bush,republican
2000,California,CA,Kings,6031,George W. Bush,Al Gore,16377,11041,28335,George W. Bush,republican
2000,California,CA,Lake,6033,George W. Bush,Al Gore,8699,10717,20919,Al Gore,democrat
2000,California,CA,Lassen,6035,George W. Bush,Al Gore,7080,2982,10586,George W. Bush,republican
2000,California,CA,Los Angeles,6037,George W. Bush,Al Gore,871930,1710505,2695154,Al Gore,democrat
2000,California,CA,Madera,6039,George W. Bush,Al Gore,20283,11650,33395,George W. Bush,republican
2000,California,CA,Marin,6041,George W. Bush,Al Gore,34872,79135,123155,Al Gore,democrat
2000,California,CA,Mariposa,6043,George W. Bush,Al Gore,4727,2816,8074,George W. Bush,republican
2000,California,CA,Mendocino,6045,George W. Bush,Al Gore,12272,16634,34410,Al Gore,democrat
2000,California,CA,Merced,6047,George W. Bush,Al Gore,26102,22726,50418,George W. Bush,republican
2000,California,CA,Modoc,6049,George W. Bush,Al Gore,2969,945,4107,George W. Bush,republican
2000,California,CA,Mono,6051,George W. Bush,Al Gore,2296,1788,4371,George W. Bush,republican
2000,California,CA,Monterey,6053,George W. Bush,Al Gore,43761,67618,117534,Al Gore,democrat
2000,California,CA,Napa,6055,George W. Bush,Al Gore,20633,28097,51724,Al Gore,democrat
2000,California,CA,Nevada,6057,George W. Bush,Al Gore,25998,17670,47479,George W. Bush,republican
2000,California,CA,Orange,6059,George W. Bush,Al Gore,541299,391819,970905,George W. Bush,republican
2000,California,CA,Placer,6061,George W. Bush,Al Gore,69835,42449,117799,George W. Bush,republican
2000,California,CA,Plumas,6063,George W. Bush,Al Gore,6343,3458,10401,George W. Bush,republican
2000,California,CA,Riverside,6065,George W. Bush,Al Gore,231955,202576,451127,George W. Bush,republican
2000,California,CA,Sacramento,6067,George W. Bush,Al Gore,195619,212792,431550,Al Gore,democrat
2000,California,CA,San Benito,6069,George W. Bush,Al Gore,7015,9131,16831,Al Gore,democrat
2000,California,CA,San Bernardino,6071,George W. Bush,Al Gore,221757,214749,454893,George W. Bush,republican
2000,California,CA,San Diego,6073,George W. Bush,Al Gore,475736,437666,958634,George W. Bush,republican
2000,California,CA,San Francisco,6075,George W. Bush,Al Gore,51496,241578,319786,Al Gore,democrat
2000,California,CA,San Joaquin,6077,George W. Bush,Al Gore,81773,79776,167239,George W. Bush,republican
2000,California,CA,San Luis Obispo,6079,George W. Bush,Al Gore,56859,44526,108886,George W. Bush,republican
2000,California,CA,San Mateo,6081,George W. Bush,Al Gore,80296,166757,259399,Al Gore,democrat
2000,California,CA,Santa Barbara,6083,George W. Bush,Al Gore,71493,73411,154974,Al Gore,democrat
2000,California,CA,Santa Clara,6085,George W. Bush,Al Gore,188750,332490,548129,Al Gore,democrat
2000,California,CA,Santa Cruz,6087,George W. Bush,Al Gore,29627,66618,108350,Al Gore,democrat
2000,California,CA,Shasta,6089,George W. Bush,Al Gore,43278,20127,66544,George W. Bush,republican
2000,California,CA,Sierra,6091,George W. Bush,Al Gore,1172,540,1847,George W. Bush,republican
2000,California,CA,Siskiyou,6093,George W. Bush,Al Gore,12198,6323,19819,George W. Bush,republican
2000,California,CA,Solano,6095,George W. Bush,Al Gore,51604,75116,131735,Al Gore,democrat
2000,California,CA,Sonoma,6097,George W. Bush,Al Gore,63529,117295,197006,Al Gore,democrat
2000,California,CA,Stanislaus,6099,George W. Bush,Al Gore,67188,56448,128267,George W. Bush,republican
2000,California,CA,Sutter,6101,George W. Bush,Al Gore,17350,8416,26564,George W. Bush,republican
2000,California,CA,Tehama,6103,George W. Bush,Al Gore,13270,6507,20854,George W. Bush,republican
2000,California,CA,Trinity,6105,George W. Bush,Al Gore,3340,1932,5797,George W. Bush,republican
2000,California,CA,Tulare,6107,George W. Bush,Al Gore,54070,33006,89818,George W. Bush,republican
2000,California,CA,Tuolumne,6109,George W. Bush,Al Gore,13172,9359,23727,George W. Bush,republican
2000,California,CA,Ventura,6111,George W. Bush,Al Gore,136173,133258,282692,George W. Bush,republican
2000,California,CA,Yolo,6113,George W. Bush,Al Gore,23057,33747,61436,Al Gore,democrat
2000,California,CA,Yuba,6115,George W. Bush,Al Gore,9838,5546,16127,George W. Bush,republican
2000,Colorado,CO,Adams,8001,George W. Bush,Al Gore,47561,54132,107852,Al Gore,democrat
2000,Colorado,CO,Alamosa,8003,George W. Bush,Al Gore,2857,2455,5659,George W. Bush,republican
2000,Colorado,CO,Arapahoe,8005,George W. Bush,Al Gore,97768,82614,189942,George W. Bush,republican
2000,Colorado,CO,Archuleta,8007,George W. Bush,Al Gore,2988,1432,4758,George W. Bush,republican
2000,Colorado,CO,Baca,8009,George W. Bush,Al Gore,1663,531,2278,George W. Bush,republican
2000,Colorado,CO,Bent,8011,George W. Bush,Al Gore,1096,783,1963,George W. Bush,republican
2000,Colorado,CO,Boulder,8013,George W. Bush,Al Gore,50873,69983,139626,Al Gore,democrat
2000,Colorado,CO,Chaffee,8015,George W. Bush,Al Gore,4300,2768,7610,George W. Bush,republican
2000,Colorado,CO,Cheyenne,8017,George W. Bush,Al Gore,957,209,1212,George W. Bush,republican
2000,Colorado,CO,Clear Creek,8019,George W. Bush,Al Gore,2247,2188,4924,George W. Bush,republican
2000,Colorado,CO,Conejos,8021,George W. Bush,Al Gore,1772,1749,3671,George W. Bush,republican
2000,Colorado,CO,Costilla,8023,George W. Bush,Al Gore,504,1054,1648,Al Gore,democrat
2000,Colorado,CO,Crowley,8025,George W. Bush,Al Gore,855,511,1445,George W. Bush,republican
2000,Colorado,CO,Custer,8027,George W. Bush,Al Gore,1451,507,2111,George W. Bush,republican
2000,Colorado,CO,Delta,8029,George W. Bush,Al Gore,8372,3264,12686,George W. Bush,republican
2000,Colorado,CO,Denver,8031,George W. Bush,Al Gore,61224,122693,198347,Al Gore,democrat
2000,Colorado,CO,Dolores,8033,George W. Bush,Al Gore,741,293,1134,George W. Bush,republican
2000,Colorado,CO,Douglas,8035,George W. Bush,Al Gore,56007,27076,86225,George W. Bush,republican
2000,Colorado,CO,Eagle,8037,George W. Bush,Al Gore,7165,6772,15188,George W. Bush,republican
