year,state,state_po,county,FIPS,republican_candidate,democrat_candidate,republican_votes,democrat_votes,county_totalvotes,winning candidate,winning party
2008,Texas,TX,Sterling,48431,John McCain,Barack Obama,520,97,619,John McCain,republican
2008,Texas,TX,Stonewall,48433,John McCain,Barack Obama,524,206,735,John McCain,republican
2008,Texas,TX,Sutton,48435,John McCain,Barack Obama,1189,381,1578,John McCain,republican
2008,Texas,TX,Swisher,48437,John McCain,Barack Obama,1683,813,2535,John McCain,republican
2008,Texas,TX,Tarrant,48439,John McCain,Barack Obama,348420,274880,628553,John McCain,republican
2008,Texas,TX,Taylor,48441,John McCain,Barack Obama,34317,12690,47439,John McCain,republican
2008,Texas,TX,Terrell,48443,John McCain,Barack Obama,323,186,519,John McCain,republican
2008,Texas,TX,Terry,48445,John McCain,Barack Obama,2879,1379,4280,John McCain,republican
2008,Texas,TX,Throckmorton,48447,John McCain,Barack Obama,671,166,838,John McCain,republican
2008,Texas,TX,Titus,48449,John McCain,Barack Obama,6028,3145,9245,John McCain,republican
2008,Texas,TX,Tom Green,48451,John McCain,Barack Obama,27362,11158,38861,John McCain,republican
2008,Texas,TX,Travis,48453,John McCain,Barack Obama,136981,254017,397714,Barack Obama,democrat
2008,Texas,TX,Trinity,48455,John McCain,Barack Obama,4095,1925,6077,John McCain,republican
2008,Texas,TX,Tyler,48457,John McCain,Barack Obama,5644,2166,7910,John McCain,republican
2008,Texas,TX,Upshur,48459,John McCain,Barack Obama,11222,3790,15164,John McCain,republican
2008,Texas,TX,Upton,48461,John McCain,Barack Obama,898,288,1197,John McCain,republican
2008,Texas,TX,Uvalde,48463,John McCain,Barack Obama,4590,4126,8766,John McCain,republican
2008,Texas,TX,Val Verde,48465,John McCain,Barack Obama,5752,6982,12820,Barack Obama,democrat
2008,Texas,TX,Van Zandt,48467,John McCain,Barack Obama,15734,4505,20395,John McCain,republican
2008,Texas,TX,Victoria,48469,John McCain,Barack Obama,19878,9832,29931,John McCain,republican
2008,Texas,TX,Walker,48471,John McCain,Barack Obama,11623,7334,19146,John McCain,republican
2008,Texas,TX,Waller,48473,John McCain,Barack Obama,8265,7153,15508,John McCain,republican
2008,Texas,TX,Ward,48475,John McCain,Barack Obama,2667,899,3602,John McCain,republican
2008,Texas,TX,Washington,48477,John McCain,Barack Obama,10176,4034,14377,John McCain,republican
2008,Texas,TX,Webb,48479,John McCain,Barack Obama,13119,33452,46821,Barack Obama,democrat
2008,Texas,TX,Wharton,48481,John McCain,Barack Obama,9431,4937,14418,John McCain,republican
2008,Texas,TX,Wheeler,48483,John McCain,Barack Obama,1918,314,2245,John McCain,republican
2008,Texas,TX,Wichita,48485,John McCain,Barack Obama,31731,13868,45982,John McCain,republican
2008,Texas,TX,Wilbarger,48487,John McCain,Barack Obama,3283,1196,4509,John McCain,republican
2008,Texas,TX,Willacy,48489,John McCain,Barack Obama,1456,3409,4903,Barack Obama,democrat
2008,Texas,TX,Williamson,48491,John McCain,Barack Obama,88323,67691,158403,John McCain,republican
2008,Texas,TX,Wilson,48493,John McCain,Barack Obama,10904,5362,16366,John McCain,republican
2008,Texas,TX,Winkler,48495,John McCain,Barack Obama,1529,477,2032,John McCain,republican
2008,Texas,TX,Wise,48497,John McCain,Barack Obama,15973,4471,20639,John McCain,republican
2008,Texas,TX,Wood,48499,John McCain,Barack Obama,13658,4010,17784,John McCain,republican
2008,Texas,TX,Yoakum,48501,John McCain,Barack Obama,1989,450,2458,John McCain,republican
2008,Texas,TX,Young,48503,John McCain,Barack Obama,5942,1303,7305,John McCain,republican
2008,Texas,TX,Zapata,48505,John McCain,Barack Obama,919,1939,2866,Barack Obama,democrat
2008,Texas,TX,Zavala,48507,John McCain,Barack Obama,596,3263,3876,Barack Obama,democrat
2008,Utah,UT,Beaver,49001,John McCain,Barack Obama,1902,542,2509,John McCain,republican
2008,Utah,UT,Box Elder,49003,John McCain,Barack Obama,15228,3311,19058,John McCain,republican
2008,Utah,UT,Cache,49005,John McCain,Barack Obama,29127,10294,41332,John McCain,republican
2008,Utah,UT,Carbon,49007,John McCain,Barack Obama,4091,3468,7777,John McCain,republican
2008,Utah,UT,Daggett,49009,John McCain,Barack Obama,297,131,439,John McCain,republican
2008,Utah,UT,Davis,49011,John McCain,Barack Obama,77341,30477,110902,John McCain,republican
2008,Utah,UT,Duchesne,49013,John McCain,Barack Obama,4689,911,5744,John McCain,republican
2008,Utah,UT,Emery,49015,John McCain,Barack Obama,3358,973,4448,John McCain,republican
2008,Utah,UT,Garfield,49017,John McCain,Barack Obama,1710,405,2159,John McCain,republican
2008,Utah,UT,Grand,49019,John McCain,Barack Obama,1871,2067,4077,Barack Obama,democrat
2008,Utah,UT,Iron,49021,John McCain,Barack Obama,12518,3258,16450,John McCain,republican
2008,Utah,UT,Juab,49023,John McCain,Barack Obama,2683,741,3616,John McCain,republican
2008,Utah,UT,Kane,49025,John McCain,Barack Obama,2212,856,3154,John McCain,republican
2008,Utah,UT,Millard,49027,John McCain,Barack Obama,3653,758,4739,John McCain,republican
2008,Utah,UT,Morgan,49029,John McCain,Barack Obama,3311,689,4161,John McCain,republican
2008,Utah,UT,Piute,49031,John McCain,Barack Obama,635,141,798,John McCain,republican
2008,Utah,UT,Rich,49033,John McCain,Barack Obama,831,154,1006,John McCain,republican
2008,Utah,UT,Salt Lake,49035,John McCain,Barack Obama,176692,176988,363749,Barack Obama,democrat
2008,Utah,UT,San Juan,49037,John McCain,Barack Obama,2638,2406,5130,John McCain,republican
2008,Utah,UT,Sanpete,49039,John McCain,Barack Obama,6664,1631,8771,John McCain,republican
2008,Utah,UT,Sevier,49041,John McCain,Barack Obama,6394,1359,8007,John McCain,republican
2008,Utah,UT,Summit,49043,John McCain,Barack Obama,6956,9532,16809,Barack Obama,democrat
2008,Utah,UT,Tooele,49045,John McCain,Barack Obama,10998,5830,17337,John McCain,republican
2008,Utah,UT,Uintah,49047,John McCain,Barack Obama,8441,1462,10151,John McCain,republican
2008,Utah,UT,Utah,49049,John McCain,Barack Obama,122224,29567,157279,John McCain,republican
2008,Utah,UT,Wasatch,49051,John McCain,Barack Obama,5430,2892,8531,John McCain,republican
2008,Utah,UT,Washington,49053,John McCain,Barack Obama,37311,10826,49529,John McCain,republican
2008,Utah,UT,Wayne,49055,John McCain,Barack Obama,940,335,1314,John McCain,republican
2008,Utah,UT,Weber,49057,John McCain,Barack Obama,45885,25666,73394,John McCain,republican
2008,Vermont,VT,Addison,50001,John McCain,Barack Obama,5667,13202,19238,Barack Obama,democrat
2008,Vermont,VT,Bennington,50003,John McCain,Barack Obama,6133,12524,19129,Barack Obama,democrat
2008,Vermont,VT,Caledonia,50005,John McCain,Barack Obama,5472,8900,14728,Barack Obama,democrat
2008,Vermont,VT,Chittenden,50007,John McCain,Barack Obama,22237,59611,83440,Barack Obama,democrat
2008,Vermont,VT,Essex,50009,John McCain,Barack Obama,1284,1733,3101,Barack Obama,democrat
2008,Vermont,VT,Franklin,50011,John McCain,Barack Obama,7853,13179,21460,Barack Obama,democrat
2008,Vermont,VT,Grand Isle,50013,John McCain,Barack Obama,1490,2694,4269,Barack Obama,democrat
2008,Vermont,VT,Lamoille,50015,John McCain,Barack Obama,3515,8914,12668,Barack Obama,democrat
2008,Vermont,VT,Orange,50017,John McCain,Barack Obama,5047,9799,15179,Barack Obama,democrat
2008,Vermont,VT,Orleans,50019,John McCain,Barack Obama,4482,7998,12771,Barack Obama,democrat
2008,Vermont,VT,Rutland,50021,John McCain,Barack Obama,11584,19355,31617,Barack Obama,democrat
2008,Vermont,VT,Washington,50023,John McCain,Barack Obama,9129,22324,32200,Barack Obama,democrat
2008,Vermont,VT,Windham,50025,John McCain,Barack Obama,5997,17585,24081,Barack Obama,democrat
2008,Vermont,VT,Windsor,50027,John McCain,Barack Obama,9084,21444,31165,Barack Obama,democrat
2008,Virginia,VA,Accomack,51001,John McCain,Barack Obama,7833,7607,15623,John McCain,republican
2008,Virginia,VA,Albemarle,51003,John McCain,Barack Obama,20576,29792,50984,Barack Obama,democrat
2008,Virginia,VA,Alleghany,51005,John McCain,Barack Obama,3715,3553,7369,John McCain,republican
2008,Virginia,VA,Amelia,51007,John McCain,Barack Obama,3970,2488,6529,John McCain,republican
2008,Virginia,VA,Amherst,51009,John McCain,Barack Obama,8470,6094,14700,John McCain,republican
2008,Virginia,VA,Appomattox,51011,John McCain,Barack Obama,4903,2641,7630,John McCain,republican
2008,Virginia,VA,Arlington,51013,John McCain,Barack Obama,29876,78994,110153,Barack Obama,democrat
2008,Virginia,VA,Augusta,51015,John McCain,Barack Obama,23120,9825,33338,John McCain,republican
2008,Virginia,VA,Bath,51017,John McCain,Barack Obama,1349,1043,2432,John McCain,republican
2008,Virginia,VA,Bedford,51019,John McCain,Barack Obama,25917,12225,19282,John McCain,republican
2008,Virginia,VA,Bland,51021,John McCain,Barack Obama,2031,864,2959,John McCain,republican
2008,Virginia,VA,Botetourt,51023,John McCain,Barack Obama,11471,5693,17406,John McCain,republican
2008,Virginia,VA,Brunswick,51025,John McCain,Barack Obama,2877,4973,7914,Barack Obama,democrat
2008,Virginia,VA,Buchanan,51027,John McCain,Barack Obama,4541,4063,8734,John McCain,republican
2008,Virginia,VA,Buckingham,51029,John McCain,Barack Obama,3428,3489,6994,Barack Obama,democrat
2008,Virginia,VA,Campbell,51031,John McCain,Barack Obama,17444,8091,25814,John McCain,republican
2008,Virginia,VA,Caroline,51033,John McCain,Barack Obama,5617,7163,12919,Barack Obama,democrat
2008,Virginia,VA,Carroll,51035,John McCain,Barack Obama,8187,4109,12579,John McCain,republican
2008,Virginia,VA,Charles City,51036,John McCain,Barack Obama,1288,2838,4153,Barack Obama,democrat
2008,Virginia,VA,Charlotte,51037,John McCain,Barack Obama,3372,2705,6157,John McCain,republican
2008,Virginia,VA,Chesterfield,51041,John McCain,Barack Obama,86413,74310,162088,John McCain,republican
2008,Virginia,VA,Clarke,51043,John McCain,Barack Obama,3840,3457,7431,John McCain,republican
2008,Virginia,VA,Craig,51045,John McCain,Barack Obama,1695,877,2621,John McCain,republican
2008,Virginia,VA,Culpeper,51047,John McCain,Barack Obama,10711,8802,19741,John McCain,republican
2008,Virginia,VA,Cumberland,51049,John McCain,Barack Obama,2418,2255,4724,John McCain,republican
2008,Virginia,VA,Dickenson,51051,John McCain,Barack Obama,3324,3278,6753,John McCain,republican
2008,Virginia,VA,Dinwiddie,51053,John McCain,Barack Obama,6526,6246,12892,John McCain,republican
2008,Virginia,VA,Essex,51057,John McCain,Barack Obama,2379,2934,5364,Barack Obama,democrat
2008,Virginia,VA,Fairfax,51059,John McCain,Barack Obama,205685,316934,263826,Barack Obama,democrat
2008,Virginia,VA,Fauquier,51061,John McCain,Barack Obama,19227,14616,34219,John McCain,republican
2008,Virginia,VA,Floyd,51063,John McCain,Barack Obama,4441,2937,7516,John McCain,republican
2008,Virginia,VA,Fluvanna,51065,John McCain,Barack Obama,6420,6185,12735,John McCain,republican
2008,Virginia,VA,Franklin,51067,John McCain,Barack Obama,16990,12437,14914,John McCain,republican
2008,Virginia,VA,Frederick,51069,John McCain,Barack Obama,20149,12961,33612,John McCain,republican
2008,Virginia,VA,Giles,51071,John McCain,Barack Obama,4462,3192,7795,John McCain,republican
2008,Virginia,VA,Gloucester,51073,John McCain,Barack Obama,12089,6916,19222,John McCain,republican
2008,Virginia,VA,Goochland,51075,John McCain,Barack Obama,7643,4813,12562,John McCain,republican
2008,Virginia,VA,Grayson,51077,John McCain,Barack Obama,4540,2480,7220,John McCain,republican
2008,Virginia,VA,Greene,51079,John McCain,Barack Obama,4980,3174,8260,John McCain,republican
2008,Virginia,VA,Greensville,51081,John McCain,Barack Obama,1729,3122,4887,Barack Obama,democrat
2008,Virginia,VA,Halifax,51083,John McCain,Barack Obama,8600,8126,16850,John McCain,republican
2008,Virginia,VA,Hanover,51085,John McCain,Barack Obama,37344,18447,56248,John McCain,republican
2008,Virginia,VA,Henrico,51087,John McCain,Barack Obama,67381,86323,154966,Barack Obama,democrat
2008,Virginia,VA,Henry,51089,John McCain,Barack Obama,13758,11118,25215,John McCain,republican
2008,Virginia,VA,Highland,51091,John McCain,Barack Obama,930,590,1554,John McCain,republican
2008,Virginia,VA,Isle of Wight,51093,John McCain,Barack Obama,11258,8573,19997,John McCain,republican
2008,Virginia,VA,James City,51095,John McCain,Barack Obama,20912,17352,38603,John McCain,republican
2008,Virginia,VA,King and Queen,51097,John McCain,Barack Obama,1763,1918,3705,Barack Obama,democrat
2008,Virginia,VA,King George,51099,John McCain,Barack Obama,5888,4473,10474,John McCain,republican
2008,Virginia,VA,King William,51101,John McCain,Barack Obama,4966,3344,8388,John McCain,republican
2008,Virginia,VA,Lancaster,51103,John McCain,Barack Obama,3647,3235,6938,John McCain,republican
2008,Virginia,VA,Lee,51105,John McCain,Barack Obama,5825,3219,9227,John McCain,republican
2008,Virginia,VA,Loudoun,51107,John McCain,Barack Obama,63336,74845,139459,Barack Obama,democrat
2008,Virginia,VA,Louisa,51109,John McCain,Barack Obama,8182,6978,15353,John McCain,republican
2008,Virginia,VA,Lunenburg,51111,John McCain,Barack Obama,2900,2703,5650,John McCain,republican
2008,Virginia,VA,Madison,51113,John McCain,Barack Obama,3758,2862,6699,John McCain,republican
2008,Virginia,VA,Mathews,51115,John McCain,Barack Obama,3456,1934,5440,John McCain,republican
2008,Virginia,VA,Mecklenburg,51117,John McCain,Barack Obama,7817,7127,15082,John McCain,republican
2008,Virginia,VA,Middlesex,51119,John McCain,Barack Obama,3545,2391,6006,John McCain,republican
2008,Virginia,VA,Montgomery,51121,John McCain,Barack Obama,19028,21031,40653,Barack Obama,democrat
2008,Virginia,VA,Nelson,51125,John McCain,Barack Obama,3647,4391,8133,Barack Obama,democrat
2008,Virginia,VA,New Kent,51127,John McCain,Barack Obama,6385,3493,9991,John McCain,republican
2008,Virginia,VA,Northampton,51131,John McCain,Barack Obama,2713,3800,6586,Barack Obama,democrat
2008,Virginia,VA,Northumberland,51133,John McCain,Barack Obama,4041,3312,7406,John McCain,republican
2008,Virginia,VA,Nottoway,51135,John McCain,Barack Obama,3499,3413,6988,John McCain,republican
2008,Virginia,VA,Orange,51137,John McCain,Barack Obama,8506,7107,15801,John McCain,republican
2008,Virginia,VA,Page,51139,John McCain,Barack Obama,6041,4235,10389,John McCain,republican
2008,Virginia,VA,Patrick,51141,John McCain,Barack Obama,5491,2879,8531,John McCain,republican
2008,Virginia,VA,Pittsylvania,51143,John McCain,Barack Obama,18730,11415,30433,John McCain,republican
2008,Virginia,VA,Powhatan,51145,John McCain,Barack Obama,10088,4237,14456,John McCain,republican
2008,Virginia,VA,Prince Edward,51147,John McCain,Barack Obama,4174,5101,9388,Barack Obama,democrat
2008,Virginia,VA,Prince George,51149,John McCain,Barack Obama,8752,7130,16006,John McCain,republican
2008,Virginia,VA,Prince William,51153,John McCain,Barack Obama,67621,93435,162446,Barack Obama,democrat
2008,Virginia,VA,Pulaski,51155,John McCain,Barack Obama,8857,5918,15050,John McCain,republican
2008,Virginia,VA,Rappahannock,51157,John McCain,Barack Obama,2227,2105,4405,John McCain,republican
2008,Virginia,VA,Richmond,51159,John McCain,Barack Obama,20741,75241,48415,Barack Obama,democrat
2008,Virginia,VA,Roanoke,51161,John McCain,Barack Obama,45965,44746,45873.5,John McCain,republican
2008,Virginia,VA,Rockbridge,51163,John McCain,Barack Obama,5732,4347,10195,John McCain,republican
2008,Virginia,VA,Rockingham,51165,John McCain,Barack Obama,22468,10453,33334,John McCain,republican
2008,Virginia,VA,Russell,51167,John McCain,Barack Obama,6389,4932,11494,John McCain,republican
2008,Virginia,VA,Scott,51169,John McCain,Barack Obama,6980,2725,9875,John McCain,republican
2008,Virginia,VA,Shenandoah,51171,John McCain,Barack Obama,12005,6912,19223,John McCain,republican
2008,Virginia,VA,Smyth,51173,John McCain,Barack Obama,7817,4239,12302,John McCain,republican
2008,Virginia,VA,Southampton,51175,John McCain,Barack Obama,4583,4402,9067,John McCain,republican
2008,Virginia,VA,Spotsylvania,51177,John McCain,Barack Obama,28610,24897,54069,John McCain,republican
2008,Virginia,VA,Stafford,51179,John McCain,Barack Obama,29221,25716,55455,John McCain,republican
2008,Virginia,VA,Surry,51181,John McCain,Barack Obama,1663,2626,4325,Barack Obama,democrat
2008,Virginia,VA,Sussex,51183,John McCain,Barack Obama,2026,3301,5363,Barack Obama,democrat
2008,Virginia,VA,Tazewell,51185,John McCain,Barack Obama,11201,5596,17061,John McCain,republican
2008,Virginia,VA,Warren,51187,John McCain,Barack Obama,8879,6997,16126,John McCain,republican
2008,Virginia,VA,Washington,51191,John McCain,Barack Obama,16077,8063,24500,John McCain,republican
2008,Virginia,VA,Westmoreland,51193,John McCain,Barack Obama,3719,4577,8377,Barack Obama,democrat
2008,Virginia,VA,Wise,51195,John McCain,Barack Obama,8914,4995,14138,John McCain,republican
2008,Virginia,VA,Wythe,51197,John McCain,Barack Obama,8207,4107,12491,John McCain,republican
2008,Virginia,VA,York,51199,John McCain,Barack Obama,19833,13700,33897,John McCain,republican
2008,Virginia,VA,Alexandria,51510,John McCain,Barack Obama,19181,50473,70364,Barack Obama,democrat
2008,Virginia,VA,Bedford,51515,John McCain,Barack Obama,25917,12225,19282,John McCain,republican
2008,Virginia,VA,Bristol,51520,John McCain,Barack Obama,4579,2665,7359,John McCain,republican
2008,Virginia,VA,Buena Vista,51530,John McCain,Barack Obama,1282,1108,2423,John McCain,republican
2008,Virginia,VA,Charlottesville,51540,John McCain,Barack Obama,4078,15705,20044,Barack Obama,democrat
2008,Virginia,VA,Chesapeake,51550,John McCain,Barack Obama,52625,53994,107521,Barack Obama,democrat
2008,Virginia,VA,Colonial Heights,51570,John McCain,Barack Obama,6161,2562,8849,John McCain,republican
2008,Virginia,VA,Covington,51580,John McCain,Barack Obama,1020,1304,2354,Barack Obama,democrat
2008,Virginia,VA,Danville,51590,John McCain,Barack Obama,8361,12352,20890,Barack Obama,democrat
2008,Virginia,VA,Emporia,51595,John McCain,Barack Obama,897,1702,2617,Barack Obama,democrat
2008,Virginia,VA,Fairfax,51600,John McCain,Barack Obama,205685,316934,263826,Barack Obama,democrat
2008,Virginia,VA,Falls Church,51610,John McCain,Barack Obama,1970,4695,6750,Barack Obama,democrat
2008,Virginia,VA,Franklin,51620,John McCain,Barack Obama,16990,12437,14914,John McCain,republican
2008,Virginia,VA,Fredericksburg,51630,John McCain,Barack Obama,3413,6155,9677,Barack Obama,democrat
2008,Virginia,VA,Galax,51640,John McCain,Barack Obama,1317,1052,2402,John McCain,republican
2008,Virginia,VA,Hampton,51650,John McCain,Barack Obama,20476,46917,67943,Barack Obama,democrat
2008,Virginia,VA,Harrisonburg,51660,John McCain,Barack Obama,6048,8444,14675,Barack Obama,democrat
2008,Virginia,VA,Hopewell,51670,John McCain,Barack Obama,4149,5285,9524,Barack Obama,democrat
2008,Virginia,VA,Lexington,51678,John McCain,Barack Obama,914,1543,2479,Barack Obama,democrat
2008,Virginia,VA,Lynchburg,51680,John McCain,Barack Obama,17638,16269,34341,John McCain,republican
2008,Virginia,VA,Manassas,51683,John McCain,Barack Obama,5975,7518,13627,Barack Obama,democrat
2008,Virginia,VA,Manassas Park,51685,John McCain,Barack Obama,1634,2463,4140,Barack Obama,democrat
2008,Virginia,VA,Martinsville,51690,John McCain,Barack Obama,2311,4139,6520,Barack Obama,democrat
2008,Virginia,VA,Newport News,51700,John McCain,Barack Obama,28667,51972,81295,Barack Obama,democrat
2008,Virginia,VA,Norfolk,51710,John McCain,Barack Obama,24814,62819,88446,Barack Obama,democrat
2008,Virginia,VA,Norton,51720,John McCain,Barack Obama,744,743,1512,John McCain,republican
2008,Virginia,VA,Petersburg,51730,John McCain,Barack Obama,1583,13774,15540,Barack Obama,democrat
2008,Virginia,VA,Poquoson,51735,John McCain,Barack Obama,5229,1748,7065,John McCain,republican
2008,Virginia,VA,Portsmouth,51740,John McCain,Barack Obama,13984,32327,46665,Barack Obama,democrat
2008,Virginia,VA,Radford,51750,John McCain,Barack Obama,2418,2930,5429,Barack Obama,democrat
2008,Virginia,VA,Richmond,51760,John McCain,Barack Obama,20741,75241,48415,Barack Obama,democrat
2008,Virginia,VA,Roanoke,51770,John McCain,Barack Obama,45965,44746,45873.5,John McCain,republican
2008,Virginia,VA,Salem,51775,John McCain,Barack Obama,7088,5164,12406,John McCain,republican
2008,Virginia,VA,Staunton,51790,John McCain,Barack Obama,5330,5569,11015,Barack Obama,democrat
2008,Virginia,VA,Suffolk,51800,John McCain,Barack Obama,17165,22446,39908,Barack Obama,democrat
2008,Virginia,VA,Virginia Beach,51810,John McCain,Barack Obama,100319,98885,201249,John McCain,republican
2008,Virginia,VA,Waynesboro,51820,John McCain,Barack Obama,4815,3906,8860,John McCain,republican
2008,Virginia,VA,Williamsburg,51830,John McCain,Barack Obama,2353,4328,6787,Barack Obama,democrat
2008,Virginia,VA,Winchester,51840,John McCain,Barack Obama,4725,5268,10126,Barack Obama,democrat
2008,Washington,WA,Adams,53001,John McCain,Barack Obama,3222,1552,4858,John McCain,republican
2008,Washington,WA,Asotin,53003,John McCain,Barack Obama,5451,4139,9780,John McCain,republican
2008,Washington,WA,Benton,53005,John McCain,Barack Obama,45345,26288,72911,John McCain,republican
2008,Washington,WA,Chelan,53007,John McCain,Barack Obama,17605,13781,31958,John McCain,republican
2008,Washington,WA,Clallam,53009,John McCain,Barack Obama,18199,19470,38519,Barack Obama,democrat
2008,Washington,WA,Clark,53011,John McCain,Barack Obama,84212,95356,182764,Barack Obama,democrat
2008,Washington,WA,Columbia,53013,John McCain,Barack Obama,1499,686,2228,John McCain,republican
2008,Washington,WA,Cowlitz,53015,John McCain,Barack Obama,19554,24597,45229,Barack Obama,democrat
2008,Washington,WA,Douglas,53017,John McCain,Barack Obama,9098,5848,15209,John McCain,republican
2008,Washington,WA,Ferry,53019,John McCain,Barack Obama,1916,1467,3501,John McCain,republican
2008,Washington,WA,Franklin,53021,John McCain,Barack Obama,12037,7361,19696,John McCain,republican
2008,Washington,WA,Garfield,53023,John McCain,Barack Obama,968,385,1373,John McCain,republican
2008,Washington,WA,Grant,53025,John McCain,Barack Obama,17153,9601,27438,John McCain,republican
2008,Washington,WA,Grays Harbor,53027,John McCain,Barack Obama,12104,16354,29184,Barack Obama,democrat
2008,Washington,WA,Island,53029,John McCain,Barack Obama,19426,22058,42159,Barack Obama,democrat
2008,Washington,WA,Jefferson,53031,John McCain,Barack Obama,6330,13252,19991,Barack Obama,democrat
2008,Washington,WA,King,53033,John McCain,Barack Obama,259716,648230,922032,Barack Obama,democrat
2008,Washington,WA,Kitsap,53035,John McCain,Barack Obama,53297,68624,124337,Barack Obama,democrat
2008,Washington,WA,Kittitas,53037,John McCain,Barack Obama,9471,8030,17868,John McCain,republican
2008,Washington,WA,Klickitat,53039,John McCain,Barack Obama,4944,4965,10164,Barack Obama,democrat
2008,Washington,WA,Lewis,53041,John McCain,Barack Obama,20278,13624,34705,John McCain,republican
2008,Washington,WA,Lincoln,53043,John McCain,Barack Obama,3803,2032,5977,John McCain,republican
2008,Washington,WA,Mason,53045,John McCain,Barack Obama,12600,15050,28306,Barack Obama,democrat
2008,Washington,WA,Okanogan,53047,John McCain,Barack Obama,8798,7613,16870,John McCain,republican
2008,Washington,WA,Pacific,53049,John McCain,Barack Obama,4555,6094,10937,Barack Obama,democrat
2008,Washington,WA,Pend Oreille,53051,John McCain,Barack Obama,3717,2562,6552,John McCain,republican
2008,Washington,WA,Pierce,53053,John McCain,Barack Obama,141673,181824,329520,Barack Obama,democrat
2008,Washington,WA,San Juan,53055,John McCain,Barack Obama,2958,7374,10531,Barack Obama,democrat
2008,Washington,WA,Skagit,53057,John McCain,Barack Obama,24687,30053,55886,Barack Obama,democrat
2008,Washington,WA,Skamania,53059,John McCain,Barack Obama,2524,2817,5490,Barack Obama,democrat
2008,Washington,WA,Snohomish,53061,John McCain,Barack Obama,126722,187294,320333,Barack Obama,democrat
2008,Washington,WA,Spokane,53063,John McCain,Barack Obama,108314,105786,219511,John McCain,republican
2008,Washington,WA,Stevens,53065,John McCain,Barack Obama,13132,8499,22341,John McCain,republican
2008,Washington,WA,Thurston,53067,John McCain,Barack Obama,48366,75882,126709,Barack Obama,democrat
2008,Washington,WA,Wahkiakum,53069,John McCain,Barack Obama,1105,1121,2294,Barack Obama,democrat
2008,Washington,WA,Walla Walla,53071,John McCain,Barack Obama,14182,10081,24727,John McCain,republican
2008,Washington,WA,Whatcom,53073,John McCain,Barack Obama,40205,58236,100339,Barack Obama,democrat
2008,Washington,WA,Whitman,53075,John McCain,Barack Obama,8104,9070,17589,Barack Obama,democrat
2008,Washington,WA,Yakima,53077,John McCain,Barack Obama,41946,33792,77062,John McCain,republican
2008,West Virginia,WV,Barbour,54001,John McCain,Barack Obama,3685,2419,6232,John McCain,republican
2008,West Virginia,WV,Berkeley,54003,John McCain,Barack Obama,20841,15994,37292,John McCain,republican
2008,West Virginia,WV,Boone,54005,John McCain,Barack Obama,3632,4529,8370,Barack Obama,democrat
2008,West Virginia,WV,Braxton,54007,John McCain,Barack Obama,2629,2704,5409,Barack Obama,democrat
2008,West Virginia,WV,Brooke,54009,John McCain,Barack Obama,4961,4717,9857,John McCain,republican
2008,West Virginia,WV,Cabell,54011,John McCain,Barack Obama,18793,15292,34592,John McCain,republican
2008,West Virginia,WV,Calhoun,54013,John McCain,Barack Obama,1366,993,2429,John McCain,republican
2008,West Virginia,WV,Clay,54015,John McCain,Barack Obama,1755,1421,3265,John McCain,republican
2008,West Virginia,WV,Doddridge,54017,John McCain,Barack Obama,2218,735,3018,John McCain,republican
2008,West Virginia,WV,Fayette,54019,John McCain,Barack Obama,7658,7242,15194,John McCain,republican
2008,West Virginia,WV,Gilmer,54021,John McCain,Barack Obama,1445,1004,2521,John McCain,republican
2008,West Virginia,WV,Grant,54023,John McCain,Barack Obama,3166,997,4218,John McCain,republican
2008,West Virginia,WV,Greenbrier,54025,John McCain,Barack Obama,7567,5881,13732,John McCain,republican
2008,West Virginia,WV,Hampshire,54027,John McCain,Barack Obama,5222,2983,8347,John McCain,republican
2008,West Virginia,WV,Hancock,54029,John McCain,Barack Obama,7518,5504,13220,John McCain,republican
2008,West Virginia,WV,Hardy,54031,John McCain,Barack Obama,3376,1901,5407,John McCain,republican
2008,West Virginia,WV,Harrison,54033,John McCain,Barack Obama,17824,13582,31872,John McCain,republican
2008,West Virginia,WV,Jackson,54035,John McCain,Barack Obama,7148,4861,12236,John McCain,republican
2008,West Virginia,WV,Jefferson,54037,John McCain,Barack Obama,10600,11687,22545,Barack Obama,democrat
2008,West Virginia,WV,Kanawha,54039,John McCain,Barack Obama,40952,40594,82484,John McCain,republican
2008,West Virginia,WV,Lewis,54041,John McCain,Barack Obama,4335,2109,6606,John McCain,republican
2008,West Virginia,WV,Lincoln,54043,John McCain,Barack Obama,3637,3029,6835,John McCain,republican
2008,West Virginia,WV,Logan,54045,John McCain,Barack Obama,7326,5873,13465,John McCain,republican
2008,West Virginia,WV,McDowell,54047,John McCain,Barack Obama,2882,3430,6430,Barack Obama,democrat
2008,West Virginia,WV,Marion,54049,John McCain,Barack Obama,11501,11618,23607,Barack Obama,democrat
2008,West Virginia,WV,Marshall,54051,John McCain,Barack Obama,7759,5996,14001,John McCain,republican
2008,West Virginia,WV,Mason,54053,John McCain,Barack Obama,5853,4484,10603,John McCain,republican
2008,West Virginia,WV,Mercer,54055,John McCain,Barack Obama,13246,7450,21022,John McCain,republican
2008,West Virginia,WV,Mineral,54057,John McCain,Barack Obama,7616,3750,11547,John McCain,republican
2008,West Virginia,WV,Mingo,54059,John McCain,Barack Obama,4587,3582,8338,John McCain,republican
