,score,date
0,0,2012-10-18 23:59:58+00:00
1,1,2012-10-18 23:59:56+00:00
2,1,2012-10-18 23:59:45+00:00
3,0,2012-10-18 23:59:45+00:00
4,2,2012-10-18 23:59:37+00:00
5,2,2012-10-18 23:59:27+00:00
6,1,2012-10-18 23:59:26+00:00
7,0,2012-10-18 23:59:17+00:00
8,1,2012-10-18 23:59:15+00:00
9,1,2012-10-18 23:59:03+00:00
10,2,2012-10-18 23:58:53+00:00
11,1,2012-10-18 23:58:47+00:00
12,1,2012-10-18 23:58:46+00:00
13,2,2012-10-18 23:58:29+00:00
14,1,2012-10-18 23:58:27+00:00
15,1,2012-10-18 23:58:17+00:00
16,1,2012-10-18 23:58:11+00:00
17,2,2012-10-18 23:58:08+00:00
18,1,2012-10-18 23:58:00+00:00
19,0,2012-10-18 23:57:57+00:00
20,1,2012-10-18 23:57:55+00:00
21,1,2012-10-18 23:57:51+00:00
22,1,2012-10-18 23:57:43+00:00
23,2,2012-10-18 23:57:35+00:00
24,1,2012-10-18 23:57:33+00:00
25,1,2012-10-18 23:57:32+00:00
26,1,2012-10-18 23:57:31+00:00
27,1,2012-10-18 23:57:30+00:00
28,1,2012-10-18 23:57:28+00:00
29,1,2012-10-18 23:57:21+00:00
30,1,2012-10-18 23:57:16+00:00
31,2,2012-10-18 23:57:12+00:00
32,1,2012-10-18 23:57:09+00:00
33,1,2012-10-18 23:56:52+00:00
34,1,2012-10-18 23:56:49+00:00
35,1,2012-10-18 23:56:40+00:00
36,1,2012-10-18 23:56:39+00:00
37,1,2012-10-18 23:56:39+00:00
38,1,2012-10-18 23:56:34+00:00
39,1,2012-10-18 23:56:33+00:00
40,1,2012-10-18 23:56:27+00:00
41,1,2012-10-18 23:56:20+00:00
42,1,2012-10-18 23:55:59+00:00
43,1,2012-10-18 23:55:52+00:00
44,1,2012-10-18 23:55:51+00:00
45,1,2012-10-18 23:55:42+00:00
46,2,2012-10-18 23:55:39+00:00
47,1,2012-10-18 23:55:39+00:00
48,1,2012-10-18 23:55:36+00:00
49,1,2012-10-18 23:55:36+00:00
50,1,2012-10-18 23:55:30+00:00
51,1,2012-10-18 23:55:24+00:00
52,1,2012-10-18 23:55:22+00:00
53,1,2012-10-18 23:55:21+00:00
54,1,2012-10-18 23:55:14+00:00
55,1,2012-10-18 23:55:13+00:00
56,1,2012-10-18 23:54:58+00:00
57,1,2012-10-18 23:54:58+00:00
58,1,2012-10-18 23:54:56+00:00
59,1,2012-10-18 23:54:55+00:00
60,2,2012-10-18 23:54:50+00:00
61,1,2012-10-18 23:54:36+00:00
62,1,2012-10-18 23:54:33+00:00
63,2,2012-10-18 23:54:20+00:00
64,2,2012-10-18 23:54:17+00:00
65,1,2012-10-18 23:54:17+00:00
66,1,2012-10-18 23:54:13+00:00
67,1,2012-10-18 23:54:09+00:00
68,1,2012-10-18 23:54:03+00:00
69,1,2012-10-18 23:53:59+00:00
70,1,2012-10-18 23:53:55+00:00
71,1,2012-10-18 23:53:50+00:00
72,0,2012-10-18 23:53:46+00:00
73,1,2012-10-18 23:53:33+00:00
74,2,2012-10-18 23:53:32+00:00
75,1,2012-10-18 23:53:31+00:00
76,1,2012-10-18 23:53:24+00:00
77,1,2012-10-18 23:53:15+00:00
78,2,2012-10-18 23:53:06+00:00
79,2,2012-10-18 23:53:06+00:00
80,1,2012-10-18 23:53:04+00:00
81,1,2012-10-18 23:52:58+00:00
82,1,2012-10-18 23:52:47+00:00
83,2,2012-10-18 23:52:38+00:00
84,1,2012-10-18 23:52:19+00:00
85,2,2012-10-18 23:52:14+00:00
86,1,2012-10-18 23:52:01+00:00
87,0,2012-10-18 23:52:01+00:00
88,1,2012-10-18 23:51:55+00:00
89,1,2012-10-18 23:51:54+00:00
90,1,2012-10-18 23:51:54+00:00
91,1,2012-10-18 23:51:50+00:00
92,2,2012-10-18 23:51:50+00:00
93,1,2012-10-18 23:51:45+00:00
94,1,2012-10-18 23:51:44+00:00
95,1,2012-10-18 23:51:42+00:00
96,0,2012-10-18 23:51:38+00:00
97,0,2012-10-18 23:51:37+00:00
98,1,2012-10-18 23:51:31+00:00
99,1,2012-10-18 23:51:26+00:00
100,1,2012-10-18 23:51:18+00:00
101,2,2012-10-18 23:51:03+00:00
102,1,2012-10-18 23:50:55+00:00
103,2,2012-10-18 23:50:54+00:00
104,1,2012-10-18 23:50:52+00:00
105,1,2012-10-18 23:50:50+00:00
106,1,2012-10-18 23:50:49+00:00
107,0,2012-10-18 23:50:37+00:00
108,1,2012-10-18 23:50:34+00:00
109,1,2012-10-18 23:50:33+00:00
110,1,2012-10-18 23:50:26+00:00
111,1,2012-10-18 23:50:20+00:00
112,1,2012-10-18 23:50:12+00:00
113,1,2012-10-18 23:50:08+00:00
114,1,2012-10-18 23:50:08+00:00
115,1,2012-10-18 23:50:00+00:00
116,1,2012-10-18 23:49:54+00:00
117,1,2012-10-18 23:49:47+00:00
118,0,2012-10-18 23:49:46+00:00
119,1,2012-10-18 23:49:45+00:00
120,1,2012-10-18 23:49:38+00:00
121,1,2012-10-18 23:49:37+00:00
122,1,2012-10-18 23:49:35+00:00
123,1,2012-10-18 23:49:33+00:00
124,1,2012-10-18 23:49:27+00:00
125,0,2012-10-18 23:49:23+00:00
126,1,2012-10-18 23:49:22+00:00
127,1,2012-10-18 23:49:16+00:00
128,1,2012-10-18 23:49:11+00:00
129,1,2012-10-18 23:49:09+00:00
130,1,2012-10-18 23:49:08+00:00
131,2,2012-10-18 23:49:03+00:00
132,1,2012-10-18 23:48:59+00:00
133,1,2012-10-18 23:48:55+00:00
134,1,2012-10-18 23:48:55+00:00
135,2,2012-10-18 23:48:51+00:00
136,1,2012-10-18 23:48:43+00:00
137,2,2012-10-18 23:48:33+00:00
138,1,2012-10-18 23:48:31+00:00
139,1,2012-10-18 23:48:23+00:00
140,2,2012-10-18 23:48:23+00:00
141,1,2012-10-18 23:48:17+00:00
142,2,2012-10-18 23:48:17+00:00
143,1,2012-10-18 23:48:16+00:00
144,1,2012-10-18 23:48:04+00:00
145,1,2012-10-18 23:48:01+00:00
146,1,2012-10-18 23:47:59+00:00
147,1,2012-10-18 23:47:56+00:00
148,2,2012-10-18 23:47:46+00:00
149,1,2012-10-18 23:47:39+00:00
150,2,2012-10-18 23:47:39+00:00
151,1,2012-10-18 23:47:31+00:00
152,1,2012-10-18 23:47:30+00:00
153,1,2012-10-18 23:47:27+00:00
154,0,2012-10-18 23:47:26+00:00
155,1,2012-10-18 23:47:26+00:00
156,1,2012-10-18 23:47:25+00:00
157,1,2012-10-18 23:47:23+00:00
158,2,2012-10-18 23:47:11+00:00
159,1,2012-10-18 23:47:10+00:00
160,2,2012-10-18 23:47:10+00:00
161,1,2012-10-18 23:47:06+00:00
162,1,2012-10-18 23:47:03+00:00
163,1,2012-10-18 23:46:54+00:00
164,1,2012-10-18 23:46:52+00:00
165,2,2012-10-18 23:46:51+00:00
166,1,2012-10-18 23:46:42+00:00
167,2,2012-10-18 23:46:40+00:00
168,2,2012-10-18 23:46:32+00:00
169,0,2012-10-18 23:46:19+00:00
170,0,2012-10-18 23:46:19+00:00
171,2,2012-10-18 23:46:16+00:00
172,2,2012-10-18 23:46:16+00:00
173,1,2012-10-18 23:46:13+00:00
174,1,2012-10-18 23:46:13+00:00
175,2,2012-10-18 23:46:11+00:00
176,1,2012-10-18 23:46:09+00:00
177,1,2012-10-18 23:46:04+00:00
178,1,2012-10-18 23:46:01+00:00
179,1,2012-10-18 23:45:59+00:00
180,1,2012-10-18 23:45:55+00:00
181,2,2012-10-18 23:45:49+00:00
182,2,2012-10-18 23:45:48+00:00
183,1,2012-10-18 23:45:32+00:00
184,1,2012-10-18 23:45:32+00:00
185,1,2012-10-18 23:45:24+00:00
186,1,2012-10-18 23:45:24+00:00
187,1,2012-10-18 23:45:23+00:00
188,1,2012-10-18 23:45:22+00:00
189,1,2012-10-18 23:45:21+00:00
190,1,2012-10-18 23:45:21+00:00
191,1,2012-10-18 23:45:18+00:00
192,1,2012-10-18 23:45:15+00:00
193,1,2012-10-18 23:45:11+00:00
194,1,2012-10-18 23:45:09+00:00
195,1,2012-10-18 23:45:07+00:00
196,1,2012-10-18 23:45:05+00:00
197,2,2012-10-18 23:45:01+00:00
198,1,2012-10-18 23:44:57+00:00
199,1,2012-10-18 23:44:56+00:00
200,1,2012-10-18 23:44:50+00:00
201,1,2012-10-18 23:44:47+00:00
