,date,score
0,2020-05-27,8.3125
1,2020-05-28,4.1875
2,2020-05-29,1.1875
3,2020-05-30,10.125
4,2020-05-31,8.4375
5,2020-06-01,10.875
6,2020-06-02,12.4375
7,2020-06-03,8.0625
8,2020-06-04,12.75
9,2020-06-05,19.875
10,2020-06-06,19.6875
11,2020-06-07,12.8125
12,2020-06-08,3.8125
13,2020-06-09,7.625
14,2020-06-10,2.875
15,2020-06-11,5.3125
16,2020-06-12,5.875
17,2020-06-13,0.0
18,2020-06-14,1.3125
19,2020-06-15,5.6875
20,2020-06-16,6.5625
21,2020-06-17,8.0625
22,2020-06-18,18.75
23,2020-06-19,8.9375
24,2020-06-20,7.5625
25,2020-06-21,6.25
26,2020-06-22,2.6875
27,2020-06-23,6.875
28,2020-06-24,6.875
29,2020-06-25,13.25
30,2020-06-26,4.0
31,2020-06-27,13.75
32,2020-06-28,9.8125
33,2020-06-29,10.125
34,2020-06-30,4.0
35,2020-07-01,13.6875
36,2020-07-02,8.9375
37,2020-07-03,8.625
38,2020-07-04,1.375
39,2020-07-05,5.875
40,2020-07-06,0.0
41,2020-07-07,7.25
42,2020-07-08,14.1875
43,2020-07-09,16.125
44,2020-07-10,12.0625
45,2020-07-11,0.0
