date,score_mn
2020-06-05,1.8875
2020-06-06,1.675
2020-06-07,1.6666666666666665
2020-06-08,1.707142857142857
2020-06-09,1.7606596767147225
2020-06-10,1.8181818181818183
2020-06-11,1.8295454545454544
2020-06-12,1.8
2020-06-13,1.7857142857142856
2020-06-14,1.7916666666666665
2020-06-15,1.9479166666666665
2020-06-16,1.5833333333333335
2020-06-17,1.7888888888888888
2020-06-18,1.9249999999999998
2020-06-19,1.7833333333333332
2020-06-20,2.05
2020-06-21,1.4974358974358974
2020-06-22,1.7333333333333334
2020-06-23,1.775
2020-06-24,1.9375
2020-06-25,1.75
2020-06-26,1.8416666666666668
2020-06-27,2.0555555555555554
2020-06-28,1.7348484848484849
2020-06-29,1.6727272727272728
2020-06-30,1.7029411764705882
2020-07-01,1.9
2020-07-02,1.8214285714285714
2020-07-03,1.7746177370030582
2020-07-04,1.7746177370030582
