,date,score
0,2020-06-05,2.2
1,2020-06-06,1.5
2,2020-06-07,1.0
3,2020-06-08,1.7857142857142858
4,2020-06-09,1.875
5,2020-06-10,1.8571428571428568
6,2020-06-11,1.4444444444444444
7,2020-06-12,1.8
8,2020-06-13,1.3333333333333333
9,2020-06-14,2.0
10,2020-06-15,2.1111111111111107
11,2020-06-16,1.5833333333333333
12,2020-06-17,1.5555555555555556
13,2020-06-18,2.1666666666666665
14,2020-06-19,2.0
15,2020-06-20,2.0
16,2020-06-21,1.5
17,2020-06-22,1.6666666666666667
18,2020-06-23,1.6666666666666667
19,2020-06-24,2.125
20,2020-06-25,2.0
21,2020-06-26,1.9166666666666667
22,2020-06-27,2.0
23,2020-06-28,3.0
24,2020-06-29,1.8
25,2020-06-30,1.6363636363636365
26,2020-07-01,1.875
27,2020-07-02,2.0
28,2020-07-03,1.7624309392265194
29,2020-07-04,1.7624309392265194
