,Unnamed: 0,date,score
0,0,2012-08-06,2.1538461538461537
1,1,2012-08-07,8.923076923076922
2,2,2012-08-08,7.0
3,3,2012-08-09,8.0
4,4,2012-08-10,4.846153846153847
5,5,2012-08-11,2.3846153846153846
6,6,2012-08-12,3.5384615384615383
7,7,2012-08-13,6.0769230769230775
8,8,2012-08-14,2.230769230769231
9,9,2012-08-15,6.538461538461537
10,10,2012-08-16,2.4615384615384617
11,11,2012-08-17,8.538461538461537
12,12,2012-08-18,0.4615384615384616
13,13,2012-08-19,9.0
14,14,2012-08-20,4.076923076923077
15,15,2012-08-21,6.0
16,16,2012-08-22,3.7692307692307687
17,17,2012-08-23,5.0769230769230775
18,18,2012-08-24,6.0769230769230775
19,19,2012-08-25,8.0
20,20,2012-08-26,1.4615384615384617
21,21,2012-08-27,3.8461538461538463
22,22,2012-08-28,9.384615384615383
23,23,2012-08-29,6.0769230769230775
24,24,2012-08-30,5.769230769230768
25,25,2012-08-31,5.6923076923076925
26,26,2012-09-01,8.307692307692307
27,27,2012-09-02,17.153846153846153
28,28,2012-09-03,3.8461538461538463
29,29,2012-09-04,10.307692307692307
30,30,2012-09-05,14.846153846153848
31,31,2012-09-06,9.23076923076923
32,32,2012-09-07,16.153846153846153
33,33,2012-09-08,9.307692307692307
34,34,2012-09-09,4.0
35,35,2012-09-10,4.846153846153847
36,36,2012-09-11,4.076923076923077
37,37,2012-09-12,3.3076923076923075
38,38,2012-09-13,5.384615384615384
39,39,2012-09-14,6.6923076923076925
40,40,2012-09-15,2.6923076923076925
41,41,2012-09-16,5.538461538461538
42,42,2012-09-17,4.9230769230769225
43,43,2012-09-18,10.615384615384617
44,44,2012-09-19,8.461538461538463
45,45,2012-09-20,6.538461538461537
46,46,2012-09-21,4.846153846153847
47,47,2012-09-22,8.384615384615385
48,48,2012-09-23,7.0
49,49,2012-09-24,10.384615384615383
50,50,2012-09-25,9.461538461538463
51,51,2012-09-26,7.9230769230769225
52,52,2012-09-27,4.9230769230769225
53,53,2012-09-28,8.307692307692307
54,54,2012-09-29,8.384615384615385
55,55,2012-09-30,2.6923076923076925
56,56,2012-10-01,7.0
57,57,2012-10-02,10.307692307692307
58,58,2012-10-03,7.384615384615384
59,59,2012-10-04,22.538461538461537
60,60,2012-10-05,17.615384615384613
61,61,2012-10-06,7.461538461538463
62,62,2012-10-07,7.769230769230768
63,63,2012-10-08,11.615384615384615
64,64,2012-10-09,22.153846153846153
65,65,2012-10-10,12.0
66,66,2012-10-11,10.076923076923077
67,67,2012-10-12,7.9230769230769225
68,68,2012-10-13,4.615384615384615
69,69,2012-10-14,9.23076923076923
70,70,2012-10-15,10.461538461538463
71,71,2012-10-16,11.692307692307693
72,72,2012-10-17,19.76923076923077
73,73,2012-10-18,16.307692307692307
74,74,2012-10-19,10.923076923076923
75,75,2012-10-20,9.0
76,76,2012-10-21,17.76923076923077
77,77,2012-10-22,6.153846153846153
78,78,2012-10-23,25.23076923076923
79,79,2012-10-24,8.0
80,80,2012-10-25,14.692307692307693
81,81,2012-10-26,20.46153846153846
82,82,2012-10-27,11.923076923076925
83,83,2012-10-28,12.692307692307693
84,84,2012-10-29,17.384615384615387
85,85,2012-10-30,13.461538461538463
86,86,2012-10-31,24.384615384615387
87,87,2012-11-01,20.76923076923077
88,88,2012-11-02,26.69230769230769
89,89,2012-11-03,29.76923076923077
90,90,2012-11-04,39.07692307692308
91,91,2012-11-05,42.230769230769226
92,92,2012-11-06,98.15384615384615
