,date,score
0,2020-06-05,3.0
1,2020-06-06,2.0
2,2020-06-07,1.6666666666666667
3,2020-06-08,2.0
4,2020-06-09,1.5
5,2020-06-10,2.0
6,2020-06-11,1.4
7,2020-06-12,1.8
8,2020-06-13,2.0
9,2020-06-14,1.8
10,2020-06-15,2.0
11,2020-06-16,1.6666666666666667
12,2020-06-17,1.5
13,2020-06-18,1.7142857142857142
14,2020-06-19,1.7692307692307692
15,2020-06-20,2.25
16,2020-06-21,1.0
17,2020-06-22,1.75
18,2020-06-23,1.7272727272727273
19,2020-06-24,2.2
20,2020-06-25,1.5
21,2020-06-26,2.0
22,2020-06-27,1.5
23,2020-06-28,1.6666666666666667
24,2020-06-29,1.25
25,2020-06-30,2.0
26,2020-07-01,1.8333333333333333
27,2020-07-02,1.7014925373134329
28,2020-07-03,1.7014925373134329
29,2020-07-04,1.7014925373134329
