,score,date
0,1,2012-10-18 23:59:54+00:00
1,1,2012-10-18 23:59:43+00:00
2,1,2012-10-18 23:59:24+00:00
3,1,2012-10-18 23:59:20+00:00
4,1,2012-10-18 23:59:07+00:00
5,1,2012-10-18 23:59:02+00:00
6,1,2012-10-18 23:58:49+00:00
7,1,2012-10-18 23:58:43+00:00
8,1,2012-10-18 23:58:35+00:00
9,1,2012-10-18 23:58:32+00:00
10,1,2012-10-18 23:58:29+00:00
11,1,2012-10-18 23:57:44+00:00
12,1,2012-10-18 23:57:15+00:00
13,1,2012-10-18 23:56:53+00:00
14,1,2012-10-18 23:56:51+00:00
15,1,2012-10-18 23:56:39+00:00
16,1,2012-10-18 23:56:08+00:00
17,1,2012-10-18 23:55:54+00:00
18,2,2012-10-18 23:55:52+00:00
19,1,2012-10-18 23:55:47+00:00
20,1,2012-10-18 23:55:37+00:00
21,1,2012-10-18 23:55:20+00:00
22,1,2012-10-18 23:55:08+00:00
23,1,2012-10-18 23:55:07+00:00
24,1,2012-10-18 23:54:54+00:00
25,1,2012-10-18 23:54:23+00:00
26,1,2012-10-18 23:54:21+00:00
27,1,2012-10-18 23:54:17+00:00
28,1,2012-10-18 23:54:12+00:00
29,1,2012-10-18 23:54:07+00:00
30,1,2012-10-18 23:54:02+00:00
31,0,2012-10-18 23:53:57+00:00
32,1,2012-10-18 23:53:55+00:00
33,1,2012-10-18 23:53:35+00:00
34,1,2012-10-18 23:52:50+00:00
35,1,2012-10-18 23:52:48+00:00
36,1,2012-10-18 23:52:39+00:00
37,1,2012-10-18 23:52:06+00:00
38,1,2012-10-18 23:51:38+00:00
39,1,2012-10-18 23:51:35+00:00
40,0,2012-10-18 23:51:16+00:00
41,1,2012-10-18 23:51:14+00:00
42,1,2012-10-18 23:51:07+00:00
43,1,2012-10-18 23:51:06+00:00
44,1,2012-10-18 23:50:59+00:00
45,1,2012-10-18 23:50:53+00:00
46,0,2012-10-18 23:50:41+00:00
47,1,2012-10-18 23:49:54+00:00
48,1,2012-10-18 23:49:45+00:00
49,1,2012-10-18 23:49:22+00:00
50,1,2012-10-18 23:49:18+00:00
51,2,2012-10-18 23:49:17+00:00
52,1,2012-10-18 23:49:08+00:00
53,1,2012-10-18 23:49:05+00:00
54,1,2012-10-18 23:49:05+00:00
55,1,2012-10-18 23:49:04+00:00
56,1,2012-10-18 23:48:44+00:00
57,1,2012-10-18 23:47:33+00:00
58,1,2012-10-18 23:47:00+00:00
59,1,2012-10-18 23:46:56+00:00
60,1,2012-10-18 23:46:48+00:00
61,1,2012-10-18 23:46:48+00:00
62,1,2012-10-18 23:46:40+00:00
63,1,2012-10-18 23:46:30+00:00
64,1,2012-10-18 23:45:59+00:00
65,1,2012-10-18 23:45:47+00:00
66,1,2012-10-18 23:45:14+00:00
67,1,2012-10-18 23:45:00+00:00
68,1,2012-10-18 23:44:53+00:00
69,1,2012-10-18 23:44:46+00:00
70,1,2012-10-18 23:44:45+00:00
71,1,2012-10-18 23:44:31+00:00
72,1,2012-10-18 23:44:30+00:00
73,0,2012-10-18 23:44:25+00:00
74,1,2012-10-18 23:44:21+00:00
75,1,2012-10-18 23:44:14+00:00
76,1,2012-10-18 23:43:58+00:00
77,1,2012-10-18 23:43:29+00:00
78,1,2012-10-18 23:43:07+00:00
79,1,2012-10-18 23:43:06+00:00
80,1,2012-10-18 23:43:03+00:00
81,1,2012-10-18 23:42:57+00:00
82,1,2012-10-18 23:42:56+00:00
83,1,2012-10-18 23:42:37+00:00
84,1,2012-10-18 23:42:13+00:00
85,1,2012-10-18 23:42:13+00:00
86,1,2012-10-18 23:42:11+00:00
87,1,2012-10-18 23:41:57+00:00
88,1,2012-10-18 23:41:36+00:00
89,1,2012-10-18 23:41:29+00:00
90,1,2012-10-18 23:41:18+00:00
91,1,2012-10-18 23:41:17+00:00
92,1,2012-10-18 23:41:16+00:00
93,1,2012-10-18 23:41:05+00:00
94,1,2012-10-18 23:41:01+00:00
95,1,2012-10-18 23:40:48+00:00
96,1,2012-10-18 23:40:44+00:00
97,1,2012-10-18 23:39:52+00:00
98,1,2012-10-18 23:39:42+00:00
99,1,2012-10-18 23:39:37+00:00
100,1,2012-10-18 23:39:24+00:00
101,1,2012-10-18 23:39:23+00:00
102,1,2012-10-18 23:39:18+00:00
103,1,2012-10-18 23:39:00+00:00
104,0,2012-10-18 23:38:59+00:00
105,1,2012-10-18 23:38:55+00:00
106,1,2012-10-18 23:38:45+00:00
107,1,2012-10-18 23:38:28+00:00
108,1,2012-10-18 23:38:27+00:00
109,1,2012-10-18 23:37:53+00:00
110,1,2012-10-18 23:37:33+00:00
111,1,2012-10-18 23:37:27+00:00
112,0,2012-10-18 23:37:07+00:00
113,1,2012-10-18 23:37:04+00:00
114,1,2012-10-18 23:37:01+00:00
115,1,2012-10-18 23:36:48+00:00
116,1,2012-10-18 23:36:46+00:00
117,1,2012-10-18 23:36:45+00:00
118,1,2012-10-18 23:36:35+00:00
119,1,2012-10-18 23:36:29+00:00
120,1,2012-10-18 23:36:24+00:00
121,1,2012-10-18 23:36:23+00:00
122,1,2012-10-18 23:36:00+00:00
123,1,2012-10-18 23:35:50+00:00
124,1,2012-10-18 23:35:46+00:00
125,1,2012-10-18 23:35:30+00:00
126,1,2012-10-18 23:35:20+00:00
127,1,2012-10-18 23:35:19+00:00
128,1,2012-10-18 23:35:18+00:00
129,1,2012-10-18 23:35:14+00:00
130,1,2012-10-18 23:34:55+00:00
131,1,2012-10-18 23:34:36+00:00
132,1,2012-10-18 23:34:25+00:00
133,1,2012-10-18 23:34:13+00:00
134,1,2012-10-18 23:34:12+00:00
135,1,2012-10-18 23:34:08+00:00
136,1,2012-10-18 23:34:02+00:00
137,1,2012-10-18 23:34:02+00:00
138,1,2012-10-18 23:33:40+00:00
139,1,2012-10-18 23:33:25+00:00
140,1,2012-10-18 23:33:13+00:00
141,1,2012-10-18 23:33:01+00:00
142,1,2012-10-18 23:32:41+00:00
143,0,2012-10-18 23:32:28+00:00
144,2,2012-10-18 23:32:17+00:00
145,1,2012-10-18 23:32:11+00:00
146,1,2012-10-18 23:31:59+00:00
147,1,2012-10-18 23:31:46+00:00
148,1,2012-10-18 23:31:32+00:00
149,1,2012-10-18 23:31:11+00:00
150,1,2012-10-18 23:31:08+00:00
151,1,2012-10-18 23:30:47+00:00
152,1,2012-10-18 23:30:45+00:00
153,1,2012-10-18 23:30:39+00:00
154,1,2012-10-18 23:30:35+00:00
155,1,2012-10-18 23:30:24+00:00
156,1,2012-10-18 23:30:20+00:00
157,1,2012-10-18 23:30:16+00:00
158,1,2012-10-18 23:30:10+00:00
159,1,2012-10-18 23:30:08+00:00
160,1,2012-10-18 23:30:07+00:00
161,1,2012-10-18 23:30:03+00:00
162,1,2012-10-18 23:29:45+00:00
163,1,2012-10-18 23:29:45+00:00
164,1,2012-10-18 23:29:33+00:00
165,1,2012-10-18 23:29:21+00:00
166,1,2012-10-18 23:28:59+00:00
167,1,2012-10-18 23:28:57+00:00
168,1,2012-10-18 23:28:46+00:00
169,0,2012-10-18 23:28:44+00:00
170,1,2012-10-18 23:28:41+00:00
171,1,2012-10-18 23:28:24+00:00
172,1,2012-10-18 23:28:18+00:00
173,1,2012-10-18 23:28:07+00:00
174,2,2012-10-18 23:28:03+00:00
175,1,2012-10-18 23:27:59+00:00
176,1,2012-10-18 23:27:49+00:00
177,1,2012-10-18 23:27:46+00:00
178,1,2012-10-18 23:27:33+00:00
179,1,2012-10-18 23:27:23+00:00
180,1,2012-10-18 23:27:03+00:00
181,1,2012-10-18 23:27:02+00:00
182,1,2012-10-18 23:27:02+00:00
183,1,2012-10-18 23:27:00+00:00
184,1,2012-10-18 23:26:46+00:00
185,1,2012-10-18 23:26:45+00:00
186,1,2012-10-18 23:26:42+00:00
187,1,2012-10-18 23:26:30+00:00
188,1,2012-10-18 23:26:20+00:00
189,1,2012-10-18 23:26:10+00:00
190,1,2012-10-18 23:25:48+00:00
191,2,2012-10-18 23:25:46+00:00
192,0,2012-10-18 23:25:37+00:00
